version 1, schema sound_events_tables, guid 4cc5c053-1a0b-4b6f-b169-615baa0f09d0
unknown1(boolean)	unknown2(string)
true	"campaign_voices_Completed_Missionary"
true	"campaign_voices_Completed_Monk"
true	"campaign_voices_Completed_Monomi"
true	"campaign_voices_Completed_Ninja"
true	"campaign_voices_Completed_Samurai_Admiral"
true	"campaign_voices_Completed_Samurai_Army"
true	"campaign_voices_Completed_Samurai_General"
true	"campaign_voices_Completed_Samurai_Navy"
true	"campaign_voices_Completed_Shirabyoshi"
true	"campaign_voices_Completed_Sou"
true	"campaign_voices_Death_Daimyo"
true	"campaign_voices_Death_Geisha"
true	"campaign_voices_Death_Junsatsushi"
true	"campaign_voices_Death_Metsuke"
true	"campaign_voices_Death_Missionary"
true	"campaign_voices_Death_Monk"
true	"campaign_voices_Death_Monomi"
true	"campaign_voices_Death_Ninja"
true	"campaign_voices_Death_Samurai_Admiral"
true	"campaign_voices_Death_Samurai_Army"
true	"campaign_voices_Death_Samurai_General"
true	"campaign_voices_Death_Samurai_Navy"
true	"campaign_voices_Death_Shirabyoshi"
true	"campaign_voices_Death_Sou"
true	"campaign_voices_Demoralise_Army_Ordered_Missionary"
true	"campaign_voices_Demoralise_Army_Ordered_Monk"
true	"campaign_voices_Demoralise_Army_Ordered_Sou"
true	"campaign_voices_Entertain_General_Ordered_Shirabyoshi"
true	"campaign_voices_Entertain_Noble_Ordered_Shirabyoshi"
true	"campaign_voices_Incite_Revolt_Ordered_Missionary"
true	"campaign_voices_Incite_Revolt_Ordered_Monk"
true	"campaign_voices_Incite_Revolt_Ordered_Sou"
true	"campaign_voices_Indoctrinate_Sou"
true	"campaign_voices_Inspire_Army_Ordered_Missionary"
true	"campaign_voices_Inspire_Army_Ordered_Monk"
true	"campaign_voices_Inspire_Army_Ordered_Sou"
true	"campaign_voices_Lay_Ambush_Samurai_Army"
true	"campaign_voices_Lay_Ambush_Samurai_General"
true	"campaign_voices_Minister_Settlement_Ordered_Missionary"
true	"campaign_voices_Minister_Settlement_Ordered_Monk"
true	"campaign_voices_Minister_Settlement_Ordered_Sou"
true	"campaign_voices_Movement_Disembark_Daimyo"
true	"campaign_voices_Movement_Disembark_Geisha"
true	"campaign_voices_Movement_Disembark_Junsatsushi"
true	"campaign_voices_Movement_Disembark_Metsuke"
true	"campaign_voices_Movement_Disembark_Missionary"
true	"campaign_voices_Movement_Disembark_Monk"
true	"campaign_voices_Movement_Disembark_Monomi"
true	"campaign_voices_Movement_Disembark_Ninja"
true	"campaign_voices_Movement_Disembark_Samurai_Admiral"
true	"campaign_voices_Movement_Disembark_Samurai_Army"
true	"campaign_voices_Movement_Disembark_Samurai_General"
true	"campaign_voices_Movement_Disembark_Samurai_Navy"
true	"campaign_voices_Movement_Disembark_Shirabyoshi"
true	"campaign_voices_Movement_Disembark_Sou"
true	"campaign_voices_Movement_Embark_Daimyo"
true	"campaign_voices_Movement_Embark_Geisha"
true	"campaign_voices_Movement_Embark_Junsatsushi"
true	"campaign_voices_Movement_Embark_Metsuke"
true	"campaign_voices_Movement_Embark_Missionary"
true	"campaign_voices_Movement_Embark_Monk"
true	"campaign_voices_Movement_Embark_Monomi"
true	"campaign_voices_Movement_Embark_Ninja"
true	"campaign_voices_Movement_Embark_Samurai_Admiral"
true	"campaign_voices_Movement_Embark_Samurai_Army"
true	"campaign_voices_Movement_Embark_Samurai_General"
true	"campaign_voices_Movement_Embark_Samurai_Navy"
true	"campaign_voices_Movement_Embark_Shirabyoshi"
true	"campaign_voices_Movement_Embark_Sou"
true	"campaign_voices_Movement_Ordered_Daimyo"
true	"campaign_voices_Movement_Ordered_Geisha"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Daimyo"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Geisha"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Junsatsushi"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Metsuke"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Missionary"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Monk"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Monomi"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Ninja"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Samurai_Admiral"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Samurai_Army"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Samurai_General"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Samurai_Navy"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Shirabyoshi"
true	"campaign_voices_Movement_Ordered_Illegal_Move_Sou"
true	"campaign_voices_Movement_Ordered_Junsatsushi"
true	"campaign_voices_Movement_Ordered_Metsuke"
true	"campaign_voices_Movement_Ordered_Missionary"
true	"campaign_voices_Movement_Ordered_Monk"
true	"campaign_voices_Movement_Ordered_Monomi"
true	"campaign_voices_Movement_Ordered_Ninja"
true	"campaign_voices_Movement_Ordered_Samurai_Admiral"
true	"campaign_voices_Movement_Ordered_Samurai_Army"
true	"campaign_voices_Movement_Ordered_Samurai_General"
true	"campaign_voices_Movement_Ordered_Samurai_Navy"
true	"campaign_voices_Movement_Ordered_Shirabyoshi"
true	"campaign_voices_Movement_Ordered_Sou"
true	"campaign_voices_Movement_end_ActionPs_available_Daimyo"
true	"campaign_voices_Movement_end_ActionPs_available_Geisha"
true	"campaign_voices_Movement_end_ActionPs_available_Junsatsushi"
true	"campaign_voices_Movement_end_ActionPs_available_Metsuke"
true	"campaign_voices_Movement_end_ActionPs_available_Missionary"
true	"campaign_voices_Movement_end_ActionPs_available_Monk"
true	"campaign_voices_Movement_end_ActionPs_available_Monomi"
true	"campaign_voices_Movement_end_ActionPs_available_Ninja"
true	"campaign_voices_Movement_end_ActionPs_available_Samurai_Admiral"
true	"campaign_voices_Movement_end_ActionPs_available_Samurai_Army"
true	"campaign_voices_Movement_end_ActionPs_available_Samurai_General"
true	"campaign_voices_Movement_end_ActionPs_available_Samurai_Navy"
true	"campaign_voices_Movement_end_ActionPs_available_Shirabyoshi"
true	"campaign_voices_Movement_end_ActionPs_available_Sou"
true	"campaign_voices_Oversee_Army_Ordered_Junsatsushi"
true	"campaign_voices_Oversee_Army_Ordered_Metsuke"
true	"campaign_voices_Oversee_Settlement_Ordered_Junsatsushi"
true	"campaign_voices_Oversee_Settlement_Ordered_Metsuke"
true	"campaign_voices_Raid_Slot_Samurai_Army"
true	"campaign_voices_Raid_Slot_Samurai_General"
true	"campaign_voices_Request_Allegiance_Junsatsushi"
true	"campaign_voices_Retreat_Samurai_Admiral"
true	"campaign_voices_Retreat_Samurai_Army"
true	"campaign_voices_Retreat_Samurai_General"
true	"campaign_voices_Retreat_Samurai_Navy"
true	"campaign_voices_Sabotage_Ordered_Monomi"
true	"campaign_voices_Sabotage_Ordered_Ninja"
true	"campaign_voices_Scouting_Ordered_Monomi"
true	"campaign_voices_Scouting_ordered_Ninja"
true	"campaign_voices_Seduction_Ordered_Shirabyoshi"
true	"campaign_voices_Selected_Junsatsushi"
true	"campaign_voices_Selected_Monomi"
true	"campaign_voices_Selected_Shirabyoshi"
true	"campaign_voices_Selected_Sou"
true	"campaign_voices_Spy_Network_Ordered_Monomi"
true	"campaign_voices_Subvert_Ordered_Monomi"
true	"campaign_voices_Trail_Ordered_Metsuke"
true	"campaign_voices_city_bribe_ordered_metsuke"
true	"campaign_voices_level_up_Junsatsushi"
true	"campaign_voices_level_up_Monomi"
true	"campaign_voices_level_up_Shirabyoshi"
true	"campaign_voices_level_up_Sou"
true	"campaign_voices_level_up_geisha"
true	"campaign_voices_level_up_general"
true	"campaign_voices_level_up_metsuke"
true	"campaign_voices_level_up_missionary"
true	"campaign_voices_level_up_monk"
true	"campaign_voices_level_up_ninja"
true	"campaign_voices_selected_Daimyo"
true	"campaign_voices_selected_Geisha"
true	"campaign_voices_selected_Metsuke"
true	"campaign_voices_selected_Missionary"
true	"campaign_voices_selected_Monk"
true	"campaign_voices_selected_Ninja"
true	"campaign_voices_selected_Samurai_Admiral"
true	"campaign_voices_selected_Samurai_Army"
true	"campaign_voices_selected_Samurai_General"
true	"campaign_voices_selected_Samurai_Navy"
true	"naval_unit_voices_halt"
true	"place_mine"
true	"repair_ship"
true	"silent"
true	"special_ability_active_hiding"
true	"special_ability_anti_rally"
true	"special_ability_artillery_accuracy_boost"
true	"special_ability_artillery_rof_boost"
true	"special_ability_increase_range"
true	"special_ability_rapid_advance"
true	"special_ability_second_wind"
true	"special_ability_spear_wall"
true	"special_ability_yari_wall_formed_generic"
true	"special_ability_yari_wall_generic"
