version 1, schema battle_type_unit_to_faction_presets_tables
unknown1(string)	unknown2(int)	Unit_IDRef(string)	unknown3(int)
"1362"	372	"steam_ship"	0
"1363"	372	"carronade_frigate"	0
"1364"	372	"6th_rate"	0
"1365"	372	"rocket_ship"	0
"1366"	373	"1st_rate_admiral_spanish"	0
"1367"	373	"2nd_rate_spanish"	0
"1368"	373	"3rd_rate_spanish"	0
"1369"	373	"3rd_rate_spanish"	0
"1370"	373	"steam_ship_spanish"	0
"1371"	373	"carronade_frigate_spanish"	0
"1372"	373	"6th_rate_spanish"	0
"1373"	373	"steam_ship_spanish"	0
"1374"	374	"1st_rate_admiral"	0
"1375"	374	"2nd_rate"	0
"1376"	374	"3rd_rate"	0
"1377"	374	"3rd_rate"	0
"1378"	374	"steam_ship"	0
"1379"	374	"carronade_frigate"	0
"1380"	374	"6th_rate"	0
"1381"	374	"rocket_ship"	0
"1382"	375	"1st_rate_admiral_american"	0
"1383"	375	"3rd_rate_american"	0
"1384"	375	"3rd_rate_american"	0
"1385"	375	"3rd_rate_american"	0
"1386"	375	"steam_ship_american"	0
"1387"	375	"carronade_frigate"	0
"1388"	375	"6th_rate_american"	0
"1389"	375	"rocket_ship_american"	0
"1415"	428	"nan_plains_generals_bodyguard"	2
"1416"	428	"nan_cherokee_mounted_lancers"	2
"1417"	428	"nan_cherokee_mounted_lancers"	2
"1418"	428	"nan_cherokee_mounted_lancers"	2
"1419"	428	"nan_cherokee_mounted_lancers"	2
"1420"	428	"nan_cherokee_medicine_men"	2
"1421"	428	"nan_cherokee_elite"	2
"1422"	428	"nan_cherokee_elite"	2
"1423"	428	"nan_cherokee_warriors"	2
"1424"	428	"nan_cherokee_warriors"	2
"1425"	428	"nan_cherokee_warriors"	2
"1426"	428	"nan_cherokee_warriors"	2
"1427"	428	"nan_cherokee_tribesmen"	2
"1428"	428	"nan_cherokee_tribesmen"	2
"1429"	428	"nan_cherokee_tribesmen"	2
"1430"	428	"nan_cherokee_archers"	2
"1431"	428	"nan_cherokee_archers"	2
"1432"	428	"nan_cherokee_archers"	1
"1433"	428	"nan_cherokee_archers"	1
"1434"	428	"nan_cherokee_archers"	1
"1435"	429	"nan_plains_generals_bodyguard"	2
"1436"	429	"nan_huron_mounted_lancers"	2
"1437"	429	"nan_huron_mounted_lancers"	2
"1438"	429	"nan_huron_mounted_lancers"	2
"1439"	429	"nan_huron_mounted_lancers"	2
"1440"	429	"nan_huron_medicine_men"	2
"1441"	429	"nan_huron_elite"	2
"1442"	429	"nan_huron_elite"	2
"1443"	429	"nan_huron_warriors"	2
"1444"	429	"nan_huron_warriors"	2
"1445"	429	"nan_huron_warriors"	2
"1446"	429	"nan_huron_warriors"	2
"1447"	429	"nan_huron_tribesmen"	2
"1448"	429	"nan_huron_tribesmen"	2
"1449"	429	"nan_huron_tribesmen"	2
"1450"	429	"nan_huron_archers"	2
"1451"	429	"nan_huron_archers"	2
"1452"	429	"nan_huron_archers"	1
"1453"	429	"nan_huron_archers"	1
"1454"	429	"nan_huron_archers"	1
"1455"	430	"nan_plains_generals_bodyguard"	2
"1456"	430	"nan_iroquois_mounted_lancers"	2
"1457"	430	"nan_iroquois_mounted_lancers"	2
"1458"	430	"nan_iroquois_mounted_lancers"	2
"1459"	430	"nan_iroquois_mounted_lancers"	2
"1460"	430	"nan_iroquois_medicine_men"	2
"1461"	430	"nan_iroquois_elite"	2
"1462"	430	"nan_iroquois_elite"	2
"1463"	430	"nan_iroquois_warriors"	2
"1464"	430	"nan_iroquois_warriors"	2
"1465"	430	"nan_iroquois_warriors"	2
"1466"	430	"nan_iroquois_warriors"	2
"1467"	430	"nan_iroquois_tribesmen"	2
"1468"	430	"nan_iroquois_tribesmen"	2
"1469"	430	"nan_iroquois_tribesmen"	2
"1470"	430	"nan_iroquois_archers"	2
"1471"	430	"nan_iroquois_archers"	2
"1472"	430	"nan_iroquois_archers"	1
"1473"	430	"nan_iroquois_archers"	1
"1474"	430	"nan_iroquois_archers"	1
"1475"	431	"nan_plains_generals_bodyguard"	2
"1476"	431	"nan_plains_mounted_lancers"	2
"1477"	431	"nan_plains_mounted_lancers"	2
"1478"	431	"nan_plains_mounted_lancers"	2
"1479"	431	"nan_plains_mounted_lancers"	2
"1480"	431	"nan_plains_medicine_men"	2
"1481"	431	"nan_plains_elite"	2
"1482"	431	"nan_plains_elite"	2
"1483"	431	"nan_plains_warriors"	2
"1484"	431	"nan_plains_warriors"	2
"1485"	431	"nan_plains_warriors"	2
"1486"	431	"nan_plains_warriors"	2
"1487"	431	"nan_plains_tribesmen"	2
"1488"	431	"nan_plains_tribesmen"	2
"1489"	431	"nan_plains_tribesmen"	2
"1490"	431	"nan_plains_archers"	2
"1491"	431	"nan_plains_archers"	2
"1492"	431	"nan_plains_archers"	1
"1493"	431	"nan_plains_archers"	1
"1494"	431	"nan_plains_archers"	1
"1495"	432	"nan_plains_generals_bodyguard"	2
"1496"	432	"nan_pueblo_mounted_lancers"	2
"1497"	432	"nan_pueblo_mounted_lancers"	2
"1498"	432	"nan_pueblo_mounted_lancers"	2
"1499"	432	"nan_pueblo_mounted_lancers"	2
"1500"	432	"nan_pueblo_medicine_men"	2
"1501"	432	"nan_pueblo_elite"	2
"1502"	432	"nan_pueblo_elite"	2
"1503"	432	"nan_pueblo_warriors"	2
"1504"	432	"nan_pueblo_warriors"	2
"1505"	432	"nan_pueblo_warriors"	2
"1506"	432	"nan_pueblo_warriors"	2
"1507"	432	"nan_pueblo_tribesmen"	2
"1508"	432	"nan_pueblo_tribesmen"	2
"1509"	432	"nan_pueblo_tribesmen"	2
"1510"	432	"nan_pueblo_archers"	2
"1511"	432	"nan_pueblo_archers"	2
"1512"	432	"nan_pueblo_archers"	1
"1513"	432	"nan_pueblo_archers"	1
"1514"	432	"nan_pueblo_archers"	1
"1515"	433	"nan_plains_generals_bodyguard"	3
"1516"	433	"nan_cherokee_mounted_lancers"	3
"1517"	433	"nan_cherokee_mounted_lancers"	3
"1518"	433	"nan_cherokee_mounted_musketeers"	3
"1519"	433	"nan_cherokee_mounted_musketeers"	3
"1520"	433	"nan_cherokee_artillery"	3
"1521"	433	"nan_cherokee_medicine_men"	3
"1522"	433	"nan_cherokee_elite"	3
"1523"	433	"nan_cherokee_elite"	3
"1524"	433	"nan_cherokee_warriors"	3
"1525"	433	"nan_cherokee_warriors"	3
"1526"	433	"nan_cherokee_warriors"	3
"1527"	433	"nan_cherokee_tribesmen"	3
"1528"	433	"nan_cherokee_tribesmen"	3
"1529"	433	"nan_cherokee_tribesmen"	3
"1530"	433	"nan_cherokee_archers"	3
"1531"	433	"nan_cherokee_archers"	2
"1532"	433	"nan_cherokee_archers"	2
"1533"	433	"nan_cherokee_musketeers"	3
"1534"	433	"nan_cherokee_musketeers"	3
"1535"	434	"nan_plains_generals_bodyguard"	3
"1536"	434	"nan_huron_mounted_lancers"	3
"1537"	434	"nan_huron_mounted_lancers"	3
"1538"	434	"nan_huron_mounted_musketeers"	3
"1539"	434	"nan_huron_mounted_musketeers"	3
"1540"	434	"nan_huron_artillery"	3
"1541"	434	"nan_huron_medicine_men"	3
"1542"	434	"nan_huron_elite"	3
"1543"	434	"nan_huron_elite"	3
"1544"	434	"nan_huron_warriors"	3
"1545"	434	"nan_huron_warriors"	3
"1546"	434	"nan_huron_warriors"	3
"1547"	434	"nan_huron_tribesmen"	3
"1548"	434	"nan_huron_tribesmen"	3
"1549"	434	"nan_huron_tribesmen"	3
"1550"	434	"nan_huron_archers"	3
"1551"	434	"nan_huron_archers"	2
"1552"	434	"nan_huron_archers"	2
"1553"	434	"nan_huron_musketeers"	3
"1554"	434	"nan_huron_musketeers"	3
"1555"	435	"nan_plains_generals_bodyguard"	3
"1556"	435	"nan_iroquois_mounted_lancers"	3
"1557"	435	"nan_iroquois_mounted_lancers"	3
"1558"	435	"nan_iroquois_mounted_musketeers"	3
"1559"	435	"nan_iroquois_mounted_musketeers"	3
"1560"	435	"nan_iroquois_elite"	3
"1561"	435	"nan_iroquois_elite"	3
"1562"	435	"nan_iroquois_medicine_men"	3
"1563"	435	"nan_iroquois_artillery"	3
"1564"	435	"nan_iroquois_warriors"	3
"1565"	435	"nan_iroquois_warriors"	3
"1566"	435	"nan_iroquois_warriors"	3
"1567"	435	"nan_iroquois_tribesmen"	3
"1568"	435	"nan_iroquois_tribesmen"	3
"1569"	435	"nan_iroquois_tribesmen"	3
"1570"	435	"nan_iroquois_archers"	3
"1597"	437	"nan_pueblo_mounted_lancers"	3
"1598"	437	"nan_pueblo_mounted_musketeers"	3
"1599"	437	"nan_pueblo_mounted_musketeers"	3
"1600"	437	"nan_pueblo_artillery"	3
"1601"	437	"nan_pueblo_medicine_men"	3
"1602"	437	"nan_pueblo_elite"	3
"1603"	437	"nan_pueblo_elite"	3
"1604"	437	"nan_pueblo_warriors"	3
"1605"	437	"nan_pueblo_warriors"	3
"1606"	437	"nan_pueblo_warriors"	3
"1607"	437	"nan_pueblo_tribesmen"	3
"1608"	437	"nan_pueblo_tribesmen"	3
"1609"	437	"nan_pueblo_tribesmen"	3
"1610"	437	"nan_pueblo_archers"	3
"1611"	437	"nan_pueblo_archers"	2
"1612"	437	"nan_pueblo_archers"	2
"1613"	437	"nan_pueblo_musketeers"	3
"1614"	437	"nan_pueblo_musketeers"	3
"1615"	438	"nan_plains_generals_bodyguard"	2
"1616"	438	"nan_cherokee_mounted_lancers"	2
"1617"	438	"nan_cherokee_mounted_lancers"	2
"1618"	438	"nan_cherokee_elite"	2
"1619"	438	"nan_cherokee_medicine_men"	2
"1620"	438	"nan_cherokee_warriors"	2
"1621"	438	"nan_cherokee_warriors"	2
"1622"	438	"nan_cherokee_warriors"	2
"1649"	440	"nan_iroquois_warriors"	2
"1650"	440	"nan_iroquois_warriors"	2
"1651"	440	"nan_iroquois_tribesmen"	2
"1652"	440	"nan_iroquois_tribesmen"	2
"1653"	440	"nan_iroquois_archers"	2
"1654"	440	"nan_iroquois_archers"	2
"1655"	440	"nan_iroquois_archers"	2
"1656"	440	"nan_iroquois_archers"	2
"1657"	441	"nan_plains_generals_bodyguard"	2
"1658"	441	"nan_plains_mounted_lancers"	2
"1659"	441	"nan_plains_mounted_lancers"	2
"1660"	441	"nan_plains_medicine_men"	2
"1661"	441	"nan_plains_elite"	2
"1662"	441	"nan_plains_warriors"	2
"1663"	441	"nan_plains_warriors"	2
"1664"	441	"nan_plains_warriors"	2
"1665"	441	"nan_plains_tribesmen"	2
"1666"	441	"nan_plains_tribesmen"	2
"1667"	441	"nan_plains_archers"	2
"1668"	441	"nan_plains_archers"	2
"1669"	441	"nan_plains_archers"	2
"1670"	441	"nan_plains_archers"	2
"1671"	442	"nan_plains_generals_bodyguard"	2
"1672"	442	"nan_pueblo_mounted_lancers"	2
"1673"	442	"nan_pueblo_mounted_lancers"	2
"1674"	442	"nan_pueblo_elite"	2
"1675"	442	"nan_pueblo_medicine_men"	2
"1676"	442	"nan_pueblo_warriors"	2
"1677"	442	"nan_pueblo_warriors"	2
"1678"	442	"nan_pueblo_warriors"	2
"1679"	442	"nan_pueblo_tribesmen"	2
"1680"	442	"nan_pueblo_tribesmen"	2
"1681"	442	"nan_pueblo_archers"	2
"1682"	442	"nan_pueblo_archers"	2
"1683"	442	"nan_pueblo_archers"	2
"1684"	442	"nan_pueblo_archers"	2
"1685"	443	"nan_plains_generals_bodyguard"	4
"1686"	443	"nan_cherokee_mounted_lancers"	3
"1687"	443	"nan_cherokee_mounted_musketeers"	3
"1688"	443	"nan_cherokee_mounted_musketeers"	3
"1689"	443	"nan_cherokee_artillery"	3
"1690"	443	"nan_cherokee_elite"	3
"1691"	443	"nan_cherokee_medicine_men"	4
"1692"	443	"nan_cherokee_musketeers"	3
"1693"	443	"nan_cherokee_archers"	3
"1694"	443	"nan_cherokee_archers"	3
"1695"	443	"nan_cherokee_warriors"	3
"1696"	443	"nan_cherokee_warriors"	3
"1697"	443	"nan_cherokee_tribesmen"	3
"1698"	443	"nan_cherokee_tribesmen"	3
"1699"	444	"nan_plains_generals_bodyguard"	4
"1700"	444	"nan_huron_mounted_lancers"	3
"1701"	444	"nan_huron_mounted_musketeers"	3
"1702"	444	"nan_huron_mounted_musketeers"	3
"1703"	444	"nan_huron_artillery"	3
"1704"	444	"nan_huron_elite"	3
"1705"	444	"nan_huron_medicine_men"	4
"1706"	444	"nan_huron_musketeers"	3
"1707"	444	"nan_huron_archers"	3
"1708"	444	"nan_huron_archers"	3
"1709"	444	"nan_huron_warriors"	3
"1710"	444	"nan_huron_warriors"	3
"1711"	444	"nan_huron_tribesmen"	3
"1712"	444	"nan_huron_tribesmen"	3
"1713"	445	"nan_plains_generals_bodyguard"	4
"1714"	445	"nan_iroquois_mounted_lancers"	3
"1715"	445	"nan_iroquois_mounted_musketeers"	3
"1716"	445	"nan_iroquois_mounted_musketeers"	3
"1717"	445	"nan_iroquois_artillery"	3
"1718"	445	"nan_iroquois_elite"	3
"1719"	445	"nan_iroquois_medicine_men"	4
"1720"	445	"nan_iroquois_musketeers"	3
"1721"	445	"nan_iroquois_archers"	3
"1722"	445	"nan_iroquois_archers"	3
"1723"	445	"nan_iroquois_warriors"	3
"1724"	445	"nan_iroquois_warriors"	3
"1725"	445	"nan_iroquois_tribesmen"	3
"1726"	445	"nan_iroquois_tribesmen"	3
"1753"	447	"nan_pueblo_warriors"	3
"1754"	447	"nan_pueblo_warriors"	3
"1571"	435	"nan_iroquois_archers"	2
"1572"	435	"nan_iroquois_archers"	2
"1573"	435	"nan_iroquois_musketeers"	3
"1574"	435	"nan_iroquois_musketeers"	3
"1575"	436	"nan_plains_generals_bodyguard"	3
"1576"	436	"nan_plains_mounted_lancers"	3
"1577"	436	"nan_plains_mounted_lancers"	3
"1578"	436	"nan_plains_mounted_musketeers"	3
"1579"	436	"nan_plains_mounted_musketeers"	3
"1580"	436	"nan_plains_artillery"	3
"1581"	436	"nan_plains_medicine_men"	3
"1582"	436	"nan_plains_elite"	3
"1583"	436	"nan_plains_elite"	3
"1584"	436	"nan_plains_warriors"	3
"1585"	436	"nan_plains_warriors"	3
"1586"	436	"nan_plains_warriors"	3
"1587"	436	"nan_plains_tribesmen"	3
"1588"	436	"nan_plains_tribesmen"	3
"1589"	436	"nan_plains_tribesmen"	3
"1590"	436	"nan_plains_archers"	3
"1591"	436	"nan_plains_archers"	2
"1592"	436	"nan_plains_archers"	2
"1593"	436	"nan_plains_musketeers"	3
"1594"	436	"nan_plains_musketeers"	3
"1595"	437	"nan_plains_generals_bodyguard"	3
"1596"	437	"nan_pueblo_mounted_lancers"	3
"1623"	438	"nan_cherokee_tribesmen"	2
"1624"	438	"nan_cherokee_tribesmen"	2
"1625"	438	"nan_cherokee_archers"	2
"1626"	438	"nan_cherokee_archers"	2
"1627"	438	"nan_cherokee_archers"	2
"1628"	438	"nan_cherokee_archers"	2
"1629"	439	"nan_plains_generals_bodyguard"	2
"1630"	439	"nan_huron_mounted_lancers"	2
"1631"	439	"nan_huron_mounted_lancers"	2
"1632"	439	"nan_huron_elite"	2
"1633"	439	"nan_huron_medicine_men"	2
"1634"	439	"nan_huron_warriors"	2
"1635"	439	"nan_huron_warriors"	2
"1636"	439	"nan_huron_warriors"	2
"1637"	439	"nan_huron_tribesmen"	2
"1638"	439	"nan_huron_tribesmen"	2
"1639"	439	"nan_huron_archers"	2
"1640"	439	"nan_huron_archers"	2
"1641"	439	"nan_huron_archers"	2
"1642"	439	"nan_huron_archers"	2
"1643"	440	"nan_plains_generals_bodyguard"	2
"1644"	440	"nan_iroquois_mounted_lancers"	2
"1645"	440	"nan_iroquois_mounted_lancers"	2
"1646"	440	"nan_iroquois_elite"	2
"1647"	440	"nan_iroquois_medicine_men"	2
"1648"	440	"nan_iroquois_warriors"	2
"1727"	446	"nan_plains_generals_bodyguard"	4
"1728"	446	"nan_plains_mounted_lancers"	3
"1729"	446	"nan_plains_mounted_musketeers"	3
"1730"	446	"nan_plains_mounted_musketeers"	3
"1731"	446	"nan_plains_artillery"	3
"1732"	446	"nan_plains_elite"	3
"1733"	446	"nan_plains_medicine_men"	4
"1734"	446	"nan_plains_musketeers"	3
"1735"	446	"nan_plains_archers"	3
"1736"	446	"nan_plains_archers"	3
"1737"	446	"nan_plains_tribesmen"	3
"1738"	446	"nan_plains_tribesmen"	3
"1739"	446	"nan_plains_warriors"	3
"1740"	446	"nan_plains_warriors"	3
"1741"	447	"nan_plains_generals_bodyguard"	4
"1742"	447	"nan_pueblo_mounted_lancers"	3
"1743"	447	"nan_pueblo_mounted_musketeers"	3
"1744"	447	"nan_pueblo_mounted_musketeers"	3
"1745"	447	"nan_pueblo_artillery"	3
"1746"	447	"nan_pueblo_elite"	3
"1747"	447	"nan_pueblo_medicine_men"	4
"1748"	447	"nan_pueblo_musketeers"	3
"1749"	447	"nan_pueblo_archers"	3
"1750"	447	"nan_pueblo_archers"	3
"1751"	447	"nan_pueblo_tribesmen"	3
"1752"	447	"nan_pueblo_tribesmen"	3
