version 1, schema ancillary_included_subcultures_tables
Ancillary_IDRef(string)	Subculture(string)
"Ancillary_Numismatist"	"sc_indian_islamic"
"Ancillary_Numismatist"	"sc_indian_sikh"
"Ancillary_Numismatist"	"sc_mideast_islamic"
"Ancillary_Outstanding_Choirmaster"	"sc_egy_european"
"Ancillary_Outstanding_Choirmaster"	"sc_european_america"
"Ancillary_Outstanding_Choirmaster"	"sc_european_east"
"Ancillary_Outstanding_Choirmaster"	"sc_european_north"
"Ancillary_Outstanding_Choirmaster"	"sc_european_south"
"Ancillary_Outstanding_Choirmaster"	"sc_european_west"
"Ancillary_Pamphleteer_Government"	"sc_egy_european"
"Ancillary_Pamphleteer_Government"	"sc_european_america"
"Ancillary_Pamphleteer_Government"	"sc_european_east"
"Ancillary_Pamphleteer_Government"	"sc_european_north"
"Ancillary_Pamphleteer_Government"	"sc_european_south"
"Ancillary_Pamphleteer_Government"	"sc_european_west"
"Ancillary_Pamphleteer_Radical"	"sc_egy_european"
"Ancillary_Pamphleteer_Radical"	"sc_european_america"
"Ancillary_Pamphleteer_Radical"	"sc_european_east"
"Ancillary_Pamphleteer_Radical"	"sc_european_north"
"Ancillary_Pamphleteer_Radical"	"sc_european_south"
"Ancillary_Pamphleteer_Radical"	"sc_european_west"
"Ancillary_Personal_Physician"	"sc_egy_european"
"Ancillary_Personal_Physician"	"sc_egy_middle_east"
"Ancillary_Personal_Physician"	"sc_european_america"
"Ancillary_Personal_Physician"	"sc_european_east"
"Ancillary_Personal_Physician"	"sc_european_north"
"Ancillary_Personal_Physician"	"sc_european_south"
"Ancillary_Personal_Physician"	"sc_european_west"
"Ancillary_Personal_Physician"	"sc_indian_hindu"
"Ancillary_Personal_Physician"	"sc_indian_islamic"
"Ancillary_Personal_Physician"	"sc_indian_sikh"
"Ancillary_Personal_Physician"	"sc_mideast_islamic"
"Ancillary_Pet_Monkey"	"sc_egy_european"
"Ancillary_Pet_Monkey"	"sc_egy_middle_east"
"Ancillary_Pet_Monkey"	"sc_european_america"
"Ancillary_Pet_Monkey"	"sc_european_east"
"Ancillary_Pet_Monkey"	"sc_european_north"
"Ancillary_Pet_Monkey"	"sc_european_south"
"Ancillary_Pet_Monkey"	"sc_european_west"
"Ancillary_Pet_Monkey"	"sc_indian_hindu"
"Ancillary_Pet_Monkey"	"sc_indian_islamic"
"Ancillary_Pet_Monkey"	"sc_indian_sikh"
"Ancillary_Pet_Monkey"	"sc_mideast_islamic"
"Ancillary_Poet"	"sc_egy_european"
"Ancillary_Poet"	"sc_european_america"
"Ancillary_Poet"	"sc_european_east"
"Ancillary_Poet"	"sc_european_north"
"Ancillary_Poet"	"sc_european_south"
"Ancillary_Poet"	"sc_european_west"
"Ancillary_Police_Torturer"	"sc_egy_european"
"Ancillary_Police_Torturer"	"sc_egy_middle_east"
"Ancillary_Police_Torturer"	"sc_european_america"
"Ancillary_Police_Torturer"	"sc_european_east"
"Ancillary_Police_Torturer"	"sc_european_north"
"Ancillary_Police_Torturer"	"sc_european_south"
"Ancillary_Police_Torturer"	"sc_european_west"
"Ancillary_Police_Torturer"	"sc_indian_hindu"
"Ancillary_Police_Torturer"	"sc_indian_islamic"
"Ancillary_Police_Torturer"	"sc_indian_sikh"
"Ancillary_Police_Torturer"	"sc_mideast_islamic"
"Ancillary_Presentation_Sword_1"	"sc_egy_european"
"Ancillary_Presentation_Sword_1"	"sc_european_america"
"Ancillary_Presentation_Sword_1"	"sc_european_east"
"Ancillary_Presentation_Sword_1"	"sc_european_north"
"Ancillary_Presentation_Sword_1"	"sc_european_south"
"Ancillary_Presentation_Sword_1"	"sc_european_west"
"Ancillary_Presentation_Sword_2"	"sc_egy_european"
"Ancillary_Presentation_Sword_2"	"sc_european_america"
"Ancillary_Presentation_Sword_2"	"sc_european_east"
"Ancillary_Presentation_Sword_2"	"sc_european_north"
"Ancillary_Presentation_Sword_2"	"sc_european_south"
"Ancillary_Presentation_Sword_2"	"sc_european_west"
"Ancillary_Rake_Bawd"	"sc_egy_european"
"Ancillary_Rake_Bawd"	"sc_european_america"
"Ancillary_Rake_Bawd"	"sc_european_east"
"Ancillary_Rake_Bawd"	"sc_european_north"
"Ancillary_Rake_Bawd"	"sc_european_south"
"Ancillary_Rake_Bawd"	"sc_european_west"
"Ancillary_Rake_Professional_Second"	"sc_european_america"
"Ancillary_Rake_Professional_Second"	"sc_european_east"
"Ancillary_Rake_Professional_Second"	"sc_european_north"
"Ancillary_Rake_Professional_Second"	"sc_european_south"
"Ancillary_Rake_Professional_Second"	"sc_european_west"
"Ancillary_Religion_Bishop"	"sc_egy_european"
"Ancillary_Religion_Bishop"	"sc_european_america"
"Ancillary_Religion_Bishop"	"sc_european_east"
"Ancillary_Religion_Bishop"	"sc_european_north"
"Ancillary_Religion_Bishop"	"sc_european_south"
"Ancillary_Religion_Bishop"	"sc_european_west"
"Ancillary_Religion_Imam_Learned"	"sc_egy_middle_east"
"Ancillary_Religion_Imam_Learned"	"sc_mideast_islamic"
"Ancillary_Religion_Imam_Rabblerouser"	"sc_egy_middle_east"
"Ancillary_Religion_Imam_Rabblerouser"	"sc_mideast_islamic"
"Ancillary_Religion_Methodist"	"sc_egy_european"
"Ancillary_Religion_Methodist"	"sc_european_america"
"Ancillary_Religion_Methodist"	"sc_european_east"
"Ancillary_Religion_Methodist"	"sc_european_north"
"Ancillary_Religion_Methodist"	"sc_european_south"
"Ancillary_Religion_Methodist"	"sc_european_west"
"Ancillary_Research_Librarian"	"sc_egy_european"
"Ancillary_Research_Librarian"	"sc_egy_middle_east"
"Ancillary_Research_Librarian"	"sc_european_america"
"Ancillary_Research_Librarian"	"sc_european_east"
"Ancillary_Research_Librarian"	"sc_european_north"
"Ancillary_Research_Librarian"	"sc_european_south"
"Ancillary_Research_Librarian"	"sc_european_west"
"Ancillary_Research_Librarian"	"sc_indian_hindu"
"Ancillary_Research_Librarian"	"sc_indian_islamic"
"Ancillary_Research_Librarian"	"sc_indian_sikh"
"Ancillary_Research_Librarian"	"sc_mideast_islamic"
"Ancillary_Research_Lunatic_Jack"	"sc_egy_european"
"Ancillary_Research_Lunatic_Jack"	"sc_egy_middle_east"
"Ancillary_Research_Lunatic_Jack"	"sc_european_east"
"Ancillary_Research_Lunatic_Jack"	"sc_european_north"
"Ancillary_Research_Lunatic_Jack"	"sc_european_south"
"Ancillary_Research_Lunatic_Jack"	"sc_european_west"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_hindu"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_islamic"
"Ancillary_Research_Lunatic_Jack"	"sc_indian_sikh"
"Ancillary_Research_Lunatic_Jack"	"sc_mideast_islamic"
"Ancillary_Research_Taxonomist"	"sc_egy_european"
"Ancillary_Research_Taxonomist"	"sc_european_east"
"Ancillary_Research_Taxonomist"	"sc_european_north"
"Ancillary_Research_Taxonomist"	"sc_european_south"
"Ancillary_Research_Taxonomist"	"sc_european_west"
"Ancillary_Tax_Farmer"	"sc_egy_middle_east"
"Ancillary_Tax_Farmer"	"sc_mideast_islamic"
"Ancillary_Wife_Ambitious"	"sc_egy_european"
"Ancillary_Wife_Ambitious"	"sc_european_america"
"Ancillary_Wife_Ambitious"	"sc_european_east"
"Ancillary_Wife_Ambitious"	"sc_european_north"
"Ancillary_Wife_Ambitious"	"sc_european_south"
"Ancillary_Wife_Ambitious"	"sc_european_west"
"Ancillary_Wife_Unpleasant"	"sc_egy_european"
"Ancillary_Wife_Unpleasant"	"sc_european_america"
"Ancillary_Wife_Unpleasant"	"sc_european_east"
"Ancillary_Wife_Unpleasant"	"sc_european_north"
"Ancillary_Wife_Unpleasant"	"sc_european_south"
"Ancillary_Wife_Unpleasant"	"sc_european_west"
"Ancilllary_Dead_Parrot_Pirate"	"sc_egy_european"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_east"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_north"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_south"
"Ancilllary_Dead_Parrot_Pirate"	"sc_european_west"
"Ancilllary_Pet_Parrot_Nasty"	"sc_egy_european"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_america"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_east"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_north"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_south"
"Ancilllary_Pet_Parrot_Nasty"	"sc_european_west"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_egy_european"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_america"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_east"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_north"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_south"
"Ancilllary_Pet_Parrot_Ordinary"	"sc_european_west"
"Government_Spying_Locksmith"	"sc_egy_european"
"Government_Spying_Locksmith"	"sc_european_east"
"Government_Spying_Locksmith"	"sc_european_north"
"Government_Spying_Locksmith"	"sc_european_south"
"Government_Spying_Locksmith"	"sc_european_west"
"Spain_Anc_Guitarist"	"sc_european_south"
"Spain_Anc_Guitarist_Son"	"sc_european_south"
"Spain_Catalonian_Servant"	"sc_european_south"
"Spain_Catalonian_Servant"	"sc_european_west"
