version 1, schema unit_regiment_names_tables
Regiment_Name(string)	Unit_x0020_Class(string)	unknown2(string)	unknown3(int)
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_037"	37
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_038"	38
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_039"	39
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_040"	40
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_041"	41
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_042"	42
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_043"	43
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_044"	44
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_045"	45
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_046"	46
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_047"	47
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_048"	48
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_049"	49
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_light_050"	50
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_001"	1
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_002"	2
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_003"	3
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_004"	4
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_005"	5
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_006"	6
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_007"	7
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_008"	8
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_009"	9
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_010"	10
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_011"	11
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_012"	12
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_013"	13
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_014"	14
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_015"	15
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_016"	16
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_017"	17
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_018"	18
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_019"	19
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_020"	20
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_021"	21
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_022"	22
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_023"	23
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_024"	24
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_025"	25
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_026"	26
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_027"	27
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_028"	28
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_029"	29
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_030"	30
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_031"	31
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_032"	32
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_033"	33
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_034"	34
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_035"	35
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_036"	36
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_037"	37
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_038"	38
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_039"	39
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_040"	40
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_041"	41
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_042"	42
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_043"	43
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_044"	44
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_045"	45
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_046"	46
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_047"	47
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_048"	48
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_049"	49
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_std_050"	50
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_001"	1
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_002"	2
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_003"	3
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_004"	4
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_005"	5
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_006"	6
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_007"	7
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_008"	8
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_009"	9
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_010"	10
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_011"	11
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_012"	12
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_013"	13
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_014"	14
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_015"	15
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_016"	16
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_017"	17
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_018"	18
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_019"	19
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_020"	20
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_021"	21
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_022"	22
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_023"	23
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_024"	24
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_025"	25
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_026"	26
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_027"	27
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_028"	28
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_029"	29
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_030"	30
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_031"	31
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_032"	32
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_033"	33
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_034"	34
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_035"	35
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_036"	36
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_037"	37
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_038"	38
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_039"	39
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_040"	40
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_041"	41
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_042"	42
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_043"	43
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_044"	44
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_045"	45
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_046"	46
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_047"	47
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_048"	48
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_049"	49
"names_indian_hindu"	"infantry_light"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_001"	1
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_002"	2
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_003"	3
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_004"	4
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_005"	5
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_006"	6
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_007"	7
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_008"	8
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_009"	9
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_010"	10
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_011"	11
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_012"	12
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_013"	13
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_014"	14
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_015"	15
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_016"	16
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_017"	17
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_018"	18
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_019"	19
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_020"	20
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_021"	21
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_022"	22
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_023"	23
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_024"	24
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_025"	25
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_026"	26
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_027"	27
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_028"	28
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_029"	29
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_030"	30
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_031"	31
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_032"	32
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_033"	33
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_034"	34
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_035"	35
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_036"	36
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_037"	37
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_038"	38
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_039"	39
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_040"	40
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_041"	41
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_042"	42
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_043"	43
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_044"	44
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_045"	45
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_046"	46
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_047"	47
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_048"	48
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_049"	49
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_050"	50
"names_indian_hindu"	"infantry_line"	"indian_line_infantry_051"	51
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_001"	1
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_002"	2
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_003"	3
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_004"	4
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_005"	5
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_006"	6
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_007"	7
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_008"	8
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_009"	9
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_010"	10
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_011"	11
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_012"	12
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_013"	13
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_014"	14
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_015"	15
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_016"	16
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_017"	17
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_018"	18
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_019"	19
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_020"	20
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_021"	21
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_022"	22
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_023"	23
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_024"	24
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_025"	25
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_026"	26
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_027"	27
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_028"	28
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_029"	29
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_030"	30
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_031"	31
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_032"	32
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_033"	33
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_034"	34
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_035"	35
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_036"	36
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_037"	37
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_038"	38
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_039"	39
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_040"	40
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_041"	41
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_042"	42
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_043"	43
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_044"	44
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_045"	45
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_046"	46
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_047"	47
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_048"	48
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_049"	49
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_050"	50
"names_indian_hindu"	"infantry_melee"	"indian_melee_infantry_051"	51
"names_ottoman"	"artillery_foot"	"ottoman_artillery_001"	1
"names_ottoman"	"artillery_foot"	"ottoman_artillery_002"	2
"names_ottoman"	"artillery_foot"	"ottoman_artillery_003"	3
"names_ottoman"	"artillery_foot"	"ottoman_artillery_004"	4
"names_ottoman"	"artillery_foot"	"ottoman_artillery_005"	5
"names_ottoman"	"artillery_foot"	"ottoman_artillery_006"	6
"names_ottoman"	"artillery_foot"	"ottoman_artillery_007"	7
"names_ottoman"	"artillery_foot"	"ottoman_artillery_008"	8
"names_ottoman"	"artillery_foot"	"ottoman_artillery_009"	9
"names_ottoman"	"artillery_foot"	"ottoman_artillery_010"	10
"names_ottoman"	"artillery_foot"	"ottoman_artillery_011"	11
"names_ottoman"	"artillery_foot"	"ottoman_artillery_012"	12
"names_ottoman"	"artillery_foot"	"ottoman_artillery_013"	13
"names_ottoman"	"artillery_foot"	"ottoman_artillery_014"	14
"names_ottoman"	"artillery_foot"	"ottoman_artillery_015"	15
"names_ottoman"	"artillery_foot"	"ottoman_artillery_016"	16
"names_ottoman"	"artillery_foot"	"ottoman_artillery_017"	17
"names_ottoman"	"artillery_foot"	"ottoman_artillery_018"	18
"names_ottoman"	"artillery_foot"	"ottoman_artillery_019"	19
"names_ottoman"	"artillery_foot"	"ottoman_artillery_020"	20
"names_ottoman"	"artillery_foot"	"ottoman_artillery_021"	21
"names_ottoman"	"artillery_foot"	"ottoman_artillery_022"	22
"names_ottoman"	"artillery_foot"	"ottoman_artillery_023"	23
"names_ottoman"	"artillery_foot"	"ottoman_artillery_024"	24
"names_ottoman"	"artillery_foot"	"ottoman_artillery_025"	25
"names_ottoman"	"artillery_foot"	"ottoman_artillery_026"	26
"names_ottoman"	"artillery_foot"	"ottoman_artillery_027"	27
"names_ottoman"	"artillery_foot"	"ottoman_artillery_028"	28
"names_ottoman"	"artillery_foot"	"ottoman_artillery_029"	29
"names_ottoman"	"artillery_foot"	"ottoman_artillery_030"	30
"names_ottoman"	"artillery_foot"	"ottoman_artillery_031"	31
"names_ottoman"	"artillery_foot"	"ottoman_artillery_032"	32
"names_ottoman"	"artillery_foot"	"ottoman_artillery_033"	33
"names_ottoman"	"artillery_foot"	"ottoman_artillery_034"	34
"names_ottoman"	"artillery_foot"	"ottoman_artillery_035"	35
"names_ottoman"	"artillery_foot"	"ottoman_artillery_036"	36
"names_ottoman"	"artillery_foot"	"ottoman_artillery_037"	37
"names_ottoman"	"artillery_foot"	"ottoman_artillery_038"	38
"names_ottoman"	"artillery_foot"	"ottoman_artillery_039"	39
"names_ottoman"	"artillery_foot"	"ottoman_artillery_040"	40
"names_ottoman"	"artillery_foot"	"ottoman_artillery_041"	41
"names_ottoman"	"artillery_foot"	"ottoman_artillery_042"	42
"names_ottoman"	"artillery_foot"	"ottoman_artillery_043"	43
"names_ottoman"	"artillery_foot"	"ottoman_artillery_044"	44
"names_ottoman"	"artillery_foot"	"ottoman_artillery_045"	45
"names_ottoman"	"artillery_foot"	"ottoman_artillery_046"	46
"names_ottoman"	"artillery_foot"	"ottoman_artillery_047"	47
"names_ottoman"	"artillery_foot"	"ottoman_artillery_048"	48
"names_ottoman"	"artillery_foot"	"ottoman_artillery_049"	49
"names_ottoman"	"artillery_foot"	"ottoman_artillery_050"	50
"names_ottoman"	"artillery_foot"	"ottoman_artillery_051"	-1
"names_ottoman"	"infantry_light"	"ottoman_light_infantry_001"	-1
"names_ottoman"	"infantry_line"	"ottoman_infantry_001"	1
"names_ottoman"	"infantry_line"	"ottoman_infantry_002"	2
"names_ottoman"	"infantry_line"	"ottoman_infantry_003"	3
"names_ottoman"	"infantry_line"	"ottoman_infantry_004"	4
"names_ottoman"	"infantry_line"	"ottoman_infantry_005"	5
"names_ottoman"	"infantry_line"	"ottoman_infantry_006"	6
"names_ottoman"	"infantry_line"	"ottoman_infantry_007"	7
"names_ottoman"	"infantry_line"	"ottoman_infantry_008"	8
"names_ottoman"	"infantry_line"	"ottoman_infantry_009"	9
"names_ottoman"	"infantry_line"	"ottoman_infantry_010"	10
"names_ottoman"	"infantry_line"	"ottoman_infantry_011"	11
"names_ottoman"	"infantry_line"	"ottoman_infantry_012"	12
"names_ottoman"	"infantry_line"	"ottoman_infantry_013"	13
"names_ottoman"	"infantry_line"	"ottoman_infantry_014"	14
"names_ottoman"	"infantry_line"	"ottoman_infantry_015"	15
"names_ottoman"	"infantry_line"	"ottoman_infantry_016"	16
"names_ottoman"	"infantry_line"	"ottoman_infantry_017"	17
"names_ottoman"	"infantry_line"	"ottoman_infantry_018"	18
"names_ottoman"	"infantry_line"	"ottoman_infantry_019"	19
"names_ottoman"	"infantry_line"	"ottoman_infantry_020"	20
"names_ottoman"	"infantry_line"	"ottoman_infantry_021"	21
"names_ottoman"	"infantry_line"	"ottoman_infantry_022"	22
"names_ottoman"	"infantry_line"	"ottoman_infantry_023"	23
"names_ottoman"	"infantry_line"	"ottoman_infantry_024"	24
"names_ottoman"	"infantry_line"	"ottoman_infantry_025"	25
"names_ottoman"	"infantry_line"	"ottoman_infantry_026"	26
"names_ottoman"	"infantry_line"	"ottoman_infantry_027"	27
"names_ottoman"	"infantry_line"	"ottoman_infantry_028"	28
"names_ottoman"	"infantry_line"	"ottoman_infantry_029"	29
"names_ottoman"	"infantry_line"	"ottoman_infantry_030"	30
"names_ottoman"	"infantry_line"	"ottoman_infantry_031"	31
"names_ottoman"	"infantry_line"	"ottoman_infantry_032"	32
"names_ottoman"	"infantry_line"	"ottoman_infantry_033"	33
"names_ottoman"	"infantry_line"	"ottoman_infantry_034"	34
"names_ottoman"	"infantry_line"	"ottoman_infantry_035"	35
"names_ottoman"	"infantry_line"	"ottoman_infantry_036"	36
"names_ottoman"	"infantry_line"	"ottoman_infantry_037"	37
"names_ottoman"	"infantry_line"	"ottoman_infantry_038"	38
"names_ottoman"	"infantry_line"	"ottoman_infantry_039"	39
"names_ottoman"	"infantry_line"	"ottoman_infantry_040"	40
"names_ottoman"	"infantry_line"	"ottoman_infantry_041"	41
"names_ottoman"	"infantry_line"	"ottoman_infantry_042"	42
"names_ottoman"	"infantry_line"	"ottoman_infantry_043"	43
"names_ottoman"	"infantry_line"	"ottoman_infantry_044"	44
"names_ottoman"	"infantry_line"	"ottoman_infantry_045"	45
"names_ottoman"	"infantry_line"	"ottoman_infantry_046"	46
"names_ottoman"	"infantry_line"	"ottoman_infantry_047"	47
"names_ottoman"	"infantry_line"	"ottoman_infantry_048"	48
"names_ottoman"	"infantry_line"	"ottoman_infantry_049"	49
"names_ottoman"	"infantry_line"	"ottoman_infantry_050"	50
"names_ottoman"	"infantry_line"	"ottoman_infantry_051"	51
"names_ottoman"	"infantry_line"	"ottoman_infantry_052"	52
"names_ottoman"	"infantry_line"	"ottoman_infantry_053"	53
"names_ottoman"	"infantry_line"	"ottoman_infantry_054"	54
"names_ottoman"	"infantry_line"	"ottoman_infantry_055"	55
"names_ottoman"	"infantry_line"	"ottoman_infantry_056"	56
"names_ottoman"	"infantry_line"	"ottoman_infantry_057"	57
"names_ottoman"	"infantry_line"	"ottoman_infantry_058"	58
"names_ottoman"	"infantry_line"	"ottoman_infantry_059"	59
"names_ottoman"	"infantry_line"	"ottoman_infantry_060"	60
"names_ottoman"	"infantry_line"	"ottoman_infantry_061"	61
"names_ottoman"	"infantry_line"	"ottoman_infantry_062"	62
"names_ottoman"	"infantry_line"	"ottoman_infantry_063"	63
"names_ottoman"	"infantry_line"	"ottoman_infantry_064"	64
"names_ottoman"	"infantry_line"	"ottoman_infantry_065"	65
"names_ottoman"	"infantry_line"	"ottoman_infantry_066"	66
"names_ottoman"	"infantry_line"	"ottoman_infantry_067"	67
"names_ottoman"	"infantry_line"	"ottoman_infantry_068"	68
"names_ottoman"	"infantry_line"	"ottoman_infantry_069"	69
"names_ottoman"	"infantry_line"	"ottoman_infantry_070"	70
"names_ottoman"	"infantry_line"	"ottoman_infantry_071"	71
"names_ottoman"	"infantry_line"	"ottoman_infantry_072"	72
"names_ottoman"	"infantry_line"	"ottoman_infantry_073"	73
"names_ottoman"	"infantry_line"	"ottoman_infantry_074"	74
"names_ottoman"	"infantry_line"	"ottoman_infantry_075"	75
"names_ottoman"	"infantry_line"	"ottoman_infantry_076"	76
"names_ottoman"	"infantry_line"	"ottoman_infantry_077"	77
"names_ottoman"	"infantry_line"	"ottoman_infantry_078"	78
"names_ottoman"	"infantry_line"	"ottoman_infantry_079"	79
"names_ottoman"	"infantry_line"	"ottoman_infantry_080"	80
"names_ottoman"	"infantry_line"	"ottoman_infantry_081"	81
"names_ottoman"	"infantry_line"	"ottoman_infantry_082"	82
"names_ottoman"	"infantry_line"	"ottoman_infantry_083"	83
"names_ottoman"	"infantry_line"	"ottoman_infantry_084"	84
"names_ottoman"	"infantry_line"	"ottoman_infantry_085"	85
"names_ottoman"	"infantry_line"	"ottoman_infantry_086"	86
"names_ottoman"	"infantry_line"	"ottoman_infantry_087"	87
"names_ottoman"	"infantry_line"	"ottoman_infantry_088"	88
"names_ottoman"	"infantry_line"	"ottoman_infantry_089"	89
"names_ottoman"	"infantry_line"	"ottoman_infantry_090"	90
"names_ottoman"	"infantry_line"	"ottoman_infantry_091"	91
"names_ottoman"	"infantry_line"	"ottoman_infantry_092"	92
"names_ottoman"	"infantry_line"	"ottoman_infantry_093"	93
"names_ottoman"	"infantry_line"	"ottoman_infantry_094"	94
"names_ottoman"	"infantry_line"	"ottoman_infantry_095"	95
"names_ottoman"	"infantry_line"	"ottoman_infantry_096"	96
"names_ottoman"	"infantry_line"	"ottoman_infantry_097"	97
"names_ottoman"	"infantry_line"	"ottoman_infantry_098"	98
"names_ottoman"	"infantry_line"	"ottoman_infantry_099"	99
"names_ottoman"	"infantry_line"	"ottoman_infantry_100"	100
"names_ottoman"	"infantry_line"	"ottoman_infantry_101"	-1
"names_english"	"infantry_melee"	"euro_infantry_units_161"	-1
"names_indian_hindu"	"cavalry_light"	"indian_cavalry_001"	-1
"names_indian_hindu"	"cavalry_standard"	"indian_cavalry_001"	-1
"names_indian_hindu"	"infantry_line"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"infantry_melee"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"infantry_militia"	"indian_light_infantry_050"	-1
"names_ottoman"	"artillery_fixed"	"ottoman_artillery_051"	-1
"names_ottoman"	"infantry_elite"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_grenadiers"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_light"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_irregulars"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_melee"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_militia"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_mob"	"ottoman_infantry_101"	-1
"names_ottoman"	"infantry_skirmishers"	"ottoman_infantry_101"	-1
"names_indian_hindu"	"infantry_elite"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"infantry_mob"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"infantry_skirmishers"	"indian_light_infantry_050"	-1
"names_indian_hindu"	"cavalry_camels"	"indian_cavalry_001"	-1
"names_indian_hindu"	"cavalry_heavy"	"indian_cavalry_001"	-1
"names_indian_hindu"	"cavalry_irregular"	"indian_cavalry_001"	-1
"names_indian_hindu"	"cavalry_missile"	"indian_cavalry_001"	-1
