version 5, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)	unknown25(optstring)	unknown26(boolean)
"Frigate_Spanish_Carronade_Frigate"	"Carronade Frigate"	"naval_frigate"	"naval_fifth_rate"	740	740	5	630	150	70	true	"naval_captain"	"1deck_32_carronade"	"1deck_32_carronade"	"Frigate_Carronade_Frigate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	0	false	0	nil	false
"Gen_Ahmed_Al-Jazzar"	"Ahmed al-Jazzar"	"cavalry"	"general"	980	980	1	930	60	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Ahmed_al-Jazzar_Pasha"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Anders_Fredrik_Skjoldebrand"	"Anders Fredrik Skjöldebrand"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Antonio_Henriques"	"António José de Miranda Henriques"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Archduke_Charles"	"Archduke Charles"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Bernadotte"	"Karl XIV Johan (Bernadotte)"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Count_von_Bennigsen"	"Count von Bennigsen"	"cavalry"	"general"	580	580	1	590	40	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Count_von_Bennigsen"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Count_von_Gneisenau"	"Count von Gneisenau"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_D_Erlon"	"D'Erlon"	"cavalry"	"general"	190	190	1	280	20	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_D_Erlon"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"heavy_cavalry"	false
"Gen_David_Hendrik_Chasse"	"David Hendrik Chassé"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Duke_of_Wellington"	"Duke of Wellington"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Duke_of_Wellington"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Early_Napoleon"	"Napoleon Bonaparte"	"cavalry"	"general"	270	270	1	350	20	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Early_Napoleon"	"global"	0	"mp_cavalry"	false	false	false	0	false	1	"heavy_cavalry"	false
"Gen_Ernst_Paymann"	"Ernst Paymann"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Francisco_Castanos"	"Francisco Castaños"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Generals_Bodyguard"	"General's Bodyguard"	"cavalry"	"general"	370	370	1	470	30	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"heavy_cavalry"	false
"Gen_Generals_Staff"	"General's Staff"	"cavalry"	"general"	270	270	1	350	20	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"heavy_cavalry"	false
"Gen_Generals_Staff_Foot"	"Napoleon Bonaparte"	"infantry"	"general"	270	270	1	350	20	37	true	"general"	"placeholder"	"placeholder"	"Gen_Early_Napoleon"	"global"	0	"mp_cavalry"	false	false	false	0	false	1	"line_infantry"	false
"Gen_Gerhard_Blucher"	"Gebhard von Blücher"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Gerhard_Blucher"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Gerhard_von_Scharnhorst"	"Gerhard von Scharnhorst"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Gomes_Freire_de_Andrade"	"Gomes Freire de Andrade"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Gregorio_Garcia_de_la_Cuesta"	"Gregorio García de la Cuesta"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Hans_Henric_von_Essen"	"Hans Henric von Essen"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Ibrahim_Basha"	"Ibrahim Basha"	"cavalry"	"general"	670	670	1	690	50	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Jean_Victor_baron_de_Constant_Rebecque"	"Jean Victor baron de Constant Rebecque"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Joachim_Melchior_Holten_Castenschiold"	"Joachim Melchior Holten Castenschiold"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Joaquin_Blake_y_Joyes"	"Joaquín Blake y Joyes"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Johann_Beaulieu"	"Johann Beaulieu"	"cavalry"	"general"	270	270	1	350	20	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Johann_Beaulieu"	"global"	0	"mp_cavalry"	false	false	false	0	false	1	"heavy_cavalry"	false
"Gen_Jozsef_Alvinczi"	"Jozsef Alvinczi"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Jozsef_Alvinczi"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Karl_Schwarzenberg"	"Karl Schwarzenberg"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Karl_Schwarzenberg"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Late_Napoleon"	"Napoleon Bonaparte"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Early_Napoleon"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Luis_do_Rego_Barreto"	"Luís do Rego Barreto"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Marechal_Ney"	"Marechal Ney"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Marechal_Soult"	"Marechal Soult"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Mehmed_Ali"	"Mehmed Ali"	"cavalry"	"general"	1290	1290	1	1160	80	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Mikhail_Kutuzov"	"Mikhail Kutuzov"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Mikhail_Kutuzov"	"global"	0	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Murad_Bey"	"Murad Bey"	"cavalry"	"general"	370	370	1	470	30	37	true	"general_ottoman"	"placeholder_cavalry"	"placeholder"	"Gen_Murad_Bey"	"global"	0	"mp_cavalry"	false	false	false	0	false	1	"heavy_cavalry"	false
"Gen_Picton"	"Major General Picton"	"cavalry"	"general"	580	580	1	590	40	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Prince_de_Tolly"	"Prince de Tolly"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Prince_Frederick_of_Hessen"	"Prince Frederick of Hessen"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Prince_of_Orange"	"William II, Prince of Orange"	"cavalry"	"general"	1200	1200	1	1060	70	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Sir_John_Moore"	"Sir John Moore"	"cavalry"	"general"	890	890	1	820	60	37	true	"general"	"placeholder_cavalry"	"placeholder"	"Gen_Generals_Bodyguard"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Gen_Tsar_Alexander"	"Tsar Alexander"	"cavalry"	"general"	270	270	1	350	20	37	true	"general_ottoman"	"placeholder"	"placeholder"	"Gen_Tsar_Alexander"	"global"	0	"mp_cavalry"	false	false	false	0	false	1	"heavy_cavalry"	false
"Inf_Elite_British_Black_Watch"	"42nd Foot (The Black Watch)"	"infantry"	"infantry_elite"	1000	1000	4	800	270	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_British_Black_Watch"	"scotland"	1	"mp_infantry"	true	true	true	5	false	1	"line_infantry"	true
"Inf_Elite_British_Foot_Guards"	"Foot Guards"	"infantry"	"infantry_elite"	1140	1140	4	910	300	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_British_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Foot_Guards"	"Foot Guards"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_French_Old_Guard"	"Old Guard"	"infantry"	"infantry_elite"	1290	1290	4	1020	250	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_French_Old_Guard"	"global"	4	"mp_infantry"	true	true	true	5	false	3	"line_infantry"	false
"Inf_Elite_French_Young_Guard"	"Young Guard"	"infantry"	"infantry_elite"	990	990	4	800	200	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_French_Young_Guard"	"global"	8	"mp_infantry"	true	true	true	5	false	6	"line_infantry"	false
"Inf_Elite_Grenadier_Guards"	"Grenadier Guards"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Grenadier_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Italian_Velite_Grenadiers"	"Vélite Grenadiers"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Italian_Velite_Grenadiers"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Life_Guards_of_Foot"	"Life Guards of Foot"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Life_Regiment"	"Life Regiment"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Prussian_Foot_Guards"	"Foot Guards"	"infantry"	"infantry_elite"	1130	1130	4	900	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Prussian_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Prussian_Life_Regiment"	"8th Life Regiment"	"infantry"	"infantry_elite"	1020	1020	4	810	200	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Prussian_Life_Regiment"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	false
"Inf_Elite_Republican_Guards"	"Republican Guards"	"infantry"	"infantry_elite"	1100	1100	4	880	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Republican_Guards"	"global"	4	"mp_infantry"	false	false	false	5	false	4	"line_infantry"	false
"Inf_Elite_Russian_Lifeguard_Foot"	"Lifeguard Foot"	"infantry"	"infantry_elite"	1180	1180	4	940	230	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Russian_Lifeguard_Foot"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Elite_Spanish_Guardias_de_Infanteria"	"Guardias de Infanteria"	"infantry"	"infantry_elite"	1090	1090	4	870	210	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Foot_Guards"	"global"	4	"mp_infantry"	true	true	true	5	false	4	"line_infantry"	false
"Inf_Gren_Austrian_German_Grenadiers"	"German Grenadiers"	"infantry"	"infantry_grenadiers"	840	840	2	680	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Austrian_Hungarian_Grenadiers"	"Hungarian Grenadiers"	"infantry"	"infantry_grenadiers"	880	880	2	710	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Austrian_Hungarian_Grenadiers"	"hungary"	10	"mp_infantry"	true	true	true	0	false	10	"grenadiers"	false
"Inf_Gren_French_Grenadiers"	"Grenadiers of the Line"	"infantry"	"infantry_grenadiers"	850	850	2	680	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	840	840	2	680	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"Beylik Janissary Grenadiers"	"infantry"	"infantry_grenadiers"	850	850	2	680	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Portuguese_Grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	860	860	2	690	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Prussian_East_Prussian_Grenadiers"	"1st East Prussian Grenadier Battalion"	"infantry"	"infantry_grenadiers"	910	910	2	730	180	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Prussian_East_Prussian_Grenadiers"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"grenadiers"	true
"Inf_Gren_Prussian_Grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	850	850	2	690	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Russian_Grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	870	870	2	700	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Gren_Russian_Pavlovsk_Grenadiers"	"Pavlovsk Grenadiers"	"infantry"	"infantry_grenadiers"	990	990	4	790	190	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Russian_Pavlovsk_Grenadiers"	"global"	1	"mp_infantry"	true	true	true	0	false	2	"grenadiers"	false
"Inf_Gren_Spanish_Grenadiers"	"Grenadiers"	"infantry"	"infantry_grenadiers"	840	840	2	680	170	27	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Gren_Grenadiers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"grenadiers"	false
"Inf_Irreg_Ottoman_Azzars"	"Azzars"	"infantry"	"infantry_irregulars"	620	620	2	510	120	30	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Irreg_Ottoman_Azzars"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Irreg_Ottoman_Bashi_Bazouks"	"Bashi Bazouks"	"infantry"	"infantry_irregulars"	250	250	2	220	50	30	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Irreg_Ottoman_Bashi_Bazouks"	nil	0	"mp_infantry"	true	true	true	0	false	0	"melee_infantry"	false
"Inf_Irreg_Spanish_Guerillas"	"Guerrillas"	"infantry"	"infantry_irregulars"	520	520	2	440	110	30	true	"infantry_grenadiers"	"placeholder"	"placeholder"	"Inf_Irreg_Guerillas"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Austrian_Grenzers"	"Grenzers"	"infantry"	"infantry_light"	680	680	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Austrian_Grenzers"	"balkans"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_British_Dutch_Flanquers"	"Dutch Flanquers"	"infantry"	"infantry_light"	670	670	2	560	180	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"global"	0	"mp_infantry"	false	false	false	0	false	0	"light_infantry"	false
"Inf_Light_British_KGL_Light_Foot"	"Kings German Legion Light Foot"	"infantry"	"infantry_light"	710	710	2	580	190	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_British_KGL_Light_Foot"	"global"	2	"mp_infantry"	true	true	true	0	false	2	"light_infantry"	false
"Inf_Light_British_Light_Foot"	"Light Foot"	"infantry"	"infantry_light"	710	710	2	580	190	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_British_Light_Foot"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Dutch_Flanquers"	"Dutch Flanquers"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	"Nizam-I Cedit Light Infantry"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_French_6th_Legere"	"6th Regiment d’Infanterie Légère"	"infantry"	"infantry_light"	710	710	2	580	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_French_6th_Legere"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"light_infantry"	true
"Inf_Light_French_Chasseurs"	"Chasseurs"	"infantry"	"infantry_light"	680	680	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_French_Chasseurs"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Fusiliers"	"Fusiliers"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Light_Infantry"	"Light Infantry"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Lombardy-Cisalpine_Legion"	"Lombardy-Cisapline Legion"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Lombardy-Cisalpine_Legion"	"lombardy"	4	"mp_infantry"	true	true	true	0	false	4	"light_infantry"	false
"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"Nizam-I Cedit Light Infantry"	"infantry"	"infantry_light"	670	670	2	560	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Ottoman_Nizam_I_Cedit_Light_Infantry"	"ottoman_elite"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Portuguese_Cazadores"	"Cazadores"	"infantry"	"infantry_light"	800	800	2	650	210	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Portuguese_Cazadores"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Prussian_Fusiliers"	"Prussian Fusiliers"	"infantry"	"infantry_light"	720	720	2	590	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Prussian_Fusiliers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Russian_17th_Jager"	"17th Jäger Regiment"	"infantry"	"infantry_light"	660	660	2	540	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Russian_17th_Jager"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"light_infantry"	true
"Inf_Light_Russian_Jager"	"Russian Jägers"	"infantry"	"infantry_light"	630	630	2	520	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Russian_Jager"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Light_Spanish_Cazadores"	"Cazadores"	"infantry"	"infantry_light"	600	600	2	500	120	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Portuguese_Cazadores"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Line_Austrian_1st_Emperors_Own"	"1st Regiment Emperor's Own"	"infantry"	"infantry_line"	860	860	2	690	170	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Austrian_1st_Emperors_Own"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	true
"Inf_Line_Austrian_47th_Czech"	"47th (Czech) Regiment"	"infantry"	"infantry_line"	840	840	2	680	170	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Austrian_47th_Czech"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	true
"Inf_Line_Austrian_German_Fusiliers"	"German Fusiliers"	"infantry"	"infantry_line"	700	700	2	580	140	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Austrian_German_Fusiliers"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_Austrian_Hungarian_Fusiliers"	"Hungarian Fusiliers"	"infantry"	"infantry_line"	760	760	2	620	150	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Austrian_German_Fusiliers"	"hungary"	10	"mp_infantry"	true	true	true	0	false	10	"line_infantry"	false
"Inf_Line_British_88th_Foot"	"88th Foot \"Connaught Rangers\""	"infantry"	"infantry_line"	870	870	2	710	230	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_British_88th_Foot"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	false
"Inf_Line_British_Foot"	"Foot"	"infantry"	"infantry_line"	760	760	2	620	200	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_British_Foot"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_British_Highland_Foot"	"Highland Foot"	"infantry"	"infantry_line"	800	800	2	650	210	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_British_Highland_Foot"	"scotland"	10	"mp_infantry"	true	true	true	0	false	10	"line_infantry"	false
"Inf_Line_British_KGL_Foot"	"Kings German Legion Foot"	"infantry"	"infantry_line"	810	810	2	660	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_British_KGL_Foot"	"global"	4	"mp_infantry"	true	true	true	0	false	2	"line_infantry"	false
