version 1, schema uniforms_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"Ireland_Art_Foot_6_lber"	"ireland"	"Ireland_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Ireland_Art_Foot_7_lber_Howitzer"	"ireland"	"Ireland_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Ireland_Art_Horse_6_lber"	"ireland"	"Ireland_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Ireland_Cav_Heavy_Dragoons"	"ireland"	"Ireland_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Ireland_Cav_Light_Light_Dragoons"	"ireland"	"Ireland_Cav_Light_Light_Dragoons"	"Cav_Light_Light_Dragoons"
"Ireland_Gen_Generals_Staff"	"ireland"	"Ireland_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Ireland_Inf_Light_Light_Infantry"	"ireland"	"Ireland_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Ireland_Inf_Line_Line_Infantry"	"ireland"	"Ireland_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Ireland_Inf_Militia_Militia"	"ireland"	"Ireland_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Ireland_Inf_Mob_Armed_Citizenry"	"ireland"	"Ireland_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Austrian_Alliance_Art_Foot_Austrian_12_lber"	"ita_austrian_alliance"	"Austrian_Alliance_Art_Foot_Austrian_12_lber"	"Art_Foot_Austrian_12_lber"
"Austrian_Alliance_Art_Foot_Austrian_6_lber"	"ita_austrian_alliance"	"Austrian_Alliance_Art_Foot_Austrian_6_lber"	"Art_Foot_Austrian_6_lber"
"Austrian_Alliance_Art_Foot_Austrian_7_lber_Howitzer"	"ita_austrian_alliance"	"Austrian_Alliance_Art_Foot_Austrian_7_lber_Howitzer"	"Art_Foot_Austrian_7_lber_Howitzer"
"Austrian_Alliance_Cav_Heavy_Austrian_Cuirassiers"	"ita_austrian_alliance"	"Austrian_Alliance_Cav_Heavy_Austrian_Cuirassiers"	"Cav_Heavy_Austrian_Cuirassiers"
"Austrian_Alliance_Cav_Heavy_Austrian_Dragoons"	"ita_austrian_alliance"	"Austrian_Alliance_Cav_Heavy_Austrian_Dragoons"	"Cav_Heavy_Austrian_Dragoons"
"Austrian_Alliance_Cav_Lancer_Austrian_Ulans"	"ita_austrian_alliance"	"Austrian_Alliance_Cav_Lancer_Austrian_Ulans"	"Cav_Lancer_Austrian_Ulans"
"Austrian_Alliance_Cav_Light_Austrian_Hungarian_Hussars"	"ita_austrian_alliance"	"Austrian_Alliance_Cav_Light_Austrian_Hungarian_Hussars"	"Cav_Light_Austrian_Hungarian_Hussars"
"Austrian_Alliance_Cav_Stand_Austrian_Chevauxlegers"	"ita_austrian_alliance"	"Austrian_Alliance_Cav_Stand_Austrian_Chevauxlegers"	"Cav_Stand_Austrian_Chevauxlegers"
"Austrian_Alliance_Gen_Generals_Staff"	"ita_austrian_alliance"	"Austrian_Alliance_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Austrian_Alliance_Gen_Johann_Beaulieu"	"ita_austrian_alliance"	"Austrian_Alliance_Gen_Johann_Beaulieu"	"Gen_Johann_Beaulieu"
"Austrian_Alliance_Gen_Jozsef_Alvinczi"	"ita_austrian_alliance"	"Austrian_Alliance_Gen_Jozsef_Alvinczi"	"Gen_Jozsef_Alvinczi"
"Austrian_Alliance_Inf_Gren_Austrian_German_Grenadiers"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Gren_Austrian_German_Grenadiers"	"Inf_Gren_Austrian_German_Grenadiers"
"Austrian_Alliance_Inf_Light_Austrian_Grenzers"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Light_Austrian_Grenzers"	"Inf_Light_Austrian_Grenzers"
"Austrian_Alliance_Inf_Line_Austrian_German_Fusiliers"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Line_Austrian_German_Fusiliers"	"Inf_Line_Austrian_German_Fusiliers"
"Austrian_Alliance_Inf_Militia_Austrian_Landwehr"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Militia_Austrian_Landwehr"	"Inf_Militia_Austrian_Landwehr"
"Austrian_Alliance_Inf_Mob_Armed_Citizenry"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Austrian_Alliance_Inf_Skirm_Austrian_Jager"	"ita_austrian_alliance"	"Austrian_Alliance_Inf_Skirm_Austrian_Jager"	"Inf_Skirm_Austrian_Jager"
"French_Rep_Ita_Art_Foot_French_12_lber"	"ita_french_republic"	"French_Rep_Ita_Art_Foot_French_12_lber"	"Art_Foot_French_12_lber"
"French_Rep_Ita_Art_Foot_French_6_In_Howitzer"	"ita_french_republic"	"French_Rep_Ita_Art_Foot_French_6_In_Howitzer"	"Art_Foot_French_6_In_Howitzer"
"French_Rep_Ita_Art_Foot_French_6_lber"	"ita_french_republic"	"French_Rep_Ita_Art_Foot_French_6_lber"	"Art_Foot_French_6_lber"
"French_Rep_Ita_Art_Foot_French_8_lber"	"ita_french_republic"	"French_Rep_Ita_Art_Foot_French_8_lber"	"Art_Foot_French_8_lber"
"French_Rep_Ita_Art_Horse_French_6_lber"	"ita_french_republic"	"French_Rep_Ita_Art_Horse_French_6_lber"	"Art_Horse_French_6_lber"
"French_Rep_Ita_Cav_Heavy_French_Dragoons"	"ita_french_republic"	"French_Rep_Ita_Cav_Heavy_French_Dragoons"	"Cav_Heavy_French_Dragoons"
"French_Rep_Ita_Cav_Light_French_Chasseurs_a_Cheval"	"ita_french_republic"	"French_Rep_Ita_Cav_Light_French_Chasseurs_a_Cheval"	"Cav_Light_French_Chasseurs_a_Cheval"
"French_Rep_Ita_Gen_Early_Napoleon"	"ita_french_republic"	"French_Rep_Ita_Gen_Early_Napoleon"	"Gen_Early_Napoleon"
"French_Rep_Ita_Gen_Generals_Staff"	"ita_french_republic"	"French_Rep_Ita_Gen_Generals_Staff"	"Gen_Generals_Staff"
"French_Rep_Ita_Inf_Gren_French_Grenadiers"	"ita_french_republic"	"French_Rep_Ita_Inf_Gren_French_Grenadiers"	"Inf_Gren_French_Grenadiers"
"French_Rep_Ita_Inf_Light_French_Chasseurs"	"ita_french_republic"	"French_Rep_Ita_Inf_Light_French_Chasseurs"	"Inf_Light_French_Chasseurs"
"French_Rep_Ita_Inf_Light_Lombardy-Cisalpine_Legion"	"ita_french_republic"	"French_Rep_Ita_Inf_Light_Lombardy-Cisalpine_Legion"	"Inf_Light_Lombardy-Cisalpine_Legion"
"French_Rep_Ita_Inf_Line_French_Fusiliers"	"ita_french_republic"	"French_Rep_Ita_Inf_Line_French_Fusiliers"	"Inf_Line_French_Fusiliers"
"French_Rep_Ita_Inf_Line_French_Milan_Revolutionary_Infantry"	"ita_french_republic"	"French_Rep_Ita_Inf_Line_French_Milan_Revolutionary_Infantry"	"Inf_Line_French_Milan_Revolutionary_Infantry"
"French_Rep_Ita_Inf_Line_French_Modena_Revolutionary_Infantry"	"ita_french_republic"	"French_Rep_Ita_Inf_Line_French_Modena_Revolutionary_Infantry"	"Inf_Line_French_Modena_Revolutionary_Infantry"
"French_Rep_Ita_Inf_Line_French_Revolutionary_Infantry"	"ita_french_republic"	"French_Rep_Ita_Inf_Line_French_Revolutionary_Infantry"	"Inf_Line_French_Revolutionary_Infantry"
"French_Rep_Ita_Inf_Militia_French_National_Guard"	"ita_french_republic"	"French_Rep_Ita_Inf_Militia_French_National_Guard"	"Inf_Militia_French_National_Guard"
"French_Rep_Ita_Inf_Militia_Militia"	"ita_french_republic"	"French_Rep_Ita_Inf_Militia_Militia"	"Inf_Militia_Militia"
"French_Rep_Ita_Inf_Mob_Armed_Citizenry"	"ita_french_republic"	"French_Rep_Ita_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Genoa_Art_Foot_12_lber"	"ita_genoa"	"Genoa_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Genoa_Art_Foot_6_lber"	"ita_genoa"	"Genoa_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Genoa_Art_Foot_7_lber_Howitzer"	"ita_genoa"	"Genoa_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Genoa_Cav_Heavy_Dragoons"	"ita_genoa"	"Genoa_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Genoa_Gen_Generals_Staff"	"ita_genoa"	"Genoa_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Genoa_Inf_Gren_Grenadiers"	"ita_genoa"	"Genoa_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Genoa_Inf_Line_Line_Infantry"	"ita_genoa"	"Genoa_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Genoa_Inf_Militia_Militia"	"ita_genoa"	"Genoa_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Genoa_Inf_Mob_Armed_Citizenry"	"ita_genoa"	"Genoa_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Lucca_Art_Foot_12_lber"	"ita_lucca"	"Lucca_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Lucca_Art_Foot_6_lber"	"ita_lucca"	"Lucca_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Lucca_Art_Foot_7_lber_Howitzer"	"ita_lucca"	"Lucca_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Lucca_Cav_Heavy_Dragoons"	"ita_lucca"	"Lucca_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Lucca_Gen_Generals_Staff"	"ita_lucca"	"Lucca_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Lucca_Inf_Gren_Grenadiers"	"ita_lucca"	"Lucca_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Lucca_Inf_Line_Line_Infantry"	"ita_lucca"	"Lucca_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Lucca_Inf_Militia_Militia"	"ita_lucca"	"Lucca_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Lucca_Inf_Mob_Armed_Citizenry"	"ita_lucca"	"Lucca_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Milan_Art_Foot_12_lber"	"ita_milan"	"Milan_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Milan_Art_Foot_6_lber"	"ita_milan"	"Milan_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Milan_Art_Foot_7_lber_Howitzer"	"ita_milan"	"Milan_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Milan_Cav_Heavy_Dragoons"	"ita_milan"	"Milan_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Milan_Gen_Generals_Staff"	"ita_milan"	"Milan_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Milan_Inf_Gren_Grenadiers"	"ita_milan"	"Milan_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Milan_Inf_Line_Line_Infantry"	"ita_milan"	"Milan_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Milan_Inf_Militia_Militia"	"ita_milan"	"Milan_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Milan_Inf_Mob_Armed_Citizenry"	"ita_milan"	"Milan_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Modena_Art_Foot_12_lber"	"ita_modena"	"Modena_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Modena_Art_Foot_6_lber"	"ita_modena"	"Modena_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Modena_Art_Foot_7_lber_Howitzer"	"ita_modena"	"Modena_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Modena_Cav_Heavy_Dragoons"	"ita_modena"	"Modena_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Modena_Gen_Generals_Staff"	"ita_modena"	"Modena_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Modena_Inf_Gren_Grenadiers"	"ita_modena"	"Modena_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Modena_Inf_Line_Line_Infantry"	"ita_modena"	"Modena_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Modena_Inf_Militia_Militia"	"ita_modena"	"Modena_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Modena_Inf_Mob_Armed_Citizenry"	"ita_modena"	"Modena_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Papal_States_Art_Foot_12_lber"	"ita_papal_states"	"Papal_States_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Papal_States_Art_Foot_6_lber"	"ita_papal_states"	"Papal_States_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Papal_States_Art_Foot_7_lber_Howitzer"	"ita_papal_states"	"Papal_States_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Papal_States_Cav_Heavy_Dragoons"	"ita_papal_states"	"Papal_States_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Papal_States_Cav_Light_Hussars"	"ita_papal_states"	"Papal_States_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Papal_States_Gen_Generals_Staff"	"ita_papal_states"	"Papal_States_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Papal_States_Inf_Gren_Grenadiers"	"ita_papal_states"	"Papal_States_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Papal_States_Inf_Line_Line_Infantry"	"ita_papal_states"	"Papal_States_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Papal_States_Inf_Militia_Militia"	"ita_papal_states"	"Papal_States_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Papal_States_Inf_Mob_Armed_Citizenry"	"ita_papal_states"	"Papal_States_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Papal_States_Inf_Skirm_Jager"	"ita_papal_states"	"Papal_States_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Parma_Art_Foot_12_lber"	"ita_parma"	"Parma_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Parma_Art_Foot_6_lber"	"ita_parma"	"Parma_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Parma_Art_Foot_7_lber_Howitzer"	"ita_parma"	"Parma_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Parma_Cav_Heavy_Dragoons"	"ita_parma"	"Parma_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Parma_Gen_Generals_Staff"	"ita_parma"	"Parma_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Parma_Inf_Gren_Grenadiers"	"ita_parma"	"Parma_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Parma_Inf_Line_Line_Infantry"	"ita_parma"	"Parma_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Parma_Inf_Militia_Militia"	"ita_parma"	"Parma_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Parma_Inf_Mob_Armed_Citizenry"	"ita_parma"	"Parma_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Piedmont_Art_Foot_12_lber"	"ita_piedmont"	"Piedmont_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Piedmont_Art_Foot_6_lber"	"ita_piedmont"	"Piedmont_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Piedmont_Art_Foot_7_lber_Howitzer"	"ita_piedmont"	"Piedmont_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Piedmont_Cav_Heavy_Dragoons"	"ita_piedmont"	"Piedmont_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Piedmont_Cav_Heavy_Life_Guards_of_Horse"	"ita_piedmont"	"Piedmont_Cav_Heavy_Life_Guards_of_Horse"	"Cav_Heavy_Life_Guards_of_Horse"
"Piedmont_Gen_Generals_Staff"	"ita_piedmont"	"Piedmont_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Piedmont_Inf_Elite_Grenadier_Guards"	"ita_piedmont"	"Piedmont_Inf_Elite_Grenadier_Guards"	"Inf_Elite_Grenadier_Guards"
"Piedmont_Inf_Gren_Grenadiers"	"ita_piedmont"	"Piedmont_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Piedmont_Inf_Line_Line_Infantry"	"ita_piedmont"	"Piedmont_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Piedmont_Inf_Militia_Militia"	"ita_piedmont"	"Piedmont_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Piedmont_Inf_Mob_Armed_Citizenry"	"ita_piedmont"	"Piedmont_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Trent_Art_Foot_12_lber"	"ita_trent"	"Trent_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Trent_Art_Foot_6_lber"	"ita_trent"	"Trent_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Trent_Art_Foot_7_lber_Howitzer"	"ita_trent"	"Trent_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Trent_Cav_Heavy_Dragoons"	"ita_trent"	"Trent_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Trent_Gen_Generals_Staff"	"ita_trent"	"Trent_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Trent_Inf_Gren_Grenadiers"	"ita_trent"	"Trent_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Trent_Inf_Line_Line_Infantry"	"ita_trent"	"Trent_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Trent_Inf_Militia_Militia"	"ita_trent"	"Trent_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Trent_Inf_Mob_Armed_Citizenry"	"ita_trent"	"Trent_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Tuscany_Art_Foot_12_lber"	"ita_tuscany"	"Tuscany_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Tuscany_Art_Foot_6_lber"	"ita_tuscany"	"Tuscany_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Tuscany_Art_Foot_7_lber_Howitzer"	"ita_tuscany"	"Tuscany_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Tuscany_Cav_Heavy_Dragoons"	"ita_tuscany"	"Tuscany_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Tuscany_Gen_Generals_Staff"	"ita_tuscany"	"Tuscany_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Tuscany_Inf_Gren_Grenadiers"	"ita_tuscany"	"Tuscany_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Tuscany_Inf_Line_Line_Infantry"	"ita_tuscany"	"Tuscany_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Tuscany_Inf_Militia_Militia"	"ita_tuscany"	"Tuscany_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Tuscany_Inf_Mob_Armed_Citizenry"	"ita_tuscany"	"Tuscany_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Venice_Art_Foot_12_lber"	"ita_venice"	"Venice_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Venice_Art_Foot_6_lber"	"ita_venice"	"Venice_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Venice_Art_Foot_7_lber_Howitzer"	"ita_venice"	"Venice_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Venice_Cav_Heavy_Dragoons"	"ita_venice"	"Venice_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Venice_Gen_Generals_Staff"	"ita_venice"	"Venice_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Venice_Inf_Gren_Grenadiers"	"ita_venice"	"Venice_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Venice_Inf_Line_Line_Infantry"	"ita_venice"	"Venice_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Venice_Inf_Militia_Militia"	"ita_venice"	"Venice_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Venice_Inf_Mob_Armed_Citizenry"	"ita_venice"	"Venice_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Italian_Rebels_Art_Foot_12_lber"	"italian_rebels"	"Italian_Rebels_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Italian_Rebels_Art_Foot_6_lber"	"italian_rebels"	"Italian_Rebels_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Italian_Rebels_Art_Foot_7_lber_Howitzer"	"italian_rebels"	"Italian_Rebels_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Italian_Rebels_Cav_Heavy_Dragoons"	"italian_rebels"	"Italian_Rebels_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Italian_Rebels_Gen_Generals_Staff"	"italian_rebels"	"Italian_Rebels_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Italian_Rebels_Inf_Gren_Grenadiers"	"italian_rebels"	"Italian_Rebels_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Italian_Rebels_Inf_Line_Line_Infantry"	"italian_rebels"	"Italian_Rebels_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Italian_Rebels_Inf_Militia_Militia"	"italian_rebels"	"Italian_Rebels_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Italian_Rebels_Inf_Mob_Armed_Citizenry"	"italian_rebels"	"Italian_Rebels_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Italy_Art_Foot_12_lber"	"italy"	"Italy_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Italy_Art_Foot_6_lber"	"italy"	"Italy_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Italy_Art_Foot_7_lber_Howitzer"	"italy"	"Italy_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Italy_Art_Horse_6_lber"	"italy"	"Italy_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Italy_Cav_Heavy_Dragoons"	"italy"	"Italy_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Italy_Cav_Light_Hussars"	"italy"	"Italy_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Italy_Gen_Generals_Staff"	"italy"	"Italy_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Italy_Inf_Gren_Grenadiers"	"italy"	"Italy_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Italy_Inf_Light_Light_Infantry"	"italy"	"Italy_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Italy_Inf_Line_Line_Infantry"	"italy"	"Italy_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Italy_Inf_Militia_Militia"	"italy"	"Italy_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Italy_Inf_Mob_Armed_Citizenry"	"italy"	"Italy_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Kingdom_Italy_Art_Foot_12_lber"	"italy_kingdom"	"Kingdom_Italy_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Kingdom_Italy_Art_Foot_6_lber"	"italy_kingdom"	"Kingdom_Italy_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Kingdom_Italy_Art_Foot_7_lber_Howitzer"	"italy_kingdom"	"Kingdom_Italy_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Kingdom_Italy_Art_Foot_Italian_Guard_Foot_Artillery"	"italy_kingdom"	"Kingdom_Italy_Art_Foot_Italian_Guard_Foot_Artillery"	"Art_Foot_Italian_Guard_Foot_Artillery"
"Kingdom_Italy_Art_Horse_6_lber"	"italy_kingdom"	"Kingdom_Italy_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Kingdom_Italy_Art_Horse_Italian_Guard_Horse_Artillery"	"italy_kingdom"	"Kingdom_Italy_Art_Horse_Italian_Guard_Horse_Artillery"	"Art_Horse_Italian_Guard_Horse_Artillery"
"Kingdom_Italy_Cav_Heavy_Dragoons"	"italy_kingdom"	"Kingdom_Italy_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Kingdom_Italy_Cav_Heavy_Italian_Guards_of_Honour"	"italy_kingdom"	"Kingdom_Italy_Cav_Heavy_Italian_Guards_of_Honour"	"Cav_Heavy_Italian_Guards_of_Honour"
"Kingdom_Italy_Cav_Light_Italian_Chasseurs_a_Cheval"	"italy_kingdom"	"Kingdom_Italy_Cav_Light_Italian_Chasseurs_a_Cheval"	"Cav_Light_Italian_Chasseurs_a_Cheval"
"Kingdom_Italy_Gen_Generals_Staff"	"italy_kingdom"	"Kingdom_Italy_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Kingdom_Italy_Inf_Elite_Italian_Velite_Grenadiers"	"italy_kingdom"	"Kingdom_Italy_Inf_Elite_Italian_Velite_Grenadiers"	"Inf_Elite_Italian_Velite_Grenadiers"
"Kingdom_Italy_Inf_Gren_Grenadiers"	"italy_kingdom"	"Kingdom_Italy_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Kingdom_Italy_Inf_Light_Light_Infantry"	"italy_kingdom"	"Kingdom_Italy_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Kingdom_Italy_Inf_Line_Line_Infantry"	"italy_kingdom"	"Kingdom_Italy_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Kingdom_Italy_Inf_Militia_Militia"	"italy_kingdom"	"Kingdom_Italy_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Kingdom_Italy_Inf_Mob_Armed_Citizenry"	"italy_kingdom"	"Kingdom_Italy_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Mecklenburg_Art_Foot_12_lber"	"mecklenburg"	"Mecklenburg_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Mecklenburg_Art_Foot_6_lber"	"mecklenburg"	"Mecklenburg_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Mecklenburg_Art_Foot_7_lber_Howitzer"	"mecklenburg"	"Mecklenburg_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Mecklenburg_Art_Horse_6_lber"	"mecklenburg"	"Mecklenburg_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Mecklenburg_Cav_Stand_Chevauxlegers"	"mecklenburg"	"Mecklenburg_Cav_Stand_Chevauxlegers"	"Cav_Stand_Chevauxlegers"
"Mecklenburg_Gen_Generals_Staff"	"mecklenburg"	"Mecklenburg_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Mecklenburg_Inf_Line_Line_Infantry"	"mecklenburg"	"Mecklenburg_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Mecklenburg_Inf_Militia_Militia"	"mecklenburg"	"Mecklenburg_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Mecklenburg_Inf_Mob_Armed_Citizenry"	"mecklenburg"	"Mecklenburg_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Mecklenburg_Inf_Skirm_Jager"	"mecklenburg"	"Mecklenburg_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Naples_Art_Foot_12_lber"	"naples"	"Naples_Art_Foot_12_lber"	"Art_Foot_12_lber"
