version 1, schema unit_voice_events_junctions_tables, guid 4b476d45-e99b-41a7-a699-4bdbb44ffef1
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_Withdraw"	"Infantry_Unit_Order_Retreat"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_engage_at_will"	"Infantry_Unit_Engage_at_will"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_infantry_move_back"	"Infantry_Move_Back"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_infantry_move_forward"	"Infantry_Move_Forward"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_infantry_move_left"	"Infantry_Move_Left"
"infantry_matchlock_ashigaru"	"generic"	"Unit_Voices_infantry_move_right"	"Infantry_Move_Right"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Cranes_Wing"	"Group_Orders_Infantry_Formation_Cranes_Wing"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Fish_Scales"	"Group_Orders_Infantry_Formation_Fish_Scales"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Ganko"	"Group_Orders_Infantry_Formation_Ganko"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Half_Moon"	"Group_Orders_Infantry_Formation_Half_Moon"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Hoshi"	"Group_Orders_Infantry_Formation_Hoshi"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Saku"	"Group_Orders_Infantry_Formation_Saku"
"infantry_matchlock_ashigaru"	"generic"	"Unit_voices_formation_Yoke"	"Group_Orders_Infantry_Formation_Yoke"
"infantry_matchlock_ashigaru"	"generic"	"being_charged"	"Infantry_charged"
"infantry_matchlock_ashigaru"	"generic"	"being_flanked"	"Infantry_flanked"
"infantry_matchlock_ashigaru"	"generic"	"climb_walls"	"Infantry_climb_walls"
"infantry_matchlock_ashigaru"	"generic"	"enemy_approaching"	"Infantry_enemy_approaching"
"infantry_matchlock_ashigaru"	"generic"	"group_created"	"Group_Orders_Infantry_Created"
"infantry_matchlock_ashigaru"	"generic"	"group_selected"	"Group_Orders_Infantry_Created"
"infantry_matchlock_ashigaru"	"generic"	"group_selected_artillary"	"Group_Orders_Infantry_Select_Artillery"
"infantry_matchlock_ashigaru"	"generic"	"group_selected_infantry"	"Group_Orders_Infantry_Select_Infantry"
"infantry_matchlock_ashigaru"	"generic"	"hold_position_false"	"Infantry_Unit_Hold_Position_off"
"infantry_matchlock_ashigaru"	"generic"	"hold_position_true"	"Infantry_Unit_Hold_Position_on"
"infantry_matchlock_ashigaru"	"generic"	"idle"	"Infantry_idle"
"infantry_matchlock_ashigaru"	"generic"	"loose_formation"	"Infantry_Unit_Loose_Formation"
"infantry_matchlock_ashigaru"	"generic"	"tight_formation"	"Infantry_Unit_Tight_Formation"
"infantry_matchlock_ashigaru"	"generic"	"under_fire"	"Infantry_Under_Archer_Fire"
"infantry_matchlock_ashigaru"	"generic"	"unit_voices_selected"	"Infantry_Unit_Selection"
"infantry_matchlock_ashigaru"	"generic"	"wavering"	"Infantry_wavering"
"infantry_matchlock_samurai"	"generic"	"Unit_Completed_Orders"	"Infantry_Unit_Completed_Orders"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Battle_Cry"	"Infantry_Battle_Cry"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Charge"	"Infantry_Battle_Cry"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Infantry_Disbanded"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Double_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Infantry_Melee_Double_Click_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Generic"	"Infantry_Unit_Generic_response"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Attack_Stronger"	"Group_Orders_Infantry_Attacking_Stronger_Target"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Attack_Weaker"	"Group_Orders_Infantry_Attacking_Weaker_Target"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Infantry_Engage_at_will"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Infantry_Generic"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Infantry_Guard_Off"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Infantry_Guard_On"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Fast_Move"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Move_To"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Infantry_Move_To"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Infantry_Order_Rally"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Infantry_Order_Retreat"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Skirmish_Off"	"Group_Orders_Infantry_Skirmish_off"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Infantry_Skirmish"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Infantry_Order_Retreat"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Guard_Off"	"Infantry_Unit_Guard_Off"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Guard_On"	"Infantry_Unit_Guard_On"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Halt"	"Infantry_Unit_Halt"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_In_Melee"	"Infantry_inmelee"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Melee_Off"	"Infantry_Unit_Melee_Button_off"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Melee_On"	"Infantry_Unit_Melee_Button_on"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Move_Fast"	"Infantry_Order_Double_Click_Fast_Move_To"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Move_Slow"	"Infantry_Order_Single_Click_Move_To"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Rally"	"Infantry_Unit_Order_Rally"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Retreat"	"Infantry_Unit_Order_Retreat"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_SHATTERED"	"Infantry_routing"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Single_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Skirmish_Off"	"Infantry_Unit_Skirmish_Off"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Skirmish_On"	"Infantry_Unit_Skirmish_On"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Special_Ability_Bamboo_Wall"	"Matchlock_Samurai_Special_Ability_Bamboo_Wall"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Special_Ability_Rapid_Volley"	"Matchlock_Samurai_Special_Ability_Rapid_Volley"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_Withdraw"	"Infantry_Unit_Order_Retreat"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_engage_at_will"	"Infantry_Unit_Engage_at_will"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_infantry_move_back"	"Infantry_Move_Back"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_infantry_move_forward"	"Infantry_Move_Forward"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_infantry_move_left"	"Infantry_Move_Left"
"infantry_matchlock_samurai"	"generic"	"Unit_Voices_infantry_move_right"	"Infantry_Move_Right"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Cranes_Wing"	"Group_Orders_Infantry_Formation_Cranes_Wing"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Fish_Scales"	"Group_Orders_Infantry_Formation_Fish_Scales"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Ganko"	"Group_Orders_Infantry_Formation_Ganko"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Half_Moon"	"Group_Orders_Infantry_Formation_Half_Moon"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Hoshi"	"Group_Orders_Infantry_Formation_Hoshi"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Saku"	"Group_Orders_Infantry_Formation_Saku"
"infantry_matchlock_samurai"	"generic"	"Unit_voices_formation_Yoke"	"Group_Orders_Infantry_Formation_Yoke"
"infantry_matchlock_samurai"	"generic"	"being_charged"	"Infantry_charged"
"infantry_matchlock_samurai"	"generic"	"being_flanked"	"Infantry_flanked"
"infantry_matchlock_samurai"	"generic"	"climb_walls"	"Infantry_climb_walls"
"infantry_matchlock_samurai"	"generic"	"enemy_approaching"	"Infantry_enemy_approaching"
"infantry_matchlock_samurai"	"generic"	"group_created"	"Group_Orders_Infantry_Created"
"infantry_matchlock_samurai"	"generic"	"group_selected"	"Group_Orders_Infantry_Created"
"infantry_matchlock_samurai"	"generic"	"group_selected_artillary"	"Group_Orders_Infantry_Select_Artillery"
"infantry_matchlock_samurai"	"generic"	"group_selected_infantry"	"Group_Orders_Infantry_Select_Infantry"
"infantry_matchlock_samurai"	"generic"	"hold_position_false"	"Infantry_Unit_Hold_Position_off"
"infantry_matchlock_samurai"	"generic"	"hold_position_true"	"Infantry_Unit_Hold_Position_on"
"infantry_matchlock_samurai"	"generic"	"idle"	"Infantry_idle"
"infantry_matchlock_samurai"	"generic"	"loose_formation"	"Infantry_Unit_Loose_Formation"
"infantry_matchlock_samurai"	"generic"	"tight_formation"	"Infantry_Unit_Tight_Formation"
"infantry_matchlock_samurai"	"generic"	"under_fire"	"Infantry_Under_Archer_Fire"
"infantry_matchlock_samurai"	"generic"	"unit_voices_selected"	"Infantry_Unit_Selection"
"infantry_matchlock_samurai"	"generic"	"wavering"	"Infantry_wavering"
"infantry_naginata_samurai"	"generic"	"Unit_Completed_Orders"	"Infantry_Unit_Completed_Orders"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Battle_Cry"	"Infantry_Battle_Cry"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Charge"	"Infantry_Battle_Cry"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Infantry_Disbanded"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Double_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Infantry_Melee_Double_Click_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Generic"	"Infantry_Unit_Generic_response"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Attack_Stronger"	"Group_Orders_Infantry_Attacking_Stronger_Target"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Attack_Weaker"	"Group_Orders_Infantry_Attacking_Weaker_Target"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Infantry_DoubleClick_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Infantry_Engage_at_will"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Infantry_Fire_At_Will_OFF"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Infantry_Fire_At_Will_ON"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Infantry_Generic"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Infantry_Guard_Off"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Infantry_Guard_On"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Fast_Move"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Infantry_Move_To"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Infantry_Move_To"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Infantry_Order_Rally"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Infantry_Order_Retreat"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Group_Orders_Infantry_SingleClick_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Single_Click_Missile_Attack"	"Group_Orders_Infantry_Missile_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Skirmish_Off"	"Group_Orders_Infantry_Skirmish_off"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Skirmish_On"	"Group_Orders_Infantry_Skirmish"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Group_Withdraw"	"Group_Orders_Infantry_Order_Retreat"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Guard_Off"	"Infantry_Unit_Guard_Off"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Guard_On"	"Infantry_Unit_Guard_On"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Halt"	"Infantry_Unit_Halt"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_In_Melee"	"Infantry_inmelee"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Melee_Off"	"Infantry_Unit_Melee_Button_off"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Melee_On"	"Infantry_Unit_Melee_Button_on"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Move_Fast"	"Infantry_Order_Double_Click_Fast_Move_To"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Move_Slow"	"Infantry_Order_Single_Click_Move_To"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Rally"	"Infantry_Unit_Order_Rally"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Retreat"	"Infantry_Unit_Order_Retreat"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_SHATTERED"	"Infantry_routing"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Single_Click_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Infantry_Melee_Single_Click_Melee_Attack"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Skirmish_Off"	"Infantry_Unit_Skirmish_Off"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Skirmish_On"	"Infantry_Unit_Skirmish_On"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_Withdraw"	"Infantry_Unit_Order_Retreat"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_engage_at_will"	"Infantry_Unit_Engage_at_will"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_infantry_move_back"	"Infantry_Move_Back"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_infantry_move_forward"	"Infantry_Move_Forward"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_infantry_move_left"	"Infantry_Move_Left"
"infantry_naginata_samurai"	"generic"	"Unit_Voices_infantry_move_right"	"Infantry_Move_Right"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Cranes_Wing"	"Group_Orders_Infantry_Formation_Cranes_Wing"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Fish_Scales"	"Group_Orders_Infantry_Formation_Fish_Scales"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Ganko"	"Group_Orders_Infantry_Formation_Ganko"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Half_Moon"	"Group_Orders_Infantry_Formation_Half_Moon"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Hoshi"	"Group_Orders_Infantry_Formation_Hoshi"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Saku"	"Group_Orders_Infantry_Formation_Saku"
"infantry_naginata_samurai"	"generic"	"Unit_voices_formation_Yoke"	"Group_Orders_Infantry_Formation_Yoke"
"infantry_naginata_samurai"	"generic"	"being_charged"	"Infantry_charged"
"infantry_naginata_samurai"	"generic"	"being_flanked"	"Infantry_flanked"
"infantry_naginata_samurai"	"generic"	"climb_walls"	"Infantry_climb_walls"
"infantry_naginata_samurai"	"generic"	"enemy_approaching"	"Infantry_enemy_approaching"
"infantry_naginata_samurai"	"generic"	"group_created"	"Group_Orders_Infantry_Created"
"infantry_naginata_samurai"	"generic"	"group_selected"	"Group_Orders_Infantry_Created"
"infantry_naginata_samurai"	"generic"	"group_selected_artillary"	"Group_Orders_Infantry_Select_Artillery"
"infantry_naginata_samurai"	"generic"	"group_selected_infantry"	"Group_Orders_Infantry_Select_Infantry"
"infantry_naginata_samurai"	"generic"	"hold_position_false"	"Infantry_Unit_Hold_Position_off"
"infantry_naginata_samurai"	"generic"	"hold_position_true"	"Infantry_Unit_Hold_Position_on"
"infantry_naginata_samurai"	"generic"	"idle"	"Infantry_idle"
"infantry_naginata_samurai"	"generic"	"loose_formation"	"Infantry_Unit_Loose_Formation"
"infantry_naginata_samurai"	"generic"	"pike_square_formation"	"Matchlock_Naginata_Samurai_Special_Ability_Pike_Square"
"infantry_naginata_samurai"	"generic"	"special_ability_banzai"	"Special_Banzai_Hero_No_Dachi"
"infantry_naginata_samurai"	"generic"	"tight_formation"	"Infantry_Unit_Tight_Formation"
"infantry_naginata_samurai"	"generic"	"under_fire"	"Infantry_Under_Archer_Fire"
"infantry_naginata_samurai"	"generic"	"unit_voices_selected"	"Infantry_Unit_Selection"
"infantry_naginata_samurai"	"generic"	"wavering"	"Infantry_wavering"
"lady_hero"	"generic"	"Mount"	"Lady_Hero_Mount"
"lady_hero"	"generic"	"Unit_Completed_Orders"	"Lady_Heroes_Unit_Completed_Orders"
"lady_hero"	"generic"	"Unit_Voices_Double_Click_Attack"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Lady_Heroes_Melee_Double_Click_Attack"
"lady_hero"	"generic"	"Unit_Voices_Double_Click_Missile_Attack"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_Fire_At_Will_Off"	"Lady_Hero_Fire_At_Will_Off"
"lady_hero"	"generic"	"Unit_Voices_Fire_At_Will_On"	"Lady_Hero_Fire_At_Will_On"
"lady_hero"	"generic"	"Unit_Voices_Generic"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Lady_Hero_Fire_At_Will_Off"
"lady_hero"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Lady_Hero_Fire_At_Will_On"
"lady_hero"	"generic"	"Unit_Voices_Group_Single_Click_Melee_Attack"	"Lady_Heroes_Melee_Single_Click_Melee_Attack"
"lady_hero"	"generic"	"Unit_Voices_Guard_Off"	"Lady_Heroes_Unit_Guard_Off"
"lady_hero"	"generic"	"Unit_Voices_Guard_On"	"Lady_Heroes_Unit_Guard_On"
"lady_hero"	"generic"	"Unit_Voices_Halt"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_In_Melee"	"Lady_Heroes_Unit_Engage_at_will"
"lady_hero"	"generic"	"Unit_Voices_In_Melee"	"Lady_Heroes_inmelee"
"lady_hero"	"generic"	"Unit_Voices_Melee_Off"	"Lady_Heroes_Unit_Melee_Button_off"
"lady_hero"	"generic"	"Unit_Voices_Melee_On"	"Lady_Heroes_Unit_Melee_Button_on"
"lady_hero"	"generic"	"Unit_Voices_Move_Fast"	"Lady_Heroes_Order_Double_Click_Fast_Move_To"
"lady_hero"	"generic"	"Unit_Voices_Move_Slow"	"Lady_Heroes_Order_Single_Click_Move_To"
"lady_hero"	"generic"	"Unit_Voices_Rally"	"Lady_Heroes_Unit_Order_Rally"
"lady_hero"	"generic"	"Unit_Voices_Retreat"	"Lady_Heroes_Unit_Order_Retreat"
"lady_hero"	"generic"	"Unit_Voices_SHATTERED"	"Lady_Heroes_routing"
"lady_hero"	"generic"	"Unit_Voices_Single_Click_Attack"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_Single_Click_Melee_Attack"	"Lady_Heroes_Melee_Single_Click_Melee_Attack"
"lady_hero"	"generic"	"Unit_Voices_Single_Click_Missile_Attack"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"Unit_Voices_Skirmish_Off"	"Lady_Heroes_Unit_Skirmish_Off"
"lady_hero"	"generic"	"Unit_Voices_Skirmish_On"	"Lady_Heroes_Unit_Skirmish_On"
"lady_hero"	"generic"	"Unit_Voices_Special_Ability_Fire_Arrows"	"Heroine_Special_Ability_Fire_Arrows"
"lady_hero"	"generic"	"Unit_Voices_Withdraw"	"Lady_Heroes_Unit_Order_Retreat"
"lady_hero"	"generic"	"Unit_Voices_engage_at_will"	"Lady_Heroes_Unit_Engage_at_will"
"lady_hero"	"generic"	"Unit_Voices_infantry_move_left"	"Lady_Heroes_Unit_Generic_response"
"lady_hero"	"generic"	"being_charged"	"Lady_Heroes_charged"
"lady_hero"	"generic"	"being_flanked"	"Lady_Heroes_flanked"
"lady_hero"	"generic"	"cavalry_charging"	"Lady_Heroes_Unit_Engage_at_will"
"lady_hero"	"generic"	"dismount"	"Lady_Hero_Dismount"
"lady_hero"	"generic"	"enemy_approaching"	"Lady_Heroes_enemy_approaching"
"lady_hero"	"generic"	"engaged"	"Lady_Heroes_Unit_Engage_at_will"
"lady_hero"	"generic"	"hold_position_false"	"Lady_Heroes_Unit_Hold_Position_off"
"lady_hero"	"generic"	"hold_position_true"	"Lady_Heroes_Unit_Hold_Position_on"
"lady_hero"	"generic"	"idle"	"Lady_Heroes_idle"
"lady_hero"	"generic"	"loose_formation"	"Lady_Heroes_Unit_Loose_Formation"
"lady_hero"	"generic"	"special_ability_banzai"	"Heroine_Special_Ability_Banzai"
"lady_hero"	"generic"	"tight_formation"	"Lady_Heroes_Unit_Tight_Formation"
"lady_hero"	"generic"	"unit_voices_selected"	"Lady_Heroes_Unit_Selection"
"lady_hero"	"generic"	"wavering"	"Lady_Heroes_wavering"
"monk"	"generic"	"Unit_Completed_Orders"	"Monk_Unit_Completed_Orders"
"monk"	"generic"	"Unit_Voices_Disband_Group"	"Group_Orders_Monk_Disbanded"
"monk"	"generic"	"Unit_Voices_Double_Click_Attack"	"Monk_Melee_Double_Click_Attack"
"monk"	"generic"	"Unit_Voices_Double_Click_Melee_Attack"	"Monk_Melee_Double_Click_Attack"
"monk"	"generic"	"Unit_Voices_Generic"	"Monk_Unit_Generic_response"
"monk"	"generic"	"Unit_Voices_Group_Attack_Stronger"	"Group_Orders_Monk_Attacking_Stronger_Target"
"monk"	"generic"	"Unit_Voices_Group_Attack_Weaker"	"Group_Orders_Monk_Attacking_Weaker_Target"
"monk"	"generic"	"Unit_Voices_Group_Double_Click_Attack"	"Group_Orders_Monk_DoubleClick_Attack"
"monk"	"generic"	"Unit_Voices_Group_Double_Click_Melee_Attack"	"Group_Orders_Monk_DoubleClick_Attack"
"monk"	"generic"	"Unit_Voices_Group_Double_Click_Missile_Attack"	"Group_Orders_Monk_Missile_Attack"
"monk"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Group_Orders_Monk_Engage_at_will"
"monk"	"generic"	"Unit_Voices_Group_Engage_At_Will"	"Monk_Unit_Engage_at_will"
"monk"	"generic"	"Unit_Voices_Group_Fire_At_Will_Off"	"Group_Orders_Monk_Fire_At_Will_OFF"
"monk"	"generic"	"Unit_Voices_Group_Fire_At_Will_On"	"Group_Orders_Monk_Fire_At_Will_ON"
"monk"	"generic"	"Unit_Voices_Group_Generic"	"Group_Orders_Monk_Generic"
"monk"	"generic"	"Unit_Voices_Group_Guard_Off"	"Group_Orders_Monk_Guard_Off"
"monk"	"generic"	"Unit_Voices_Group_Guard_On"	"Group_Orders_Monk_Guard_On"
"monk"	"generic"	"Unit_Voices_Group_Move_Fast"	"Group_Orders_Monk_Fast_Move"
"monk"	"generic"	"Unit_Voices_Group_Move_Slow"	"Group_Orders_Monk_Move_To"
"monk"	"generic"	"Unit_Voices_Group_Rally"	"Group_Orders_Monk_Order_Rally"
"monk"	"generic"	"Unit_Voices_Group_Retreat"	"Group_Orders_Monk_Order_Retreat"
