version 1, schema effects_tables, guid 505c8db2-2bd2-4b7b-85ad-b10e308db947
Effect_ID(string)	Pip_Path(optstring)	Unknown1(int)
"clan_trait_uesugi_trade_bonus"	"data/ui/campaign ui/effect_bundles/effect_uesugi.tga"	10
"commodity_prod_bos_coal"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_coal.tga"	413
"commodity_prod_bos_copper"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_copper.tga"	412
"commodity_prod_bos_cotton"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_cotton.tga"	411
"commodity_prod_bos_iron"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_iron.tga"	409
"commodity_prod_bos_machines"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_machines.tga"	414
"commodity_prod_bos_silk"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_silk.tga"	410
"commodity_prod_bos_tea"	"data/ui/campaign ui/effect_bundles/bos_effect_commodity_tea.tga"	415
"commodity_prod_sho_cotton"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	408
"commodity_prod_sho_crafts"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	407
"commodity_prod_sho_horses"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	401
"commodity_prod_sho_iron"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	400
"commodity_prod_sho_silk"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	406
"commodity_prod_sho_spice"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	404
"commodity_prod_sho_stone"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	402
"commodity_prod_sho_wood"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	403
"conversion_buddhist"	"data/ui/campaign ui/effect_bundles/effect_buddhism_positive.tga"	608
"conversion_buddhist_osmosis"	"data/ui/campaign ui/effect_bundles/effect_buddhism_positive.tga"	652
"conversion_catholic"	"data/ui/campaign ui/effect_bundles/effect_christianity_positive.tga"	607
"conversion_catholic_osmosis"	"data/ui/campaign ui/effect_bundles/effect_christianity_positive.tga"	651
"conversion_ikko"	"data/ui/campaign ui/effect_bundles/effect_ikko_positive.tga"	609
"conversion_ikko_osmosis"	"data/ui/campaign ui/effect_bundles/effect_ikko_positive.tga"	650
"conversion_state_religion"	"data/ui/campaign ui/effect_bundles/effect_religion_positive.tga"	9999
"conversion_state_religion_local"	"data/ui/campaign ui/effect_bundles/effect_religion_positive.tga"	999
"diplomacy_bonus_emissaries"	"data/ui/campaign ui/effect_bundles/effect_diplomacy.tga"	3
"diplomacy_bonus_enlightenment"	"data/ui/campaign ui/effect_bundles/effect_diplomacy.tga"	2
"diplomacy_bonus_faction_leader"	"data/ui/campaign ui/effect_bundles/effect_diplomacy.tga"	2
"diplomatic_bonus"	"data/ui/campaign ui/effect_bundles/effect_diplomacy.tga"	5
"diplomatic_bonus_mod"	"data/ui/campaign ui/effect_bundles/effect_diplomacy.tga"	999
"disband_cashback"	"data/ui/campaign ui/pips/effect_admiral.tga"	0
"enable_inspire_unit"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	715
"enable_night_battles"	"data/ui/campaign ui/effect_bundles/effect_night_battle.tga"	999
"enable_night_battles_naval"	"data/ui/campaign ui/effect_bundles/effect_night_battle.tga"	1
"escape_chance_action_mod"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	88
"escape_chance_mod"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	999
"export_capacity_port"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	13
"export_capacity_road"	"data/ui/campaign ui/effect_bundles/bos_effect_trade_positive.tga"	13
"food_consumption"	"data/ui/campaign ui/effect_bundles/effect_food_negative.tga"	68
"food_consumption_event_disaster"	"data/ui/campaign ui/effect_bundles/effect_food_negative.tga"	912
"food_provision"	"data/ui/campaign ui/effect_bundles/effect_food_positive.tga"	68
"gdp_farm"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	921
"gdp_industry"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	922
"gdp_mine"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	919
"gdp_mod_all"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	923
"gdp_mod_all_local"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	923
"gdp_mod_buildings_global"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	912
"gdp_mod_buildings_local"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	911
"gdp_mod_farms"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	912
"gdp_mod_farms_global"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	912
"gdp_mod_mines"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	916
"gdp_mod_population_global"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	913
"gdp_mod_population_local"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	912
"gdp_mod_ports"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	918
"gdp_mod_province_capital"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	999
"gdp_port"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	920
"gem_agent_attribute_cunning_conversion"	"data/ui/campaign ui/effect_bundles/effect_metsuke_positive.tga"	500
"gem_agent_attribute_cunning_payoff"	"data/ui/campaign ui/effect_bundles/effect_metsuke_positive.tga"	500
"gem_agent_attribute_cunning_request_allegiance"	"data/ui/campaign ui/effect_bundles/effect_metsuke_positive.tga"	500
"gem_agent_attribute_dancer_entertain_general"	"data/ui/campaign ui/effect_bundles/effect_geisha_positive.tga"	500
"gem_agent_attribute_dancer_entertain_nobles"	"data/ui/campaign ui/effect_bundles/effect_geisha_positive.tga"	500
"gem_agent_attribute_dancer_seduce"	"data/ui/campaign ui/effect_bundles/effect_geisha_positive.tga"	500
"gem_agent_attribute_dancer_stalling"	"data/ui/campaign ui/effect_bundles/effect_geisha_positive.tga"	5
"gem_agent_attribute_subterfuge_subvert_army"	"data/ui/campaign ui/effect_bundles/effect_subterfuge_positive.tga"	500
"gem_agent_attribute_zeal_indoctrinate"	"data/ui/campaign ui/effect_bundles/effect_religion_positive.tga"	650
"gem_agent_availability_quality_dancer"	"data/ui/campaign ui/effect_bundles/effect_geisha.tga"	1
"gem_agent_availability_quality_inspector"	"data/ui/campaign ui/effect_bundles/effect_metsuke.tga"	1
"gem_agent_availability_quality_monk"	"data/ui/campaign ui/effect_bundles/effect_monk.tga"	1
"gem_agent_availability_quality_spy"	"data/ui/campaign ui/effect_bundles/effect_ninja.tga"	1
"gem_agent_cap_dancer"	"data/ui/campaign ui/effect_bundles/effect_geisha.tga"	3567
"gem_agent_cap_inspector"	"data/ui/campaign ui/effect_bundles/effect_metsuke.tga"	3567
"gem_agent_cap_monk"	"data/ui/campaign ui/effect_bundles/effect_monk.tga"	3567
"gem_agent_cap_scout"	"data/ui/campaign ui/effect_bundles/effect_ninja.tga"	3567
"gem_agent_dancer_happiness_bonus"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	900
"gem_agent_spy_stealth_mod"	"data/ui/campaign ui/effect_bundles/effect_ninja.tga"	50
"gem_agent_stealth_detection_mod"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	500
"gem_agent_xp_mod_dancer"	"data/ui/campaign ui/effect_bundles/effect_geisha.tga"	9999
"gem_agent_xp_mod_inspector"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	9998
"gem_agent_xp_mod_monk"	"data/ui/campaign ui/effect_bundles/effect_monk.tga"	3
"gem_agent_xp_mod_scout"	"data/ui/campaign ui/effect_bundles/effect_ninja.tga"	2
"gem_castle_walls_level_1"	"data/ui/campaign ui/effect_bundles/effect_construction_positive.tga"	1
"gem_castle_walls_level_2"	"data/ui/campaign ui/effect_bundles/effect_construction_positive.tga"	1
"gem_castle_walls_level_3"	"data/ui/campaign ui/effect_bundles/effect_construction_positive.tga"	1
"gem_clan_trait_fujiwara_haraizumi_inspector_action"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	30
"gem_clan_trait_fujiwara_haraizumi_inspector_succes"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	20
"gem_clan_trait_fujiwara_haraizumi_tax"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	10
"gem_clan_trait_fujiwara_haraizumi_technology"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	0
"gem_clan_trait_fujiwara_kubota_levy_cost_increase"	"data/ui/campaign ui/effect_bundles/gempei_effect_kubota_fujiwara_negative.tga"	30
"gem_clan_trait_fujiwara_kubota_research"	"data/ui/campaign ui/effect_bundles/gempei_effect_kubota_fujiwara.tga"	10
"gem_clan_trait_fujiwara_kubota_technologies"	"data/ui/campaign ui/effect_bundles/gempei_effect_kubota_fujiwara.tga"	0
"gem_clan_trait_fujiwara_kubota_warrior_monk"	"data/ui/campaign ui/effect_bundles/gempei_effect_kubota_fujiwara.tga"	20
"gem_clan_trait_minamoto_kamakura_reload"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	20
"gem_clan_trait_minamoto_kamakura_research"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	10
"gem_clan_trait_minamoto_kamakura_technology"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	0
"gem_clan_trait_minamoto_kamakura_upkeep"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	30
"gem_clan_trait_minamoto_kiso_campaign_movement"	"data/ui/campaign ui/effect_bundles/gempei_effect_kiso_minamoto.tga"	10
"gem_clan_trait_minamoto_kiso_negative_research"	"data/ui/campaign ui/effect_bundles/gempei_effect_kiso_minamoto_negative.tga"	20
"gem_clan_trait_minamoto_kiso_recruitment_mod"	"data/ui/campaign ui/effect_bundles/gempei_effect_kiso_minamoto.tga"	30
"gem_clan_trait_minamoto_kiso_technology"	"data/ui/campaign ui/effect_bundles/gempei_effect_kiso_minamoto.tga"	0
"gem_clan_trait_taira_fukuhara_armour"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	20
"gem_clan_trait_taira_fukuhara_regions"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	10
"gem_clan_trait_taira_fukuhara_technologies"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	0
"gem_clan_trait_taira_fukuhara_upkeep"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	30
"gem_clan_trait_taira_yashima_ship_movement"	"data/ui/campaign ui/effect_bundles/gempei_effect_yashima_taira.tga"	30
"gem_clan_trait_taira_yashima_ship_upkeep"	"data/ui/campaign ui/effect_bundles/gempei_effect_yashima_taira.tga"	20
"gem_clan_trait_taira_yashima_technologies"	"data/ui/campaign ui/effect_bundles/gempei_effect_yashima_taira.tga"	0
"gem_clan_trait_taira_yashima_trade"	"data/ui/campaign ui/effect_bundles/gempei_effect_yashima_taira.tga"	10
"gem_clan_trait_unit_xp_mod"	"data/ui/campaign ui/effect_bundles/effect_army_positive.tga"	0
"gem_commodity_prod_crafts"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_commodity_prod_incense"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_commodity_prod_iron"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_commodity_prod_silk"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_commodity_prod_texts"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_commodity_prod_wood"	"data/ui/campaign ui/effect_bundles/effect_resource.tga"	1
"gem_conversion_clan_female"	"data/ui/campaign ui/effect_bundles/effect_daimyo_positive.tga"	500
"gem_conversion_clan_influence"	"data/ui/campaign ui/effect_bundles/effect_daimyo_positive.tga"	999
"gem_conversion_clan_influence_gem_fujiwara"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	999
"gem_conversion_clan_influence_gem_minamoto"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	999
"gem_conversion_clan_influence_gem_taira"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	999
"gem_conversion_clan_influence_osmosis_gem_fujiwara"	"data/ui/campaign ui/effect_bundles/gempei_effect_hiraizumi_fujiwara.tga"	9998
"gem_conversion_clan_influence_osmosis_gem_minamoto"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	9998
"gem_conversion_clan_influence_osmosis_gem_taira"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	9998
"gem_conversion_clan_male"	"data/ui/campaign ui/effect_bundles/effect_daimyo_positive.tga"	500
"gem_conversion_no_non_state"	"data/ui/campaign ui/effect_bundles/effect_daimyo_positive.tga"	3
"gem_enables_cavalry_recruitment"	"data/ui/campaign ui/effect_bundles/effect_cavalry.tga"	5
"gem_general_accuracy_bonus"	"data/ui/campaign ui/effect_bundles/effect_archer.tga"	155
"gem_general_army_charge_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_general_army_melee_attack_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_general_army_melee_defence_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_general_attribute_command_all_situation"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_general_attribute_command_attack_all_situation"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_general_attribute_command_defend_all_situation"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	50
"gem_happiness_building"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9047
"gem_mod_conversion_rate_fujiwara_global"	"data/ui/campaign ui/effect_bundles/gempei_effect_kubota_fujiwara.tga"	3
"gem_mod_conversion_rate_minamoto_global"	"data/ui/campaign ui/effect_bundles/gempei_effect_kamakura_minamoto.tga"	3
"gem_mod_conversion_rate_taira_global"	"data/ui/campaign ui/effect_bundles/gempei_effect_fukuhara_taira.tga"	3
"gem_mod_unit_armour_all"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	55
"gem_mod_unit_melee_all_local"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	54
"gem_mod_unit_recruit_time_bushi"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	2
"gem_mod_unit_recruit_time_naginata"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	2
"gem_mod_unit_xp_warrior_monks"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	3
"gem_research_points_bonus_civil"	"data/ui/campaign ui/effect_bundles/effect_technology.tga"	500
"gem_research_points_bonus_military"	"data/ui/campaign ui/effect_bundles/effect_technology.tga"	500
"gem_tech_admin_cost_mod"	"data/ui/campaign ui/effect_bundles/effect_wealth_positive.tga"	50
"gem_tech_agent_dancer_action_cost_mod"	"data/ui/campaign ui/effect_bundles/effect_subterfuge_positive.tga"	0
"gem_tech_agent_dancer_success"	"data/ui/campaign ui/effect_bundles/effect_ninja_positive.tga"	51
"gem_tech_agent_inspector_action_cost_mod"	"data/ui/campaign ui/effect_bundles/effect_metsuke_positive.tga"	7003
"gem_tech_agent_inspector_success"	"data/ui/campaign ui/effect_bundles/effect_metsuke_positive.tga"	47
"gem_tech_agent_monk_action_cost_mod"	"data/ui/campaign ui/effect_bundles/effect_character_positive.tga"	999
"gem_tech_agent_monk_success"	"data/ui/campaign ui/effect_bundles/effect_monk_positive.tga"	10
"gem_tech_agent_spy_success"	"data/ui/campaign ui/effect_bundles/effect_ninja_positive.tga"	5
"gem_tech_conversion_state_religion"	"data/ui/campaign ui/effect_bundles/effect_religion_positive.tga"	9999
"gem_tech_non_samurai_unit_xp_mod"	"data/ui/campaign ui/effect_bundles/effect_army_positive.tga"	50
"gem_tech_samurai_unit_xp_mod"	"data/ui/campaign ui/effect_bundles/effect_army_positive.tga"	50
"general_ashigaru_bonus"	"data/ui/campaign ui/effect_bundles/effect_ashigaru_units_positive.tga"	999
"general_attribute_command_land_ambush"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_land_amphibious_attack"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_land_attack"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_land_defence"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_land_siege_attack"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_land_siege_defence"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_sea_attack"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_attribute_command_sea_defence"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	9999
"general_aura_mod"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	999
"general_bodyguard_armour_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	115
"general_bodyguard_attack_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	999
"general_bodyguard_charge_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	118
"general_bodyguard_defence_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	117
"general_bodyguard_morale_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	116
"general_bodyguard_size_mod"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	999
"general_bow_bonus"	"data/ui/campaign ui/effect_bundles/effect_archer.tga"	999
"general_cavalry_bonus"	"data/ui/campaign ui/effect_bundles/effect_cavalry.tga"	999
"general_honour_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	222
"general_honourable"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	222
"general_infantry_bonus_mod"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	999
"general_inspire_mod"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	55
"general_loyalty_bonus"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	223
"general_rally_mod"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	565
"general_resistance_bonus"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	999
"general_spear_bonus"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	999
"general_swords_bonus"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	999
"gentlemen_happiness_bonus"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	900
"happy_active_upper_gov_type"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9024
"happy_active_upper_tax"	"data/ui/campaign ui/effect_bundles/effect_public_order_negative.tga"	9024
"happy_active_upper_tax_extortionate"	"data/ui/campaign ui/pips/effect_public_order_negative_5.tga"	9024
"happy_active_upper_tax_high"	"data/ui/campaign ui/pips/effect_public_order_negative_4.tga"	9024
"happy_active_upper_tax_low"	"data/ui/campaign ui/pips/effect_public_order_negative_2.tga"	9024
"happy_active_upper_tax_minimal"	"data/ui/campaign ui/pips/effect_public_order_negative_1.tga"	9024
"happy_active_upper_tax_normal"	"data/ui/campaign ui/pips/effect_public_order_negative_3.tga"	9024
"happy_character_lower"	"data/ui/campaign ui/pips/effect_admiral.tga"	9019
"happy_character_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order_positive.tga"	9017
"happy_character_upper_negative"	"data/ui/campaign ui/effect_bundles/effect_public_order_negative.tga"	9017
"happy_culture_all"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9043
"happy_culture_all_global"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9043
"happy_culture_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9011
"happy_culture_upper_global"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9041
"happy_events_global"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9010
"happy_events_local"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9009
"happy_government_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9006
"happy_ministerial_position"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9020
"happy_mod_religious_unrest"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9021
"happy_religion_buddhist"	"data/ui/campaign ui/effect_bundles/effect_public_order_positive.tga"	9029
"happy_religion_buddhist_negative"	"data/ui/campaign ui/effect_bundles/effect_public_order_negative.tga"	9029
"happy_religion_catholic"	"data/ui/campaign ui/effect_bundles/effect_public_order_positive.tga"	9030
"happy_religion_catholic_negative"	"data/ui/campaign ui/effect_bundles/effect_public_order_negative.tga"	9030
"happy_religion_ikko"	"data/ui/campaign ui/effect_bundles/effect_ikko_positive.tga"	9028
"happy_religion_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9038
"happy_resistance_mod_general"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	5
"happy_tax_active_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9026
"happy_tax_upper"	"data/ui/campaign ui/effect_bundles/effect_public_order.tga"	9000
"hide_enable_long_grass"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"hide_enable_scrub"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"hide_enable_snipe"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"hide_enable_stalk"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"line_of_sight_mod"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"looting_mod"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"management_army"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	2
"management_finance"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	4
"management_justice"	"data/ui/campaign ui/effect_bundles/effect_daimyo.tga"	5
"management_navy"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	3
"mod_accuracy_artillery"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"mod_accuracy_artillery_all"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	2014
"mod_battle_death_rate"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"mod_boarders_melee_attack"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_building_construction_cost_castle"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	5
"mod_building_repair_cost_castle"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	1
"mod_character_loyalty"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	1
"mod_character_loyalty_local"	"data/ui/campaign ui/effect_bundles/effect_character.tga"	999
"mod_character_xp_generals"	"data/ui/campaign ui/effect_bundles/effect_general.tga"	3
"mod_character_xp_metsuke"	"data/ui/campaign ui/effect_bundles/effect_metsuke.tga"	4
"mod_character_xp_monk"	"data/ui/campaign ui/effect_bundles/effect_monk.tga"	4
"mod_character_xp_ninja"	"data/ui/campaign ui/effect_bundles/effect_ninja.tga"	4
"mod_faction_claim"	"data/ui/campaign ui/pips/effect_admiral.tga"	0
"mod_infantry_movement_campaign"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	0
"mod_infantry_training_battle"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	1
"mod_religion_conversion_rate"	"data/ui/campaign ui/effect_bundles/effect_religion.tga"	1
"mod_religion_conversion_rate_buddhist"	"data/ui/campaign ui/effect_bundles/effect_buddhism.tga"	607
"mod_religion_conversion_rate_buddhist_global"	"data/ui/campaign ui/effect_bundles/effect_buddhism.tga"	607
"mod_religion_conversion_rate_christianity"	"data/ui/campaign ui/effect_bundles/effect_christianity.tga"	3
"mod_religion_conversion_rate_christianity_global"	"data/ui/campaign ui/effect_bundles/effect_christianity.tga"	3
"mod_repair_cost_bldg"	"data/ui/campaign ui/effect_bundles/effect_wealth.tga"	1
"mod_ship_attrition"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_ship_cannon_fire_rate"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_ship_cannon_reliability"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_ship_disease_chance"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_ship_morale_local"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	20
"mod_ship_movement_battle"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_ship_movement_campaign"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_storm_damage"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	1
"mod_tech_cost_all"	"data/ui/campaign ui/effect_bundles/effect_technology.tga"	1
"mod_unit_ability_cooldown"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	5
"mod_unit_ability_uses"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	5
"mod_unit_accuracy_all_local"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	456
"mod_unit_accuracy_bow_samurai_infantry"	"data/ui/campaign ui/effect_bundles/effect_archer.tga"	1
"mod_unit_ap_ships"	"data/ui/campaign ui/effect_bundles/effect_navy.tga"	0
"mod_unit_armour"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	15
"mod_unit_armour_all_local"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	16
"mod_unit_armour_ashigaru"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	5
"mod_unit_armour_samurai"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	6
"mod_unit_armour_special"	"data/ui/campaign ui/effect_bundles/effect_armour_buff_positive.tga"	7
"mod_unit_charge_all_local"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	17
"mod_unit_charge_bonus_all"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	8
"mod_unit_charge_bonus_cavalry"	"data/ui/campaign ui/effect_bundles/effect_cavalry.tga"	12
"mod_unit_charge_cavalry_local"	"data/ui/campaign ui/effect_bundles/effect_cavalry.tga"	9
"mod_unit_marksmanship"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	6
"mod_unit_melee_all_local"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	18
"mod_unit_melee_ashigaru"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	2
"mod_unit_melee_attack"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	7
"mod_unit_melee_attack_cavalry"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	3
"mod_unit_melee_attack_global"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	7
"mod_unit_melee_attack_naginata_samurai"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	3
"mod_unit_melee_attack_swords"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	15
"mod_unit_melee_defence"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	8
"mod_unit_melee_defence_global"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	8
"mod_unit_melee_defence_yari"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	15
"mod_unit_melee_local"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	999
"mod_unit_melee_samurai"	"data/ui/campaign ui/effect_bundles/effect_weapon_buff_positive.tga"	10
"mod_unit_melee_special"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	11
"mod_unit_morale_army"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	912
"mod_unit_morale_cavalry"	"data/ui/campaign ui/effect_bundles/effect_army.tga"	2
