version 1, schema campaign_ai_personality_junctions_tables
Campaign_Personality_IDRef(string)	Personality(string)	Magnitude(float)
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ENLIGHTENMENT"	15
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_METAL_INDUSTRY"	15
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_NAVY"	15
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_ORDNANCE"	10
"trader"	"RESEARCH_TECHNOLOGY_THREAD_BIAS_TEXTILE_INDUSTRY"	15
"continental_progressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"continental_repressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"industrialist"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"maritime_progressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"maritime_repressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"mixed_progressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"mixed_repressive"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"natives"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"new_age"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"non_euro"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"pirates"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"trader"	"RECRUITMENT_MINIMUM_NEW_ARMY_SIZE"	6
"trader"	"NAVY_TRANSPORT_MAX_PERCENTAGE"	95
"maritime_progressive"	"NAVY_TRANSPORT_MAX_PERCENTAGE"	95
"maritime_repressive"	"NAVY_TRANSPORT_MAX_PERCENTAGE"	95
"trader"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	20
"trader"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	21
"trader"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	36
"trader"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	20
"trader"	"BAWP_WEIGHTING_ADJACENCY"	3
"trader"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	5
"trader"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.2
"trader"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	5
"trader"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.2
"trader"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	5
"trader"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.25
"trader"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	5
"trader"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.35
"trader"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	5
"pirates"	"BAWP_WEIGHTING_ADJACENCY"	40
"pirates"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	18
"pirates"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	1
"pirates"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	1
"pirates"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	40
"natives"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	10
"natives"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.25
"natives"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	10
"natives"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.15
"natives"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	10
"natives"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.5
"natives"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	10
"natives"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.1
"natives"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	10
"natives"	"BAWP_WEIGHTING_ADJACENCY"	25
"natives"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	10
"natives"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	20
"natives"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	11
"natives"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	34
"industrialist"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	10
"industrialist"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.4
"industrialist"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	10
"industrialist"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.1
"industrialist"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	10
"industrialist"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.4
"industrialist"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	10
"industrialist"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.1
"industrialist"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	10
"industrialist"	"BAWP_WEIGHTING_ADJACENCY"	24
"industrialist"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	15
"industrialist"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	25
"industrialist"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	11
"industrialist"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	25
"natives"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	100
"new_age"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	100
"new_age"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	24
"new_age"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	21
"new_age"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	20
"new_age"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	10
"new_age"	"BAWP_WEIGHTING_ADJACENCY"	25
"new_age"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	10
"new_age"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.1
"new_age"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	10
"new_age"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.5
"new_age"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	10
"new_age"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.15
"new_age"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	10
"new_age"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.25
"new_age"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	10
"non_euro"	"BASIC_INCOME_PROPORTIONAL_SAVINGS_PER_TURN"	10
"non_euro"	"BASIC_SPENDING_BIAS_CONSTRUCTION"	0.2
"non_euro"	"BASIC_SPENDING_BIAS_CONSTRUCTION_SAVE_MONEY_ON_FAIL"	10
"non_euro"	"BASIC_SPENDING_BIAS_DIPLOMATIC"	0.1
"non_euro"	"BASIC_SPENDING_BIAS_DIPLOMATIC_SAVE_MONEY_ON_FAIL"	10
"non_euro"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY"	0.6
"non_euro"	"BASIC_SPENDING_BIAS_RECRUITMENT_ARMY_SAVE_MONEY_ON_FAIL"	10
"non_euro"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY"	0.1
"non_euro"	"BASIC_SPENDING_BIAS_RECRUITMENT_NAVY_SAVE_MONEY_ON_FAIL"	10
"non_euro"	"BAWP_WEIGHTING_ADJACENCY"	15
"non_euro"	"BAWP_WEIGHTING_ARE_ALLIES_ALREADY"	10
"non_euro"	"BAWP_WEIGHTING_DIPLOMATIC_RELATIONS"	20
"non_euro"	"BAWP_WEIGHTING_INTERFACTION_RELATIONS"	21
"non_euro"	"BAWP_WEIGHTING_MILITARY_STRENGTH"	34
"non_euro"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	10
"industrialist"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	10
"maritime_progressive"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	30
"continental_repressive"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	10
"maritime_repressive"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	10
"pirates"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	100
"trader"	"PERSONALITY_BASIC_DESIRE_RAID_REGIONS_GOAL_PRIORITY_BASE"	30
"natives"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_INFANTRY"	0.8
"natives"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ELEPHANTS"	0
"natives"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_DRAGOONS"	0
"natives"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_CAVALRY"	0.2
"natives"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ARTILLERY"	0
"non_euro"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ARTILLERY"	0.2
"non_euro"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_CAVALRY"	0.2
"non_euro"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_DRAGOONS"	0.05
"non_euro"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ELEPHANTS"	0
"non_euro"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_INFANTRY"	0.55
"sweden"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ARTILLERY"	0.15
"sweden"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_CAVALRY"	0.2
"sweden"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_DRAGOONS"	0.1
"sweden"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_ELEPHANTS"	0
"sweden"	"RECRUITMENT_ARMY_CATEGORY_BASE_PROPORTIONS_INFANTRY"	0.55
