version 1, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)
"-837567440"	"4059_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-835072103"	"1070_Campaign_Advice_Character_Selected_Thread"	3	8	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-830564039"	"0209_Battle_Advice_Concentrate_Fire_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-825618887"	"1143_Campaign_Advice_Trade_Route_Raided_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"faction_sea_trade_raided"	""	false	false	false	"n"
"-825074074"	"3035_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-823603096"	"1179_Campaign_Advice_Move_Between_Theatres_Thread"	1	1	"Campaign"	"Features"	"Theatres"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-822003404"	"3236_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-816199449"	"1014h_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-813716024"	"5050_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-806163598"	"5040_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-800903493"	"5177_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-800664924"	"3099_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-799812495"	"BattlePlayerAlliancePercentageOfUnitCategoryTest2"	1	1	"Battle"	"Triggers"	"Test"	1	0	false	0	false	false	"none"	""	false	false	false	"n"
"-796134496"	"5242_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-795357910"	"1119_Campaign_Advice_Warning_Rebellion_Thread"	2	2	"Campaign"	"Warnings"	"Rebellions"	0	1	false	1	true	true	"region"	""	false	false	false	"n"
"-789730792"	"3001_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-788769149"	"0024_Battle_Advice_Outflanking_With_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	true	false	"n"
"-783991516"	"0195_Battle_Advice_Naval_Withdraw_Button_Thread"	1	1	"Naval Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-782473778"	"3027_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-778326837"	"3171_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-775108411"	"5055_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-772138412"	"0739_ep_1_win_battle"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	false	"none"	""	false	false	false	"n"
"-765836225"	"5115_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-759552923"	"1011_Campaign_Advice_America_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-758254518"	"0065_Battle_Advice_Outnumbered_By_The_Enemy_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-757350914"	"1059_Campaign_Advice_Slot_Selected_Thread"	1	1	"Campaign"	"Slots"	"Mines"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-741634149"	"3086_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-737696476"	"0817_bat_tut_last_stand"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-737235711"	"1050_Campaign_Advice_UI_Exchange_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-729505557"	"0106_Battle_Advice_Killometer_Thread"	1	1	"Battle"	"UI"	"HUD"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-728588108"	"0750_ep_2_recruit_frigate"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"
"-723722086"	"5119_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-722605174"	"0082_Battle_Advice_Group_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-720207349"	"3008_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-712277781"	"3040_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-712124681"	"0154_Battle_Advice_Hull_Damaged_Thread"	1	5	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"
"-709354251"	"5157_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-709168545"	"0039_Battle_Advice_Defence_Against_Cavalry_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	true	"battle_unit"	""	false	false	false	"n"
"-706493336"	"5018_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-704275183"	"3042_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-692436179"	"3140_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-688477323"	"0164_Battle_Advice_Ship_Captured_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"
"-687970159"	"1071_Campaign_Advice_Character_Selected_Thread"	6	20	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-679826982"	"0811_bat_tut_rotating_camera"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-677574399"	"5090_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-668571742"	"3023_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-666681506"	"3174_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-661101809"	"1145_Campaign_Advice_Trade_Not_Developed_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	5	false	1	false	true	"region"	""	false	false	false	"n"
"-657547391"	"0129_Battle_Advice_Carcass_Shot_Thread"	1	1	"Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-656639422"	"5025_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-645543295"	"3241_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-645421726"	"3186_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-641255263"	"3210_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-640171047"	"0160_Battle_Advice_Ship_Routing_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"
"-638782490"	"1070_Campaign_Advice_Character_Selected_Thread"	4	12	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-633869936"	"5010_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-633126077"	"3016_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-630535187"	"0172_Battle_Advice_Xebec_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-624371455"	"1048_Campaign_Advice_UI_Review_Panel_Thread"	2	3	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-622858322"	"0130_Battle_Advice_Quicklime_Shells_Thread"	1	1	"Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-612288010"	"3182_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-608013080"	"0175_Battle_Advice_Wind_Direction_Thread"	1	1	"Naval Battle"	"UI"	"HUD"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-605849654"	"4064_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-602249089"	"3114_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-595875202"	"1039_Campaign_Advice_UI_Prebattle_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-594899051"	"0056_Battle_Advice_Selective_Targeting_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-594453008"	"0076_Battle_Advice_Skirmish_Mode_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-593360021"	"0728_ep_2_shroud_3_unlocked"	1	1	"Campaign"	"Episodic"	"1"	100	1	false	0	false	true	"mission"	""	false	false	false	"n"
"-589717981"	"0114_Battle_Advice_Siege_Ladders_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-587548054"	"3230_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-587485615"	"5161_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-586358453"	"5128_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-571312680"	"3164_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-569965226"	"0177_Battle_Advice_Line_Astern_Formation_Thread"	1	1	"Naval Battle"	"Units"	"Formations"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-566125267"	"3145_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-561981688"	"5170_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-560362573"	"5249_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-557344569"	"1153_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	0	1	false	1	false	true	"port"	""	false	false	false	"n"
"-552646030"	"3007_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-551677166"	"3069_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-551555803"	"4040_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-551508389"	"1072_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-550746044"	"1117_Campaign_Advice_Merging_Armies_Thread"	1	1	"Campaign"	"Features"	"Merging"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-548785089"	"3183_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-547801396"	"0809_bat_tut_first_wave_routed"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-542614558"	"4072_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-541819764"	"3244_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-537894077"	"0083_Battle_Advice_Group_Formations_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-535312414"	"5176_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-534090679"	"3080_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-530739308"	"1193_Campaign_Advice_UI_Help_Diplomacy_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-515241589"	"0820_bat_tut_rout_enemy_army"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"
"-512693646"	"0074_Battle_Advice_Fight_Downhill_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-509629283"	"1214_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-509475712"	"3240_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-502750454"	"4002_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-494153636"	"3045_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-477820114"	"1048_Campaign_Advice_UI_Review_Panel_Thread"	3	6	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-477803309"	"5033_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-474106108"	"1080_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-470606358"	"3047_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-468652418"	"0731_ep_bat_1_intro"	1	1	"Battle"	"Episodic"	"1"	1	1	false	0	false	false	"none"	""	false	false	false	"n"
"-468026476"	"5141_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-466720458"	"5052_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-459377615"	"5227_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-458313467"	"5142_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-453588146"	"1069_Campaign_Advice_Character_Selected_Thread"	4	12	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-450198646"	"1156_Campaign_Advice_Port_Occupied_Thread"	1	1	"Campaign"	"Features"	"Blockades"	0	1	false	1	false	true	"port"	""	false	false	false	"n"
"-447330820"	"5046_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-446767256"	"1122_Campaign_Advice_Warning_Letter_Demands_Thread"	1	1	"Campaign"	"Warnings"	"Demands"	0	2	false	1	false	true	"region"	""	false	false	false	"n"
"-437659323"	"4009_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-434115860"	"5149_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-432607904"	"0151_Battle_Advice_Sinking_Ship_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	1	true	true	"battle_ship"	""	false	false	false	"n"
"-428335498"	"1030b_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-427790795"	"3222_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-426685576"	"0099_Battle_Advice_Ambush_Attack_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"
"-419721855"	"0006_Battle_Advice_Player_Outnumbered_Thread"	1	1	"Battle"	"Units"	"Tactics"	0	4	false	3	true	false	"none"	""	false	true	false	"n"
"-417563101"	"3048_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-417058947"	"5183_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-415261431"	"0747_ep_2_build_shipyard"	1	1	"Campaign"	"Episodic"	"2"	5	1	false	0	false	false	"none"	""	false	false	false	"n"
"-412002932"	"0132_Battle_Advice_Supporting_Squares_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-405343219"	"0140_Battle_Advice_Select_All_Thread"	1	1	"Battle"	"UI"	"Hotkeys"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-399998258"	"5244_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-398588285"	"5169_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-393224185"	"0021_Battle_Advice_Go_For_The_Throat_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"
"-389996354"	"1030_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-389760525"	"5152_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-389680608"	"4012_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-388492343"	"1185_Campaign_Advice_Warning_Infrastructure_Thread"	1	5	"Campaign"	"Warnings"	"Infrastructure"	0	5	false	1	false	false	"none"	""	false	false	false	"n"
"-369805175"	"0121_Battle_Advice_Galloper_Guns_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-369189162"	"3081_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-367778975"	"5146_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-356083489"	"3235_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-336704745"	"1048_Campaign_Advice_UI_Review_Panel_Thread"	4	9	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-336187489"	"3082_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-334233371"	"5207_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-332744214"	"1063_Campaign_Advice_Slot_Selected_Thread"	1	1	"Campaign"	"Slots"	"Plantations"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-330970721"	"5021_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-325593809"	"1125_Campaign_Advice_Warning_Bankrupt_Thread"	1	1	"Campaign"	"Warnings"	"Bankruptcy"	0	2	false	1	false	false	"none"	""	false	false	false	"n"
"-324484024"	"1001_Campaign_Advice_Britain_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-321940240"	"3103_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-319088558"	"4026_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-308641536"	"1064_Campaign_Advice_Slot_Selected_Thread"	2	4	"Campaign"	"Slots"	"Forts"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-308018512"	"1209_Campaign_Advice_UI_Agent_Options_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-302283430"	"5032_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-300958873"	"0170_Battle_Advice_Lineship_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"
"-285512861"	"3078_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-277830475"	"5071_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-274859241"	"5092_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-272904437"	"5041_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-265389731"	"3092_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-264202361"	"3175_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-261660151"	"3149_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-258777586"	"5147_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-257031647"	"0093_Battle_Advice_General_Threatened_Thread"	1	1	"Battle"	"Units"	"Tactics"	0	4	false	1	true	false	"battle_unit"	""	false	false	false	"n"
"-255559934"	"3154_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-253383613"	"5233_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
"-251728467"	"4033_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"
"-250658412"	"1030c_Campaign_Advice_UI_Government_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"
"-245999870"	"1107_Campaign_Advice_Unexploited_Resources_Thread"	1	5	"Campaign"	"Warnings"	"Construction"	0	5	false	1	true	true	"region_slot"	""	false	false	false	"n"
"-245662021"	"0028_Battle_Advice_Wavy_Line_Formation_Thread"	1	1	"Battle"	"Units"	"Formations"	1	0	false	1	true	false	"none"	""	false	false	false	"n"
"-245512357"	"5088_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"
