version 2, schema cdir_events_dilemma_option_junctions_tables, guid 00f66b40-f5e5-49f2-a0ef-4003f35a7b79
unknown1(string)	unknown2(int)	unknown3(float)	unknown4(string)	unknown5(optstring)
"d_gem_heiji_monogatari_taira"	5421	0	"VAR_CHANCE"	"4"
"d_gem_heiji_monogatari_taira"	5423	0	"CND_FIRST_ROUND"	"12"
"d_gem_heiji_monogatari_taira"	5432	0	"CND_UNIQUE"	nil
"d_gem_heiji_monogatari_taira"	5437	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_gem_heiji_monogatari_taira"	5440	0	"GEN_TARGET_NONE"	nil
"d_gem_enchantress"	5446	0	"CND_MIN_TREASURY"	"1000"
"d_gem_family_dues"	5447	0	"CND_MIN_TREASURY"	"1500"
"d_gem_eiga_monogatari_fujiwara"	5455	0	"CND_MIN_TREASURY"	"1500"
"d_gem_eiga_monogatari"	5456	0	"CND_MIN_TREASURY"	"1500"
"d_bos_emperor_foreign_medic"	6821	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_emperor_foreign_medic"	6825	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_emperor_foreign_medic"
"d_bos_emperor_foreign_medic"	6835	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_emperor_foreign_medic"	6844	0	"CND_RELIGION"	"inf_bos_imperial"
"d_bos_emperor_foreign_medic"	6849	0	"GEN_TARGET_NONE"	nil
"d_bos_emperor_foreign_medic"	6853	0	"VAR_CHANCE"	"5"
"d_bos_emperor_foreign_medic"	6862	0	"CND_ROUNDS_UNTIL_NEXT"	"16"
"d_bos_emperor_foreign_medic"	6868	0	"CND_FIRST_ROUND"	"12"
"d_bos_emperor_foreign_medic"	6874	0	"CND_MIN_TREASURY"	"1250"
"d_bos_emperor_ronin"	6884	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_emperor_ronin"	6889	0	"CND_FIRST_ROUND"	"12"
"d_bos_emperor_ronin"	6891	0	"CND_MIN_TREASURY"	"1250"
"d_bos_emperor_ronin"	6900	0	"CND_MIN_WAR"	"2"
"d_bos_emperor_ronin"	6901	0	"CND_ROUNDS_UNTIL_NEXT"	"16"
"d_bos_emperor_ronin"	6910	0	"GEN_CND_ARMY_IN_REGION"	nil
"d_bos_emperor_ronin"	6917	0	"GEN_CND_NOT_HOME_REGION"	nil
"d_bos_emperor_ronin"	6926	0	"GEN_CND_OWNS"	nil
"d_bos_emperor_ronin"	6935	0	"GEN_CND_REGION_ENEMY_NEIGHBOURS"	nil
"d_bos_emperor_ronin"	6937	0	"GEN_TARGET_REGION"	nil
"d_bos_emperor_ronin"	6943	0	"VAR_CHANCE"	"5"
"d_bos_emperor_ronin"	6947	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_emperor_ronin"	6952	0	"CND_RELIGION"	"inf_bos_imperial"
"d_bos_gaijin_trouble"	6959	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_gaijin_trouble"	6968	0	"CND_FIRST_ROUND"	"8"
"d_bos_gaijin_trouble"	6974	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_gaijin_trouble"	6977	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_gaijin_trouble"	6982	0	"VAR_CHANCE"	"5"
"d_bos_gaijin_trouble"	6985	0	"GEN_TARGET_REGION"	nil
"d_bos_gaijin_trouble"	6988	0	"GEN_CND_OWNS"	nil
"d_bos_gaijin_trouble"	6993	0	"GEN_CND_REGION_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_gaijin_trouble"	6994	0	"CND_MIN_TREASURY"	"750"
"d_bos_guns_of_war"	6995	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_guns_of_war"	7002	0	"CND_FIRST_ROUND"	"24"
"d_bos_guns_of_war"	7006	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_guns_of_war"	7009	0	"CND_UNIQUE"	nil
"d_bos_guns_of_war"	7015	0	"GEN_TARGET_NONE"	nil
"d_bos_guns_of_war"	7024	0	"VAR_CHANCE"	"5"
"d_bos_guns_of_war"	7026	0	"CND_MIN_LAND_UNIT_COUNT"	"20"
"d_bos_guns_of_war"	7030	0	"CND_MIN_ARTILLERY_CATEGORY_RATIO"	"5"
"d_bos_guns_of_war"	7032	0	"CND_MIN_INFANTRY_RANGED_CATEGORY_RATIO"	"20"
"d_bos_icarus_affair"	7035	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_icarus_affair"	7038	0	"CND_FIRST_ROUND"	"24"
"d_bos_icarus_affair"	7042	0	"VAR_FOLLOWUP_CHANCE"	"50"
"d_bos_icarus_affair"	7047	0	"GEN_CND_REGION_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_icarus_affair"	7049	0	"CND_UNIQUE"	nil
"d_bos_icarus_affair"	7051	0	"GEN_TARGET_REGION"	nil
"d_bos_icarus_affair"	7053	0	"VAR_CHANCE"	"5"
"d_bos_icarus_affair"	7061	0	"CND_MIN_TREASURY"	"2250"
"d_bos_military_focus"	7062	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_military_focus"	7064	0	"CND_FIRST_ROUND"	"24"
"d_bos_military_focus"	7071	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_military_focus"	7078	0	"CND_UNIQUE"	nil
"d_bos_military_focus"	7083	0	"GEN_TARGET_NONE"	nil
"d_bos_military_focus"	7086	0	"VAR_CHANCE"	"5"
"d_bos_military_focus"	7093	0	"CND_MIN_LAND_UNIT_COUNT"	"20"
"d_bos_military_focus"	7096	0	"CND_MIN_NAVAL_UNIT_COUNT"	"10"
"d_bos_nanban_slavers"	7106	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_nanban_slavers"	7113	0	"CND_FIRST_ROUND"	"24"
"d_bos_nanban_slavers"	7121	0	"VAR_FOLLOWUP_CHANCE"	"75"
"d_bos_nanban_slavers"	7126	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_nanban_slavers"	7134	0	"CND_UNIQUE"	nil
"d_bos_nanban_slavers"	7136	0	"GEN_TARGET_NONE"	nil
"d_bos_nanban_slavers"	7143	0	"VAR_CHANCE"	"5"
"d_bos_rangaku"	7148	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_rangaku"	7150	0	"CND_FIRST_ROUND"	"24"
"d_bos_rangaku"	7153	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_rangaku"	7155	0	"CND_UNIQUE"	nil
"d_bos_rangaku"	7159	0	"GEN_TARGET_NONE"	nil
"d_bos_rangaku"	7164	0	"VAR_CHANCE"	"5"
"d_bos_sakai_incident"	7174	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_sakai_incident"	7180	0	"CND_FIRST_ROUND"	"24"
"d_bos_sakai_incident"	7183	0	"VAR_FOLLOWUP_CHANCE"	"50"
"d_bos_sakai_incident"	7191	0	"GEN_CND_REGION_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_sakai_incident"	7197	0	"CND_UNIQUE"	nil
"d_bos_sakai_incident"	7202	0	"GEN_TARGET_REGION"	nil
"d_bos_sakai_incident"	7212	0	"VAR_CHANCE"	"5"
"d_bos_sakai_incident"	7221	0	"GEN_CND_REGION"	"bos_kawachi"
"d_bos_sakai_incident"	7226	0	"CND_MIN_TREASURY"	"2250"
"d_bos_sensosai"	7227	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_sensosai"	7230	0	"CND_FIRST_ROUND"	"12"
"d_bos_sensosai"	7237	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_sensosai"	7240	0	"CND_UNIQUE"	nil
"d_bos_sensosai"	7247	0	"GEN_TARGET_NONE"	nil
"d_bos_sensosai"	7255	0	"VAR_CHANCE"	"5"
"d_bos_shogun_foreign_artillery_expert"	7259	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_shogun_foreign_artillery_expert"	7262	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_shogun_foreign_artillery_expert"
"d_bos_shogun_foreign_artillery_expert"	7264	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_shogun_foreign_artillery_expert"	7270	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_shogun_foreign_artillery_expert"	7273	0	"GEN_TARGET_NONE"	nil
"d_bos_shogun_foreign_artillery_expert"	7281	0	"VAR_CHANCE"	"5"
"d_bos_shogun_foreign_artillery_expert"	7288	0	"CND_ROUNDS_UNTIL_NEXT"	"16"
"d_bos_shogun_foreign_artillery_expert"	7294	0	"CND_FIRST_ROUND"	"12"
"d_bos_shogun_foreign_artillery_expert"	7295	0	"CND_MIN_TREASURY"	"1250"
"d_bos_shogun_province_security"	7305	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_shogun_province_security"	7306	0	"CND_FIRST_ROUND"	"12"
"d_bos_shogun_province_security"	7307	0	"CND_MIN_TREASURY"	"1250"
"d_bos_shogun_province_security"	7309	0	"CND_MIN_WAR"	"2"
"d_bos_shogun_province_security"	7310	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_shogun_province_security"	7318	0	"GEN_CND_OWNS"	nil
"d_bos_shogun_province_security"	7323	0	"GEN_CND_REGION_MAX_FACTION_RELIGION_RATIO"	"90"
"d_bos_shogun_province_security"	7325	0	"GEN_TARGET_REGION"	nil
"d_bos_shogun_province_security"	7335	0	"GEN_CND_MAX_REGION_PUBLIC_ORDER"	"2"
"d_bos_shogun_province_security"	7343	0	"VAR_CHANCE"	"5"
"d_bos_shogun_province_security"	7345	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_shogun_province_security"	7346	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_shogun_ronin"	7354	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_shogun_ronin"	7357	0	"CND_FIRST_ROUND"	"12"
"d_bos_shogun_ronin"	7359	0	"CND_MIN_TREASURY"	"1250"
"d_bos_shogun_ronin"	7368	0	"CND_MIN_WAR"	"2"
"d_bos_shogun_ronin"	7377	0	"CND_ROUNDS_UNTIL_NEXT"	"16"
"d_bos_shogun_ronin"	7382	0	"GEN_CND_ARMY_IN_REGION"	nil
"d_bos_shogun_ronin"	7387	0	"GEN_CND_NOT_HOME_REGION"	nil
"d_bos_shogun_ronin"	7397	0	"GEN_CND_OWNS"	nil
"d_bos_shogun_ronin"	7400	0	"GEN_CND_REGION_ENEMY_NEIGHBOURS"	nil
"d_bos_shogun_ronin"	7405	0	"GEN_TARGET_REGION"	nil
"d_bos_shogun_ronin"	7412	0	"VAR_CHANCE"	"5"
"d_bos_shogun_ronin"	7413	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_shogun_ronin"	7422	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_shogun_shinsengumi"	7423	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_shogun_shinsengumi"	7429	0	"CND_FIRST_ROUND"	"12"
"d_bos_shogun_shinsengumi"	7437	0	"CND_MIN_TREASURY"	"1250"
"d_bos_shogun_shinsengumi"	7446	0	"VAR_FOLLOWUP_CHANCE"	"25"
"d_bos_shogun_shinsengumi"	7452	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_shogun_shinsengumi"	7459	0	"CND_BUILDING_LEVEL"	"bos_propaganda_3_special_police"
"d_bos_shogun_shinsengumi"	7465	0	"CND_UNIQUE"	nil
"d_bos_shogun_shinsengumi"	7468	0	"GEN_TARGET_NONE"	nil
"d_bos_shogun_shinsengumi"	7469	0	"VAR_CHANCE"	"5"
"d_bos_student_exchange"	7470	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_student_exchange"	7475	0	"CND_FIRST_ROUND"	"24"
"d_bos_student_exchange"	7483	0	"VAR_FOLLOWUP_CHANCE"	"75"
"d_bos_student_exchange"	7490	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_student_exchange"	7491	0	"GEN_TARGET_NONE"	nil
"d_bos_student_exchange"	7501	0	"VAR_CHANCE"	"5"
"d_bos_student_exchange"	7510	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_student_exchange"	7515	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_student_exchange"
"d_bos_student_exchange"	7525	0	"CND_MIN_TREASURY"	"2250"
"d_bos_sword_abolishment"	7534	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_sword_abolishment"	7539	0	"CND_FIRST_ROUND"	"24"
"d_bos_sword_abolishment"	7549	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_sword_abolishment"	7555	0	"CND_UNIQUE"	nil
"d_bos_sword_abolishment"	7564	0	"GEN_TARGET_NONE"	nil
"d_bos_sword_abolishment"	7566	0	"VAR_CHANCE"	"5"
"d_bos_treaty_america_initial"	7572	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_america_initial"	7576	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_america_initial"	7579	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_america_initial"	7586	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_america_initial"	7588	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_bos_treaty_america_initial"	7597	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_america_initial"	7601	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_treaty_america_initial"	7610	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_america_initial"	7616	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_america_initial"	7620	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_america_initial"	7622	0	"CND_UNIQUE"	nil
"d_bos_treaty_america_initial"	7623	0	"VAR_CHANCE"	"7"
"d_bos_treaty_america_initial"	7629	0	"GEN_TARGET_NONE"	nil
"d_bos_treaty_american_repeat"	7637	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_american_repeat"	7642	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_american_repeat"	7650	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_american_repeat"	7660	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_american_repeat"	7662	0	"CND_DILEMMA_CHOSEN_SECOND"	"d_bos_treaty_america_initial"
"d_bos_treaty_american_repeat"	7666	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_american_repeat"	7674	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_american_repeat"	7678	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_american_repeat"	7681	0	"CND_UNIQUE"	nil
"d_bos_treaty_american_repeat"	7687	0	"VAR_CHANCE"	"7"
"d_bos_treaty_american_repeat"	7692	0	"GEN_TARGET_NONE"	nil
"d_bos_treaty_britain_initial"	7694	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_britain_initial"	7703	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_britain_initial"	7713	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_britain_initial"	7715	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_britain_initial"	7721	0	"CND_RELIGION"	"inf_bos_imperial"
"d_bos_treaty_britain_initial"	7729	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_bos_treaty_britain_initial"	7735	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_britain_initial"	7745	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_treaty_britain_initial"	7751	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_britain_initial"	7754	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_britain_initial"	7761	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_britain_initial"	7763	0	"CND_UNIQUE"	nil
"d_bos_treaty_britain_initial"	7766	0	"VAR_CHANCE"	"7"
"d_bos_treaty_britain_initial"	7769	0	"GEN_TARGET_NONE"	nil
"d_bos_treaty_britain_repeat"	7779	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_britain_repeat"	7782	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_britain_repeat"	7788	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_britain_repeat"	7794	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_britain_repeat"	7802	0	"CND_RELIGION"	"inf_bos_imperial"
"d_bos_treaty_britain_repeat"	7803	0	"CND_DILEMMA_CHOSEN_SECOND"	"d_bos_treaty_britain_initial"
"d_bos_treaty_britain_repeat"	7807	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_britain_repeat"	7816	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_britain_repeat"	7824	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_britain_repeat"	7828	0	"CND_UNIQUE"	nil
"d_bos_treaty_britain_repeat"	7830	0	"VAR_CHANCE"	"7"
"d_bos_treaty_britain_repeat"	7835	0	"GEN_TARGET_NONE"	nil
"d_bos_treaty_france_initial"	7838	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_france_initial"	7846	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_france_initial"	7855	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_france_initial"	7857	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_france_initial"	7865	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_treaty_france_initial"	7874	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_bos_treaty_france_initial"	7881	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_france_initial"	7891	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_treaty_france_initial"	7899	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_france_initial"	7901	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_france_initial"	7908	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_france_initial"	7911	0	"CND_UNIQUE"	nil
"d_bos_treaty_france_initial"	7915	0	"VAR_CHANCE"	"7"
"d_bos_treaty_france_initial"	7922	0	"GEN_TARGET_NONE"	nil
"d_bos_treaty_france_repeat"	7932	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_treaty_france_repeat"	7936	0	"CND_FIRST_ROUND"	"24"
"d_bos_treaty_france_repeat"	7940	0	"CND_TECHNOLOGY_RESEARCHED"	"boshin_civil_foreign_affairs"
"d_bos_treaty_france_repeat"	7941	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_treaty_france_repeat"	7945	0	"CND_RELIGION"	"inf_bos_shogunate"
"d_bos_treaty_france_repeat"	7947	0	"CND_DILEMMA_CHOSEN_SECOND"	"d_bos_treaty_france_initial"
"d_bos_treaty_france_repeat"	7953	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_repeat"
"d_bos_treaty_france_repeat"	7957	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_repeat"
"d_bos_treaty_france_repeat"	7964	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_american_repeat"
"d_bos_treaty_france_repeat"	7971	0	"CND_UNIQUE"	nil
"d_bos_treaty_france_repeat"	7981	0	"VAR_CHANCE"	"7"
"d_bos_treaty_france_repeat"	7988	0	"GEN_TARGET_NONE"	nil
"d_bos_western_economics"	7993	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_western_economics"	7994	0	"CND_FIRST_ROUND"	"24"
"d_bos_western_economics"	7999	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_western_economics"	8003	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_western_economics"	8004	0	"CND_UNIQUE"	nil
"d_bos_western_economics"	8012	0	"GEN_TARGET_NONE"	nil
"d_bos_western_economics"	8016	0	"VAR_CHANCE"	"5"
"d_bos_western_engineering"	8024	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_western_engineering"	8032	0	"CND_FIRST_ROUND"	"24"
"d_bos_western_engineering"	8033	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_western_engineering"	8034	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_western_engineering"	8041	0	"CND_UNIQUE"	nil
"d_bos_western_engineering"	8050	0	"GEN_TARGET_NONE"	nil
"d_bos_western_engineering"	8059	0	"VAR_CHANCE"	"5"
"d_bos_western_exploitation"	8069	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_western_exploitation"	8073	0	"CND_FIRST_ROUND"	"12"
"d_bos_western_exploitation"	8077	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_western_exploitation"	8084	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_western_exploitation"	8093	0	"CND_UNIQUE"	nil
"d_bos_western_exploitation"	8096	0	"GEN_TARGET_NONE"	nil
"d_bos_western_exploitation"	8100	0	"VAR_CHANCE"	"5"
"d_bos_western_science"	8110	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_western_science"	8112	0	"CND_FIRST_ROUND"	"24"
"d_bos_western_science"	8115	0	"CND_ROUNDS_UNTIL_NEXT"	"48"
"d_bos_western_science"	8119	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_western_science"	8127	0	"CND_UNIQUE"	nil
"d_bos_western_science"	8134	0	"GEN_TARGET_NONE"	nil
"d_bos_western_science"	8142	0	"VAR_CHANCE"	"5"
"d_bos_westerners_attacked"	8145	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_westerners_attacked"	8147	0	"CND_FIRST_ROUND"	"12"
"d_bos_westerners_attacked"	8154	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_westerners_attacked"	8156	0	"CND_BUILDING_LEVEL"	"bos_port_3_trading_port"
"d_bos_westerners_attacked"	8164	0	"CND_UNIQUE"	nil
"d_bos_westerners_attacked"	8169	0	"GEN_TARGET_NONE"	nil
"d_bos_westerners_attacked"	8175	0	"VAR_CHANCE"	"5"
"bos_intro_3_dilemma_research_field"	8185	0	"CND_CAMPAIGN"	"jap_boshin"
"bos_intro_3_dilemma_research_field"	8209	0	"VAR_CHANCE"	"5"
"bos_intro_3_dilemma_research_field"	8211	0	"CND_MIN_CLAN_LEVEL"	"1"
"bos_intro_3_dilemma_research_field"	8214	0	"CND_UNIQUE"	nil
"bos_intro_3_dilemma_research_field"	8219	0	"VAR_FOLLOWUP_CHANCE"	"100"
"bos_intro_3_dilemma_research_field"	8220	0	"GEN_TARGET_NONE"	nil
"d_bos_sensosai"	8228	0	"CND_MIN_TREASURY"	"2500"
"d_bos_koyosha_western"	8237	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_koyosha_western"	8241	0	"CND_INCIDENT_GENERATED"	"i_bos_koyosha"
"d_bos_koyosha_western"	8245	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_koyosha_western"	8254	0	"CND_UNIQUE"	nil
"d_bos_koyosha_western"	8258	0	"GEN_TARGET_NONE"	nil
"d_bos_koyosha_western"	8261	0	"VAR_CHANCE"	"5"
"d_bos_koyosha_western"	8266	0	"CND_DILEMMA_NOT_GENERATED"	"d_bos_koyosha_modern"
"d_bos_koyosha_western"	8276	0	"CND_MIN_TREASURY"	"2250"
"d_bos_koyosha_modern"	8281	0	"CND_CAMPAIGN"	"jap_boshin"
"d_bos_koyosha_modern"	8290	0	"CND_INCIDENT_GENERATED"	"i_bos_koyosha"
"d_bos_koyosha_modern"	8300	0	"VAR_FOLLOWUP_CHANCE"	"100"
"d_bos_koyosha_modern"	8308	0	"CND_UNIQUE"	nil
"d_bos_koyosha_modern"	8316	0	"GEN_TARGET_NONE"	nil
"d_bos_koyosha_modern"	8318	0	"VAR_CHANCE"	"5"
"d_bos_koyosha_modern"	8319	0	"CND_DILEMMA_NOT_GENERATED"	"d_bos_koyosha_western"
"d_bos_koyosha_modern"	8321	0	"CND_MIN_TREASURY"	"2250"
"bos_intro_3_dilemma_research_field"	8335	0	"CND_FIRST_ROUND"	"4"
"d_bos_treaty_britain_initial"	8339	0	"CND_RANDOM"	"40"
"d_bos_treaty_britain_repeat"	8341	0	"CND_RANDOM"	"20"
"d_bos_treaty_france_initial"	8351	0	"CND_RANDOM"	"40"
"d_bos_treaty_france_repeat"	8360	0	"CND_RANDOM"	"20"
"d_bos_treaty_american_repeat"	8365	0	"CND_RANDOM"	"20"
"d_bos_treaty_america_initial"	8368	0	"CND_RANDOM"	"40"
"d_bos_treaty_american_repeat"	8383	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_american_repeat"	8388	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_bos_treaty_france_repeat"	8397	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_france_repeat"	8407	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_treaty_britain_repeat"	8408	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_bos_treaty_britain_repeat"	8415	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_shogun_foreign_artillery_expert"	8417	0	"CND_BUILDING_CHAIN"	"bos_artillery"
"d_bos_treaty_american_repeat"	8438	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_america_initial"
"d_bos_treaty_britain_repeat"	8444	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_britain_initial"
"d_bos_treaty_france_repeat"	8445	0	"CND_DILEMMA_NOT_CHOSEN_FIRST"	"d_bos_treaty_france_initial"
"d_otomo_baptism"	8454	0	"CND_CAMPAIGN"	"jap_shogun"
"d_otomo_baptism"	8456	0	"CND_FACTION"	"otomo"
"d_otomo_baptism"	8464	0	"CND_BUILDING_LEVEL"	"SHO_Port_4_Nanban_Quarter"
"d_otomo_baptism"	8473	0	"CND_BUILDING_CHAIN"	"SHO_Christian"
