version 1, schema building_culture_variants_tables
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"wheat_tenanted_farms"	"european"	nil	nil	"EU_resource_farm_lvl2_wheat"	"sheep_tenanted_farms_european"	"EU_resource_farm_lvl2_wheat"
"wheat_tenanted_farms"	"indian"	nil	nil	"IND_resource_farm_lvl2_wheat"	"sheep_tenanted_farms_european"	"IND_resource_farm_lvl2_wheat"
"wheat_tenanted_farms"	"middle_east"	nil	nil	"Ott_resource_farm_lvl2_wheat"	"sheep_tenanted_farms_european"	"OTT_resource_farm_lvl2_wheat"
"wine_estates"	"european"	nil	"EU_resource_vineyards_lvl3"	nil	"wine_estates_european"	"EU_resource_vineyards_lvl3"
"wine_estates"	"indian"	nil	"IND_resource_olives_lvl3"	nil	"wine_estates_european"	"IND_resource_olives_lvl3"
"wine_estates"	"middle_east"	nil	"OTT_resource_olives_lvl3"	nil	"wine_estates_european"	"OTT_resource_olives_lvl3"
"wineries"	"european"	nil	"EU_resource_vineyards_lvl2"	nil	"wineries_european"	"EU_resource_vineyards_lvl2"
"wineries"	"indian"	nil	"IND_resource_olives_lvl2"	nil	"wineries_european"	"IND_resource_olives_lvl2"
"wineries"	"middle_east"	nil	"OTT_resource_olives_lvl2"	nil	"wineries_european"	"OTT_resource_olives_lvl2"
"wooden_artillery_fort"	"european"	"fort_euro_wooden"	"Fort_lvl3"	nil	"wooden_fort_european"	"Fort_lvl3"
"wooden_artillery_fort"	"indian"	"fort_euro_wooden"	"Fort_lvl3"	nil	"wooden_fort_european"	"Fort_lvl3"
"wooden_artillery_fort"	"middle_east"	"fort_euro_wooden"	"Fort_lvl3"	nil	"wooden_fort_european"	"Fort_lvl3"
"basic_roads"	"tribal_playable"	nil	"EU_building_placeholder"	nil	"roads_basic"	"roads_basic"
"NA_pioneer_01"	"tribal_playable"	nil	"NAN_pioneer_lvl1"	nil	"NA_pioneer_01"	"NA_pioneer_lvl1"
"NA_pioneer_02"	"tribal_playable"	nil	"NAN_pioneer_lvl2"	nil	"NA_pioneer_02"	"NA_pioneer_lvl2"
"NA_pioneer_03"	"tribal_playable"	nil	"NAN_pioneer_lvl3"	nil	"NA_pioneer_03"	"NA_pioneer_lvl3"
"tribal_playable_ancestral_ground"	"tribal_playable"	nil	"NAN_city_religious_lvl3"	nil	"grand_opera_house_tribal"	"NA_city_religious_lvl3"
"tribal_playable_burial_ground"	"tribal_playable"	nil	"NAN_city_religious_lvl2"	nil	"opera_house_tribal"	"NA_city_religious_lvl2"
"tribal_playable_chiefs_lodge"	"tribal_playable"	nil	"NAN_city_chief_lvl02"	nil	"governors_residence_tribal"	"NA_city_chief_lvl02"
"tribal_playable_confederation_of_tribes"	"tribal_playable"	nil	"NAN_city_chief_lvl04"	nil	"confederation_of_tribes_tribal"	"NA_city_chief_lvl04"
"tribal_playable_corn_communal_farms"	"tribal_playable"	nil	"NA_resource_cornfarm_lvl02"	nil	"corn_tenanted_farms_tribal"	"NA_resource_cornfarm_lvl02"
"tribal_playable_corn_subsistence_farms"	"tribal_playable"	nil	"NA_resource_cornfarm_lvl01"	nil	"corn_peasant_farms_tribal"	"NA_resource_cornfarm_lvl01"
"tribal_playable_council_of_elders"	"tribal_playable"	nil	"NAN_city_chief_lvl01"	nil	"magistrate_tribal"	"NA_city_chief_lvl01"
"tribal_playable_craft_workshops_textiles"	"tribal_playable"	nil	"NAN_town_craft_lvl01weave"	nil	"craft_workshops_european"	"NA_town_craft_lvl01weave"
"tribal_playable_drill_grounds"	"tribal_playable"	nil	"NAN_town_warrior_lvl01"	nil	"military_billets_tribal"	"NA_town_warrior_lvl01"
"tribal_playable_fishing_fleet"	"tribal_playable"	nil	"NA_resource_fishery_lvl02"	nil	"fishing_fleet_tribal"	"NA_resource_fishery_lvl02"
"tribal_playable_fur_market"	"tribal_playable"	nil	"NA_resource_tpost_lvl02"	nil	"fur_market_tribal"	"NA_resource_tpost_lvl02"
"tribal_playable_fur_merchant"	"tribal_playable"	nil	"NA_resource_tpost_lvl01"	nil	"fur_merchant_tribal"	"NA_resource_tpost_lvl01"
"tribal_playable_gem_pit"	"tribal_playable"	nil	"NAN_city_pitmine_lvl1_gems_blend"	nil	"open_gem_pit_tribal"	"NA_city_pitmine_lvl1_gems"
"tribal_playable_gold_mine"	"tribal_playable"	nil	"NAN_city_pitmine_lvl1_gold_blend"	nil	"gold_mine_tribal"	"NA_city_pitmine_lvl1_gold"
"tribal_playable_gunsmith"	"tribal_playable"	nil	"NAN_city_market_lvl2"	nil	"tribal_playable_practice_fields"	"NA_city_market_lvl2"
"tribal_playable_high_chiefs_lodge"	"tribal_playable"	nil	"NAN_city_chief_lvl03"	nil	"governors_mansion_tribal_gov_absolute_monarchy"	"NA_city_chief_lvl03"
"tribal_playable_holy_ground"	"tribal_playable"	nil	"NAN_city_religious_lvl1"	nil	"conservatorium_tribal"	"NA_city_religious_lvl1"
"tribal_playable_horse_breeder"	"tribal_playable"	nil	"NAN_town_horse_lvl01"	nil	"tribal_playable_warrior_lodge"	"NA_town_horse_lvl01"
"tribal_playable_hunting_grounds"	"tribal_playable"	nil	"NAN_town_warrior_lvl02"	nil	"tribal_playable_hunting_grounds"	"NA_town_warrior_lvl02"
"tribal_playable_iron_mine"	"tribal_playable"	nil	"NAN_city_pitmine_lvl1_iron_blend"	nil	"iron_mine_tribal"	"NA_city_pitmine_lvl1_iron"
"tribal_playable_iron_workshops"	"tribal_playable"	nil	"NAN_town_craft_lvl02smithy"	nil	"iron_workshops_tribal"	"NA_town_craft_lvl02smithy"
"tribal_playable_local_fishery"	"tribal_playable"	nil	"NA_resource_fishery_lvl01"	nil	"local_fishery_tribal"	"NA_resource_fishery_lvl01"
"tribal_playable_meeting_hall"	"tribal_playable"	nil	"NAN_town_happy_lvl02"	nil	"bawdy_house_tribal"	"NA_town_happy_lvl02"
"tribal_playable_practice_fields"	"tribal_playable"	nil	"NAN_city_05_gunsmith"	nil	"tribal_playable_gunsmith"	"NA_town_horse_lvl02"
"tribal_playable_prospectors_camp"	"tribal_playable"	nil	"NAN_miningcamp_lvl1"	nil	"tribal_prospectors_camp"	"NAN_miningcamp_lvl1"
"tribal_playable_shamanic_gateway"	"tribal_playable"	nil	"NAN_town_spiritual_lvl02"	nil	"tribal_shamanic_gateway_tribal"	"NA_town_spiritual_lvl02"
"tribal_playable_sheep_communal_farms"	"tribal_playable"	nil	nil	"NA_resource_ sheepfarm_lvl02_blend"	"sheep_tenanted_farms_tribal"	"NA_resource_cornfarm_lvl02"
"tribal_playable_sheep_subsistence_farms"	"tribal_playable"	nil	nil	"NA_resource_ sheepfarm_lvl01_blend"	"sheep_peasant_farms_tribal"	"NA_resource_cornfarm_lvl01"
"tribal_playable_silver_mine"	"tribal_playable"	nil	"NAN_city_pitmine_lvl1_silver_blend"	nil	"silver_mine_tribal"	"NA_city_pitmine_lvl1_silver"
"tribal_playable_small_coffee_plantation"	"tribal_playable"	nil	"NA_resource_plantation_lvl1_coffee_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_coffee_blend"
"tribal_playable_small_cotton_plantation"	"tribal_playable"	nil	"NA_resource_plantation_lvl1_cotton_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_cotton_blend"
"tribal_playable_small_sugar_plantation"	"tribal_playable"	nil	"NA_resource_plantation_lvl1_sugar_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_sugar_blend"
"tribal_playable_small_tobacco_plantation"	"tribal_playable"	nil	"NA_resource_plantation_lvl1_tobacco_blend"	nil	"small_coffee_plantation_tribal"	"NA_resource_plantation_lvl1_coffee_blend"
"tribal_playable_spiritual_circle"	"tribal_playable"	nil	"NAN_town_spiritual_lvl01"	nil	"tribal_spiritual_circle_tribal"	"NA_town_spiritual_lvl01"
"tribal_playable_village_longhouse"	"tribal_playable"	nil	"NAN_town_happy_lvl01"	nil	"coaching_inn_tribal"	"NA_town_happy_lvl01"
"tribal_playable_warrior_lodge"	"tribal_playable"	nil	"NAN_town_warrior_lvl03"	nil	"tribal_playable_horse_breeder"	"NA_town_warrior_lvl03"
"tribal_playable_weavers_cottages"	"tribal_playable"	nil	"NAN_town_craft_lvl02weave"	nil	"craft_workshops_european"	"NA_town_craft_lvl02weave"
"tribal_playable_wheat_communal_farms"	"tribal_playable"	nil	"NA_resource_wheatfarm_lvl2_blend"	nil	"wheat_tenanted_farms_tribal"	"NA_resource_wheatfarm_lvl2_blend"
"tribal_playable_wheat_subsistence_farms"	"tribal_playable"	nil	"NA_resource_wheatfarm_lvl1_blend"	nil	"wheat_peasant_farms_tribal"	"NA_resource_wheatfarm_lvl1_blend"
"tribal_playble_craft_workshops_metal"	"tribal_playable"	nil	"NAN_town_craft_lvl01smithy"	nil	"craft_workshops_european"	"NA_town_craft_lvl01smithy"
