key	on_screen_name	category	class	multiplayer_cost	multiplayer_late_cost	create_time	create_cost	unkeep	campaign_action_points	voice	icon_name	info_pic	unit_description_text	region_unit_resource	total_cap	multiplayer_category	mp_available_early	mp_available_middle	mp_available_late	prestige	armed_citizenry	total_cap_mp	unit_type_icon	use_onscreen_name	unit_caste	additional_building_level_requirement	religion_requirement	resource_requirement	in_encyclopedia	unit_recruited_movie	unique_index	is_male	num_audio_vo_variations	audio_language	vo_actor_numbers	supports_first_person
Cinematic_Advisor_Shogun	CINEMATIC UNIT Advisors and Shogun	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		29	true	4	UK	0	false
Cinematic_Agents	CINEMATIC UNIT Agents	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		30	true	4	UK	0	false
Cinematic_Damsels	CINEMATIC UNIT Damsels	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		603	true	4	UK	0	false
Cinematic_European_Sailors	CINEMATIC UNIT European Sailors	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		31	true	4	UK	0	false
Cinematic_Farmers	CINEMATIC UNIT Farmers	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		32	true	4	UK	0	false
Cinematic_Farmers_2	CINEMATIC UNIT Farmers 2	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		33	true	4	UK	0	false
Cinematic_Farmers_Blue	CINEMATIC UNIT Farmers blue	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		243	true	4	UK	0	false
Cinematic_Farmers_Green	CINEMATIC UNIT Farmers green	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		234	true	4	UK	0	false
Cinematic_Farmers_No_Hats	CINEMATIC UNIT Farmers no hats	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		1248	true	4	UK	0	false
Cinematic_Farmers_Red	CINEMATIC UNIT Farmers red	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		242	true	4	UK	0	false
Cinematic_Jogger	CINEMATIC UNIT Jogger	infantry_melee	infantry_sword	850	850	1	850	250	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	sword_infantry	false	samurai				false		34	true	4	UK	0	false
Cinematic_No_Helmet_Generals	CINEMATIC UNIT No Helmet Generals	infantry_melee	infantry_sword	850	850	1	850	300	15	placeholder	placeholder	placeholder	Placeholder		0	mp_sword	false	false	false	0	false	0	siege	false	samurai				false		35	true	4	UK	0	false
Galleon_Caravel	Nanban Trade Ship	naval_heavy	naval_galleon	4000	4000	3	1500	250	65	ship	merchant64	merchant64	Galleon_Nanban_Trade_Ship		0	mp_naval_heavy	false	false	false	0	false	0	siege	false	naval		rel_catholic		true		36	true	3	UK	0	false
Galleon_Caravel_Mori	Mori Nanban Trade Ship	naval_heavy	naval_galleon	4200	4200	3	1200	200	40	ship	merchant64	merchant64	Galleon_Nanban_Trade_Ship		0	mp_naval_heavy	false	false	false	0	false	0	siege	false	naval		rel_catholic		true		37	true	3	UK	0	false
Galleon_The_Black_Ship	The Black Ship	naval_heavy	naval_galleon	5000	5000	10	4500	1200	65	ship	3deck80	3deck80	Galleon_Black_Ship		0	mp_naval_heavy	false	false	false	0	false	0	siege	false	naval		rel_catholic		true		38	true	3	UK	0	false
Gen_Ashikaga_Haruuji	Ashikaga Haruuji	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		39	true	4	UK	0	false
Gen_Chosokabe_Motochika	Chosokabe Motochika	cavalry	general	500	500	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		40	true	4	UK	0	false
Gen_Date_Masamune	Date Masamune	cavalry	general	850	850	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		41	true	4	UK	0	false
Gen_Hattori_Hanzo	Hattori Hanzo	cavalry	general	725	725	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		42	true	4	UK	0	false
Gen_Heavy_Bune_MP	Admiral Heavy Bune	naval_heavy	naval_admiral	0	0	1	0	150	35	ship	2deck50	2deck50	Heavy_Ship_Heavy_Bune		0	mp_naval_heavy	true	true	true	0	false	0	sword_infantry	false	naval				true		43	true	3	UK	0	false
Gen_Hojo_Tsunanari	Hojo Tsunanari	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		44	true	4	UK	0	false
Gen_Hojo_Ujiyasu	Hojo Ujiyasu	cavalry	general	600	600	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		45	true	4	UK	0	false
Gen_Imagawa_Ujichika	Imagawa Ujichika	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		46	true	4	UK	0	false
Gen_Imagawa_Yoshimoto	Imagawa Yoshimoto	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		47	true	4	UK	0	false
Gen_Ishida_Mitsunari	Ishida Mitsunari	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		48	true	4	UK	0	false
Gen_Kobayakawa_Hideaki	Kobayakawa Hideaki	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		49	true	4	UK	0	false
Gen_Mori_Motonari	Mori Motonari	cavalry	general	600	600	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		50	true	4	UK	0	false
Gen_Oda_Nobunaga	Oda Nobunaga	cavalry	general	1200	1200	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		51	true	4	UK	0	false
Gen_Ogigayatsu_Tomosada	Ogigayatsu Tomosada	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		52	true	4	UK	0	false
Gen_Otomo_Sorin	Otomo Sorin	cavalry	general	600	600	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		1463	true	4	UK	0	false
Gen_Shimazu_Yoshihiro	Shimazu Yoshihiro	cavalry	general	725	725	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		53	true	4	UK	0	false
Gen_Shimotsuma_Nakayuki	Shimotsuma Nakayuki	cavalry	general	600	600	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		54	true	4	UK	0	false
Gen_Taisho	General	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				true		55	true	4	UK	0	false
Gen_Taisho_Bow_MP	Avatar's Bodyguard	cavalry	general	0	0	1	0	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		56	true	4	UK	0	false
Gen_Taisho_Mp	Avatar's Bodyguard	cavalry	general	0	0	1	0	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				true		57	true	4	UK	0	false
Gen_Takeda_Katsuyori	Takeda Katsuyori	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		58	true	4	UK	0	false
Gen_Takeda_Nobukado	Takeda Nobukado	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		59	true	4	UK	0	false
Gen_Takeda_Shingen	Takeda Shingen	cavalry	general	1125	1125	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		60	true	4	UK	0	false
Gen_Tokugawa_Ieyasu	Tokugawa Ieyasu	cavalry	general	1200	1200	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		61	true	4	UK	0	false
Gen_Uesugi_Kenshin	Uesugi Kenshin	cavalry	general	1125	1125	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		62	true	4	UK	0	false
Gen_Uesugi_Norimasa	Uesugi Norimasa	cavalry	general	300	300	1	300	100	20	general	placeholder_cavalry	placeholder_cavalry	Gen_Taisho		0	mp_cavalry	true	true	true	0	false	0	sword_cavalry	false	samurai				false		63	true	4	UK	0	false
Genpei_Cav_Missile_Onna_Bushi_Heroine	Onna Bushi Heroine	cavalry	cavalry_missile	1150	1150	2	1150	250	20	lady_hero	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Onna_Bushi_Heroine		1	mp_cavalry	true	true	true	0	false	1	bow_cavalry	false	female_hero				true		338	false	2	UK	0	false
Genpei_Cav_Missile_Onna_Bushi_Heroine_MP	Onna Bushi Heroine	cavalry	cavalry_missile	800	800	2	800	200	20	lady_hero	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Onna_Bushi_Heroine		1	mp_cavalry	true	true	true	0	false	1	bow_cavalry	false	female_hero				true		385	false	2	UK	0	false
Genpei_Cav_Missile_Samurai_Cavalry	Mounted Samurai	cavalry	cavalry_missile	700	700	2	800	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Samurai_Cavalry		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai	GEM_Farming_2_Pastures			true		272	true	4	UK	0	false
Genpei_Cav_Missile_Samurai_Cavalry_MP	Mounted Samurai	cavalry	cavalry_missile	500	500	2	500	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Samurai_Cavalry		0	mp_cavalry	true	true	true	0	false	3	bow_cavalry	false	samurai				true		388	true	4	UK	0	false
Genpei_Cav_Missile_Samurai_Hero	Mounted Samurai Hero	cavalry	cavalry_missile	1300	1300	2	1300	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Samurai_Hero		1	mp_cavalry	true	true	true	0	false	1	bow_cavalry	false	samurai_hero	GEM_Farming_2_Pastures			true		339	true	2	UK	0	false
Genpei_Cav_Missile_Samurai_Hero_MP	Mounted Samurai Hero	cavalry	cavalry_missile	800	800	2	800	250	20	cavalry	placeholder_cavalry	placeholder_cavalry	Genpei_Cav_Samurai_Hero		1	mp_cavalry	true	true	true	0	false	1	bow_cavalry	false	samurai_hero				true		605	true	2	UK	0	false
Genpei_Cav_Spear_Naginata_Cavalry	Mounted Naginata	cavalry	cavalry_lancers	600	600	2	700	225	20	cavalry	placeholder_cavalry	placeholder	Genpei_Cav_Naginata_Cav		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai	GEM_Farming_2_Pastures			true		433	true	4	UK	0	false
Genpei_Cav_Spear_Naginata_Cavalry_MP	Mounted Naginata	cavalry	cavalry_lancers	500	500	2	500	225	20	cavalry	placeholder_cavalry	placeholder	Genpei_Cav_Naginata_Cav		0	mp_cavalry	true	true	true	0	false	0	spear_cavalry	false	samurai				true		431	true	4	UK	0	false
Genpei_Gen_Bodyguard	General's Bodyguard	cavalry	general	250	250	1	250	100	20	general	placeholder_cavalry	placeholder_cavalry	Genpei_Gen_Bodyguard		0	mp_cavalry	true	true	true	0	false	0	bow_cavalry	false	samurai				true		262	true	4	UK	0	false
Genpei_Heavy_Ship_Heavy_Ship_Attendants	Attendants Large Ship	naval_heavy	naval_heavy_ship	2200	2200	3	550	175	50	ship	2deck50	2deck50	Genpei_Heavy_Ship_Heavy_Ship_Attendants		0	mp_naval_heavy	true	true	true	0	false	0	bow_sword	false	naval				true		604	true	3	UK	0	false
Genpei_Heavy_Ship_Heavy_Ship_Attendants_MP	Attendants Large Ship	naval_heavy	naval_heavy_ship	2200	2200	3	2400	175	50	ship	2deck50	2deck50	Genpei_Heavy_Ship_Heavy_Ship_Attendants		0	mp_naval_heavy	false	false	false	0	false	0	bow_sword	false	naval				false		440	true	3	UK	0	false
Genpei_Heavy_Ship_Heavy_Ship_Samurai	Samurai Large Ship	naval_heavy	naval_heavy_ship	2500	2500	3	650	200	50	ship	2deck50	2deck50	Genpei_Heavy_Ship_Heavy_Ship_Samurai		0	mp_naval_heavy	true	true	true	0	false	0	bow_sword	false	naval				true		369	true	3	UK	0	false
Genpei_Heavy_Ship_Heavy_Ship_Samurai_MP	Samurai Large Ship	naval_heavy	naval_heavy_ship	2000	2000	3	1800	175	50	ship	2deck50	2deck50	Genpei_Heavy_Ship_Heavy_Ship_Samurai		0	mp_naval_heavy	true	true	true	0	false	6	bow_sword	false	naval				true		449	true	3	UK	0	false
Genpei_Inf_Heavy_Naginata_Attendants	Naginata Attendants	infantry_melee	infantry_heavy	400	400	2	500	100	15	infantry_naginata_samurai	placeholder	placeholder	Genpei_Inf_Naginata_Attendants		0	mp_spear	true	true	true	0	false	0	spear_infantry	false	ashigaru				true		285	true	4	UK	0	false
Genpei_Inf_Heavy_Naginata_Attendants_MP	Naginata Attendants	infantry_melee	infantry_heavy	220	220	2	150	100	15	infantry_naginata_samurai	placeholder	placeholder	Genpei_Inf_Naginata_Attendants		0	mp_spear	true	true	true	0	false	5	spear_infantry	false	ashigaru				true		392	true	4	UK	0	false
Genpei_Inf_Heavy_Naginata_Levy	Naginata Levy	infantry_melee	infantry_heavy	200	200	1	250	50	15	infantry_naginata_samurai	placeholder	placeholder	Genpei_Inf_Naginata_Levy		0	mp_spear	true	true	true	0	false	0	spear_infantry	false	ashigaru				true		307	true	4	UK	0	false
Genpei_Inf_Heavy_Naginata_Levy_Garrison	Naginata Levy Garrison	infantry_melee	infantry_heavy	200	200	1	250	0	15	infantry_naginata_samurai	placeholder	placeholder	Genpei_Inf_Naginata_Levy		0	mp_spear	false	false	false	0	true	0	spear_infantry	false	ashigaru				true		350	true	4	UK	0	false
Genpei_Inf_Heavy_Naginata_Warrior_Monk_Hero	Naginata Warrior Monk Hero	infantry_melee	infantry_heavy	1200	1200	2	1200	200	15	monk	placeholder	placeholder	Genpei_Inf_Naginata_Warrior_Monk_Hero		1	mp_spear	true	true	true	0	false	1	spear_infantry	false	monk_hero	GEM_Buddhist_4_Famous_Buddhist_Temple			true		343	true	2	UK	0	false
Genpei_Inf_Heavy_Naginata_Warrior_Monks	Naginata Warrior Monks	infantry_melee	infantry_heavy	500	500	2	600	150	15	monk	placeholder	placeholder	Genpei_Inf_Naginata_Warrior_Monks		0	mp_spear	true	true	true	0	false	0	spear_infantry	false	special	GEM_Buddhist_2_Buddhist_Temple			true		320	true	2	UK	0	false
Genpei_Inf_Heavy_Onna_Bushi	Onna Bushi	infantry_melee	infantry_heavy	900	900	1	900	200	15	lady_hero	placeholder	placeholder	Genpei_Inf_Onna_Bushi		1	mp_sword	false	false	false	0	true	0	spear_infantry	false	samurai				true		328	false	2	UK	0	false
Genpei_Inf_Heavy_Tetsubo_Warrior_Monks	Tetsubo Warrior Monk Hero	infantry_melee	infantry_heavy	1100	1100	2	1100	200	15	monk	placeholder_cavalry	placeholder	Genpei_Inf_Tetsubo_Monk_Hero		1	mp_sword	true	true	true	0	false	1	sword_infantry	false	monk_hero	GEM_Buddhist_3_Buddhist_Monastery			true		424	true	2	UK	0	false
Genpei_Inf_Heavy_Tetsubo_Warrior_Monks_MP	Tetsubo Warrior Monk Hero	infantry_melee	infantry_heavy	850	850	2	800	200	15	monk	placeholder_cavalry	placeholder	Genpei_Inf_Tetsubo_Monk_Hero		1	mp_sword	true	true	true	0	false	1	sword_infantry	false	monk_hero				true		420	true	2	UK	0	false
Genpei_Inf_Missile_Bow_Attendants	Bow Attendants	infantry_ranged	infantry_bow	450	450	2	550	100	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Bow_Attendants		0	mp_bow	true	true	true	0	false	0	bow_infantry	false	ashigaru				true		299	true	4	UK	0	false
Genpei_Inf_Missile_Bow_Levy	Bow Levy	infantry_ranged	infantry_bow	250	250	1	300	50	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Bow_Levy		0	mp_bow	true	true	true	0	false	0	bow_infantry	false	ashigaru				true		311	true	4	UK	0	false
Genpei_Inf_Missile_Bow_Levy_Garrison	Bow Levy Garrison	infantry_ranged	infantry_bow	250	250	1	300	0	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Bow_Levy		0	mp_bow	false	false	false	0	true	0	bow_infantry	false	ashigaru				true		348	true	4	UK	0	false
Genpei_Inf_Missile_Bow_Warrior_Monks	Bow Warrior Monks	infantry_ranged	infantry_bow	550	550	2	650	150	15	monk	placeholder	placeholder	Genpei_Inf_Bow_Warrior_Monks		0	mp_bow	true	true	true	0	false	0	bow_infantry	false	special	GEM_Buddhist_1_Buddhist_Sanctuary			true		325	true	2	UK	0	false
Genpei_Inf_Missile_Samurai_Infantry	Foot Samurai	infantry_ranged	infantry_bow	600	600	2	700	150	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Samurai_Infantry		0	mp_bow	true	true	true	0	false	0	bow_infantry	false	samurai				true		276	true	4	UK	0	false
Genpei_Inf_Missile_Samurai_Infantry_Garrison	Foot Samurai Garrison	infantry_ranged	infantry_bow	600	600	2	700	0	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Samurai_Infantry		0	mp_bow	false	false	false	0	true	0	bow_infantry	false	samurai				true		353	true	4	UK	0	false
Genpei_Inf_Missile_Samurai_Infantry_MP	Foot Samurai	infantry_ranged	infantry_bow	600	600	2	600	150	15	infantry_bow_samurai	placeholder	placeholder	Genpei_Inf_Samurai_Infantry		0	mp_bow	true	true	true	0	false	0	bow_infantry	false	samurai				true		400	true	4	UK	0	false
Genpei_Inf_Special_Fire_Bomb_Throwers	Fire Bomb Throwers	infantry_ranged	infantry_special	450	450	1	500	150	15	special	placeholder	placeholder	Genpei_Inf_Fire_Bomb_Throwers		0	mp_siege_and_stealth	true	true	true	0	false	0	bomb_infantry	false	special				true		335	true	3	UK	0	false
Genpei_Inf_Sword_Sword_Attendants	Sword Attendants	infantry_melee	infantry_sword	450	450	2	550	100	15	infantry_generic	placeholder	placeholder	Genpei_Inf_Sword_Attendants		0	mp_sword	true	true	true	0	false	0	sword_infantry	false	samurai				true		293	true	4	UK	0	false
Genpei_Inf_Sword_Sword_Attendants_MP	Sword Attendants	infantry_melee	infantry_sword	200	200	2	200	150	15	infantry_generic	placeholder	placeholder	Genpei_Inf_Sword_Attendants		0	mp_sword	true	true	true	0	false	6	sword_infantry	false	samurai				true		402	true	4	UK	0	false
Genpei_Light_Ship_Light_Ship_Attendants	Attendants Light Ship	naval_light	naval_light_ship	750	750	1	150	50	50	ship	2deck50	2deck50	Genpei_Light_Ship_Light_Ship_Attendants		0	mp_naval_light	true	true	true	0	false	0	bow_sword	false	naval				true		271	true	3	UK	0	false
Genpei_Light_Ship_Light_Ship_Attendants_MP	Attendants Light Ship	naval_light	naval_light_ship	750	750	1	850	50	50	ship	2deck50	2deck50	Genpei_Light_Ship_Light_Ship_Attendants		0	mp_naval_light	false	false	false	0	false	0	bow_sword	false	naval				false		457	true	3	UK	0	false
Genpei_Light_Ship_Light_Ship_Pirate	Pirate Light Ship	naval_light	naval_light_ship	850	850	1	150	50	50	ship	2deck50	2deck50	Genpei_Light_Ship_Light_Ship_Pirate		0	mp_naval_light	true	true	true	0	false	0	bow_sword	false	naval				true		606	true	3	UK	0	false
Genpei_Light_Ship_Light_Ship_Samurai	Samurai Light Ship	naval_light	naval_light_ship	900	900	1	200	75	50	ship	2deck50	2deck50	Genpei_Light_Ship_Light_Ship_Samurai		0	mp_naval_light	true	true	true	0	false	0	bow_sword	false	naval				true		358	true	3	UK	0	false
Genpei_Light_Ship_Light_Ship_Samurai_MP	Samurai Light Ship	naval_light	naval_light_ship	900	900	1	850	50	50	ship	2deck50	2deck50	Genpei_Light_Ship_Light_Ship_Samurai		0	mp_naval_light	true	true	true	0	false	6	bow_sword	false	naval				true		607	true	3	UK	0	false
Genpei_Medium_Ship_Fire_Bomb_Medium_Ship	Firebomb Medium Ship	naval_medium	naval_medium_ship	1800	1800	2	400	90	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Fire_Bomb_Medium_Ship		0	mp_naval_medium	true	true	true	0	false	0	bow_sword	false	naval				true		378	true	3	UK	0	false
Genpei_Medium_Ship_Fire_Bomb_Medium_Ship_MP	Firebomb Medium Ship	naval_medium	naval_medium_ship	1900	1900	2	1900	85	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Fire_Bomb_Medium_Ship		0	mp_naval_medium	true	true	true	0	false	4	bow_sword	false	naval				true		466	true	3	UK	0	false
Genpei_Medium_Ship_Medium_Ship_Attendants	Attendants Medium Ship	naval_medium	naval_medium_ship	1700	1700	2	350	80	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Medium_Ship_Attendants		0	mp_naval_medium	true	true	true	0	false	0	bow_sword	false	naval				true		273	true	3	UK	0	false
Genpei_Medium_Ship_Medium_Ship_Attendants_MP	Attendants Medium Ship	naval_medium	naval_medium_ship	1700	1700	2	1800	85	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Medium_Ship_Attendants		0	mp_naval_medium	false	false	false	0	false	0	bow_sword	false	naval				false		474	true	3	UK	0	false
Genpei_Medium_Ship_Medium_Ship_Pirate	Pirate Medium Ship	naval_medium	naval_medium_ship	1800	1800	2	350	85	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Medium_Ship_Pirate		0	mp_naval_medium	true	true	true	0	false	0	bow_sword	false	naval				true		418	true	3	UK	0	false
Genpei_Medium_Ship_Medium_Ship_Samurai	Samurai Medium Ship	naval_medium	naval_medium_ship	1900	1900	2	450	95	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Medium_Ship_Samurai		0	mp_naval_medium	true	true	true	0	false	0	bow_sword	false	naval				true		360	true	3	UK	0	false
Genpei_Medium_Ship_Medium_Ship_Samurai_MP	Samurai Medium Ship	naval_medium	naval_medium_ship	1800	1800	2	1800	85	50	ship	2deck50	2deck50	Genpei_Medium_Ship_Medium_Ship_Samurai		0	mp_naval_medium	false	false	false	0	false	6	bow_sword	false	naval				true		484	true	3	UK	0	false
Genpei_Trade_Ship_Trade_Ship	Trade Ship	naval_merchant	naval_trade_ship	100	100	1	100	45	50	ship	2deck50	2deck50	Genpei_Trade_Ship_Trade_Ship		0	mp_naval_light	false	false	false	0	false	0	bow_infantry	false	naval				true		277	true	3	UK	0	false
Heavy_Ship_Heavy_Bune	Heavy Bune	naval_heavy	naval_heavy_ship	2000	2000	3	600	175	50	ship	2deck50	2deck50	Heavy_Ship_Heavy_Bune		0	mp_naval_heavy	true	true	true	0	false	0	sword_infantry	false	naval				true	ship_heavy_heavy	64	true	3	UK	0	false
Heavy_Ship_Heavy_Bune_MP	Heavy Bune	naval_heavy	naval_heavy_ship	2000	2000	3	2000	175	50	ship	2deck50	2deck50	Heavy_Ship_Heavy_Bune		0	mp_naval_heavy	true	true	true	0	false	6	sword_infantry	false	naval				true	ship_heavy_heavy	66	true	3	UK	0	false
Heavy_Ship_Heavy_Bune_Mori	Mori Heavy Bune	naval_heavy	naval_heavy_ship	2200	2200	3	500	100	50	ship	2deck50	2deck50	Heavy_Ship_Heavy_Bune		0	mp_naval_heavy	true	true	true	0	false	0	sword_infantry	false	naval				true	ship_heavy_heavy	65	true	3	UK	0	false
Heavy_Ship_Nihon_Maru	Nihon Maru	naval_heavy	naval_heavy_ship	5000	5000	4	900	350	50	ship	2deck50	2deck50	Heavy_Ship_Nihon_Maru		1	mp_naval_heavy	true	true	true	0	false	1	sword_infantry	false	naval				true	ship_heavy_nihon	67	true	3	UK	0	false
Heavy_Ship_Nihon_Maru_MP	Nihon Maru	naval_heavy	naval_heavy_ship	5000	5000	1	5000	100	50	ship	2deck50	2deck50	Heavy_Ship_Nihon_Maru		1	mp_naval_heavy	true	true	true	0	false	1	sword_infantry	false	naval				true	ship_heavy_nihon	69	true	3	UK	0	false
Heavy_Ship_Nihon_Maru_Mori	Mori Nihon Maru	naval_heavy	naval_heavy_ship	5200	5200	4	800	250	50	ship	2deck50	2deck50	Heavy_Ship_Nihon_Maru		1	mp_naval_heavy	true	true	true	0	false	1	sword_infantry	false	naval				false	ship_heavy_nihon	68	true	3	UK	0	false
Heavy_Ship_O_Ataka_Bune	O Ataka Bune	naval_heavy	naval_heavy_ship	3200	3200	3	800	275	50	ship	2deck50	2deck50	Heavy_Ship_O_Ataka_Bune		4	mp_naval_heavy	true	true	true	0	false	4	sword_infantry	false	naval				true	ship_heavy_oataka	70	true	3	UK	0	false
Heavy_Ship_O_Ataka_Bune_Kizugawa	O Ataka Bune	naval_heavy	naval_heavy_ship	3200	3200	1	800	275	50	ship	2deck50	2deck50	Heavy_Ship_O_Ataka_Bune		4	mp_naval_heavy	true	true	true	0	false	4	sword_infantry	false	naval				false	ship_heavy_oataka	71	true	3	UK	0	false
Heavy_Ship_O_Ataka_Bune_MP	O Ataka Bune	naval_heavy	naval_heavy_ship	3200	3200	1	3200	100	50	ship	2deck50	2deck50	Heavy_Ship_O_Ataka_Bune		4	mp_naval_heavy	true	true	true	0	false	4	sword_infantry	false	naval				true	ship_heavy_oataka	73	true	3	UK	0	false
