version 2, schema encyclopedia_blocks_tables, guid 54f4ea3f-7f78-438c-be87-573dfe3a56e5
unknown1(string)	unknown2(string)	unknown3(optstring)	unknown4(string)	unknown5(int)	unknown6(string)
"enc_text_manual_hud_events_victory"	"textblock"	nil	"right"	1	"012b_enc_manual_hud_events_victory"
"enc_text_manual_hud_events_victory_boshin"	"textblock"	nil	"right"	6	"006_enc_manual_intro"
"enc_text_manual_hud_events_victory_gempei"	"textblock"	nil	"right"	5	"006_enc_manual_intro"
"enc_text_manual_hud_events_victory_gempei_influence"	"textblock"	nil	"right"	2	"012b_enc_manual_hud_events_victory"
"enc_text_manual_hud_finance_management"	"textblock"	nil	"left"	2	"013_enc_manual_hud_finances"
"enc_text_manual_hud_finances"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/button_taxes_active.png"	"left"	1	"013_enc_manual_hud_finances"
"enc_text_manual_hud_lists"	"textblock"	nil	"right"	1	"009_enc_manual_hud_lists"
"enc_text_manual_hud_management"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/button_tokugawa_active.png"	"left"	1	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_adoptions"	"textblock"	nil	"right"	5	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_commissioners"	"textblock"	nil	"right"	3	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_commissions"	"textblock"	nil	"left"	4	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_family"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/family_tree.png"	"normal"	2	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_records"	"textblock"	nil	"right"	7	"016_enc_manual_hud_management"
"enc_text_manual_hud_management_summary"	"textblock"	nil	"left"	6	"016_enc_manual_hud_management"
"enc_text_manual_hud_radar"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/campaign_radar.png"	"normal"	1	"008_enc_manual_hud_radar"
"enc_text_manual_hud_treasury"	"textblock"	nil	"right"	1	"011_enc_manual_hud_treasury"
"enc_text_manual_hud_turn_times"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/bos_button_end_turn_winter.png"	"left"	2	"010_enc_manual_hud_date"
"enc_text_manual_hud_ui_diplomacy_negotiation"	"textblock"	nil	"left"	4	"018j_enc_manual_actions_diplomacy"
"enc_text_manual_hud_ui_diplomacy_throne"	"textblock"	nil	"right"	3	"018j_enc_manual_actions_diplomacy"
"enc_text_manual_intro"	"textblock"	nil	"right"	1	"006_enc_manual_intro"
"enc_text_manual_intro_controls"	"textblock"	nil	"right"	2	"018_enc_manual_actions_campaign"
"enc_text_manual_intro_shogun"	"textblock"	nil	"left"	2	"006_enc_manual_intro"
"enc_text_manual_intro_shogun_being"	"textblock"	nil	"right"	4	"006_enc_manual_intro"
"enc_text_manual_intro_shogun_realm"	"textblock"	nil	"left"	3	"006_enc_manual_intro"
"enc_text_manual_multiplayer"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/avatar_buttonset_all.png"	"normal"	1	"061_enc_manual_multiplayer"
"enc_text_manual_multiplayer_armour"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_show_armour_set_active.png"	"left"	1	"popup_armor_sets"
"enc_text_manual_multiplayer_army_management"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/button_army_management_active.png"	"left"	1	"mp_army_management"
"enc_text_manual_multiplayer_army_management_veterans"	"textblock"	nil	"right"	2	"mp_army_management"
"enc_text_manual_multiplayer_avatar_screen"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/button_avatar_general_active.png"	"left"	1	"mp_avatar_general"
"enc_text_manual_multiplayer_avatar_skills"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_avatar_general_active.png"	"left"	1	"background"
"enc_text_manual_multiplayer_avatar_traits"	"textblock"	nil	"right"	2	"background"
"enc_text_manual_multiplayer_battle_list"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_games_list_active.png"	"left"	1	"custom_battle_script"
"enc_text_manual_multiplayer_campaign_map"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/button_map_active.png"	"left"	1	"mp_campaign_map"
"enc_text_manual_multiplayer_campaign_map_fighting_battles"	"textblock"	nil	"right"	3	"mp_campaign_map"
"enc_text_manual_multiplayer_campaign_map_province_rewards"	"textblock"	nil	"right"	2	"mp_campaign_map"
"enc_text_manual_multiplayer_clan_join"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_clan_active.png"	"left"	1	"mp_profile"
"enc_text_manual_multiplayer_clan_map"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_clan_competition.png"	"normal"	1	"clan_list"
"enc_text_manual_multiplayer_clan_map_corruption"	"textblock"	nil	"right"	5	"clan_list"
"enc_text_manual_multiplayer_clan_map_corruption_filters"	"textblock"	nil	"right"	6	"clan_list"
"enc_text_manual_multiplayer_clan_map_influence_points"	"textblock"	nil	"right"	4	"clan_list"
"enc_text_manual_multiplayer_clan_map_leaders"	"textblock"	nil	"right"	7	"clan_list"
"enc_text_manual_multiplayer_clan_map_points_summary"	"textblock"	nil	"right"	8	"clan_list"
"enc_text_manual_multiplayer_clan_map_province_capture"	"textblock"	nil	"right"	3	"clan_list"
"enc_text_manual_multiplayer_clan_map_tiers"	"textblock"	nil	"right"	2	"clan_list"
"enc_text_manual_multiplayer_co_op_campaign"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_icon_mp_campaign_selected.png"	"left"	1	"mp_co_op_campaign"
"enc_text_manual_multiplayer_co_op_unit_sharing"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\battle\\bos_button_gift_hud_active.png"	"left"	2	"mp_co_op_campaign"
"enc_text_manual_multiplayer_create_avatar"	"textblock"	nil	"left"	1	"061a_enc_manual_multiplayer_create_avatar"
"enc_text_manual_multiplayer_create_warband"	"textblock"	nil	"left"	1	"061b_enc_manual_multiplayer_create_warband"
"enc_text_manual_multiplayer_customise_avatar"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_customise_active.png"	"left"	1	"mp_avatar_customise"
"enc_text_manual_multiplayer_home_province"	"textblock"	nil	"left"	1	"061d_enc_manual_multiplayer_home_province"
"enc_text_manual_multiplayer_leaderboards_1"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/button_leaderboard_active.png"	"left"	1	"mp_leaderboards"
"enc_text_manual_multiplayer_leaderboards_2"	"textblock"	nil	"normal"	2	"mp_leaderboards"
"enc_text_manual_multiplayer_matchmade_battles"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_ranked_battle_active.png"	"left"	1	"solo_setup"
"enc_text_manual_multiplayer_multiple_avatars"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_select_avatar_active.png"	"left"	1	"bosh_enc_mp_multiple_avatars"
"enc_text_manual_multiplayer_promote_avatars"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_reset_active.png"	"left"	1	"bosh_enc_mp_promote_avatars"
"enc_text_manual_multiplayer_province_exploration"	"textblock"	nil	"right"	1	"061f_enc_manual_multiplayer_province_exploration"
"enc_text_manual_multiplayer_recruitment"	"textblock"	nil	"left"	1	"061g_enc_manual_multiplayer_recruitment"
"enc_text_manual_multiplayer_recruitment_veterans"	"textblock"	nil	"left"	1	"061h_enc_manual_multiplayer_recruitment_veterans"
"enc_text_manual_multiplayer_replenishment"	"textblock"	nil	"left"	3	"mp_army_management"
"enc_text_manual_multiplayer_retainers"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_show_retainer_active.png"	"left"	1	"ancillaries_background"
"enc_text_manual_multiplayer_rosters_boshin_01"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_dock.png"	"left"	20	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_02"	"textblock"	nil	"normal"	21	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_03"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_artillery.png"	"left"	22	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_04"	"textblock"	nil	"normal"	23	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_05"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_shogunate_barrack.png"	"left"	24	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_06"	"textblock"	nil	"normal"	25	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_07"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_imperial_armoury.png"	"left"	26	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_08"	"textblock"	nil	"normal"	27	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_09"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_emporium.png"	"left"	28	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_10"	"textblock"	nil	"normal"	29	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_11"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_naval_emporium.png"	"left"	30	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_12"	"textblock"	nil	"normal"	31	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_13"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\bos_dojo_cat_shogunate_armoury.png"	"left"	32	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_14"	"textblock"	nil	"normal"	33	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_15"	"textblock"	nil	"normal"	34	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_boshin_16"	"textblock"	nil	"normal"	35	"bosh_enc_mp_rosters_boshin"
"enc_text_manual_multiplayer_rosters_shogun_01"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_tempo_range.png"	"left"	1	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_02"	"textblock"	nil	"normal"	2	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_03"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_stables.png"	"left"	3	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_04"	"textblock"	nil	"normal"	4	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_05"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_sword_school.png"	"left"	5	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_06"	"textblock"	nil	"normal"	6	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_07"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_military_port.png"	"left"	7	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_08"	"textblock"	nil	"normal"	8	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_09"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_fe_siege.png"	"left"	9	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_10"	"textblock"	nil	"normal"	10	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_11"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_fe_drill_yard.png"	"left"	11	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_12"	"textblock"	nil	"normal"	12	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_13"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_archery.png"	"left"	13	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_14"	"textblock"	nil	"normal"	14	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_15"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\front_end\\dojo_unit_cat_sake_den.png"	"left"	15	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_16"	"textblock"	nil	"normal"	16	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_17"	"textblock"	nil	"normal"	17	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_rosters_shogun_18"	"textblock"	nil	"normal"	18	"bosh_enc_mp_rosters_shogun"
"enc_text_manual_multiplayer_team_setup"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_team_setup_active.png"	"left"	1	"team_setup"
"enc_text_manual_multiplayer_unit_gifting"	"textblock"	"encyclopedia\\content_images\\how_to_play\\additional\\battle\\bos_button_gift_hud_active.png"	"left"	3	"mp_co_op_campaign"
"enc_text_manual_multiplayer_veteran_skill_upgrades_1"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/bos_button_upgrade_active.png"	"left"	1	"popup_unit_skills"
"enc_text_manual_multiplayer_veteran_skill_upgrades_2"	"textblock"	nil	"right"	2	"popup_unit_skills"
"enc_text_manual_multiplayer_veteran_skill_upgrades_3"	"textblock"	nil	"right"	3	"popup_unit_skills"
"enc_text_manual_multiplayer_veteran_skill_upgrades_4"	"textblock"	nil	"right"	4	"popup_unit_skills"
"enc_text_manual_public_order"	"textblock"	nil	"right"	1	"020_enc_manual_public_order"
"enc_text_manual_public_order_happiness"	"textblock"	nil	"right"	3	"020_enc_manual_public_order"
"enc_text_manual_public_order_rebellions"	"textblock"	nil	"left"	5	"020_enc_manual_public_order"
"enc_text_manual_public_order_repression"	"textblock"	nil	"left"	2	"020_enc_manual_public_order"
"enc_text_manual_public_order_riots"	"textblock"	nil	"left"	4	"020_enc_manual_public_order"
"enc_text_manual_religion"	"textblock"	nil	"right"	1	"018k_enc_manual_religion"
"enc_text_manual_retainers"	"textblock"	nil	"left"	2	"043_enc_manual_traits"
"enc_text_manual_skill_tree"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/general_skill_tree.png"	"normal"	2	"042_enc_manual_skills"
"enc_text_manual_start"	"textblock"	nil	"left"	2	"018_enc_manual_actions_campaign"
"enc_text_manual_trade"	"textblock"	nil	"right"	1	"019_enc_manual_trade"
"enc_text_manual_trade_posts"	"textblock"	nil	"left"	2	"019_enc_manual_trade"
"enc_text_manual_traits"	"textblock"	nil	"right"	1	"043_enc_manual_traits"
"enc_text_manual_ui_battle"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/campaign_prebattle.png"	"normal"	1	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_3d"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/prebattle/button_prebattle_attack_active.png"	"left"	3	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_3d_night"	"textblock"	nil	"left"	6	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_3d_reinforcements"	"textblock"	nil	"right"	7	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_auto"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/prebattle/button_auto_resolve_active.png"	"left"	2	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_famous"	"textblock"	nil	"right"	11	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_losing_generals"	"textblock"	nil	"left"	8	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_post"	"textblock"	nil	"right"	10	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_quick_save"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/prebattle/button_quick_save_active.png"	"left"	5	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_replays"	"textblock"	nil	"left"	9	"032_enc_manual_ui_battle"
"enc_text_manual_ui_battle_retreat"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/prebattle/button_withdraw_active.png"	"left"	4	"032_enc_manual_ui_battle"
"enc_text_manual_ui_building"	"textblock"	nil	"right"	1	"018i_enc_manual_ui_building"
"enc_text_manual_ui_general"	"textblock"	nil	"right"	1	"045b_enc_manual_ui_character"
"enc_text_manual_ui_province"	"textblock"	nil	"right"	1	"021_enc_manual_ui_province"
"enc_text_manual_ui_province_wealth"	"textblock"	nil	"left"	1	"019a_enc_manual_province_wealth"
"enc_text_manual_ui_units"	"textblock"	nil	"right"	1	"034_enc_manual_ui_units"
"enc_text_tut_help_battle_advanced"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_LB_advanced.png"	"left"	5	"005_enc_tut_help"
"enc_text_tut_help_battle_basic"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_LB_basic.png"	"left"	3	"005_enc_tut_help"
"enc_text_tut_help_battle_intermediate"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_LB_intermediate.png"	"left"	4	"005_enc_tut_help"
"enc_text_tut_help_campaign"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_campaign.png"	"left"	2	"005_enc_tut_help"
"enc_text_tut_help_intro"	"textblock"	nil	"left"	1	"005_enc_tut_help"
"enc_text_tut_help_naval_advanced"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_NB_advanced.png"	"left"	7	"005_enc_tut_help"
"enc_text_tut_help_naval_basic"	"textblock"	"encyclopedia/content_images/how_to_play/additional/front_end/tutorial_NB_basic.png"	"left"	6	"005_enc_tut_help"
"enc_text_ui_frontend_cont"	"textblock"	nil	"left"	2	"003_enc_ui_frontend"
"enc_text_ui_frontend_custom"	"textblock"	nil	"right"	7	"003_enc_ui_frontend"
"enc_text_ui_frontend_enc"	"textblock"	nil	"left"	11	"003_enc_ui_frontend"
"enc_text_ui_frontend_grand"	"textblock"	nil	"left"	4	"003_enc_ui_frontend"
"enc_text_ui_frontend_grand_clan"	"textblock"	nil	"right"	1	"003a_enc_ui_frontend_grand_clan"
"enc_text_ui_frontend_grand_clan_battle_realism"	"textblock"	nil	"right"	3	"003a_enc_ui_frontend_grand_clan"
"enc_text_ui_frontend_grand_clan_difficulty"	"textblock"	nil	"left"	2	"003a_enc_ui_frontend_grand_clan"
"enc_text_ui_frontend_grand_clan_drop_in"	"textblock"	nil	"left"	3	"003a_enc_ui_frontend_grand_clan"
"enc_text_ui_frontend_hist"	"textblock"	nil	"right"	6	"003_enc_ui_frontend"
"enc_text_ui_frontend_load"	"textblock"	nil	"left"	5	"003_enc_ui_frontend"
"enc_text_ui_frontend_main"	"textblock"	nil	"right"	1	"003_enc_ui_frontend"
"enc_text_ui_frontend_mp"	"textblock"	nil	"right"	9	"003_enc_ui_frontend"
"enc_text_ui_frontend_options"	"textblock"	nil	"left"	10	"003_enc_ui_frontend"
"enc_text_ui_frontend_options_controls"	"textblock"	nil	"right"	3	"003b_enc_ui_frontend_options"
"enc_text_ui_frontend_options_controls_keys"	"textblock"	nil	"normal"	1	"003d_enc_ui_frontend_options_controls_keys"
"enc_text_ui_frontend_options_controls_keys_battle"	"textblock"	nil	"normal"	5	"003d_enc_ui_frontend_options_controls_keys"
"enc_text_ui_frontend_options_controls_keys_camera"	"textblock"	nil	"normal"	3	"003d_enc_ui_frontend_options_controls_keys"
"enc_text_ui_frontend_options_controls_keys_campaign"	"textblock"	nil	"normal"	4	"003d_enc_ui_frontend_options_controls_keys"
"enc_text_ui_frontend_options_controls_keys_miscellaneous"	"textblock"	nil	"normal"	2	"003d_enc_ui_frontend_options_controls_keys"
"enc_text_ui_frontend_options_credits"	"textblock"	nil	"right"	5	"003b_enc_ui_frontend_options"
"enc_text_ui_frontend_options_graphics"	"textblock"	nil	"right"	1	"003b_enc_ui_frontend_options"
"enc_text_ui_frontend_options_graphics_gamma"	"textblock"	nil	"normal"	1	"003c_enc_ui_frontend_options_graphics_gamma"
"enc_text_ui_frontend_options_sound"	"textblock"	nil	"left"	2	"003b_enc_ui_frontend_options"
"enc_text_ui_frontend_options_ui"	"textblock"	nil	"left"	4	"003b_enc_ui_frontend_options"
"enc_text_ui_frontend_quit"	"textblock"	nil	"left"	12	"003_enc_ui_frontend"
"enc_text_ui_frontend_replays"	"textblock"	nil	"right"	8	"003_enc_ui_frontend"
"enc_text_ui_frontend_tut"	"textblock"	nil	"left"	3	"003_enc_ui_frontend"
"enc_text_ui_ingame_load"	"textblock"	nil	"left"	4	"004_enc_ui_ingame"
"enc_text_ui_ingame_menu"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/button_menu_home_active.png"	"left"	1	"004_enc_ui_ingame"
"enc_text_ui_ingame_options"	"textblock"	nil	"right"	5	"004_enc_ui_ingame"
"enc_text_ui_ingame_options_controls"	"textblock"	nil	"left"	4	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_options_exit_main"	"textblock"	nil	"left"	6	"004_enc_ui_ingame"
"enc_text_ui_ingame_options_exit_windows"	"textblock"	nil	"right"	7	"004_enc_ui_ingame"
"enc_text_ui_ingame_options_gamma"	"textblock"	nil	"left"	6	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_options_graphics"	"textblock"	nil	"left"	2	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_options_settings"	"textblock"	nil	"right"	1	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_options_sound"	"textblock"	nil	"right"	3	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_options_ui"	"textblock"	nil	"right"	5	"004a_enc_ui_ingame_options"
"enc_text_ui_ingame_resume"	"textblock"	"encyclopedia/content_images/how_to_play/additional/campaign/escape_menu_campaign.png"	"normal"	2	"004_enc_ui_ingame"
"enc_text_ui_ingame_save"	"textblock"	nil	"right"	3	"004_enc_ui_ingame"
