version 1, schema diplomacy_negotiation_faction_override_strings_tables
Diplomatic_string_ID(string)	culture(string)	Government_system(string)	faction(string)	government_system_of_faction(string)
"war"	"egy_european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_war"
"war"	"egy_european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_war"
"war"	"egy_european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"egy_european"	"gov_republic"	"austria"	"austria_republic_war"
"war"	"egy_european"	"gov_republic"	"britain"	"britain_republic_war"
"war"	"egy_european"	"gov_republic"	"prussia"	"prussia_republic_war"
"war"	"egy_european"	"gov_republic"	"russia"	"russia_republic_war"
"war"	"egy_european"	"gov_republic"	"sweden"	"sweden_republic_war"
"war"	"egy_middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_war"
"war"	"egy_middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"austria"	"austria_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"britain"	"britain_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"russia"	"russia_monarchy_war"
"war"	"european"	"gov_absolute_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"austria"	"austria_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"britain"	"britain_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"russia"	"russia_monarchy_war"
"war"	"european"	"gov_constitutional_monarchy"	"sweden"	"sweden_monarchy_war"
"war"	"european"	"gov_republic"	"austria"	"austria_republic_war"
"war"	"european"	"gov_republic"	"britain"	"britain_republic_war"
"war"	"european"	"gov_republic"	"prussia"	"prussia_republic_war"
"war"	"european"	"gov_republic"	"russia"	"russia_republic_war"
"war"	"european"	"gov_republic"	"sweden"	"sweden_republic_war"
"war"	"middle_east"	"gov_absolute_monarchy"	"egy_ottomans"	"ottomans_monarchy_war"
"war"	"middle_east"	"gov_constitutional_monarchy"	"egy_ottomans"	"ottomans_monarchy_war"
"receive_very_friendly"	"european"	"gov_empire"	"france"	"france_monarchy_receive_very_friendly"
"acknowledge_counter_accept"	"european"	"gov_empire"	"france"	"france_monarchy_acknowledge_counter_accept"
"acknowledge_war"	"european"	"gov_empire"	"france"	"france_monarchy_acknowledge_war"
"demand_regular_payment"	"european"	"gov_empire"	"france"	"france_monarchy_demand_regular_payment"
"generic_reject_1"	"european"	"gov_empire"	"france"	"france_monarchy_generic_reject_1"
"reject_offer_regular_payment"	"european"	"gov_empire"	"france"	"france_monarchy_reject_offer_regular_payment"
"reject_angry_demand_technology"	"european"	"gov_empire"	"france"	"france_monarchy_reject_angry_demand_technology"
"reject_angry_offer_regular_payment"	"european"	"gov_empire"	"france"	"france_monarchy_reject_angry_offer_regular_payment"
"reject_demand_military_access"	"european"	"gov_empire"	"france"	"france_monarchy_reject_demand_military_access"
"reject_offer_demand_trade"	"european"	"gov_empire"	"france"	"france_monarchy_reject_offer_demand_trade"
"generic_reject_angry_2"	"european"	"gov_empire"	"france"	"france_monarchy_generic_reject_angry_2"
