version 1, schema building_culture_variants_tables, guid 2644c639-8543-43fc-ada3-5a514e8250b0
Building_IDRef(string)	Culture(string)	Battle_Model(optstring)	Campaign_Map_Model(optstring)	Campaign_Map_Model_2(optstring)	Localised_Description(optstring)	Icon__Info_Picture(optstring)
"bos_region_spec_clay_3_pottery_kiln"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_clay_3_pottery_kiln"	"bos_33_region_specialty_clay_3_desc"	"bos_region_spec_clay_3_pottery_kiln"
"bos_region_spec_coal_mining_1_open-pit_coal_face"	"japanese"	"archery_range"	"campaign_bos_region_spec_coal_mining_1_open-pit_coal_face"	nil	"bos_9_region_specialty_coal_mining_1_desc"	"bos_region_spec_coal_mining_1_open-pit_coal_face"
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"japanese"	"archery_range"	"campaign_bos_region_spec_coal_mining_2_coal_preparation_pla"	nil	"bos_10_region_specialty_coal_mining_2_desc"	"bos_region_spec_coal_mining_2_coal_preparation_pla"
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"bos_11_region_specialty_coal_mining_3_desc"	"bos_region_spec_coal_mining_3_deep-seam_coal_mine"
"bos_region_spec_copper_mining_1_open-pit_copper_mi"	"japanese"	"archery_range"	"campaign_bos_region_spec_copper_mining_1_open-pit_copper_mi"	nil	"bos_12_region_specialty_copper_mining_1_desc"	"bos_region_spec_copper_mining_1_open-pit_copper_mi"
"bos_region_spec_copper_mining_2_smelting_mill"	"japanese"	"archery_range"	"campaign_bos_region_spec_copper_mining_2_smelting_mill"	nil	"bos_13_region_specialty_copper_mining_2_desc"	"bos_region_spec_copper_mining_2_smelting_mill"
"bos_region_spec_copper_mining_3_anode_furnace"	"japanese"	"archery_range"	"campaign_bos_region_spec_copper_mining_3_anode_furnace"	nil	"bos_15_region_specialty_copper_mining_3_desc"	"bos_region_spec_copper_mining_3_anode_furnace"
"bos_region_spec_copper_mining_3_copper_refinery"	"japanese"	"archery_range"	"campaign_bos_region_spec_copper_mining_3_copper_refinery"	nil	"bos_14_region_specialty_copper_mining_3_desc"	"bos_region_spec_copper_mining_3_copper_refinery"
"bos_region_spec_gold_mining_1_placer_deposits"	"japanese"	"archery_range"	"campaign_bos_region_spec_gold_mining_1_placer_deposits"	nil	"bos_1_region_specialty_gold_mining_1_desc"	"bos_region_spec_gold_mining_1_placer_deposits"
"bos_region_spec_gold_mining_2_goldfields"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_gold_mining_2_goldfields"	"bos_2_region_specialty_gold_mining_2_desc"	"bos_region_spec_gold_mining_2_goldfields"
"bos_region_spec_gold_mining_3_coin_mint"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_gold_mining_3_coin_mint"	"bos_4_region_specialty_gold_mining_3_desc"	"bos_region_spec_gold_mining_3_coin_mint"
"bos_region_spec_gold_mining_3_ore_processing_plant"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_gold_mining_3_ore_processing_plant"	"bos_3_region_specialty_gold_mining_3_desc"	"bos_region_spec_gold_mining_3_ore_processing_plant"
"bos_region_spec_holy_site_1_buddhist_shrine"	"japanese"	"archery_range"	"campaign_bos_region_spec_holy_site_1_buddhist_shrine"	nil	"bos_23_region_specialty_holy_site_1_desc"	"bos_region_spec_holy_site_1_buddhist_shrine"
"bos_region_spec_holy_site_2_buddhist_temple"	"japanese"	"archery_range"	"campaign_bos_region_spec_holy_site_2_buddhist_temple"	nil	"bos_24_region_specialty_holy_site_2_desc"	"bos_region_spec_holy_site_2_buddhist_temple"
"bos_region_spec_holy_site_3_buddhist_temple_comple"	"japanese"	"archery_range"	"campaign_bos_region_spec_holy_site_3_buddhist_temple_comple"	nil	"bos_25_region_specialty_holy_site_3_desc"	"bos_region_spec_holy_site_3_buddhist_temple_comple"
"bos_region_spec_iron_mining_1_iron_mine"	"japanese"	"archery_range"	"campaign_bos_region_spec_iron_mining_1_iron_mine"	nil	"bos_16_region_specialty_iron_mining_1_desc"	"bos_region_spec_iron_mining_1_iron_mine"
"bos_region_spec_iron_mining_2_deep_iron_mine"	"japanese"	"archery_range"	"campaign_bos_region_spec_iron_mining_2_deep_iron_mine"	nil	"bos_17_region_specialty_iron_mining_2_desc"	"bos_region_spec_iron_mining_2_deep_iron_mine"
"bos_region_spec_iron_mining_3_iron_smelter"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_iron_mining_3_iron_smelter"	"bos_18_region_specialty_iron_mining_3_desc"	"bos_region_spec_iron_mining_3_iron_smelter"
"bos_region_spec_iron_mining_3_steel_mill"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_iron_mining_3_steel_mill"	"bos_19_region_specialty_iron_mining_3_desc"	"bos_region_spec_iron_mining_3_steel_mill"
"bos_region_spec_railroad_1_telegraph_office"	"japanese"	"archery_range"	"campaign_bos_region_spec_railroad_1_telegraph_office"	nil	"bos_37_region_specialty_railroad_1_desc"	"bos_region_spec_railroad_1_telegraph_office"
"bos_region_spec_railroad_2_train_station"	"japanese"	"archery_range"	"campaign_bos_region_spec_railroad_2_train_station"	nil	"bos_38_region_specialty_railroad_2_desc"	"bos_region_spec_railroad_2_train_station"
"bos_region_spec_railroad_3_nippon_railway_company"	"japanese"	"archery_range"	"campaign_bos_region_spec_railroad_3_nippon_railway_company"	nil	"bos_39_region_specialty_railroad_3_desc"	"bos_region_spec_railroad_3_nippon_railway_company"
"bos_region_spec_silk_1_silk_farm"	"japanese"	"archery_range"	"campaign_bos_region_spec_silk_1_silk_farm"	nil	"bos_20_region_specialty_silk_1_desc"	"bos_region_spec_silk_1_silk_farm"
"bos_region_spec_silk_2_raw_silk_threadmaker"	"japanese"	"archery_range"	"campaign_bos_region_spec_silk_2_raw_silk_threadmaker"	nil	"bos_21_region_specialty_silk_2_desc"	"bos_region_spec_silk_2_raw_silk_threadmaker"
"bos_region_spec_silk_3_sericultist"	"japanese"	"archery_range"	"campaign_bos_region_spec_silk_3_sericultist"	nil	"bos_22_region_specialty_silk_3_desc"	"bos_region_spec_silk_3_sericultist"
"bos_region_spec_silver_mining_1_lead_ore_mine"	"japanese"	"archery_range"	"campaign_bos_region_spec_silver_mining_1_lead_ore_mine"	nil	"bos_5_region_specialty_silver_mining_1_desc"	"bos_region_spec_silver_mining_1_lead_ore_mine"
"bos_region_spec_silver_mining_2_silver_smelters"	"japanese"	"archery_range"	"campaign_bos_region_spec_silver_mining_2_silver_smelters"	nil	"bos_6_region_specialty_silver_mining_2_desc"	"bos_region_spec_silver_mining_2_silver_smelters"
"bos_region_spec_silver_mining_3_silver_smelting_pl"	"japanese"	"archery_range"	"campaign_bos_region_spec_silver_mining_3_silver_smelting_pl"	nil	"bos_8_region_specialty_silver_mining_3_desc"	"bos_region_spec_silver_mining_3_silver_smelting_pl"
"bos_region_spec_silver_mining_3_silver_vault"	"japanese"	"archery_range"	"campaign_bos_region_spec_silver_mining_3_silver_vault"	nil	"bos_7_region_specialty_silver_mining_3_desc"	"bos_region_spec_silver_mining_3_silver_vault"
"bos_region_spec_smithing_1_blacksmith"	"japanese"	"archery_range"	"campaign_bos_region_spec_smithing_1_blacksmith"	nil	"bos_26_region_specialty_smithing_1_desc"	"bos_region_spec_smithing_1_blacksmith"
"bos_region_spec_smithing_2_ironsmith"	"japanese"	"archery_range"	"campaign_bos_region_spec_smithing_2_ironsmith"	nil	"bos_27_region_specialty_smithing_2_desc"	"bos_region_spec_smithing_2_ironsmith"
"bos_region_spec_smithing_3_armour_makers"	"japanese"	"archery_range"	"campaign_bos_region_spec_smithing_3_armour_makers"	nil	"bos_28_region_specialty_smithing_3_desc"	"bos_region_spec_smithing_3_armour_makers"
"bos_region_spec_smithing_3_riflemakers"	"japanese"	"archery_range"	"campaign_bos_region_spec_smithing_3_riflemakers"	nil	"bos_29_region_specialty_smithing_3_desc"	"bos_region_spec_smithing_3_riflemakers"
"bos_region_spec_smugglers_1_smugglers_cove"	"japanese"	"archery_range"	"campaign_bos_region_spec_smugglers_1_smugglers_cove"	nil	"bos_34_region_specialty_smugglers_1_desc"	"bos_region_spec_smugglers_1_smugglers_cove"
"bos_region_spec_smugglers_2_criminal_den"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_smugglers_2_criminal_den"	"bos_35_region_specialty_smugglers_2_desc"	"bos_region_spec_smugglers_2_criminal_den"
"bos_region_spec_smugglers_3_yakuza_headquarters"	"japanese"	"archery_range"	nil	"campaign_bos_region_spec_smugglers_3_yakuza_headquarters"	"bos_36_region_specialty_smugglers_3_desc"	"bos_region_spec_smugglers_3_yakuza_headquarters"
"bos_region_specialtea_1_tea_plantation"	"japanese"	"archery_range"	"campaign_bos_region_spec_tea_1_plantation"	nil	"bos_110_region_specialtea_1_desc"	"bos_region_specialtea_1_tea_plantation"
"bos_region_specialtea_2_tea_baler_facility"	"japanese"	"archery_range"	"campaign_bos_region_spec_tea_2_baler_facility"	nil	"bos_111_region_specialtea_2_desc"	"bos_region_specialtea_2_tea_baler_facility"
"bos_region_specialtea_3_sayama_corporation_depot"	"japanese"	"archery_range"	"campaign_bos_region_spec_tea_3_sayama_corp"	nil	"bos_112_region_specialtea_3_desc"	"bos_region_specialtea_3_sayama_corporation_depot"
"bos_traditional_1_traditional_dojo"	"japanese"	"archery_range"	"campaign_bos_slot_traditional_military"	nil	"bos_92_traditional_1_desc"	"bos_traditional_1_traditional_dojo"
"bos_traditional_2_samurai_dojo"	"japanese"	"archery_range"	"campaign_bos_slot_traditional_military"	nil	"bos_93_traditional_2_desc"	"bos_traditional_2_samurai_dojo"
"bos_traditional_3_samurai_master_dojo"	"japanese"	"archery_range"	"campaign_bos_slot_traditional_military"	nil	"bos_94_traditional_3_desc"	"bos_traditional_3_samurai_master_dojo"
"bos_traditional_4_legendary_samurai_master_dojo"	"japanese"	"archery_range"	"campaign_bos_slot_traditional_military"	nil	"bos_95_traditional_4_desc"	"bos_traditional_4_legendary_samurai_master_dojo"
