version 1, schema message_event_strings_tables
Event_IDRef(string)	Region_IDRef(string)	Message(string)	Message_Image(string)	Message_Type(string)	unknown1(boolean)	unknown2(boolean)	Message_Icon(string)	unknown3(string)
"unit_trait_lost"	"european"	"trait_10"	"prebattle_sallyforth_european.tga"	"standard"	false	false	"army.tga"	"prebattle_sallyforth_european.tga"
"unit_trait_lost"	"middle_east"	"trait_10"	"prebattle_sallyforth_ottoman.tga"	"standard"	false	false	"army.tga"	"prebattle_sallyforth_ottoman.tga"
"war_declared"	"european"	"war_1"	"war declaration.tga"	"standard"	false	false	"army.tga"	"war declaration.tga"
"war_declared"	"tribal_playable"	"war_1"	"nat_war_decl.tga"	"standard"	false	false	"nat_army.tga"	"nat_war_decl.tga"
"war_declared_you"	"european"	"war_3"	"war declaration.tga"	"standard"	false	true	"army.tga"	"war declaration.tga"
"war_declared_you"	"tribal_playable"	"war_3"	"nat_war_decl.tga"	"standard"	false	true	"nat_army.tga"	"nat_war_decl.tga"
"war_declared_your_ally"	"european"	"war_2"	"war declaration.tga"	"standard"	true	true	"army.tga"	"war declaration.tga"
"war_declared_your_ally"	"tribal_playable"	"war_2"	"nat_war_decl.tga"	"standard"	true	true	"nat_army.tga"	"nat_war_decl.tga"
"your_army_desert_revolution_warning"	"european"	"your_army_desert_revolution_warning_1"	"biggest-army.tga.tga"	"standard"	false	true	"army.tga"	"biggest-army.tga.tga"
"your_army_destroyed"	"european"	"army_destroyed_1"	"afterbatle eu.tga"	"standard"	false	true	"army.tga"	"afterbatle eu.tga"
"your_army_destroyed"	"middle_east"	"army_destroyed_1"	"afterbatle ottoman.tga"	"standard"	false	true	"army.tga"	"afterbatle ottoman.tga"
"your_army_destroyed"	"tribal_playable"	"natives_your_army_destroyed"	"nat_afterbatle.tga"	"standard"	false	true	"nat_army.tga"	"nat_afterbatle.tga"
"your_army_mutiny_revolution"	"european"	"your_army_mutiny_revolution_1"	"biggest-army.tga.tga"	"standard"	false	true	"army.tga"	"biggest-army.tga.tga"
"your_army_retreats_region"	"european"	"your_army_retreats_region_1"	"biggest-army.tga.tga"	"standard"	false	true	"army.tga"	"biggest-army.tga.tga"
"your_bankruptcy_no_cash"	"european"	"your_bankruptcy_no_cash_1"	"vault.tga"	"standard"	false	true	"money.tga"	"vault.tga"
"your_bankruptcy_upkeep_warning"	"european"	"your_bankruptcy_upkeep_warning_1"	"vault.tga"	"standard"	true	true	"money.tga"	"vault.tga"
"your_capital_captured_during_revolution"	"european"	"captured_during_revolution"	"captured.tga"	"standard"	false	true	"army.tga"	"captured.tga"
"your_capital_captured_during_revolution"	"indian"	"captured_during_revolution"	"captured-indian.tga"	"standard"	false	true	"army.tga"	"captured-indian.tga"
"your_capital_captured_during_revolution"	"middle_east"	"captured_during_revolution"	"captured-otoman.tga"	"standard"	false	true	"army.tga"	"captured-otoman.tga"
"your_capital_lost"	"european"	"your_capital_lost_1"	"captured.tga"	"capital_lost"	false	true	"army.tga"	"captured.tga"
"your_capital_lost"	"tribal_playable"	"natives_your_capital_lost"	"nat_captured.tga"	"capital_lost"	false	true	"nat_army.tga"	"nat_captured.tga"
"your_capital_recaptured"	"european"	"your_capital_recaptured_1"	"captured.tga"	"standard"	false	true	"army.tga"	"captured.tga"
"your_capital_recaptured"	"tribal_playable"	"natives_your_capital_recaptured"	"nat_captured.tga"	"standard"	false	true	"nat_army.tga"	"nat_captured.tga"
"your_faction_revolution_monarchists_lose_all"	"european"	"monarchists_lose_all_1"	"revolution-eu.tga"	"standard"	false	true	"news.tga"	"revolution-eu.tga"
"your_faction_revolution_monarchists_lose_all"	"middle_east"	"monarchists_lose_all_1"	"revolution-ottoman.tga"	"standard"	false	true	"rebellion.tga"	"revolution-ottoman.tga"
"your_faction_revolution_monarchists_win_civil_war"	"european"	"monarchists_win_civil_war_1"	"revolution-eu.tga"	"standard"	false	true	"news.tga"	"revolution-eu.tga"
"your_faction_revolution_monarchists_win_civil_war"	"middle_east"	"monarchists_win_civil_war_1"	"revolution-ottoman.tga"	"standard"	false	true	"news.tga"	"revolution-ottoman.tga"
"your_faction_revolution_monarchists_win_revolution"	"european"	"monarchists_win_revolution_1"	"revolution-eu.tga"	"standard"	false	true	"news.tga"	"revolution-eu.tga"
"your_faction_revolution_monarchists_win_revolution"	"middle_east"	"monarchists_win_revolution_1"	"revolution-ottoman.tga"	"standard"	false	true	"news.tga"	"revolution-ottoman.tga"
"your_faction_revolution_monarchy_republican"	"european"	"revolution_monarchy_republican_1"	"revolution-eu.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-eu.tga"
"your_faction_revolution_monarchy_republican"	"middle_east"	"revolution_monarchy_republican_1"	"revolution-ottoman.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-ottoman.tga"
"your_faction_revolution_monarchy_royalist"	"european"	"revolution_monarchy_royalist_1"	"revolution-eu.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-eu.tga"
"your_faction_revolution_monarchy_royalist"	"middle_east"	"revolution_monarchy_royalist_1"	"revolution-ottoman.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-ottoman.tga"
"your_faction_revolution_republic_republican"	"european"	"revolution_republic_republican_1"	"revolution-eu.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-eu.tga"
"your_faction_revolution_republic_republican"	"middle_east"	"revolution_republic_republican_1"	"revolution-ottoman.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-ottoman.tga"
"your_faction_revolution_republic_royalist"	"european"	"revolution_republic_royalist_1"	"revolution-eu.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-eu.tga"
"your_faction_revolution_republic_royalist"	"middle_east"	"revolution_republic_royalist_1"	"revolution-ottoman.tga"	"revolution"	true	true	"rebellion.tga"	"revolution-ottoman.tga"
"your_faction_revolution_republicans_lose_all"	"european"	"republicans_lose_all_1"	"revolution-eu.tga"	"standard"	false	true	"news.tga"	"revolution-eu.tga"
"your_faction_revolution_republicans_lose_all"	"middle_east"	"republicans_lose_all_1"	"revolution-ottoman.tga"	"standard"	false	true	"news.tga"	"revolution-ottoman.tga"
"your_faction_revolution_republicans_win_all"	"european"	"republicans_win_all_1"	"revolution-eu.tga"	"standard"	false	true	"news.tga"	"revolution-eu.tga"
"your_faction_revolution_republicans_win_all"	"middle_east"	"republicans_win_all_1"	"revolution-ottoman.tga"	"standard"	false	true	"news.tga"	"revolution-ottoman.tga"
"your_first_first_rate"	"european"	"your_first_first_rate_1"	"strongest-eu.tga"	"standard"	false	false	"navy.tga"	"strongest-eu.tga"
"your_first_rocket_ship"	"european"	"your_first_rocket_ship_1"	"strongest-eu.tga"	"standard"	false	false	"navy.tga"	"strongest-eu.tga"
"your_first_steam_ship"	"european"	"your_first_steam_ship_1"	"strongest-eu.tga"	"standard"	false	false	"navy.tga"	"strongest-eu.tga"
"your_fleet_destroyed"	"european"	"fleet_destroyed_1"	"fleet dest.tga"	"standard"	false	false	"navy.tga"	"fleet dest.tga"
"your_fleet_destroyed"	"middle_east"	"fleet_destroyed_1"	"fleet dest.tga"	"standard"	false	false	"navy.tga"	"fleet dest.tga"
"your_government_change_cabinet_monarchy"	"european"	"government_2"	"hall-2.tga"	"standard"	false	true	"news.tga"	"hall-2.tga"
"your_government_change_cabinet_republic"	"european"	"government_2"	"government.tga"	"standard"	false	true	"news.tga"	"government.tga"
"your_government_change_type_monarchy"	"european"	"government_3"	"hall-2.tga"	"standard"	false	true	"news.tga"	"hall-2.tga"
"your_government_change_type_to_republic"	"european"	"government_3"	"government.tga"	"standard"	false	true	"news.tga"	"government.tga"
"your_new_faction_leader_king"	"european"	"new_faction_leader_4"	"PARLIAMENT1.tga"	"standard"	false	true	"crown.tga"	"PARLIAMENT1.tga"
"your_new_faction_leader_king"	"middle_east"	"new_faction_leader_4"	"PARLIAMENT1.tga"	"standard"	false	true	"crown.tga"	"PARLIAMENT1.tga"
"your_new_faction_leader_king"	"tribal_playable"	"natives_your_new_faction_leader_king"	"nat_parlament.tga"	"standard"	false	true	"nat_crown.tga"	"nat_parlament.tga"
"your_new_faction_leader_president"	"european"	"new_faction_leader_5"	"PARLIAMENT1.tga"	"standard"	false	true	"news.tga"	"PARLIAMENT1.tga"
"your_new_faction_leader_president"	"middle_east"	"new_faction_leader_5"	"PARLIAMENT1.tga"	"standard"	false	true	"news.tga"	"PARLIAMENT1.tga"
"your_new_faction_leader_queen"	"european"	"new_faction_leader_6"	"PARLIAMENT1.tga"	"standard"	false	true	"crown.tga"	"PARLIAMENT1.tga"
"your_port_blockaded"	"european"	"port_1"	"blockade2.tga"	"blockade"	false	true	"navy.tga"	"blockade2.tga"
"your_port_blockaded"	"middle_east"	"port_1"	"blockade2.tga"	"blockade"	false	true	"navy.tga"	"blockade2.tga"
"your_region_captured"	"european"	"region_captured_3"	"captured.tga"	"standard"	false	true	"army.tga"	"captured.tga"
"your_region_captured"	"indian"	"region_captured_3"	"captured-indian.tga"	"standard"	false	true	"army.tga"	"captured-indian.tga"
"your_region_captured"	"middle_east"	"region_captured_3"	"captured-otoman.tga"	"standard"	false	true	"army.tga"	"captured-otoman.tga"
"your_region_captured"	"tribal_playable"	"region_captured_3"	"nat_captured.tga"	"standard"	false	true	"nat_army.tga"	"nat_captured.tga"
"your_region_smugglers"	"european"	"smugglers_1"	"pirates.tga"	"standard"	false	false	"news.tga"	"pirates.tga"
"your_settlement_besieged"	"european"	"siege_1"	"besieged-3.tga"	"standard"	false	true	"army.tga"	"besieged-3.tga"
"your_settlement_besieged"	"middle_east"	"siege_1"	"besieged-3asian.tga"	"standard"	false	true	"army.tga"	"besieged-3asian.tga"
"your_settlement_population_sacked"	"european"	"massacre_1"	"besieged-3.tga"	"standard"	false	false	"army.tga"	"besieged-3.tga"
"your_settlement_population_sacked"	"middle_east"	"massacre_1"	"besieged-3asian.tga"	"standard"	false	false	"army.tga"	"besieged-3asian.tga"
"your_settlement_surrenders"	"european"	"surrender_1"	"surender-eu.tga"	"standard"	false	true	"army.tga"	"surender-eu.tga"
"your_settlement_surrenders"	"indian"	"surrender_1"	"surender-indian.tga"	"standard"	false	true	"army.tga"	"surender-indian.tga"
"your_settlement_surrenders"	"middle_east"	"surrender_1"	"surender-ottoman.tga"	"standard"	false	true	"army.tga"	"surender-ottoman.tga"
"your_slot_raided"	"european"	"your_slot_raided"	"french_indian_war.tga"	"standard"	false	true	"army.tga"	"french_indian_war.tga"
"your_slot_raided"	"tribal_playable"	"your_slot_raided"	"nat_captured.tga"	"standard"	false	true	"nat_army.tga"	"nat_captured.tga"
"your_slums_appear"	"european"	"slums_1"	"slums-eu.tga"	"standard"	false	false	"news.tga"	"slums-eu.tga"
"your_slums_appear"	"middle_east"	"slums_1"	"slums-asian.tga"	"standard"	false	false	"news.tga"	"slums-asian.tga"
"your_spy_assassinated"	"european"	"spy_4"	"Spy_Mission_Unsuccessful_eu2.tga"	"standard"	false	true	"news.tga"	"Spy_Mission_Unsuccessful_eu2.tga"
"your_spy_detected_escape"	"european"	"spy_5"	"highwayman.tga"	"standard"	false	true	"character.tga"	"highwayman.tga"
"your_spy_detected_escape"	"middle_east"	"spy_5"	"highwayman-ottoman.tga"	"standard"	false	true	"character.tga"	"highwayman-ottoman.tga"
"your_spy_detected_escape"	"tribal_playable"	"spy_5"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"your_spy_detected_escape_army_sabotage"	"tribal_playable"	"natives_enemy_army_sabotaged_fail"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"your_spy_detected_execute"	"european"	"spy_6"	"execution.tga"	"standard"	false	true	"news.tga"	"execution.tga"
"your_spy_detected_execute"	"middle_east"	"spy_6"	"Spy_Mission_Unsuccessful_ot.tga"	"standard"	false	true	"news.tga"	"Spy_Mission_Unsuccessful_ot.tga"
"your_spy_detected_execute"	"tribal_playable"	"spy_6"	"nat_hanger.tga"	"standard"	false	true	"nat_news.tga"	"nat_hanger.tga"
"your_spy_detected_execute_army_sabotage"	"tribal_playable"	"natives_enemy_army_sabotaged_critical_fail"	"nat_hanger.tga"	"standard"	false	true	"nat_character.tga"	"nat_hanger.tga"
"your_spy_successful_army_sabotage"	"tribal_playable"	"natives_enemy_army_sabotaged_success"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"your_spy_successful_assassination"	"european"	"spy_7"	"spy_assassinated.tga"	"assassination"	false	true	"character.tga"	"spy_assassinated.tga"
"your_spy_successful_assassination"	"indian"	"spy_7"	"spy_assassinated.tga"	"assassination"	false	true	"character.tga"	"spy_assassinated.tga"
"your_spy_successful_assassination"	"middle_east"	"spy_7"	"spy_assassinated.tga"	"assassination"	false	true	"character.tga"	"spy_assassinated.tga"
"your_spy_successful_assassination"	"tribal_playable"	"spy_7"	"nat_assasin.tga"	"assassination"	false	true	"nat_character.tga"	"nat_assasin.tga"
"your_spy_successful_sabotage"	"european"	"spy_8"	"fire-2b.tga"	"sabotage"	false	true	"character.tga"	"fire-2b.tga"
"your_spy_successful_spying"	"european"	"spy_9"	"pre_sabotage_eu.tga"	"standard"	false	true	"character.tga"	"pre_sabotage_eu.tga"
"your_spy_successful_spying"	"middle_east"	"spy_9"	"Spy_Mission_Successful_ot.tga"	"standard"	false	true	"character.tga"	"Spy_Mission_Successful_ot.tga"
"your_spy_successful_spying"	"tribal_playable"	"spy_9"	"nat_spy.tga"	"standard"	false	true	"nat_character.tga"	"nat_spy.tga"
"your_throne_disputed"	"european"	"war_of_succession_1"	"pre-battle-eu.tga"	"standard"	false	true	"army.tga"	"pre-battle-eu.tga"
"your_throne_disputed"	"indian"	"war_of_succession_1"	"pre-battle-indina.tga"	"standard"	false	true	"army.tga"	"pre-battle-indina.tga"
"your_throne_disputed"	"middle_east"	"war_of_succession_1"	"pre-battle-ott.tga"	"standard"	false	true	"army.tga"	"pre-battle-ott.tga"
"your_trade_route_raided"	"european"	"trade_4"	"pirates afterwin.tga"	"standard"	false	true	"navy.tga"	"pirates afterwin.tga"
