version 6, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Man_x0020_Health(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Mount_x0020_Armour_x0020_Value(string)	Mount_x0020_Health(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Primary_x0020_Missile_x0020_Attack(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Skeleton_x0020_Missile(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Skeleton_x0020_Melee(string)	Pistols(string)	Unit_x0020_Drill_x0020_Set(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	File_x0020_Spacing_x0020_Loose_x0020_Formation(float)	Rank_x0020_Spacing_x0020_Loose_x0020_Formation(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Base_x0020_Density(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving_x0020__x0023_Is_x0020_Immune_x0020_to_x0020_Attrition_x0020_in_x0020_Napoleon(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)	Flutist(optstring)	Limber_Destructed_Model(optstring)	Limber_Destruction_Model(optstring)	Guerilla_Deployment(boolean)
"Inf_Elite_British_Black_Watch"	160	0	0	"euro_officer"	"british_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"britain_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	70	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	7	18	7	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_British_Foot_Guards"	160	0	0	"euro_officer"	"british_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"britain_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	85	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Foot_Guards"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_French_Old_Guard"	160	0	0	"euro_officer"	"french_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	60	90	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	11	18	12	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	13	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	true	true	false	true	false	false	true	false	false	true	false	"euro_flutist"	nil	nil	false
"Inf_Elite_French_Young_Guard"	160	0	0	"euro_officer"	"french_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	65	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	7	14	9	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	"euro_flutist"	nil	nil	false
"Inf_Elite_Grenadier_Guards"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Italian_Velite_Grenadiers"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Life_Guards_of_Foot"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Life_Regiment"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Prussian_Foot_Guards"	160	0	0	"euro_officer"	"prussian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"prussia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	80	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Prussian_Life_Regiment"	160	0	0	"euro_officer"	"prussian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"prussia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	70	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	7	12	9	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Republican_Guards"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	75	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	10	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Russian_Lifeguard_Foot"	160	0	0	"euro_officer"	"russian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"russia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	80	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	24	12	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	12	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	true	true	false	false	true	false	nil	nil	nil	false
"Inf_Elite_Spanish_Guardias_de_Infanteria"	160	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	65	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	14	11	0	"foot_bayonet"	"0"	"drill_set_infantry_line"	"elite"	11	3	0.8	1.75	2.2	4	0	0	20	0	false	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	false	true	false	false	true	false	nil	nil	nil	false
"Inf_Gren_Austrian_German_Grenadiers"	120	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	40	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	8	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Gren_Austrian_Hungarian_Grenadiers"	120	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	40	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	12	18	9	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Gren_French_Grenadiers"	120	0	0	"euro_officer"	"french_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	50	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	18	7	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	"euro_flutist"	nil	nil	false
"Inf_Gren_Grenadiers"	120	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	45	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	7	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Gren_Ottoman_Beylik_Janissary_Grenadiers"	120	0	0	"ottoman_officer"	"ottoman_drummer"	"ottoman_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket_sabre"	"ottoman_musket_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	45	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"sword"	11	19	7	0	"foot_sword"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	true	false	true	false	false	false	false	"ottoman_flutist"	nil	nil	false
"Inf_Gren_Portuguese_Grenadiers"	120	0	0	"euro_officer"	"british_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"britain_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	55	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	7	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Gren_Prussian_East_Prussian_Grenadiers"	120	0	0	"euro_officer"	"prussian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"prussia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	55	55	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	10	17	8	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	"euro_flutist"	nil	nil	false
"Inf_Gren_Prussian_Grenadiers"	120	0	0	"euro_officer"	"prussian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"prussia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	50	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	7	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	"euro_flutist"	nil	nil	false
"Inf_Gren_Russian_Grenadiers"	120	0	0	"euro_officer"	"russian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"russia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	40	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	26	9	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	9	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	true	true	false	false	false	false	"euro_flutist"	nil	nil	false
"Inf_Gren_Russian_Pavlovsk_Grenadiers"	120	0	0	"euro_officer"	"russian_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"russia_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	45	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	10	27	10	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	10	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	true	false	true	false	true	true	false	false	true	false	"euro_flutist"	nil	nil	false
"Inf_Gren_Spanish_Grenadiers"	120	0	0	"euro_officer"	"euro_drummer"	"euro_standard_bearer"	"euroline"	"infantry_euro_medium"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	35	"0"	"flintlock"	"musket_flintlock"	10	"foot_musket"	"socket_bayonet"	9	16	8	0	"foot_bayonet"	"0"	"drill_set_infantry_grenadiers"	"elite"	8	3	0.8	1.75	2.2	4	0	0	20	0	true	false	true	false	false	false	false	true	true	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	true	false	false	true	false	false	false	false	nil	nil	nil	false
"Inf_Irreg_Ottoman_Azzars"	120	0	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"ottoman_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	35	15	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"rifle_butt"	5	1	3	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Irreg_Ottoman_Bashi_Bazouks"	120	0	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_light"	"man_sword_slash"	"ottoman_sword"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"flintlock"	nil	0	"foot_musket"	"scimitar"	9	10	2	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"mob"	6	3	2.1	2.5	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	true	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Irreg_Spanish_Guerillas"	120	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	25	0	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"rifle_butt"	3	1	2	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"mob"	4	3	2.1	2.5	5	4	0	0	10	0	false	true	true	false	true	false	false	true	true	true	true	false	false	false	50	100	150	false	false	false	false	false	false	false	true	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_Austrian_Grenzers"	120	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	45	45	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	9	3	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_British_Dutch_Flanquers"	120	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	45	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	9	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_British_KGL_Light_Foot"	120	0	0	"euro_officer"	"british_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"britain_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	60	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	3	9	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_British_Light_Foot"	120	0	0	"euro_officer"	"british_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"britain_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	55	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	11	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_Dutch_Flanquers"	120	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	45	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	9	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_Egy_Ottoman_Nizam_I_Cedit_Light_Infantry"	120	0	0	"ottoman_officer"	"ottoman_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"ottoman_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	45	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	9	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_French_6th_Legere"	120	0	0	"euro_officer"	"french_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	50	60	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	11	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_French_Chasseurs"	120	0	0	"euro_officer"	"french_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"france_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	50	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	11	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
"Inf_Light_Fusiliers"	120	0	0	"euro_officer"	"euro_bugler"	nil	"euroline"	"infantry_euro_light"	"man_musket"	"generic_musket"	3	"leather"	1	nil	nil	nil	"0"	"0"	nil	nil	nil	nil	false	nil	"musket"	40	45	"0"	"flintlock"	"musket_light_infantry_flintlock"	15	"foot_musket"	"socket_bayonet"	5	9	4	0	"foot_bayonet"	"0"	"drill_set_infantry_light"	"well_trained"	6	3	0.8	1.75	5	4	0	0	10	0	false	true	true	false	false	false	false	true	true	false	false	false	false	false	50	100	150	false	false	true	false	false	false	false	false	true	false	false	false	false	false	false	false	nil	nil	nil	false
