version 1, schema campaign_character_anims_junctions_tables, guid cceac9a2-0e97-4527-9d64-f6930b217fcc
unknown1(string)	Character(string)	unknown2(string)	Anim_filepath(string)	unknown3(string)	unknown4(optstring)	unknown5(optstring)	unknown6(float)
"2135701753"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_AGENT_SABOTAGE_SUCCESS.anim"	"action"	"agent_sabotage_success"	nil	1
"2135701759"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_AGENT_SABOTAGE_FAIL.anim"	"action"	"agent_sabotage_fail"	nil	1
"2135701768"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_DIED_FROM_AGENT_SABOTAGE_COUNTERATTACK.anim"	"action"	"died_from_agent_sabotage_counterattack"	nil	1
"2135701778"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_SABOTAGE_GARRISON_SUCCESS.anim"	"action"	"garrison_sabotage_success"	nil	1
"2135701783"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_SABOTAGE_GARRISON_FAIL.anim"	"action"	"garrison_sabotage_fail"	nil	1
"2135701791"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\SABOTAGE\\SHO_NIN_DIED_FROM_GARRISON_SABOTAGE_COUNTERATTACK.anim"	"action"	"died_from_garrison_sabotage_counterattack"	nil	1
"2135701797"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"assassination_attempt"	nil	1
"2135701799"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_SUCCESS_KILL.anim"	"matched_action"	"died_from_assassination"	nil	1
"2135701808"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"assassination_failed"	nil	1
"2135701812"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\ASSASSINATION\\SHO_NIN_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_assassination_counterattack"	nil	1
"2135701813"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"conversion_attempt"	nil	1
"2135701820"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"conversion_fail"	nil	1
"2135701830"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_conversion_counterattack"	nil	1
"2135701831"	"ninja"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\HUNT_DOWN\\SHO_NIN_DEFEND_AGAINST_HUNT_DOWN.anim"	"matched_action"	"hunt_down_attempt"	nil	1
"2135701832"	"ninja"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\HUNT_DOWN\\SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED.anim"	"matched_action"	"hunt_down_fail"	nil	1
"2135701840"	"ninja"	"normal"	"\\Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\HUNT_DOWN\\SHO_NIN_HUNT_DOWN_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_hunt_down_counterattack"	nil	1
"2135701847"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\TRANSITION\\SHO_GEN_BATTLE_DEFEND_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701849"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\TRANSITION\\SHO_GEN_BATTLE_ATTACK_TO_STAND.anim"	"status_transition"	nil	"normal"	1
"2135701850"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\SHO_GEN_SEPPUKU_DEATH.anim"	"action"	"died_from_seppuku"	nil	1
"2135701873"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BATTLE\\SHO_GEN_DEFEND_BLOCK_HEAVY.anim"	"matched_action"	"battle_heavy_attack"	nil	1
"2135701882"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BATTLE\\SHO_GEN_DEFEND_BLOCK_MEDIUM.anim"	"matched_action"	"battle_medium_attack"	nil	1
"2135701887"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_DEFEND_PARRY.anim"	"matched_action"	"battle_light_attack"	nil	1
"2135701892"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_DEFEND_STRIKE_HEAVY.anim"	"action"	"battle_heavy_attack"	nil	1
"2135701902"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_DEFEND_STRIKE_MEDIUM.anim"	"action"	"battle_medium_attack"	nil	1
"2135701910"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_DEFEND_PARRY.anim"	"action"	"battle_light_attack"	nil	1
"2135701917"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BATTLE\\SHO_GEN_ATTACK_BLOCK_HEAVY.anim"	"matched_action"	"battle_heavy_attack"	nil	1
"2135701923"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BATTLE\\SHO_GEN_ATTACK_BLOCK_MEDIUM.anim"	"matched_action"	"battle_medium_attack"	nil	1
"2135701930"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_ATTACK_PARRY.anim"	"matched_action"	"battle_light_attack"	nil	1
"2135701938"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_ATTACK_STRIKE_HEAVY.anim"	"action"	"battle_heavy_attack"	nil	1
"2135701944"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_ATTACK_STRIKE_MEDIUM.anim"	"action"	"battle_medium_attack"	nil	1
"2135701954"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\BATTLE\\SHO_GEN_ATTACK_PARRY.anim"	"action"	"battle_light_attack"	nil	1
"2135701960"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\ACTION\\SHO_GEN_RAID_BUILDING.anim"	"action"	"attack_building"	nil	1
"2135701962"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MON_HUNT_DOWN_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_hunt_down_counterattack"	nil	1
"2135701965"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MON_HUNT_DOWN_ATTEMPT_FAILED.anim"	"matched_action"	"hunt_down_fail"	nil	1
"2135701975"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MON_DEFEND_AGAINST_HUNT_DOWN.anim"	"matched_action"	"hunt_down_attempt"	nil	1
"2135701984"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\ACTION\\HUNT_DOWN\\SHO_MON_DIED_FROM_HUNT_DOWN.anim"	"action"	"died_from_hunt_down"	nil	1
"2135701988"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MIS_HUNT_DOWN_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_hunt_down_counterattack"	nil	1
"2135701997"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MIS_HUNT_DOWN_ATTEMPT_FAILED.anim"	"matched_action"	"hunt_down_fail"	nil	1
"2135702002"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\MATCHED_ACTION\\HUNT_DOWN\\SHO_MIS_DEFEND_AGAINST_HUNT_DOWN.anim"	"matched_action"	"hunt_down_attempt"	nil	1
"2135702012"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MISSIONARY\\ACTION\\HUNT_DOWN\\SHO_MIS_DIED_FROM_HUNT_DOWN.anim"	"action"	"died_from_hunt_down"	nil	1
"2135702020"	"default_ship"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Idle_Sail_UP.anim"	"idle"	nil	nil	1
"2135702026"	"default_ship"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Sail_Transition_Unfurl.anim"	"status_transition"	nil	"normal"	1
"2135702036"	"default_ship"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Sail_Transition_Furl.anim"	"status_transition"	nil	"normal_out_of_ap"	1
"2135702039"	"default_ship"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking.anim"	"action"	"generic_death"	nil	1
"2135702042"	"default_ship"	"attack_trade"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"generic_death"	nil	1
"2135702044"	"default_ship"	"siege"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"generic_death"	nil	1
"2135702049"	"default_ship"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"generic_death"	nil	1
"2135702051"	"default_ship"	"attack_trade"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_attack"	nil	1
"2135702053"	"default_ship"	"attack_trade"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_defend"	nil	1
"2135702058"	"default_ship"	"siege"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_attack"	nil	1
"2135702060"	"default_ship"	"siege"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_defend"	nil	1
"2135702064"	"default_ship"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking.anim"	"action"	"died_from_battle_attack"	nil	1
"2135702070"	"default_ship"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking.anim"	"action"	"died_from_battle_defend"	nil	1
"2135702078"	"default_ship"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_attack"	nil	1
"2135702084"	"default_ship"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\SHIP\\Ship_Sinking_Sail_Down.anim"	"action"	"died_from_battle_defend"	nil	1
"2135702089"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702099"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702100"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702101"	"missionary"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702109"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702110"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702113"	"general"	"stealthy"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702114"	"general"	"siege"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702124"	"general"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702126"	"general"	"battle_defender"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702127"	"general"	"battle_attacker"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702130"	"general"	"attack_trade"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702137"	"geisha"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702143"	"metsuke"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702146"	"missionary"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702152"	"monk"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702157"	"ninja"	"normal_out_of_ap"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\FACIAL_ANIMATION\\face_anim_blink1.anim"	"action"	"face_animation"	nil	1
"2135702235"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_seduce_agent_counter_attack"	nil	1
"2135702239"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\NINJA\\SEDUCE\\SHO_NIN_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"seduce_agent_fail"	nil	1
"2135702242"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\NINJA\\SEDUCE\\SHO_NIN_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"seduce_agent_success"	nil	1
"2135702252"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"seduce_attempt"	nil	1
"2135702260"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\MONK\\SEDUCE\\SHO_MON_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_seduce_agent_counter_attack"	nil	1
"2135702269"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\MONK\\SEDUCE\\SHO_MON_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"seduce_agent_fail"	nil	1
"2135702278"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\MONK\\SEDUCE\\SHO_MON_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"seduce_agent_success"	nil	1
"2135702285"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\MONK\\SEDUCE\\SHO_MON_RECEIVE_SEDUCE_ATTEMPT.anim"	"matched_action"	"seduce_attempt"	nil	1
"2135702289"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\METSUKE\\SEDUCE\\SHO_MET_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"died_from_seduce_agent_counter_attack"	nil	1
"2135702297"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\METSUKE\\SEDUCE\\SHO_MET_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"seduce_agent_fail"	nil	1
"2135702306"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\METSUKE\\SEDUCE\\SHO_MET_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"seduce_agent_success"	nil	1
"2135702311"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\METSUKE\\SEDUCE\\SHO_MET_RECEIVE_SEDUCE_ATTEMPT.anim"	"matched_action"	"seduce_attempt"	nil	1
"2135702312"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BRIBE\\SHO_GEN_REJECT_BRIBE_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_seduce_agent_counter_attack"	nil	1
"2135702322"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BRIBE\\SHO_GEN_REJECT_BRIBE_OFFER.anim"	"matched_action"	"seduce_agent_fail"	nil	1
"2135702329"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GENERAL\\SEDUCE\\SHO_GEN_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"seduce_agent_success"	nil	1
"2135702336"	"general"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GENERAL\\MATCHED_ACTION\\BRIBE\\SHO_GEN_RECEIVE_BRIBE_OFFER.anim"	"matched_action"	"seduce_attempt"	nil	1
"2135702341"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GENERAL\\SEDUCE\\SHO_GEN_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"action"	"died_from_seduce_agent_counter_attack"	nil	1
"2135702350"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GEISHA\\SEDUCE\\SHO_GEI_SEDUCE_FAIL.anim"	"action"	"seduce_agent_fail"	nil	1
"2135702353"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GEISHA\\SEDUCE\\SHO_GEI_SEDUCE_SUCCESS.anim"	"action"	"seduce_agent_success"	nil	1
"2135702363"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\GEISHA\\SEDUCE\\SHO_GEI_SEDUCE_ATTEMPT.anim"	"action"	"seduce_attempt"	nil	1
"2135702371"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\ACTION\\CONVERSION\\SHO_NIN_CONVERTED_BY_BUDDHIST.anim"	"action"	"died_from_pay_off"	nil	1
"2135702381"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_pay_off_counterattack"	nil	1
"2135702386"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_fail"	nil	1
"2135702388"	"ninja"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\NINJA\\MATCHED_ACTION\\CONVERSION\\SHO_NIN_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_attempt"	nil	1
"2135702389"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\MONK\\BRIBE\\SHO_MON_ACCEPT_BRIBE_OFFER.anim"	"action"	"died_from_pay_off"	nil	1
"2135702398"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_pay_off_counterattack"	nil	1
"2135702403"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_fail"	nil	1
"2135702407"	"monk"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\MONK\\MATCHED_ACTION\\CONVERSION\\SHO_MON_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_attempt"	nil	1
"2135702416"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\ACTION\\CONVERSION\\SHO_GEI_CONVERTED_BY_BUDDHIST.anim"	"action"	"died_from_pay_off"	nil	1
"2135702418"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\MATCHED_ACTION\\CONVERSION\\SHO_GEI_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_pay_off_counterattack"	nil	1
"2135702427"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\MATCHED_ACTION\\CONVERSION\\SHO_GEI_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_fail"	nil	1
"2135702428"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\MATCHED_ACTION\\CONVERSION\\SHO_GEI_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_attempt"	nil	1
"2135702429"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_AGENT_SUCCESS.anim"	"matched_action"	"died_from_pay_off"	nil	1
"2135702436"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\GEMPEI\\METSUKE\\PAY_OFF\\SHO_MET_DIED_FROM_PAY_OFF_COUNTERATTACK.anim"	"action"	"died_from_pay_off_counterattack"	nil	1
"2135702443"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_AGENT_FAIL.anim"	"action"	"pay_off_fail"	nil	1
"2135702445"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\BRIBE\\SHO_MET_BRIBE_ATTEMPT.anim"	"action"	"pay_off_attempt"	nil	1
"2135702447"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\ACTION\\CONVERSION\\SHO_MET_CONVERTED_BY_BUDDHIST.anim"	"action"	"died_from_pay_off"	nil	1
"2135702457"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_REJECT_CONVERSION_OFFER_COUNTERATTACK.anim"	"matched_action"	"died_from_pay_off_counterattack"	nil	1
"2135702464"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_REJECT_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_fail"	nil	1
"2135702472"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\METSUKE\\MATCHED_ACTION\\CONVERSION\\SHO_MET_RECEIVE_CONVERSION_OFFER.anim"	"matched_action"	"pay_off_attempt"	nil	1
"2135702498"	"general"	"damaged"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\GENERAL\\IDLE\\DAMAGED\\SHO_GEN_DAMAGED_IDLE_5.anim"	"idle"	nil	nil	1
