version 3, schema advice_levels_tables
Key(string)	Thread_Name(string)	advice_thread_level(int)	points_needed(int)	game_area(string)	category(string)	sub_category(string)	max_repeat_count(int)	repeat_interval(int)	pause_battle(boolean)	priority_level(int)	high_verbosity_only(boolean)	locatable(boolean)	parameter(string)	on_display_script(optstring)	suppressible(boolean)	unknown15(boolean)	unknown16(boolean)	audio_clip(string)	unknown18(string)	unknown19(boolean)
"37156607"	"0202_Battle_Advice_Siege_Sapping_Thread"	1	1	"Battle"	"Siege"	"Attack"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"38575449"	"5154_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"38812162"	"0042_Battle_Advice_Cavalry_Against_Camels_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"44290589"	"0049_Battle_Advice_Poor_Artillery_Target_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"47252157"	"6034_Campaign_Tutorial_Advise_Speed"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"56130669"	"1120_Campaign_Advice_Warning_Revolution_Thread"	1	1	"Campaign"	"Warnings"	"Revolutions"	0	1	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"59529986"	"1094_Campaign_Advice_Slums_Appear_Thread"	2	3	"Campaign"	"Slots"	"Slums"	1	0	false	1	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"68074087"	"1092_Campaign_Advice_Region_Capital_Thread"	1	1	"Campaign"	"Slots"	"Cities"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"68241043"	"1086_Campaign_Advice_Ambush_Thread"	1	1	"Campaign"	"Character"	"Movement"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"70141776"	"1057_Campaign_Advice_Slot_Selected_Thread"	1	1	"Campaign"	"Slots"	"Ports"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"73044707"	"1187_Campaign_Advice_End_Year_Report_Thread"	1	1	"Campaign"	"UI"	"Messages"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"74393512"	"0714_ep1_end_turn"	1	1	"Campaign"	"Episodic"	"1"	1	3	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"77909409"	"1069_Campaign_Advice_Character_Selected_Thread"	3	8	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"79312965"	"6026_Campaign_Tutorial_Advise_Disembark_Ship"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"79709028"	"5100_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"80786550"	"5172_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"81764695"	"5029_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"82168132"	"5190_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"87716186"	"5216_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"91441466"	"6035_Campaign_Tutorial_Advise_Swiss_Allies"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"91749484"	"6112_Campaign_Tutorial_Advise_Remain_Spying"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"92458083"	"1121_Campaign_Advice_Warning_Clamour_Reform_Thread"	1	1	"Campaign"	"Warnings"	"Reform"	0	5	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"93066875"	"3118_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"96726372"	"0736_ep_1_Jamestown_recruitment"	1	1	"Campaign"	"Episodic"	"1"	3	3	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"97123942"	"0101_Battle_Advice_Hour_Glass_Thread"	1	1	"Battle"	"UI"	"HUD"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"102894246"	"5188_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"106538110"	"6048_Campaign_Tutorial_Advise_Technology_Tree"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"111349601"	"0008_Battle_Advice_Player_Defending_Hill_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	4	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"111920871"	"3074_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"113649401"	"1039_Campaign_Advice_UI_Prebattle_Panel_Thread"	2	2	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"118827822"	"3158_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"122378402"	"0741_ep_2_recruit_natives"	1	1	"Campaign"	"Episodic"	"2"	1	1	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"124058104"	"6037_Campaign_Tutorial_Advise_Diplomacy_Panel"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"124410149"	"0002_Battle_Advice_Enemy_Forming_Up_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"125086532"	"3067_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"125796065"	"6109_Campaign_Tutorial_Advise_Infiltrated"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"126614197"	"3132_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"129929020"	"4062_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"130899555"	"1087_Campaign_Advice_Settlement_Occupied_Thread"	2	2	"Campaign"	"Slots"	"Cities"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"131718024"	"0067_Battle_Advice_Distract_The_Enemy_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"132393743"	"0072_Campaign_Advice_Mountain_Passes_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"136682062"	"3211_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"137476954"	"0053_Battle_Advice_Artillery_Vs_Elephants_Thread"	2	2	"Battle"	"Units"	"Tactics"	0	1	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"137821385"	"0176_Battle_Advice_Sailing_Into_Wind_Thread"	1	1	"Naval Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"naval_advisor"	false
"143874018"	"0027_Battle_Advice_Reserves_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"151876182"	"1010_Campaign_Advice_Mughal_Initial_Turns_Thread"	1	1	"Campaign"	"Factions"	"Initial"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"153226663"	"0110_Battle_Advice_Defences_Chevaux_Thread"	1	1	"Battle"	"Units"	"Land"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"158073737"	"3233_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"160565684"	"1111_Campaign_Advice_Slots_Thread"	1	1	"Campaign"	"Features"	"Slots"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"186164476"	"1154_Campaign_Advice_Port_Blockaded_Thread"	1	1	"Campaign"	"Features"	"Blockades"	1	0	false	1	false	true	"port"	""	false	false	false	"n"	"campaign_advisor"	false
"194008638"	"5196_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"194456644"	"1014m_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"200587099"	"3155_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"207683567"	"1079a_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"212440584"	"6086_Campaign_Tutorial_Advise_Recruit_Dragoons"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"214835431"	"5013_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"230009517"	"1089_Campaign_Advice_Town_Appears_Thread"	1	1	"Campaign"	"Slots"	"Towns"	0	5	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"234855394"	"5143_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"242012776"	"3079_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"243207387"	"3239_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"259232068"	"1079b_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"259529015"	"0094_Battle_Advice_Line_Wavering_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	true	"battle_unit"	""	false	false	false	"n"	"battle_advisor"	true
"268406185"	"3202_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"277558385"	"4060_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"278859346"	"0705_ep_1_build_queues"	1	1	"Campaign"	"Episodic"	"1"	1	3	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"284085003"	"5225_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"292280052"	"5206_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"295527590"	"1124_Campaign_Advice_Warning_Bankrupt_Thread"	1	1	"Campaign"	"Warnings"	"Bankruptcy"	0	2	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"295880505"	"5219_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"297255339"	"1026_Campaign_Advice_UI_Lists_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"298768787"	"0051_Battle_Advice_Points_Against_Points_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"299070422"	"1085_Campaign_Advice_Patriotic_Fervour_Thread"	1	1	"Campaign"	"Features"	"Fervour"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"300055324"	"0171_Battle_Advice_Galley_Characteristics_Thread"	1	1	"Naval Battle"	"Units"	"Naval"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"naval_advisor"	true
"307500737"	"4086_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"307905493"	"3006_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"308221861"	"3054_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"309592755"	"0098_Battle_Advice_Crossing_Defence_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"311660382"	"5106_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"312836396"	"3213_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"313094221"	"0081_Battle_Advice_Cancel_Order_Button_Thread"	1	1	"Battle"	"UI"	"Buttons"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"314301219"	"3147_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"317354558"	"1014g_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"318330955"	"6077_Campaign_Tutorial_Advise_Travel_Dijon"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"322772417"	"7001_egypt_campaign_technology"	1	1	"Campaign"	"Advice"	"Egypt"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"327923206"	"1144_Campaign_Advice_Trade_Route_Raided_Thread"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"faction_land_trade_raided"	""	false	false	false	"n"	"campaign_advisor"	false
"333457771"	"6045_Camapign_Tutorial_Advise_Dragoons"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"335224366"	"0046_Battle_Advice_Fighting_Skirmishers_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"336059036"	"1014j_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"336788660"	"1069_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"337796774"	"5004_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"340663408"	"6013_Campaign_Tutorial_Advise_Napoleon_MP"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"347195284"	"5174_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"349775090"	"6011_Campaign_Tutorial_Advise_Selecting_Info_Panel"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"353510481"	"3072_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"364314625"	"1074_Campaign_Advice_Character_Selected_Thread"	1	1	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"366181700"	"5156_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"372284057"	"3218_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"381902958"	"3089_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"382865006"	"5212_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"385228311"	"3060_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"388941130"	"6098_Campaign_Tutorial_Advise_Pirating_Trade_Route"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"389288728"	"5034_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"390129783"	"0029_Battle_Advice_Attacking_Hills_Thread"	2	2	"Battle"	"Units"	"Tactics"	1	4	false	2	true	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"391635734"	"6056_Campaign_Tutorial_Chapter_5_Intro"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"391766981"	"0089_Battle_Advice_Facing_Artillery_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	3	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"394184441"	"3165_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"395512276"	"3205_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"402865195"	"5193_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"405775560"	"0084_Battle_Advice_Routing_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	2	true	true	"battle_unit"	""	false	false	false	"n"	"battle_advisor"	true
"412198079"	"1192_Campaign_Advice_UI_Help_Technologies_Thread"	1	1	"Campaign"	"UI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"412237665"	"5179_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"419585618"	"1071_Campaign_Advice_Character_Selected_Thread"	3	8	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"420006481"	"5195_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"421279219"	"1166_Campaign_Advice_Slow_Economic_Growth_Thread"	1	1	"Campaign"	"Warnings"	"Economics"	0	5	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"421866481"	"3173_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"428071084"	"0095_Battle_Advice_Wedge_Formations_Thread"	1	1	"Battle"	"Units"	"Tactics"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"428296310"	"5139_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"432791497"	"2189_Campaign_Advice_Flying_Columns_Thread"	1	1	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"439181642"	"5110_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"439707138"	"3055_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"441093826"	"0803_bat_tut_well_done"	1	1	"Battle"	"Tutorial"	"1"	1	1	false	1	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	false
"451317176"	"5186_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"459805565"	"4079_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"461795197"	"1164_Campaign_Advice_Trade_Export_Trigger"	1	1	"Campaign"	"Features"	"Trade"	0	1	false	1	false	true	"region"	""	false	false	false	"n"	"campaign_advisor"	false
"463216958"	"1014p_Campaign_Advice_UI_Diplomacy_Panel_Thread"	1	1	"Campaign"	"UI"	"Buttons"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"464832296"	"5082_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"464946411"	"1083_Campaign_Advice_Right_Click_Details_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	1	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"468677628"	"3107_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"479011511"	"4015_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"481493374"	"4030_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"482679259"	"0127_Battle_Advice_Cannister_Shot_Thread"	1	1	"Battle"	"Units"	"Ammo"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"battle_advisor"	true
"485944111"	"1207_Campaign_Advice_UI_Agent_Options_Panel_Thread"	1	1	"Campaign"	"UI"	"Panels"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"492694752"	"4074_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"493470653"	"4017_Campaign_Advice_AI_Research_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
"494386120"	"3111_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"497976027"	"6061_Campaign_Tutorial_Advise_Government_Panel"	1	1	"Campaign"	"Tutorial"	"Help"	1	0	false	0	false	false	"none"	""	false	false	false	"n"	"Berthier"	false
"500471858"	"3170_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"501310628"	"5038_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"504826449"	"1172_Campaign_Advice_Change_Governor_Thread"	1	2	"Campaign"	"Character"	"Replace"	0	2	false	3	true	true	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"506732899"	"1178_Campaign_Advice_Bad_Stats_Character_Thread"	1	1	"Campaign"	"Characters"	"Replace"	0	1	false	3	true	true	"character"	""	false	false	false	"n"	"campaign_advisor"	false
"508283725"	"3108_Campaign_Advice_AI_Build_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"509669201"	"1066_Campaign_Advice_Character_Selected_Thread"	5	3	"Campaign"	"Characters"	"Commanders"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	true
"510922675"	"5065_Campaign_Advice_AI_Train_Question_Thread"	1	1	"Campaign"	"AI"	"Help"	0	0	false	0	false	true	"region_slot"	""	false	false	false	"n"	"campaign_advisor"	false
"510994464"	"1069_Campaign_Advice_Character_Selected_Thread"	2	4	"Campaign"	"Characters"	"Agents"	1	0	false	2	false	false	"none"	""	false	false	false	"n"	"campaign_advisor"	false
