version 1, schema ship_names_tables
Index(string)	Name_Loc_IDRef(string)	Ship_Name(string)	Faction(optstring)
"1386"	"names_muslim_general"	"Karaman Suleiman"	nil
"1387"	"names_muslim_general"	"Kari Alemdar"	nil
"1388"	"names_muslim_general"	"Kari Mora"	nil
"1389"	"names_muslim_general"	"Kari Mustafa"	nil
"1390"	"names_muslim_general"	"Karl Ali"	nil
"1391"	"names_muslim_general"	"Kasam Reis"	nil
"1392"	"names_muslim_general"	"Keduk Seydi"	nil
"1393"	"names_muslim_general"	"Kemal Murad"	nil
"1394"	"names_muslim_general"	"Keywan Bahri"	nil
"1395"	"names_muslim_general"	"Khalifa Uluj"	nil
"1396"	"names_muslim_general"	"Kiafi Hajji"	nil
"1397"	"names_muslim_general"	"Kilid-i bahri"	nil
"1398"	"names_muslim_general"	"Kilik Reais"	nil
"1399"	"names_muslim_general"	"Kos Ali"	nil
"1400"	"names_muslim_general"	"Kos Hajji"	nil
"1401"	"names_muslim_general"	"Kos Mend"	nil
"1402"	"names_muslim_general"	"Kosem Iusuf"	nil
"1403"	"names_muslim_general"	"Macasir Ali"	nil
"1404"	"names_muslim_general"	"Magyar Ali"	nil
"1405"	"names_muslim_general"	"Magyar Fehrad"	nil
"1406"	"names_muslim_general"	"Mahmoudie"	nil
"1407"	"names_muslim_general"	"Mahmudiye"	nil
"1408"	"names_muslim_general"	"Mahubey Subhan"	nil
"1409"	"names_muslim_general"	"Makademi-Lair"	nil
"1410"	"names_muslim_general"	"Mandouhie"	nil
"1411"	"names_muslim_general"	"Mansourah"	nil
"1412"	"names_muslim_general"	"Mansur el liwa"	nil
"1413"	"names_muslim_general"	"Masudiya"	nil
"1414"	"names_muslim_general"	"Mehallet-el-Kabyr"	nil
"1415"	"names_muslim_general"	"Mehmed Bey"	nil
"1416"	"names_muslim_general"	"Mejra Zafer"	nil
"1417"	"names_muslim_general"	"Melike Bahri"	nil
"1418"	"names_muslim_general"	"Memi Bey"	nil
"1419"	"names_muslim_general"	"Meshuda"	nil
"1420"	"names_muslim_general"	"Meskeni-ghazi"	nil
"1421"	"names_muslim_general"	"Messoudie"	nil
"1422"	"names_muslim_general"	"Mesudiye"	nil
"1423"	"names_muslim_general"	"Mirat zafar"	nil
"1424"	"names_muslim_general"	"Misr"	nil
"1425"	"names_muslim_general"	"M'sian Zafer"	nil
"1426"	"names_muslim_general"	"Much bir-i-Surur"	nil
"1427"	"names_muslim_general"	"Muezzenade Ali Pasha Sultana"	nil
"1428"	"names_muslim_general"	"Murad Darius"	nil
"1429"	"names_muslim_general"	"Murad Hasan"	nil
"1430"	"names_muslim_general"	"Mustafa Hajji"	nil
"1431"	"names_muslim_general"	"Nabi Reis"	nil
"1432"	"names_muslim_general"	"Nachis"	nil
"1433"	"names_muslim_general"	"Naoum Bahari"	nil
"1434"	"names_muslim_general"	"Nasi Reis"	nil
"1435"	"names_muslim_general"	"Nassim Zafer"	nil
"1436"	"names_muslim_general"	"Nasur Ferhad"	nil
"1437"	"names_muslim_general"	"Navek Bahri"	nil
"1438"	"names_muslim_general"	"Nesamie"	nil
"1439"	"names_muslim_general"	"Nessim"	nil
"1440"	"names_muslim_general"	"Nessun Zafer"	nil
"1441"	"names_muslim_general"	"Nezim Zafar"	nil
"1442"	"names_muslim_general"	"Nizamieh"	nil
"1443"	"names_muslim_general"	"Nizamiye"	nil
"1444"	"names_muslim_general"	"Nouhan Bahari"	nil
"1445"	"names_muslim_general"	"Nousretie"	nil
"1446"	"names_muslim_general"	"Nur Memi"	nil
"1447"	"names_muslim_general"	"Nusmatie"	nil
"1448"	"names_muslim_general"	"Nuzretiye"	nil
"1449"	"names_muslim_general"	"Occan Reis"	nil
"1450"	"names_muslim_general"	"Orphan Ali"	nil
"1451"	"names_muslim_general"	"Osa Reis"	nil
"1452"	"names_muslim_general"	"Osman Bey"	nil
"1453"	"names_muslim_general"	"Osman Dagli"	nil
"1454"	"names_muslim_general"	"Osman Reis"	nil
"1455"	"names_muslim_general"	"Osman Seydi"	nil
"1456"	"names_muslim_general"	"Peri Selim"	nil
"1457"	"names_muslim_general"	"Piali Osman"	nil
"1458"	"names_muslim_general"	"Piri Hamagi"	nil
"1459"	"names_muslim_general"	"Piri Osman"	nil
"1460"	"names_muslim_general"	"Piri Reis"	nil
"1461"	"names_muslim_general"	"Piri Uluj Bey"	nil
"1462"	"names_muslim_general"	"Piriman Reis"	nil
"1463"	"names_muslim_general"	"Portasi Pasha"	nil
"1464"	"names_muslim_general"	"Postana Uluj"	nil
"1465"	"names_muslim_general"	"Prauil Aga"	nil
"1466"	"names_muslim_general"	"Raousierie"	nil
"1467"	"names_muslim_general"	"Real Mustafa"	nil
"1468"	"names_muslim_general"	"Rechrifie"	nil
"1469"	"names_muslim_general"	"Rodos"	nil
"1470"	"names_muslim_general"	"Rose of Tunis"	nil
"1471"	"names_muslim_general"	"Sadd al-Bahr"	nil
"1472"	"names_muslim_general"	"Sali Reis"	nil
"1473"	"names_muslim_general"	"Salim Deli"	nil
"1474"	"names_muslim_general"	"Sarmusal Reis"	nil
"1475"	"names_muslim_general"	"Sayyad-i bahri"	nil
"1476"	"names_muslim_general"	"Selim Basti"	nil
"1477"	"names_muslim_general"	"Selimiye"	nil
"1478"	"names_muslim_general"	"Seydi Aga"	nil
"1479"	"names_muslim_general"	"Seydi Ali"	nil
"1480"	"names_muslim_general"	"Seydi Arnaud"	nil
"1481"	"names_muslim_general"	"Seydi Reis"	nil
"1482"	"names_muslim_general"	"Sham"	nil
"1483"	"names_muslim_general"	"Shehab Bahary"	nil
"1484"	"names_muslim_general"	"Sian Memi"	nil
"1485"	"names_muslim_general"	"Sian Siander"	nil
"1486"	"names_muslim_general"	"Sinian Ali"	nil
"1487"	"names_muslim_general"	"Sinian Bektashi"	nil
"1488"	"names_muslim_general"	"Sinian Celebi"	nil
"1489"	"names_muslim_general"	"Sinian Mustafa"	nil
"1490"	"names_muslim_general"	"Sinian Reis"	nil
"1491"	"names_muslim_general"	"Sourie"	nil
"1492"	"names_muslim_general"	"Star"	nil
"1493"	"names_muslim_general"	"Sultan Selim"	"egy_ottomans"
"1494"	"names_muslim_general"	"Sultana"	"egy_ottomans"
"1495"	"names_muslim_general"	"Sun"	nil
"1496"	"names_muslim_general"	"Suzi Memi"	nil
"1497"	"names_muslim_general"	"Talatagi Reis"	nil
"1498"	"names_muslim_general"	"Tartar Ali"	nil
"1499"	"names_muslim_general"	"Taus i bahri"	nil
"1500"	"names_muslim_general"	"Tesrifiye"	nil
"1501"	"names_muslim_general"	"Tevfik-numa"	nil
"1502"	"names_muslim_general"	"Tre Naranceri"	nil
"1503"	"names_muslim_general"	"Tursun Osman"	nil
"1504"	"names_muslim_general"	"Tursun Suleiman"	nil
"1505"	"names_muslim_general"	"Two Lions"	nil
"1506"	"names_muslim_general"	"Uluch Ali"	nil
"1507"	"names_muslim_general"	"Uluj Piri Pasha"	nil
"1508"	"names_muslim_general"	"Uluj Reis"	nil
"1509"	"names_muslim_general"	"Uschiufly Memy"	nil
"1510"	"names_muslim_general"	"White Crowned Eagle"	nil
"1586"	"names_polish"	"Achilles"	nil
"1587"	"names_polish"	"Ajax"	nil
"1588"	"names_polish"	"Albatros"	nil
"1589"	"names_polish"	"Anapa"	"poland_lithuania"
"1590"	"names_polish"	"Andromeda"	nil
"1591"	"names_polish"	"Ares"	nil
"1592"	"names_polish"	"Bazyliszek"	nil
"1593"	"names_polish"	"Błyskawica"	nil
"1594"	"names_polish"	"Boreasz"	nil
"1595"	"names_polish"	"Bursztyn"	nil
"1596"	"names_polish"	"Burza"	nil
"1597"	"names_polish"	"Centaur"	nil
"1598"	"names_polish"	"Centurion"	nil
"1599"	"names_polish"	"Chart"	nil
"1600"	"names_polish"	"Chrobry"	nil
"1601"	"names_polish"	"Chwała"	nil
"1602"	"names_polish"	"Cracovia"	nil
"1603"	"names_polish"	"Delfin"	nil
"1604"	"names_polish"	"Dzik"	nil
"1605"	"names_polish"	"Feniks"	nil
"1606"	"names_polish"	"Gedania"	nil
"1607"	"names_polish"	"Goliat"	nil
"1608"	"names_polish"	"Goplana"	nil
"1609"	"names_polish"	"Grom"	nil
"1610"	"names_polish"	"Gromowładca"	nil
"1611"	"names_polish"	"Groźny"	nil
"1612"	"names_polish"	"Gwiazda Północy"	nil
"1613"	"names_polish"	"Gwiazda Południa"	nil
"1614"	"names_polish"	"Hel"	nil
"1615"	"names_polish"	"Huragan"	nil
"1616"	"names_polish"	"Hydra"	nil
"1617"	"names_polish"	"Jagiellon"	nil
"1618"	"names_polish"	"Jaskółka"	nil
"1619"	"names_polish"	"Jastsząb"	nil
"1620"	"names_polish"	"Jednorożec"	nil
"1621"	"names_polish"	"Jowisz"	nil
"1622"	"names_polish"	"Kasjopea"	nil
"1623"	"names_polish"	"Kastor"	nil
"1624"	"names_polish"	"Kolos"	nil
"1625"	"names_polish"	"Komandor"	nil
"1626"	"names_polish"	"Kometa"	nil
"1627"	"names_polish"	"Konstelacja"	nil
"1628"	"names_polish"	"Krak"	nil
"1629"	"names_polish"	"Kuna"	nil
"1630"	"names_polish"	"Lew"	nil
"1631"	"names_polish"	"Lis"	nil
"1632"	"names_polish"	"Mars"	nil
"1633"	"names_polish"	"Meduza"	nil
"1634"	"names_polish"	"Mewa"	nil
"1635"	"names_polish"	"Mieszko"	nil
"1636"	"names_polish"	"Mors"	nil
"1637"	"names_polish"	"Nawałnica"	nil
"1638"	"names_polish"	"Neptun"	nil
"1639"	"names_polish"	"Niepodległość"	nil
"1640"	"names_polish"	"Niepokonany"	nil
"1641"	"names_polish"	"Nieustraszony"	nil
"1642"	"names_polish"	"Niezdobyty"	nil
"1643"	"names_polish"	"Niezwyciężony"	nil
"1644"	"names_polish"	"Nimfa Wodna"	nil
"1645"	"names_polish"	"Obieżyświat"	nil
"1646"	"names_polish"	"Obrońca"	nil
"1647"	"names_polish"	"Ocean"	nil
"1648"	"names_polish"	"Odyseusz"	nil
"1649"	"names_polish"	"Orion"	nil
"1650"	"names_polish"	"Orzeł"	nil
"1651"	"names_polish"	"Panna Wodna"	nil
"1652"	"names_polish"	"Pegaz"	nil
"1653"	"names_polish"	"Perseusz"	nil
"1654"	"names_polish"	"Płomień"	nil
"1655"	"names_polish"	"Pollux"	nil
"1656"	"names_polish"	"Posejdon"	nil
"1657"	"names_polish"	"Powstaniec"	nil
"1658"	"names_polish"	"Puck"	nil
"1659"	"names_polish"	"Róża Wiatrów"	nil
"1660"	"names_polish"	"Rugia"	nil
"1661"	"names_polish"	"Rumak"	nil
"1662"	"names_polish"	"Ryś"	nil
"1663"	"names_polish"	"Saturn"	nil
"1664"	"names_polish"	"Skorpion"	nil
"1665"	"names_polish"	"Sława"	nil
"1666"	"names_polish"	"Śmiałek"	nil
"1667"	"names_polish"	"Smok"	nil
"1668"	"names_polish"	"Sokół Morski"	nil
"1669"	"names_polish"	"Św. Trójca"	nil
"1670"	"names_polish"	"Świtezianka"	nil
"1671"	"names_polish"	"Szafir"	nil
"1672"	"names_polish"	"Szerszeń"	nil
"1673"	"names_polish"	"Tajfun"	nil
"1674"	"names_polish"	"Tryton"	nil
"1675"	"names_polish"	"Tytan"	nil
"1676"	"names_polish"	"Wąż Morski"	nil
"1677"	"names_polish"	"Wicher"	nil
"1678"	"names_polish"	"Wilk Morski"	nil
"1679"	"names_polish"	"Wladca Mórz"	nil
"1680"	"names_polish"	"Władysław"	nil
"1681"	"names_polish"	"Wspaniały"	nil
"1682"	"names_polish"	"Wyzwoliciel"	nil
"1683"	"names_polish"	"Zdobywca"	nil
"1684"	"names_polish"	"Zefir"	nil
"1685"	"names_polish"	"Zwiastun"	nil
"1686"	"names_polish"	"Zwycięzca"	nil
"1687"	"names_portuguese"	"Afonso de Albuquerque"	nil
"1688"	"names_portuguese"	"Aguia"	nil
"1689"	"names_portuguese"	"Amasonia"	nil
"1690"	"names_portuguese"	"Assumpcao"	nil
"1691"	"names_portuguese"	"Belem"	nil
"1692"	"names_portuguese"	"Bom Jesus"	nil
"1693"	"names_portuguese"	"Chagas"	nil
"1694"	"names_portuguese"	"Cinco Chagas"	nil
"1695"	"names_portuguese"	"Dom João VI"	nil
"1696"	"names_portuguese"	"Garca"	nil
"1697"	"names_portuguese"	"Gulfinia"	nil
"1698"	"names_portuguese"	"Infante de Pedro"	nil
"1699"	"names_portuguese"	"Madre de Dios"	nil
"1700"	"names_portuguese"	"Maria Princeipa"	nil
"1701"	"names_portuguese"	"Medusa"	nil
"1702"	"names_portuguese"	"Mizericordia"	nil
"1703"	"names_portuguese"	"Nossa Senhora da Ajuda e Sao Pedro da Alcantâra"	nil
"1704"	"names_portuguese"	"Nossa Senhora da Conceiçao"	nil
"1705"	"names_portuguese"	"Nossa Senhora da Conceição"	nil
"1706"	"names_portuguese"	"Nossa Senhora da Guia"	nil
"1707"	"names_portuguese"	"Nossa Senhora da Quietação"	nil
"1708"	"names_portuguese"	"Nossa Senhora da Saude"	nil
"1709"	"names_portuguese"	"Nossa Senhora das Necessidades"	nil
"1710"	"names_portuguese"	"Nossa Senhora de Atalaya"	nil
"1711"	"names_portuguese"	"Nossa Senhora de Belem"	nil
"1712"	"names_portuguese"	"Nossa Senhora de Conceição"	nil
"1713"	"names_portuguese"	"Nossa Senhora do Livramento"	nil
"1714"	"names_portuguese"	"Nossa Senhora dos Remédios"	nil
"1715"	"names_portuguese"	"Padre Eterno"	nil
"1716"	"names_portuguese"	"Perolo"	nil
"1717"	"names_portuguese"	"Princese de Abeire"	nil
"1718"	"names_portuguese"	"Principe de Brazil"	nil
"1719"	"names_portuguese"	"Principe Real"	nil
"1720"	"names_portuguese"	"Rainha de Portugal"	nil
"1721"	"names_portuguese"	"Rainha dos Anjos"	nil
"1722"	"names_portuguese"	"Reliquias"	nil
"1723"	"names_portuguese"	"Sacramento"	nil
"1724"	"names_portuguese"	"San Bernardo"	nil
"1725"	"names_portuguese"	"San Cristobal"	nil
"1726"	"names_portuguese"	"San Felipe"	nil
"1727"	"names_portuguese"	"San Juan"	nil
"1728"	"names_portuguese"	"San Luis"	nil
"1729"	"names_portuguese"	"San Marcos"	nil
"1730"	"names_portuguese"	"San Martin"	nil
"1731"	"names_portuguese"	"San Mateo"	nil
"1732"	"names_portuguese"	"Santa Antonia"	nil
"1733"	"names_portuguese"	"Santa Antonio de Tana"	nil
"1734"	"names_portuguese"	"Santa Catarina do Monte Sinai"	nil
"1735"	"names_portuguese"	"Santa Caterina do Monte Sinai"	nil
"1736"	"names_portuguese"	"Santa Isabel"	nil
"1737"	"names_portuguese"	"Santa Rosa"	nil
"1738"	"names_portuguese"	"Santa Teresa"	nil
"1739"	"names_portuguese"	"Santa Tereza de Jesus"	nil
"1740"	"names_portuguese"	"Santiago"	nil
"1741"	"names_portuguese"	"Santo Agostino"	nil
"1742"	"names_portuguese"	"Santo Alberto"	nil
"1743"	"names_portuguese"	"Santo Amara"	nil
"1744"	"names_portuguese"	"Santo Andre"	nil
"1745"	"names_portuguese"	"Santo Antonio"	nil
"1746"	"names_portuguese"	"São Carlos"	nil
"1747"	"names_portuguese"	"São Francisco Xavier"	nil
"1748"	"names_portuguese"	"São João"	nil
"1749"	"names_portuguese"	"São João Baptista"	nil
"1750"	"names_portuguese"	"São Jose"	nil
"1751"	"names_portuguese"	"São José a Nossa Senhora das Mercês"	nil
"1752"	"names_portuguese"	"São Martinho"	nil
"1753"	"names_portuguese"	"São Paulo"	nil
"1754"	"names_portuguese"	"São Pedro"	nil
"1755"	"names_portuguese"	"São Pedro da Ribeira"	nil
"1756"	"names_portuguese"	"São Sebastiao"	nil
"1757"	"names_portuguese"	"São Sebastião"	nil
"1758"	"names_portuguese"	"São Simão"	nil
"1759"	"names_portuguese"	"St Sebastine"	nil
"1760"	"names_portuguese"	"Theriza"	nil
"1761"	"names_portuguese"	"Triton"	nil
"1762"	"names_prussian"	"Ägir"	nil
"1763"	"names_prussian"	"Albatross"	nil
"1764"	"names_prussian"	"Alk"	nil
"1765"	"names_prussian"	"Amazone"	nil
"1766"	"names_prussian"	"Ammersee"	nil
"1767"	"names_prussian"	"Arcona"	nil
"1768"	"names_prussian"	"Ariadne"	nil
"1769"	"names_prussian"	"Atlantis"	nil
"1770"	"names_prussian"	"Auerbach"	nil
"1771"	"names_prussian"	"Barbe"	nil
"1772"	"names_prussian"	"Brasse"	nil
"1773"	"names_prussian"	"Bremse"	nil
"1774"	"names_prussian"	"Brommy"	nil
"1775"	"names_prussian"	"Brummer"	nil
"1776"	"names_prussian"	"Bussard"	nil
"1777"	"names_prussian"	"Castor"	nil
"1778"	"names_prussian"	"Coronel"	nil
"1779"	"names_prussian"	"Dachs"	nil
"1780"	"names_prussian"	"Delphin"	nil
"1781"	"names_prussian"	"Derfflinger"	nil
"1782"	"names_prussian"	"Dorsch"	nil
"1783"	"names_prussian"	"Düren"	nil
"1784"	"names_prussian"	"Eber"	nil
"1785"	"names_prussian"	"Eisbär"	nil
"1786"	"names_prussian"	"Eismöve"	nil
"1787"	"names_prussian"	"Eisvogel"	nil
"1788"	"names_prussian"	"Elster"	nil
"1789"	"names_prussian"	"Falke"	nil
"1790"	"names_prussian"	"Felchen"	nil
"1791"	"names_prussian"	"Flunder"	nil
"1792"	"names_prussian"	"Frettchen"	nil
"1793"	"names_prussian"	"Freya"	nil
"1794"	"names_prussian"	"Friesland"	nil
"1795"	"names_prussian"	"Frithjof"	nil
"1796"	"names_prussian"	"Fuchs"	nil
"1797"	"names_prussian"	"Gazelle"	nil
"1798"	"names_prussian"	"Gefion"	nil
"1799"	"names_prussian"	"Geier"	nil
"1800"	"names_prussian"	"Gepard"	nil
"1801"	"names_prussian"	"Goeben"	nil
"1802"	"names_prussian"	"Graudenz"	nil
"1803"	"names_prussian"	"Greif"	nil
"1804"	"names_prussian"	"Habicht"	nil
"1805"	"names_prussian"	"Hagen"	nil
"1806"	"names_prussian"	"Haher"	nil
"1807"	"names_prussian"	"Heimdall"	nil
"1808"	"names_prussian"	"Hela"	nil
"1809"	"names_prussian"	"Hildebrand"	nil
"1810"	"names_prussian"	"Hipper"	nil
"1811"	"names_prussian"	"Hugin"	nil
"1812"	"names_prussian"	"Iltis"	nil
"1813"	"names_prussian"	"Inger"	nil
"1814"	"names_prussian"	"König"	nil
"1815"	"names_prussian"	"Königsberg"	nil
"1816"	"names_prussian"	"Kormoran"	nil
"1817"	"names_prussian"	"Kurland"	nil
"1818"	"names_prussian"	"Lachs"	nil
"1819"	"names_prussian"	"Löwe"	nil
"1820"	"names_prussian"	"Luchs"	nil
"1821"	"names_prussian"	"Mars"	nil
"1822"	"names_prussian"	"Medusa"	nil
"1823"	"names_prussian"	"Memel"	nil
"1824"	"names_prussian"	"Mira"	nil
"1825"	"names_prussian"	"Munin"	nil
"1826"	"names_prussian"	"Nautilus"	nil
"1827"	"names_prussian"	"Netze"	nil
"1828"	"names_prussian"	"Niobe"	nil
"1829"	"names_prussian"	"Nymphe"	nil
"1830"	"names_prussian"	"Odin"	nil
"1831"	"names_prussian"	"Oker"	nil
"1832"	"names_prussian"	"Orion"	nil
"1833"	"names_prussian"	"Oste"	nil
"1834"	"names_prussian"	"Pelikan"	nil
"1835"	"names_prussian"	"Pommern"	nil
"1836"	"names_prussian"	"Prignitz"	nil
"1837"	"names_prussian"	"Regulus"	nil
"1838"	"names_prussian"	"Rochen"	nil
"1839"	"names_prussian"	"Salm"	nil
"1840"	"names_prussian"	"Seeadler"	nil
"1841"	"names_prussian"	"Siegfried"	nil
"1842"	"names_prussian"	"Sirius"	nil
"1843"	"names_prussian"	"Stettin"	nil
"1844"	"names_prussian"	"Storch"	nil
"1845"	"names_prussian"	"Strelitz"	nil
"1846"	"names_prussian"	"Sturm"	nil
"1847"	"names_prussian"	"Thetis"	nil
"1848"	"names_prussian"	"Tiger"	nil
"1849"	"names_prussian"	"Tilsit"	nil
"1850"	"names_prussian"	"Vineta"	nil
"1851"	"names_prussian"	"Weihe"	nil
"1852"	"names_prussian"	"Werra"	nil
"1853"	"names_prussian"	"Wildschwan"	nil
"1854"	"names_prussian"	"Wolf"	nil
"1855"	"names_scottish"	"Aberdeen"	nil
"1856"	"names_scottish"	"Aed  "	nil
"1857"	"names_scottish"	"Balliol  "	nil
"1858"	"names_scottish"	"Cuilean  "	nil
"1859"	"names_scottish"	"Dubh  "	nil
"1860"	"names_scottish"	"Dumbarton"	nil
"1861"	"names_scottish"	"Dumfries"	nil
"1862"	"names_scottish"	"Dundee"	nil
"1863"	"names_scottish"	"Dunkeld"	nil
"1864"	"names_scottish"	"Edinburgh"	nil
"1865"	"names_scottish"	"Eochaid  "	nil
"1866"	"names_scottish"	"Glasgow"	nil
"1867"	"names_scottish"	"Indulf  "	nil
"1868"	"names_scottish"	"Inverness"	nil
"1869"	"names_scottish"	"Kenneth "	nil
"1870"	"names_scottish"	"Kilmarnock"	nil
"1871"	"names_scottish"	"Kirkcaldy"	nil
"1872"	"names_scottish"	"Kirkwall"	nil
"1873"	"names_scottish"	"Lerwick"	nil
"1874"	"names_scottish"	"Lulach "	nil
"1875"	"names_scottish"	"Macalpin  "	nil
"1876"	"names_scottish"	"Macbeth  "	nil
"1877"	"names_scottish"	"Malcolm "	nil
"1878"	"names_scottish"	"Paisley"	nil
"1879"	"names_scottish"	"Robert the Bruce"	nil
"1880"	"names_scottish"	"Stornoway"	nil
"1881"	"names_scottish"	"Wick"	nil
"1882"	"names_slavonic_general"	"Adrianopol"	nil
"1883"	"names_slavonic_general"	"Aleksandr Nevskiy"	nil
"1884"	"names_slavonic_general"	"Aleksey"	nil
"1885"	"names_slavonic_general"	"Anapa"	nil
"1886"	"names_slavonic_general"	"Blagodat"	nil
"1887"	"names_slavonic_general"	"Boris"	nil
"1888"	"names_slavonic_general"	"Chesma"	nil
"1889"	"names_slavonic_general"	"Chrabriy"	nil
"1890"	"names_slavonic_general"	"Dvenadtsat Apostolov"	nil
"1891"	"names_slavonic_general"	"Elisaveta"	nil
"1892"	"names_slavonic_general"	"Evseviy"	nil
"1893"	"names_slavonic_general"	"Fridemaker"	nil
"1894"	"names_slavonic_general"	"Fridrichstadt"	nil
"1895"	"names_slavonic_general"	"Gangut"	nil
"1896"	"names_slavonic_general"	"Gavriil"	nil
"1897"	"names_slavonic_general"	"Gleb"	nil
"1898"	"names_slavonic_general"	"Iezekil"	nil
"1899"	"names_slavonic_general"	"Ioann Bogoslov"	nil
"1900"	"names_slavonic_general"	"Ioann Krestitel"	nil
"1901"	"names_slavonic_general"	"Isidor"	nil
"1902"	"names_slavonic_general"	"Kir Ioann"	nil
"1903"	"names_slavonic_general"	"Krasnoy"	nil
"1904"	"names_slavonic_general"	"Leferm"	nil
"1905"	"names_slavonic_general"	"Lefort"	nil
"1906"	"names_slavonic_general"	"Lesnoe"	nil
"1907"	"names_slavonic_general"	"Leyptsig"	nil
"1908"	"names_slavonic_general"	"Maksim Ispovednik"	nil
"1909"	"names_slavonic_general"	"Moskva"	nil
"1910"	"names_slavonic_general"	"Mstislav"	nil
"1911"	"names_slavonic_general"	"Ne Tron Menya"	nil
"1912"	"names_slavonic_general"	"Neptunus"	nil
"1913"	"names_slavonic_general"	"Nord-Adler"	nil
"1914"	"names_slavonic_general"	"Orel"	nil
"1915"	"names_slavonic_general"	"Pamyat Evstafiya"	nil
"1916"	"names_slavonic_general"	"Panteleymon"	nil
"1917"	"names_slavonic_general"	"Paris"	nil
"1918"	"names_slavonic_general"	"Pobedoslav"	nil
"1919"	"names_slavonic_general"	"Poltava"	nil
"1920"	"names_slavonic_general"	"Prochor"	nil
"1921"	"names_slavonic_general"	"Pyotr"	nil
"1922"	"names_slavonic_general"	"Rafail"	nil
"1923"	"names_slavonic_general"	"Ratniy"	nil
"1924"	"names_slavonic_general"	"Retvizan"	nil
"1925"	"names_slavonic_general"	"Revel"	nil
"1926"	"names_slavonic_general"	"Rossiy"	nil
"1927"	"names_slavonic_general"	"Rostislav"	nil
"1928"	"names_slavonic_general"	"Samson"	nil
"1929"	"names_slavonic_general"	"Saratov"	nil
"1930"	"names_slavonic_general"	"Selafail"	nil
"1931"	"names_slavonic_general"	"Severniy Oryol"	nil
"1932"	"names_slavonic_general"	"Silistriya"	nil
"1933"	"names_slavonic_general"	"Sisoy Velikiy"	nil
"1934"	"names_slavonic_general"	"Smeliy"	nil
"1935"	"names_slavonic_general"	"Spyashiy Lev"	nil
"1936"	"names_slavonic_general"	"Stariy Dub"	nil
"1937"	"names_slavonic_general"	"Stariy Oryol"	nil
"1938"	"names_slavonic_general"	"Sultan machmud"	nil
"1939"	"names_slavonic_general"	"Svyataya Elena"	nil
"1940"	"names_slavonic_general"	"Svyataya Yekaterina"	nil
"1941"	"names_slavonic_general"	"Svyatoslav"	nil
"1942"	"names_slavonic_general"	"Svyatoy Aleksandr"	nil
"1943"	"names_slavonic_general"	"Svyatoy Andrey"	nil
"1944"	"names_slavonic_general"	"Svyatoy Andrey Pervozvanniy"	nil
"1945"	"names_slavonic_general"	"Svyatoy Dmitriy Rostovskiy"	nil
"1946"	"names_slavonic_general"	"Svyatoy Georgiy"	nil
"1947"	"names_slavonic_general"	"Svyatoy Ioann Zlatoust Perviy"	nil
"1948"	"names_slavonic_general"	"Svyatoy Kliment Paprimskiy"	nil
"1949"	"names_slavonic_general"	"Svyatoy Nikolay"	nil
"1950"	"names_slavonic_general"	"Svyatoy Nikolay Chudotvorets"	nil
"1951"	"names_slavonic_general"	"Svyatoy Pavel"	nil
"1952"	"names_slavonic_general"	"Svyatoy Pyotr"	nil
"1953"	"names_slavonic_general"	"Svyatoy Ravnoapostolniy"	nil
"1954"	"names_slavonic_general"	"Svyatoy Velikomuchenik Panteleymon"	nil
"1955"	"names_slavonic_general"	"Tolskaya Bogoroditsa"	nil
"1956"	"names_slavonic_general"	"Trech Ierarchov"	nil
"1957"	"names_slavonic_general"	"Tri Svyatitelya"	nil
"1958"	"names_slavonic_general"	"Tryoch Ierarchov"	nil
"1959"	"names_slavonic_general"	"Tvyordiy"	nil
"1960"	"names_slavonic_general"	"Uriil"	nil
"1961"	"names_slavonic_general"	"Varachail"	nil
"1962"	"names_slavonic_general"	"Varna"	nil
"1963"	"names_slavonic_general"	"Varshava"	nil
"1964"	"names_slavonic_general"	"Velikiy Knyaz Konstantin"	nil
"1965"	"names_slavonic_general"	"Vladimir"	nil
"1966"	"names_slavonic_general"	"Vladislav"	nil
"1967"	"names_slavonic_general"	"Vola"	nil
"1968"	"names_slavonic_general"	"Vseslav"	nil
"1969"	"names_slavonic_general"	"Vsevolod"	nil
"1970"	"names_slavonic_general"	"Yagudiil"	nil
"1971"	"names_slavonic_general"	"Yaroslav"	nil
"1972"	"names_slavonic_general"	"Zachariy & Elisavet"	nil
"1973"	"names_slavonic_general"	"Zmgeyten"	nil
"1974"	"names_spanish"	"Africa"	nil
"1975"	"names_spanish"	"Aguila Imperial"	nil
"1976"	"names_spanish"	"America"	nil
"1977"	"names_spanish"	"Andalucia"	nil
"1978"	"names_spanish"	"Angel de la Guarda"	nil
"1979"	"names_spanish"	"Aquiles"	nil
"1980"	"names_spanish"	"Aquilon"	nil
"1981"	"names_spanish"	"Arrogante"	nil
"1982"	"names_spanish"	"Asia"	nil
"1983"	"names_spanish"	"Asiento de Alberto de la Puebla"	nil
"1984"	"names_spanish"	"Atlante"	nil
"1985"	"names_spanish"	"Ave de Gracia"	nil
"1986"	"names_spanish"	"Bahama"	nil
"1987"	"names_spanish"	"Bizarro"	nil
"1988"	"names_spanish"	"Brillante"	nil
"1989"	"names_spanish"	"Buen Consejo"	nil
"1990"	"names_spanish"	"Cambi"	nil
"1991"	"names_spanish"	"Campeon"	nil
"1992"	"names_spanish"	"Capitana Real"	nil
