version 1, schema uniform_to_faction_colours_tables
unknown1(string)	unknown2(string)	unknown3(int)	unknown4(int)	unknown5(int)	unknown6(int)	unknown7(int)	unknown8(int)	unknown9(int)	unknown10(int)	unknown11(int)
"Ottomans_Inf_Militia_Ottoman_Libyan_Bedouin"	"ottomans"	255	255	255	213	145	8	255	255	255
"Ottomans_Inf_Militia_Ottoman_Palestinian_Auxiliaries"	"ottomans"	168	80	3	76	125	189	27	44	100
"Ottomans_Inf_Militia_Ottoman_Peasant_Levy"	"ottomans"	42	59	42	255	255	255	255	255	255
"Ottomans_Inf_Mob_Armed_Populace"	"ottomans"	170	122	56	255	255	255	255	255	255
"Ottomans_Inf_Mob_Armed_Populace_Firelock"	"ottomans"	170	122	56	255	255	255	255	255	255
"Ottomans_Inf_Skirm_Nizam_I_Cedit_Rifles"	"ottomans"	170	0	0	30	35	67	49	66	122
"Ottomans_Mounted_Inf_Ottoman_Mounted_Nizam_I_Cedit"	"ottomans"	49	66	122	191	28	22	49	66	122
"Papal_States_Art_Foot_12_lber"	"ita_papal_states"	191	28	22	54	54	54	191	28	22
"Papal_States_Art_Foot_6_lber"	"ita_papal_states"	191	28	22	54	54	54	191	28	22
"Papal_States_Art_Foot_7_lber_Howitzer"	"ita_papal_states"	191	28	22	54	54	54	191	28	22
"Papal_States_Cav_Heavy_Dragoons"	"ita_papal_states"	49	66	122	191	28	22	49	66	122
"Papal_States_Gen_Generals_Staff"	"ita_papal_states"	191	28	22	49	66	122	255	255	255
"Papal_States_Inf_Gren_Grenadiers"	"ita_papal_states"	191	28	22	49	66	122	191	28	22
"Papal_States_Inf_Line_Line_Infantry"	"ita_papal_states"	191	28	22	255	220	92	191	28	22
"Papal_States_Inf_Militia_Militia"	"ita_papal_states"	255	255	255	191	28	22	191	28	22
"Papal_States_Inf_Mob_Armed_Citizenry"	"ita_papal_states"	170	77	23	49	66	122	255	255	255
"Papal_States_Inf_Skirm_Jager"	"ita_papal_states"	16	56	12	49	66	122	255	255	255
"Parma_Art_Foot_12_lber"	"ita_parma"	118	164	223	54	54	54	255	255	255
"Parma_Art_Foot_6_lber"	"ita_parma"	118	164	223	54	54	54	255	255	255
"Parma_Art_Foot_7_lber_Howitzer"	"ita_parma"	118	164	223	54	54	54	255	255	255
"Parma_Cav_Heavy_Dragoons"	"ita_parma"	118	164	223	255	255	255	255	255	255
"Parma_Gen_Generals_Staff"	"ita_parma"	118	164	223	255	255	255	255	255	255
"Parma_Inf_Gren_Grenadiers"	"ita_parma"	255	255	255	118	164	223	243	236	22
"Parma_Inf_Line_Line_Infantry"	"ita_parma"	255	255	255	118	164	223	243	236	22
"Parma_Inf_Militia_Militia"	"ita_parma"	255	255	255	243	236	22	255	255	255
"Parma_Inf_Mob_Armed_Citizenry"	"ita_parma"	170	0	0	118	164	223	255	255	255
"Piedmont_Art_Foot_12_lber"	"ita_piedmont"	49	66	122	54	54	54	49	66	122
"Piedmont_Art_Foot_6_lber"	"ita_piedmont"	49	66	122	54	54	54	49	66	122
"Piedmont_Art_Foot_7_lber_Howitzer"	"ita_piedmont"	49	66	122	54	54	54	49	66	122
"Piedmont_Cav_Heavy_Dragoons"	"ita_piedmont"	49	66	122	188	0	0	255	233	123
"Piedmont_Inf_Elite_Grenadier_Guards"	"ita_piedmont"	49	66	122	188	0	0	255	255	255
"Piedmont_Inf_Gren_Grenadiers"	"ita_piedmont"	49	66	122	188	0	0	49	66	122
"Piedmont_Inf_Militia_Militia"	"ita_piedmont"	255	255	255	49	66	122	255	255	255
"Piedmont_Inf_Mob_Armed_Citizenry"	"ita_piedmont"	255	255	255	170	0	0	255	255	255
"Poland_Art_Foot_12_lber"	"poland_lithuania"	42	59	42	42	59	42	255	255	255
"Poland_Art_Foot_6_lber"	"poland_lithuania"	42	59	42	42	59	42	255	255	255
"Poland_Art_Foot_7_lber_Howitzer"	"poland_lithuania"	42	59	42	42	59	42	255	255	255
"Poland_Art_Horse_6_lber"	"poland_lithuania"	42	59	42	54	54	54	42	59	42
"Poland_Cav_Heavy_Cuirassiers"	"poland_lithuania"	45	44	84	170	0	0	255	255	255
"Poland_Cav_Lancer_Lancers"	"poland_lithuania"	45	44	84	214	38	38	214	38	38
"Poland_Cav_Light_Hussars"	"poland_lithuania"	170	0	0	76	125	189	76	125	189
"Poland_Gen_Generals_Staff"	"poland_lithuania"	45	44	84	170	0	39	170	0	39
"Poland_Inf_Light_Light_Infantry"	"poland_lithuania"	45	44	84	255	234	0	170	0	39
"Poland_Inf_Line_Line_Infantry"	"poland_lithuania"	45	44	84	255	255	255	45	44	84
"Poland_Inf_Militia_Militia"	"poland_lithuania"	255	255	255	76	125	189	255	255	255
"Poland_Inf_Mob_Armed_Citizenry"	"poland_lithuania"	170	0	39	45	44	84	255	255	255
"Portugal_Art_Foot_Portuguese_12_lber"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Art_Foot_Portuguese_6_lber"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Art_Foot_Portuguese_9_lber"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Cav_Stand_Portuguese_Cavalry"	"portugal"	27	44	100	191	28	22	173	173	173
"Portugal_Gen_Antonio_Henriques"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Gen_Generals_Staff"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Gen_Gomes_Freire_de_Andrade"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Gen_Luis_do_Rego_Barreto"	"portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Inf_Gren_Portuguese_Grenadiers"	"portugal"	27	44	100	110	166	234	255	255	255
"Portugal_Inf_Light_Portuguese_Cazadores"	"portugal"	103	81	46	191	28	22	103	81	46
"Portugal_Inf_Line_Portuguese_Infantry"	"portugal"	27	44	100	255	234	0	255	255	255
"Portugal_Inf_Militia_Portuguese_Militia"	"portugal"	27	44	100	191	28	22	255	255	255
"Portugal_Inf_Mob_Portuguese_Ordenza"	"portugal"	189	149	69	255	255	255	189	149	69
"Portugal_Inf_Skirm_Portuguese_Tiradores"	"portugal"	122	88	34	54	54	54	173	173	173
"Prussia_Art_Fix_Prussian_Rocket_Troop"	"prussia"	44	52	88	54	54	54	162	162	162
"Prussia_Art_Foot_Prussian_12_lber"	"prussia"	44	52	88	54	54	54	162	162	162
"Prussia_Art_Foot_Prussian_6_lber"	"prussia"	44	52	88	54	54	54	162	162	162
"Prussia_Art_Foot_Prussian_7_lber_Howitzer"	"prussia"	44	52	88	54	54	54	162	162	162
"Prussia_Art_Foot_Prussian_Experimental_Howitzer"	"prussia"	44	52	88	54	54	54	173	173	173
"Prussia_Art_Horse_Prussian_6_lber"	"prussia"	44	52	88	54	54	54	162	162	162
"Portugal_Spa_Art_Foot_Portuguese_12_lber"	"spa_portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Spa_Art_Foot_Portuguese_6_lber"	"spa_portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Spa_Art_Foot_Portuguese_9_lber"	"spa_portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Spa_Cav_Stand_Portuguese_Cavalry"	"spa_portugal"	27	44	100	191	28	22	27	44	100
"Portugal_Spa_Gen_Generals_Staff"	"spa_portugal"	27	44	100	27	44	100	255	255	255
"Portugal_Spa_Inf_Gren_Portuguese_Grenadiers"	"spa_portugal"	27	44	100	110	166	234	255	255	255
"Portugal_Spa_Inf_Light_Portuguese_Cazadores"	"spa_portugal"	103	81	46	191	28	22	103	81	46
"Portugal_Spa_Inf_Line_Portuguese_Infantry"	"spa_portugal"	27	44	100	255	234	0	255	255	255
"Portugal_Spa_Inf_Militia_Portuguese_Militia"	"spa_portugal"	27	44	100	191	28	22	255	255	255
"Portugal_Spa_Inf_Mob_Portuguese_Ordenza"	"spa_portugal"	189	149	69	255	255	255	189	149	69
"Portugal_Spa_Inf_Skirm_Portuguese_Tiradores"	"spa_portugal"	122	88	34	54	54	54	173	173	173
"Prussia_Cav_Heavy_Prussian_Cuirassiers"	"prussia"	255	255	255	170	0	0	162	162	162
"Prussia_Cav_Heavy_Prussian_Dragoons"	"prussia"	49	72	122	54	54	54	162	162	162
"Prussia_Cav_Heavy_Republican_Horse_Guards"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Cav_Lancer_Prussian_Brandenburg_Uhlans"	"prussia"	41	43	56	170	0	0	173	173	173
"Prussia_Cav_Lancer_Prussian_Lancers"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Cav_Lancer_Prussian_Towarczys"	"prussia"	44	52	88	191	28	22	255	255	255
"Prussia_Cav_Light_Prussian_Hussars"	"prussia"	44	52	88	44	52	88	162	162	162
"Prussia_Gen_Count_von_Gneisenau"	"prussia"	44	52	88	170	0	0	173	173	173
"Prussia_Gen_Generals_Staff"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Gen_Gerhard_Blucher"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Gen_Gerhard_von_Scharnhorst"	"prussia"	44	52	88	170	0	0	173	173	173
"Prussia_Inf_Elite_Prussian_Foot_Guards"	"prussia"	44	52	88	170	0	0	255	255	255
"Prussia_Inf_Elite_Prussian_Life_Regiment"	"prussia"	44	52	88	170	0	0	255	255	255
"Prussia_Inf_Elite_Republican_Guards"	"prussia"	44	52	88	170	0	0	255	255	255
"Prussia_Inf_Gren_Prussian_East_Prussian_Grenadiers"	"prussia"	44	52	88	226	168	75	173	173	173
"Prussia_Inf_Gren_Prussian_Grenadiers"	"prussia"	44	52	88	255	255	255	162	162	162
"Prussia_Inf_Light_Prussian_Fusiliers"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Inf_Line_Prussian_Musketeers"	"prussia"	44	52	88	170	0	0	162	162	162
"Prussia_Inf_Militia_Prussian_Landwehr"	"prussia"	44	52	88	255	255	255	162	162	162
"Prussia_Inf_Mob_Armed_Citizenry"	"prussia"	162	162	162	170	0	0	162	162	162
"Prussia_Inf_Skirm_Prussian_Jager"	"prussia"	37	53	34	170	0	0	255	255	255
"Prussia_Inf_Skirm_Prussian_Silesian_Schuetzen"	"prussia"	37	53	34	54	54	54	162	162	162
"Prussian_Rebels_Art_Foot_12_lber"	"prussian_rebels"	162	162	162	54	54	54	162	162	162
"Prussian_Rebels_Art_Foot_7_lber_Howitzer"	"prussian_rebels"	162	162	162	54	54	54	162	162	162
"Prussian_Rebels_Art_Horse_6_lber"	"prussian_rebels"	162	162	162	54	54	54	162	162	162
"Prussian_Rebels_Cav_Heavy_Dragoons"	"prussian_rebels"	76	125	189	54	54	54	162	162	162
"Prussian_Rebels_Cav_Lancer_Lancers"	"prussian_rebels"	30	35	67	170	0	0	162	162	162
"Prussian_Rebels_Cav_Light_Hussars"	"prussian_rebels"	103	75	44	243	236	22	162	162	162
"Prussian_Rebels_Gen_Generals_Staff"	"prussian_rebels"	30	35	67	170	0	0	162	162	162
"Prussian_Rebels_Inf_Elite_Life_Regiment"	"prussian_rebels"	30	35	67	170	0	0	162	162	162
"Prussian_Rebels_Inf_Gren_Grenadiers"	"prussian_rebels"	30	35	67	170	0	0	162	162	162
"Prussian_Rebels_Inf_Light_Fusiliers"	"prussian_rebels"	30	35	67	170	0	0	162	162	162
"Prussian_Rebels_Inf_Line_Musketeers"	"prussian_rebels"	162	162	162	170	0	0	162	162	162
"Prussian_Rebels_Inf_Militia_Landwehr"	"prussian_rebels"	173	173	173	255	255	255	173	173	173
"Prussian_Rebels_Inf_Mob_Armed_Citizenry"	"prussian_rebels"	255	255	255	30	35	67	162	162	162
"Prussian_Rebels_Inf_Skirm_Jager"	"prussian_rebels"	42	59	42	54	54	54	162	162	162
"Romania_Art_Foot_12_lber"	"romania"	49	66	122	54	54	54	255	255	255
"Romania_Art_Foot_6_lber"	"romania"	49	66	122	54	54	54	255	255	255
"Romania_Art_Foot_7_lber_Howitzer"	"romania"	49	66	122	54	54	54	255	255	255
"Romania_Art_Horse_6_lber"	"romania"	49	66	122	54	54	54	255	255	255
"Romania_Cav_Heavy_Dragoons"	"romania"	49	66	122	255	205	3	173	173	173
"Romania_Cav_Light_Hussars"	"romania"	255	205	3	49	66	122	170	0	0
"Romania_Inf_Militia_Militia"	"romania"	255	255	255	255	205	3	255	255	255
"Romania_Inf_Mob_Armed_Citizenry"	"romania"	170	0	0	255	205	3	255	255	255
"Romania_Inf_Skirm_Jager"	"romania"	63	85	53	255	205	3	63	85	53
"Russia_Art_Fix_Russian_Rocket_Troop"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Foot_Russian_10_lber_Unicorn"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Foot_Russian_12_lber"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Foot_Russian_20_lber_Unicorn"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Foot_Russian_6_lber"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Foot_Russian_Experimental_Howitzer"	"russia"	63	85	53	54	54	54	255	255	255
"Russia_Art_Horse_Russian_6_lber"	"russia"	63	85	53	54	54	54	162	162	162
"Russia_Cav_Heavy_Republican_Horse_Guards"	"russia"	255	255	255	49	65	100	162	162	162
"Russia_Cav_Heavy_Russian_Chevalier_Garde"	"russia"	255	255	255	191	28	22	255	255	255
"Russia_Cav_Heavy_Russian_Cuirassiers"	"russia"	255	255	255	202	131	45	173	173	173
"Russia_Cav_Heavy_Russian_Dragoons"	"russia"	63	85	53	255	255	255	173	173	173
"Russia_Cav_Heavy_Russian_Lifeguard_Horse"	"russia"	255	255	255	45	44	84	162	162	162
"Russia_Cav_Lancer_Russian_Cossack_Cavalry"	"russia"	30	35	67	191	28	22	255	255	255
"Russia_Cav_Lancer_Russian_Ulans"	"russia"	30	35	67	191	28	22	255	255	255
"Russia_Cav_Light_Russian_Hussars"	"russia"	191	67	26	255	234	0	162	162	162
"Russia_Cav_Light_Russian_Pavlograd_Hussars"	"russia"	63	85	53	133	212	212	173	173	173
"Russia_Gen_Count_von_Bennigsen"	"russia"	63	85	53	191	28	22	255	255	255
"Russia_Gen_Prince_de_Tolly"	"russia"	63	85	53	191	28	22	255	255	255
"Russia_Inf_Elite_Russian_Lifeguard_Foot"	"russia"	63	85	53	191	28	22	255	255	255
"Russia_Inf_Gren_Russian_Pavlovsk_Grenadiers"	"russia"	63	85	53	191	28	22	255	255	255
"Russia_Inf_Light_Russian_17th_Jager"	"russia"	52	85	58	52	85	58	52	85	58
"Russia_Inf_Light_Russian_Jager"	"russia"	63	85	53	51	85	43	63	85	53
"Russia_Inf_Line_Russian_Moscow_Musketeers"	"russia"	63	85	53	170	0	68	173	173	173
"Russia_Inf_Line_Russian_Musketeers"	"russia"	63	85	53	191	28	22	255	255	255
"Russia_Inf_Militia_Russian_Opelchenie"	"russia"	60	85	60	170	0	0	63	85	53
"Russia_Inf_Mob_Armed_Citizenry"	"russia"	103	69	27	191	28	22	255	255	255
"Russia_Mounted_Inf_Russian_Mounted_Rifles"	"russia"	63	85	53	191	28	22	162	162	162
"Sardinia_Art_Foot_12_lber"	"sardinia"	49	66	122	54	54	54	49	66	122
"Sardinia_Art_Foot_6_lber"	"sardinia"	49	66	122	54	54	54	49	66	122
"Sardinia_Art_Foot_7_lber_Howitzer"	"sardinia"	49	66	122	54	54	54	49	66	122
"Sardinia_Art_Horse_6_lber"	"sardinia"	49	66	122	54	54	54	49	66	122
"Sardinia_Cav_Light_Hussars"	"sardinia"	66	107	49	170	0	0	66	107	49
"Sardinia_Inf_Line_Line_Infantry"	"sardinia"	49	66	122	255	255	255	49	66	122
"Sardinia_Inf_Militia_Militia"	"sardinia"	173	173	173	170	0	0	255	255	255
"Sardinia_Inf_Mob_Armed_Citizenry"	"sardinia"	49	66	122	170	0	0	255	255	255
"Savoy_Art_Foot_12_lber"	"piedmont_savoy"	49	66	122	54	54	54	49	66	122
"Savoy_Art_Foot_6_lber"	"piedmont_savoy"	49	66	122	54	54	54	49	66	122
"Savoy_Art_Foot_7_lber_Howitzer"	"piedmont_savoy"	49	66	122	54	54	54	49	66	122
"Savoy_Art_Horse_6_lber"	"piedmont_savoy"	49	66	122	54	54	54	49	66	122
"Savoy_Cav_Heavy_Dragoons"	"piedmont_savoy"	49	66	122	170	0	0	255	227	143
"Savoy_Inf_Militia_Militia"	"piedmont_savoy"	255	255	255	49	66	122	255	255	255
"Savoy_Inf_Mob_Armed_Citizenry"	"piedmont_savoy"	170	0	0	49	66	122	255	255	255
"Saxony_Art_Foot_6_lber"	"saxony"	16	56	12	170	0	0	255	233	123
"Saxony_Art_Foot_7_lber_Howitzer"	"saxony"	16	56	12	191	28	22	255	233	123
"Saxony_Art_Horse_6_lber"	"saxony"	16	56	12	191	28	22	255	233	123
"Saxony_Cav_Heavy_Cuirassiers"	"saxony"	255	255	255	255	255	255	255	255	255
"Saxony_Cav_Heavy_Garde_du_Corp"	"saxony"	234	206	140	47	77	122	255	255	255
"Saxony_Cav_Light_Hussars"	"saxony"	255	255	255	76	125	189	255	255	255
"Saxony_Cav_Stand_Chevauxlegers"	"saxony"	191	28	22	42	130	32	255	255	255
"Saxony_Gen_Generals_Staff"	"saxony"	30	35	67	30	35	67	191	28	22
"Saxony_Inf_Gren_Grenadiers"	"saxony"	255	255	255	37	63	122	255	255	255
"Saxony_Inf_Line_Musketeers"	"saxony"	255	255	255	20	85	19	255	255	255
"Saxony_Inf_Militia_Landwehr"	"saxony"	37	63	122	170	0	0	255	255	255
"Saxony_Inf_Mob_Armed_Citizenry"	"saxony"	30	35	67	255	255	255	255	255	255
"Scotland_Art_Foot_12_lber"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Art_Foot_6_lber"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Art_Foot_7_lber_Howitzer"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Art_Horse_6_lber"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Cav_Heavy_Dragoons"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Cav_Light_Light_Dragoons"	"scotland"	31	31	84	255	255	255	173	173	173
"Scotland_Inf_Light_Light_Infantry"	"scotland"	31	31	84	20	85	19	173	173	173
"Scotland_Inf_Line_British_Highland_Foot"	"scotland"	31	31	84	191	28	22	63	85	53
"Scotland_Inf_Militia_Militia"	"scotland"	31	31	84	255	255	255	63	85	53
"Scotland_Inf_Mob_Armed_Citizenry"	"scotland"	255	255	255	45	44	84	255	255	255
"Sicily_Art_Foot_12_lber"	"sicily"	103	75	44	255	234	0	255	255	255
"Sicily_Art_Foot_6_lber"	"sicily"	103	75	44	255	234	0	255	255	255
"Sicily_Art_Foot_7_lber_Howitzer"	"sicily"	103	75	44	255	234	0	255	255	255
"Sicily_Art_Horse_6_lber"	"sicily"	103	75	44	76	125	189	255	255	255
"Sicily_Cav_Heavy_Dragoons"	"sicily"	76	125	189	45	44	84	255	233	123
"Sicily_Cav_Light_Hussars"	"sicily"	42	59	42	76	125	189	42	59	42
"Sicily_Gen_Generals_Staff"	"sicily"	45	44	84	170	0	0	255	255	255
"Sicily_Inf_Gren_Grenadiers"	"sicily"	42	59	42	54	54	54	255	255	255
"Sicily_Inf_Light_Light_Infantry"	"sicily"	113	152	189	42	59	42	113	152	189
"Sicily_Inf_Line_Line_Infantry"	"sicily"	42	59	42	191	28	22	255	255	255
"Sicily_Inf_Militia_Militia"	"sicily"	255	255	255	255	255	255	255	255	255
"Slavic_Rebels_Art_Foot_12_lber"	"slavic_rebels"	170	0	0	54	54	54	255	255	255
"Slavic_Rebels_Art_Foot_7_lber_Howitzer"	"slavic_rebels"	170	0	0	54	54	54	255	255	255
"Slavic_Rebels_Art_Horse_6_lber"	"slavic_rebels"	170	0	0	54	54	54	173	173	173
"Slavic_Rebels_Cav_Heavy_Dragoons"	"slavic_rebels"	170	0	0	255	255	255	173	173	173
"Slavic_Rebels_Cav_Lancer_Russian_Cossack_Cavalry"	"slavic_rebels"	30	35	67	170	0	0	173	173	173
"Slavic_Rebels_Cav_Light_Hussars"	"slavic_rebels"	170	0	0	255	255	255	173	173	173
"Slavic_Rebels_Inf_Militia_Militia"	"slavic_rebels"	170	0	0	255	255	255	255	255	255
"Slavic_Rebels_Inf_Mob_Armed_Citizenry"	"slavic_rebels"	255	255	255	170	0	0	255	255	255
"Slavic_Rebels_Inf_Skirm_Jager"	"slavic_rebels"	63	85	53	173	173	173	255	255	255
"Spain_Art_Foot_Spanish_12_lber"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Art_Foot_Spanish_9_lber"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Cav_Heavy_Republican_Horse_Guards"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Cav_Heavy_Spanish_Dragoons"	"spain"	255	220	92	54	54	54	255	220	92
"Spain_Cav_Heavy_Spanish_Guardias_da_Corp"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Cav_Light_Spanish_Hussars"	"spain"	170	0	0	76	125	189	76	125	189
"Spain_Cav_Stand_Spanish_Line_Cavalry"	"spain"	191	28	22	255	213	1	191	28	22
"Spain_Gen_Francisco_Castanos"	"spain"	255	255	255	54	54	54	191	28	22
"Spain_Gen_Generals_Staff"	"spain"	45	44	84	191	28	22	255	255	255
"Spain_Gen_Gregorio_Garcia_de_la_Cuesta"	"spain"	45	44	84	191	28	22	255	255	255
"Spain_Gen_Joaquin_Blake_y_Joyes"	"spain"	45	44	84	191	28	22	255	255	255
"Spain_Inf_Elite_Republican_Guards"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Inf_Elite_Spanish_Guardias_de_Infanteria"	"spain"	45	44	84	191	28	22	45	44	84
"Spain_Inf_Gren_Spanish_Grenadiers"	"spain"	255	255	255	166	109	213	255	255	255
"Spain_Inf_Irreg_Spanish_Guerillas"	"spain"	103	81	46	191	28	22	103	81	46
"Spain_Inf_Light_Spanish_Cazadores"	"spain"	78	104	49	191	28	22	255	255	255
"Spain_Inf_Line_Spanish_Line_Infantry"	"spain"	255	255	255	76	125	189	255	255	255
"Spain_Inf_Mob_Armed_Citizenry"	"spain"	189	149	69	191	28	22	255	255	255
"Spain_Mounted_Inf_Spanish_Mounted_Cazadores"	"spain"	47	77	30	191	28	22	47	77	30
"Spanish_Rebels_Art_Foot_12_lber"	"spanish_rebels"	103	75	44	255	234	0	103	75	44
"Spanish_Rebels_Art_Foot_7_lber_Howitzer"	"spanish_rebels"	103	75	44	255	234	0	103	75	44
"Spain_Spa_Art_Foot_Spanish_12_lber"	"spa_spain"	44	52	88	191	28	22	44	52	88
"Spanish_Rebels_Art_Horse_6_lber"	"spanish_rebels"	103	75	44	191	28	22	103	75	44
"Spanish_Rebels_Cav_Heavy_Dragoons"	"spanish_rebels"	61	86	61	255	255	255	255	233	123
"Spanish_Rebels_Cav_Light_Hussars"	"spanish_rebels"	44	52	88	191	28	22	44	52	88
"Spanish_Rebels_Inf_Light_Light_Infantry"	"spanish_rebels"	44	52	88	255	234	0	255	255	255
"Spanish_Rebels_Inf_Line_Line_Infantry"	"spanish_rebels"	44	52	88	255	234	0	44	52	88
"Spanish_Rebels_Inf_Militia_Militia"	"spanish_rebels"	173	173	173	191	28	22	255	255	255
"Spanish_Rebels_Inf_Mob_Armed_Citizenry"	"spanish_rebels"	170	0	0	255	234	0	255	255	255
"Sweden_Art_Foot_12_lber"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Art_Foot_6_lber"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Art_Foot_7_lber_Howitzer"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Art_Horse_6_lber"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Cav_Heavy_Dragoons"	"sweden"	43	69	129	255	237	37	255	255	255
"Sweden_Cav_Heavy_Life_Guards_of_Horse"	"sweden"	76	125	189	255	255	255	76	125	189
"Sweden_Cav_Heavy_Republican_Horse_Guards"	"sweden"	76	125	189	255	255	255	76	125	189
"Sweden_Cav_Light_Hussars"	"sweden"	49	66	122	49	66	122	49	66	122
"Sweden_Gen_Anders_Fredrik_Skjoldebrand"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Gen_Bernadotte"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Gen_Generals_Staff"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Gen_Hans_Henric_von_Essen"	"sweden"	43	69	129	255	237	37	43	69	129
"Sweden_Inf_Elite_Life_Guards_of_Foot"	"sweden"	43	69	129	255	255	255	43	69	129
"Sweden_Inf_Elite_Republican_Guards"	"sweden"	43	69	129	255	233	123	255	255	255
"Sweden_Inf_Gren_Grenadiers"	"sweden"	27	44	100	255	237	37	162	162	162
"Sweden_Inf_Line_Line_Infantry"	"sweden"	43	69	129	255	237	37	173	173	173
"Sweden_Inf_Militia_Militia"	"sweden"	162	162	162	43	69	129	173	173	173
"Sweden_Inf_Mob_Armed_Citizenry"	"sweden"	162	162	162	255	237	37	255	255	255
"Sweden_Inf_Skirm_Jager"	"sweden"	61	99	51	61	99	51	162	162	162
"Sweden_Mounted_Inf_Swedish_Mounted_Jager"	"sweden"	63	85	53	63	85	53	162	162	162
"Swiss_Art_Foot_6_lber"	"swiss_confederation"	197	0	0	255	234	0	255	255	255
"Swiss_Inf_Mob_Armed_Citizenry"	"swiss_confederation"	170	0	0	170	0	0	255	255	255
"Trent_Cav_Heavy_Dragoons"	"ita_trent"	63	63	63	255	255	255	255	255	255
"Trent_Inf_Mob_Armed_Citizenry"	"ita_trent"	170	0	0	74	74	74	255	255	255
"Tuscany_Art_Foot_12_lber"	"ita_tuscany"	255	255	255	54	54	54	255	255	255
"Tuscany_Art_Foot_6_lber"	"ita_tuscany"	255	255	255	54	54	54	255	255	255
"Tuscany_Art_Foot_7_lber_Howitzer"	"ita_tuscany"	255	255	255	54	54	54	255	255	255
"Tuscany_Cav_Heavy_Dragoons"	"ita_tuscany"	49	66	122	191	28	22	49	66	122
"Tuscany_Gen_Generals_Staff"	"ita_tuscany"	49	66	122	191	28	22	49	66	122
"Tuscany_Inf_Gren_Grenadiers"	"ita_tuscany"	255	255	255	191	28	22	255	255	255
"Tuscany_Inf_Line_Line_Infantry"	"ita_tuscany"	255	255	255	191	28	22	255	255	255
"Tuscany_Inf_Militia_Militia"	"ita_tuscany"	255	255	255	191	28	22	255	255	255
"Tuscany_Inf_Mob_Armed_Citizenry"	"ita_tuscany"	191	28	22	49	66	122	255	255	255
"Tut_Britain_Art_Foot_British_6_lber"	"tut_britain"	45	44	84	191	28	22	255	255	255
"Tut_Britain_Inf_Militia_Militia"	"tut_britain"	191	28	22	255	233	123	255	255	255
"Tut_France_Art_Foot_French_12_lber"	"tut_france"	49	65	100	170	0	0	49	65	100
"Tut_France_Art_Foot_French_6_lber"	"tut_france"	49	65	100	170	0	0	49	65	100
"Tut_France_Cav_Heavy_French_Dragoons"	"tut_france"	31	76	28	170	0	0	255	255	255
"Tut_France_Gen_Early_Napoleon"	"tut_france"	49	65	100	170	0	0	255	255	255
"Tut_France_Gen_Generals_Staff_Foot"	"tut_france"	49	65	100	170	0	0	255	255	255
"Tut_France_Inf_Line_French_Revolutionary_Infantry"	"tut_france"	49	65	100	170	0	0	255	255	255
"Tut_France_Inf_Line_French_Tutorial_Fusiliers"	"tut_france"	49	65	100	170	0	0	255	255	255
"Tut_France_Inf_Militia_French_National_Guard"	"tut_france"	49	65	100	170	0	0	255	255	255
"Tut_Sardinia_Cav_Heavy_Dragoons"	"tut_sardinia"	49	66	122	170	0	0	255	255	255
"Tut_Swiss_Art_Foot_6_lber"	"tut_swiss_confederation"	186	0	0	255	226	0	255	255	255
