version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"military_army_fire_by_rank"	"genoa"
"military_army_fire_by_rank"	"georgia"
"military_army_fire_by_rank"	"greece"
"military_army_fire_by_rank"	"greek_rebels"
"military_army_fire_by_rank"	"hannover"
"military_army_fire_by_rank"	"hessen"
"military_army_fire_by_rank"	"holstein_gottorp"
"military_army_fire_by_rank"	"hungary"
"military_army_fire_by_rank"	"huron"
"military_army_fire_by_rank"	"india_settler_rebels"
"military_army_fire_by_rank"	"inuit"
"military_army_fire_by_rank"	"ireland"
"military_army_fire_by_rank"	"iroquoi"
"military_army_carbines"	"swiss_confederation"
"military_army_carbines"	"thirteen_colonies"
"military_army_carbines"	"tuscany"
"military_army_carbines"	"united_states"
"military_army_carbines"	"venice"
"military_army_carbines"	"virginia"
"military_army_carbines"	"virginia_colonists"
"military_army_carbines"	"westphalia"
"military_army_carbines"	"wurttemberg"
"military_army_diamond_formation"	"afghanistan"
"military_army_diamond_formation"	"american_rebels"
"military_army_diamond_formation"	"amerind_rebels"
"military_army_diamond_formation"	"austria"
"military_army_diamond_formation"	"austrian_rebels"
"military_army_diamond_formation"	"barbary_rebels"
"military_army_diamond_formation"	"barbary_states"
"military_army_diamond_formation"	"bavaria"
"military_army_diamond_formation"	"britain"
"military_army_diamond_formation"	"british_rebels"
"military_army_diamond_formation"	"british_settler_rebels"
"military_army_diamond_formation"	"chechenya_dagestan"
"military_army_diamond_formation"	"cherokee"
"military_army_diamond_formation"	"colombia"
"military_army_diamond_formation"	"cossack_rebels"
"military_army_diamond_formation"	"courland"
"military_army_diamond_formation"	"crimean_khanate"
"military_army_diamond_formation"	"denmark"
"military_army_diamond_formation"	"dutch_rebels"
"military_army_fire_by_rank"	"italian_rebels"
"military_army_fire_by_rank"	"khanate_khiva"
"military_army_fire_by_rank"	"knights_stjohn"
"military_army_fire_by_rank"	"louisiana"
"military_army_fire_by_rank"	"mamelukes"
"military_army_fire_by_rank"	"maratha"
"military_army_fire_by_rank"	"maratha_rebels"
"military_army_fire_by_rank"	"mecklenburg"
"military_army_fire_by_rank"	"mexico"
"military_army_fire_by_rank"	"middle_east_settler_rebels"
"military_army_fire_by_rank"	"morocco"
"military_army_fire_by_rank"	"mughal"
"military_army_fire_by_rank"	"mughal_rebels"
"military_army_fire_by_rank"	"mysore"
"military_army_fire_by_rank"	"naples_sicily"
"military_army_fire_by_rank"	"netherlands"
"military_army_fire_by_rank"	"new_spain"
"military_army_fire_by_rank"	"norway"
"military_army_fire_by_rank"	"ottoman_rebels"
"military_army_fire_by_rank"	"ottomans"
"military_army_fire_by_rank"	"papal_states"
"military_army_fire_by_rank"	"persian_rebels"
"military_army_fire_by_rank"	"piedmont_savoy"
"military_army_fire_by_rank"	"pirates"
"military_army_fire_by_rank"	"plains"
"military_army_fire_by_rank"	"poland_lithuania"
"military_army_fire_by_rank"	"portugal"
"military_army_fire_by_rank"	"portugese_rebels"
"military_army_fire_by_rank"	"powhatan"
"military_army_fire_by_rank"	"prussia"
"military_army_fire_by_rank"	"prussian_rebels"
"military_army_fire_by_rank"	"pueblo"
"military_army_fire_by_rank"	"punjab"
"military_army_fire_by_rank"	"quebec"
"military_army_fire_by_rank"	"russia"
"military_army_fire_by_rank"	"safavids"
"military_army_fire_by_rank"	"saxony"
"military_army_fire_by_rank"	"scandinavian_rebels"
"military_army_fire_by_rank"	"scotland"
"military_army_fire_by_rank"	"sikh_rebels"
"military_army_fire_by_rank"	"slavic_rebels"
"military_army_fire_by_rank"	"spain"
"military_army_fire_by_rank"	"spanish_rebels"
"military_army_fire_by_rank"	"spanish_settler_rebels"
"military_army_fire_by_rank"	"sweden"
"military_army_fire_by_rank"	"swiss_confederation"
"military_army_fire_by_rank"	"thirteen_colonies"
"military_army_fire_by_rank"	"tuscany"
"military_army_fire_by_rank"	"united_states"
"military_army_fire_by_rank"	"venice"
"military_army_fire_by_rank"	"virginia"
"military_army_fire_by_rank"	"virginia_colonists"
"military_army_fire_by_rank"	"westphalia"
"military_army_fire_by_rank"	"wurttemberg"
"military_army_light_infantry_doctrine"	"afghanistan"
"military_army_light_infantry_doctrine"	"american_rebels"
"military_army_light_infantry_doctrine"	"amerind_rebels"
"military_army_light_infantry_doctrine"	"austria"
"military_army_light_infantry_doctrine"	"austrian_rebels"
"military_army_light_infantry_doctrine"	"barbary_rebels"
"military_army_light_infantry_doctrine"	"barbary_states"
"military_army_light_infantry_doctrine"	"bavaria"
"military_army_light_infantry_doctrine"	"britain"
"military_army_light_infantry_doctrine"	"british_rebels"
"military_army_light_infantry_doctrine"	"british_settler_rebels"
"military_army_light_infantry_doctrine"	"chechenya_dagestan"
"military_army_light_infantry_doctrine"	"cherokee"
"military_army_light_infantry_doctrine"	"colombia"
"military_army_light_infantry_doctrine"	"cossack_rebels"
"military_army_light_infantry_doctrine"	"courland"
"military_army_light_infantry_doctrine"	"crimean_khanate"
"military_army_light_infantry_doctrine"	"denmark"
"military_army_light_infantry_doctrine"	"dutch_rebels"
"military_army_light_infantry_doctrine"	"european_settler_rebels"
"military_army_light_infantry_doctrine"	"france"
"military_army_light_infantry_doctrine"	"french_rebels"
"military_army_light_infantry_doctrine"	"french_settler_rebels"
"military_army_light_infantry_doctrine"	"genoa"
"military_army_light_infantry_doctrine"	"georgia"
"military_army_light_infantry_doctrine"	"greece"
"military_army_light_infantry_doctrine"	"greek_rebels"
"military_army_light_infantry_doctrine"	"hannover"
"military_army_light_infantry_doctrine"	"hessen"
"military_army_light_infantry_doctrine"	"holstein_gottorp"
"military_army_light_infantry_doctrine"	"hungary"
"military_army_light_infantry_doctrine"	"piedmont_savoy"
"military_army_light_infantry_doctrine"	"pirates"
"military_army_light_infantry_doctrine"	"plains"
"military_army_light_infantry_doctrine"	"poland_lithuania"
"military_army_light_infantry_doctrine"	"portugal"
"military_army_light_infantry_doctrine"	"portugese_rebels"
"military_army_light_infantry_doctrine"	"powhatan"
"military_army_light_infantry_doctrine"	"prussia"
"military_army_light_infantry_doctrine"	"prussian_rebels"
"military_army_light_infantry_doctrine"	"pueblo"
"military_army_light_infantry_doctrine"	"punjab"
"military_army_light_infantry_doctrine"	"quebec"
"military_army_light_infantry_doctrine"	"russia"
"military_army_light_infantry_doctrine"	"safavids"
"military_army_light_infantry_doctrine"	"saxony"
"military_army_light_infantry_doctrine"	"scandinavian_rebels"
"military_army_light_infantry_doctrine"	"scotland"
"military_army_light_infantry_doctrine"	"sikh_rebels"
"military_army_light_infantry_doctrine"	"slavic_rebels"
"military_army_light_infantry_doctrine"	"spain"
"military_army_light_infantry_doctrine"	"spanish_rebels"
"military_army_light_infantry_doctrine"	"spanish_settler_rebels"
"military_army_light_infantry_doctrine"	"sweden"
"military_army_light_infantry_doctrine"	"swiss_confederation"
"military_army_light_infantry_doctrine"	"thirteen_colonies"
"military_army_light_infantry_doctrine"	"tuscany"
"military_army_light_infantry_doctrine"	"united_states"
"military_army_light_infantry_doctrine"	"venice"
"military_army_light_infantry_doctrine"	"virginia"
"military_army_light_infantry_doctrine"	"virginia_colonists"
"military_army_light_infantry_doctrine"	"westphalia"
"military_army_light_infantry_doctrine"	"wurttemberg"
"military_army_machined_rifling"	"afghanistan"
"military_army_machined_rifling"	"american_rebels"
"military_army_machined_rifling"	"amerind_rebels"
"military_army_machined_rifling"	"austria"
"military_army_machined_rifling"	"austrian_rebels"
"military_army_machined_rifling"	"barbary_rebels"
"military_army_machined_rifling"	"barbary_states"
"military_army_machined_rifling"	"bavaria"
"military_army_machined_rifling"	"britain"
"military_army_machined_rifling"	"british_rebels"
"military_army_machined_rifling"	"british_settler_rebels"
"military_army_machined_rifling"	"chechenya_dagestan"
"military_army_machined_rifling"	"cherokee"
"military_army_machined_rifling"	"colombia"
"military_army_machined_rifling"	"cossack_rebels"
"military_army_machined_rifling"	"courland"
"military_army_machined_rifling"	"crimean_khanate"
"military_army_machined_rifling"	"denmark"
"military_army_machined_rifling"	"dutch_rebels"
"military_army_machined_rifling"	"european_settler_rebels"
"military_army_machined_rifling"	"france"
"military_army_machined_rifling"	"french_rebels"
"military_army_machined_rifling"	"french_settler_rebels"
"military_army_machined_rifling"	"genoa"
"military_army_machined_rifling"	"georgia"
"military_army_machined_rifling"	"greece"
"military_army_machined_rifling"	"greek_rebels"
"military_army_machined_rifling"	"hannover"
"military_army_machined_rifling"	"hessen"
"military_army_machined_rifling"	"holstein_gottorp"
"military_army_machined_rifling"	"hungary"
"military_army_machined_rifling"	"huron"
"military_army_machined_rifling"	"india_settler_rebels"
"military_army_machined_rifling"	"inuit"
"military_army_machined_rifling"	"ireland"
"military_army_machined_rifling"	"iroquoi"
"military_army_machined_rifling"	"italian_rebels"
"military_army_machined_rifling"	"khanate_khiva"
"military_army_machined_rifling"	"knights_stjohn"
"military_army_machined_rifling"	"louisiana"
"military_army_machined_rifling"	"mamelukes"
"military_army_machined_rifling"	"maratha"
"military_army_machined_rifling"	"maratha_rebels"
"military_army_machined_rifling"	"mecklenburg"
"military_army_machined_rifling"	"mexico"
"military_army_machined_rifling"	"middle_east_settler_rebels"
"military_army_machined_rifling"	"morocco"
"military_army_machined_rifling"	"mughal"
"military_army_machined_rifling"	"mughal_rebels"
"military_army_machined_rifling"	"mysore"
"military_army_machined_rifling"	"naples_sicily"
"military_army_machined_rifling"	"netherlands"
"military_army_machined_rifling"	"new_spain"
"military_army_machined_rifling"	"norway"
"military_army_machined_rifling"	"ottoman_rebels"
"military_army_machined_rifling"	"ottomans"
"military_army_machined_rifling"	"papal_states"
"military_army_machined_rifling"	"persian_rebels"
"military_army_machined_rifling"	"piedmont_savoy"
"military_army_machined_rifling"	"pirates"
"military_army_machined_rifling"	"plains"
"military_army_machined_rifling"	"poland_lithuania"
"military_army_machined_rifling"	"portugal"
"military_army_machined_rifling"	"portugese_rebels"
"military_army_machined_rifling"	"powhatan"
"military_army_machined_rifling"	"prussia"
"military_army_machined_rifling"	"prussian_rebels"
"military_army_machined_rifling"	"pueblo"
"military_army_machined_rifling"	"punjab"
"military_army_machined_rifling"	"quebec"
"military_army_machined_rifling"	"russia"
"military_army_machined_rifling"	"safavids"
"military_army_machined_rifling"	"saxony"
"military_army_machined_rifling"	"scandinavian_rebels"
"military_army_machined_rifling"	"scotland"
"military_army_machined_rifling"	"sikh_rebels"
"military_army_machined_rifling"	"slavic_rebels"
"military_army_machined_rifling"	"spain"
"military_army_machined_rifling"	"spanish_rebels"
"military_army_light_infantry_doctrine"	"huron"
"military_army_light_infantry_doctrine"	"india_settler_rebels"
"military_army_light_infantry_doctrine"	"inuit"
"military_army_light_infantry_doctrine"	"ireland"
"military_army_light_infantry_doctrine"	"iroquoi"
"military_army_light_infantry_doctrine"	"italian_rebels"
"military_army_light_infantry_doctrine"	"khanate_khiva"
"military_army_light_infantry_doctrine"	"knights_stjohn"
"military_army_light_infantry_doctrine"	"louisiana"
"military_army_light_infantry_doctrine"	"mamelukes"
"military_army_light_infantry_doctrine"	"maratha"
"military_army_light_infantry_doctrine"	"maratha_rebels"
"military_army_light_infantry_doctrine"	"mecklenburg"
"military_army_light_infantry_doctrine"	"mexico"
"military_army_light_infantry_doctrine"	"middle_east_settler_rebels"
"military_army_light_infantry_doctrine"	"morocco"
"military_army_light_infantry_doctrine"	"mughal"
"military_army_light_infantry_doctrine"	"mughal_rebels"
"military_army_light_infantry_doctrine"	"mysore"
"military_army_light_infantry_doctrine"	"naples_sicily"
"military_army_light_infantry_doctrine"	"netherlands"
"military_army_light_infantry_doctrine"	"new_spain"
"military_army_light_infantry_doctrine"	"norway"
"military_army_light_infantry_doctrine"	"ottoman_rebels"
"military_army_light_infantry_doctrine"	"ottomans"
"military_army_light_infantry_doctrine"	"papal_states"
"military_army_light_infantry_doctrine"	"persian_rebels"
"military_army_machined_rifling"	"spanish_settler_rebels"
"military_army_machined_rifling"	"sweden"
"military_army_machined_rifling"	"swiss_confederation"
"military_army_machined_rifling"	"thirteen_colonies"
"military_army_machined_rifling"	"tuscany"
"military_army_machined_rifling"	"united_states"
"military_army_machined_rifling"	"venice"
"military_army_machined_rifling"	"virginia"
"military_army_machined_rifling"	"virginia_colonists"
"military_army_machined_rifling"	"westphalia"
"military_army_machined_rifling"	"wurttemberg"
"military_army_military_syllabus"	"afghanistan"
"military_army_military_syllabus"	"american_rebels"
"military_army_military_syllabus"	"amerind_rebels"
"military_army_military_syllabus"	"austria"
"military_army_military_syllabus"	"austrian_rebels"
"military_army_military_syllabus"	"barbary_rebels"
"military_army_military_syllabus"	"barbary_states"
"military_army_military_syllabus"	"bavaria"
"military_army_military_syllabus"	"britain"
"military_army_military_syllabus"	"british_rebels"
"military_army_military_syllabus"	"british_settler_rebels"
"military_army_military_syllabus"	"chechenya_dagestan"
"military_army_military_syllabus"	"cherokee"
"military_army_military_syllabus"	"colombia"
"military_army_military_syllabus"	"cossack_rebels"
"military_army_military_syllabus"	"courland"
"military_army_military_syllabus"	"crimean_khanate"
"military_army_military_syllabus"	"denmark"
"military_army_military_syllabus"	"dutch_rebels"
"military_army_military_syllabus"	"european_settler_rebels"
"military_army_military_syllabus"	"france"
"military_army_military_syllabus"	"french_rebels"
"military_army_military_syllabus"	"french_settler_rebels"
"military_army_military_syllabus"	"genoa"
"military_army_military_syllabus"	"georgia"
"military_army_military_syllabus"	"greece"
"military_army_military_syllabus"	"greek_rebels"
"military_army_military_syllabus"	"hannover"
"military_army_military_syllabus"	"hessen"
"military_army_military_syllabus"	"holstein_gottorp"
"military_army_military_syllabus"	"hungary"
"military_army_military_syllabus"	"huron"
"military_army_military_syllabus"	"india_settler_rebels"
"military_army_military_syllabus"	"inuit"
"military_army_military_syllabus"	"ireland"
"military_army_military_syllabus"	"iroquoi"
"military_army_military_syllabus"	"italian_rebels"
"military_army_military_syllabus"	"khanate_khiva"
"military_army_military_syllabus"	"knights_stjohn"
"military_army_military_syllabus"	"louisiana"
"military_army_military_syllabus"	"mamelukes"
"military_army_military_syllabus"	"maratha"
"military_army_military_syllabus"	"maratha_rebels"
"military_army_military_syllabus"	"mecklenburg"
"military_army_military_syllabus"	"mexico"
"military_army_military_syllabus"	"middle_east_settler_rebels"
"military_army_military_syllabus"	"morocco"
"military_army_military_syllabus"	"mughal"
"military_army_military_syllabus"	"mughal_rebels"
"military_army_military_syllabus"	"mysore"
"military_army_military_syllabus"	"naples_sicily"
"military_army_military_syllabus"	"netherlands"
"military_army_military_syllabus"	"new_spain"
"military_army_military_syllabus"	"norway"
"military_army_military_syllabus"	"ottoman_rebels"
"military_army_military_syllabus"	"ottomans"
"military_army_military_syllabus"	"papal_states"
"military_army_military_syllabus"	"persian_rebels"
"military_army_military_syllabus"	"piedmont_savoy"
"military_army_military_syllabus"	"pirates"
"military_army_military_syllabus"	"plains"
"military_army_military_syllabus"	"poland_lithuania"
"military_army_military_syllabus"	"portugal"
"military_army_military_syllabus"	"portugese_rebels"
"military_army_military_syllabus"	"powhatan"
"military_army_military_syllabus"	"prussia"
"military_army_military_syllabus"	"prussian_rebels"
"military_army_military_syllabus"	"pueblo"
"military_army_military_syllabus"	"punjab"
"military_army_military_syllabus"	"quebec"
"military_army_military_syllabus"	"russia"
"military_army_military_syllabus"	"safavids"
"military_army_military_syllabus"	"saxony"
"military_army_military_syllabus"	"scandinavian_rebels"
"military_army_military_syllabus"	"scotland"
"military_army_military_syllabus"	"sikh_rebels"
"military_army_military_syllabus"	"slavic_rebels"
"military_army_military_syllabus"	"spain"
"military_army_military_syllabus"	"spanish_rebels"
"military_army_military_syllabus"	"spanish_settler_rebels"
"military_army_military_syllabus"	"sweden"
"military_army_military_syllabus"	"swiss_confederation"
"military_army_military_syllabus"	"thirteen_colonies"
"military_army_military_syllabus"	"tuscany"
"military_army_military_syllabus"	"united_states"
"military_army_military_syllabus"	"venice"
"military_army_military_syllabus"	"virginia"
"military_army_military_syllabus"	"virginia_colonists"
"military_army_military_syllabus"	"westphalia"
"military_army_military_syllabus"	"wurttemberg"
"military_army_new_model_bayonet_drill"	"afghanistan"
"military_army_new_model_bayonet_drill"	"american_rebels"
"military_army_new_model_bayonet_drill"	"amerind_rebels"
"military_army_new_model_bayonet_drill"	"austria"
"military_army_new_model_bayonet_drill"	"austrian_rebels"
"military_army_new_model_bayonet_drill"	"barbary_rebels"
"military_army_new_model_bayonet_drill"	"barbary_states"
"military_army_new_model_bayonet_drill"	"bavaria"
"military_army_new_model_bayonet_drill"	"britain"
"military_army_new_model_bayonet_drill"	"british_rebels"
"military_army_new_model_bayonet_drill"	"british_settler_rebels"
"military_army_new_model_bayonet_drill"	"chechenya_dagestan"
"military_army_new_model_bayonet_drill"	"cherokee"
"military_army_new_model_bayonet_drill"	"colombia"
"military_army_new_model_bayonet_drill"	"cossack_rebels"
"military_army_new_model_bayonet_drill"	"courland"
"military_army_new_model_bayonet_drill"	"crimean_khanate"
"military_army_new_model_bayonet_drill"	"denmark"
"military_army_new_model_bayonet_drill"	"dutch_rebels"
"military_army_new_model_bayonet_drill"	"european_settler_rebels"
"military_army_new_model_bayonet_drill"	"france"
"military_army_new_model_bayonet_drill"	"french_rebels"
"military_army_new_model_bayonet_drill"	"french_settler_rebels"
"military_army_new_model_bayonet_drill"	"genoa"
"military_army_new_model_bayonet_drill"	"georgia"
"military_army_new_model_bayonet_drill"	"greece"
"military_army_new_model_bayonet_drill"	"greek_rebels"
"military_army_new_model_bayonet_drill"	"hannover"
"military_army_new_model_bayonet_drill"	"hessen"
"military_army_new_model_bayonet_drill"	"holstein_gottorp"
"military_army_new_model_bayonet_drill"	"hungary"
"military_army_new_model_bayonet_drill"	"huron"
"military_army_new_model_bayonet_drill"	"india_settler_rebels"
"military_army_new_model_bayonet_drill"	"inuit"
"military_army_new_model_bayonet_drill"	"ireland"
"military_army_new_model_bayonet_drill"	"iroquoi"
"military_army_new_model_bayonet_drill"	"italian_rebels"
"military_army_new_model_bayonet_drill"	"khanate_khiva"
"military_army_new_model_bayonet_drill"	"knights_stjohn"
"military_army_new_model_bayonet_drill"	"louisiana"
"military_army_new_model_bayonet_drill"	"mamelukes"
"military_army_new_model_bayonet_drill"	"maratha"
"military_army_new_model_bayonet_drill"	"maratha_rebels"
"military_army_new_model_bayonet_drill"	"mecklenburg"
"military_army_new_model_bayonet_drill"	"mexico"
"military_army_new_model_bayonet_drill"	"middle_east_settler_rebels"
"military_army_new_model_bayonet_drill"	"morocco"
"military_army_new_model_bayonet_drill"	"mughal"
"military_army_new_model_bayonet_drill"	"mughal_rebels"
"military_army_new_model_bayonet_drill"	"mysore"
"military_army_new_model_bayonet_drill"	"naples_sicily"
"military_army_new_model_bayonet_drill"	"netherlands"
"military_army_new_model_bayonet_drill"	"new_spain"
"military_army_new_model_bayonet_drill"	"norway"
"military_army_new_model_bayonet_drill"	"ottoman_rebels"
"military_army_new_model_bayonet_drill"	"ottomans"
"military_army_new_model_bayonet_drill"	"papal_states"
"military_army_new_model_bayonet_drill"	"persian_rebels"
"military_army_new_model_bayonet_drill"	"piedmont_savoy"
"military_army_new_model_bayonet_drill"	"pirates"
"military_army_new_model_bayonet_drill"	"plains"
"military_army_new_model_bayonet_drill"	"poland_lithuania"
"military_army_new_model_bayonet_drill"	"portugal"
"military_army_new_model_bayonet_drill"	"portugese_rebels"
"military_army_new_model_bayonet_drill"	"powhatan"
"military_army_new_model_bayonet_drill"	"prussia"
"military_army_new_model_bayonet_drill"	"prussian_rebels"
"military_army_new_model_bayonet_drill"	"pueblo"
"military_army_new_model_bayonet_drill"	"punjab"
"military_army_new_model_bayonet_drill"	"quebec"
"military_army_new_model_bayonet_drill"	"russia"
"military_army_new_model_bayonet_drill"	"safavids"
"military_army_new_model_bayonet_drill"	"saxony"
"military_army_new_model_bayonet_drill"	"scandinavian_rebels"
"military_army_new_model_bayonet_drill"	"scotland"
"military_army_new_model_bayonet_drill"	"sikh_rebels"
"military_army_new_model_bayonet_drill"	"slavic_rebels"
"military_army_new_model_bayonet_drill"	"spain"
"military_army_new_model_bayonet_drill"	"spanish_rebels"
"military_army_new_model_bayonet_drill"	"spanish_settler_rebels"
"military_army_new_model_bayonet_drill"	"sweden"
"military_army_new_model_bayonet_drill"	"swiss_confederation"
"military_army_new_model_bayonet_drill"	"thirteen_colonies"
"military_army_new_model_bayonet_drill"	"tuscany"
"military_army_new_model_bayonet_drill"	"united_states"
"military_army_new_model_bayonet_drill"	"venice"
"military_army_new_model_bayonet_drill"	"virginia"
"military_army_new_model_bayonet_drill"	"virginia_colonists"
"military_army_new_model_bayonet_drill"	"westphalia"
"military_army_new_model_bayonet_drill"	"wurttemberg"
"military_army_percussion_cap"	"afghanistan"
"military_army_percussion_cap"	"american_rebels"
"military_army_percussion_cap"	"amerind_rebels"
"military_army_percussion_cap"	"austria"
"military_army_percussion_cap"	"austrian_rebels"
"military_army_percussion_cap"	"barbary_rebels"
"military_army_percussion_cap"	"barbary_states"
"military_army_percussion_cap"	"bavaria"
"military_army_percussion_cap"	"britain"
"military_army_percussion_cap"	"british_rebels"
"military_army_percussion_cap"	"british_settler_rebels"
"military_army_percussion_cap"	"chechenya_dagestan"
"military_army_percussion_cap"	"cherokee"
"military_army_percussion_cap"	"colombia"
"military_army_percussion_cap"	"cossack_rebels"
"military_army_percussion_cap"	"courland"
"military_army_percussion_cap"	"crimean_khanate"
"military_army_percussion_cap"	"denmark"
"military_army_percussion_cap"	"dutch_rebels"
"military_army_percussion_cap"	"european_settler_rebels"
"military_army_percussion_cap"	"france"
"military_army_percussion_cap"	"french_rebels"
"military_army_percussion_cap"	"french_settler_rebels"
"military_army_percussion_cap"	"genoa"
"military_army_percussion_cap"	"georgia"
"military_army_percussion_cap"	"greece"
"military_army_percussion_cap"	"greek_rebels"
"military_army_percussion_cap"	"hannover"
"military_army_percussion_cap"	"hessen"
"military_army_percussion_cap"	"holstein_gottorp"
"military_army_percussion_cap"	"hungary"
"military_army_percussion_cap"	"huron"
"military_army_percussion_cap"	"india_settler_rebels"
"military_army_percussion_cap"	"inuit"
"military_army_percussion_cap"	"ireland"
"military_army_percussion_cap"	"iroquoi"
"military_army_percussion_cap"	"italian_rebels"
"military_army_percussion_cap"	"khanate_khiva"
"military_army_percussion_cap"	"knights_stjohn"
"military_army_percussion_cap"	"louisiana"
"military_army_percussion_cap"	"mamelukes"
"military_army_percussion_cap"	"maratha"
"military_army_percussion_cap"	"maratha_rebels"
"military_army_percussion_cap"	"mecklenburg"
"military_army_percussion_cap"	"mexico"
"military_army_percussion_cap"	"middle_east_settler_rebels"
"military_army_percussion_cap"	"morocco"
"military_army_percussion_cap"	"mughal"
"military_army_percussion_cap"	"mughal_rebels"
"military_army_percussion_cap"	"mysore"
"military_army_percussion_cap"	"naples_sicily"
"military_army_percussion_cap"	"netherlands"
"military_army_percussion_cap"	"new_spain"
"military_army_percussion_cap"	"norway"
"military_army_percussion_cap"	"ottoman_rebels"
"military_army_percussion_cap"	"ottomans"
"military_army_percussion_cap"	"papal_states"
"military_army_percussion_cap"	"persian_rebels"
"military_army_percussion_cap"	"piedmont_savoy"
"military_army_percussion_cap"	"pirates"
"military_army_percussion_cap"	"plains"
"military_army_percussion_cap"	"poland_lithuania"
"military_army_percussion_cap"	"portugal"
"military_army_percussion_cap"	"portugese_rebels"
"military_army_percussion_cap"	"powhatan"
"military_army_percussion_cap"	"prussia"
"military_army_percussion_cap"	"prussian_rebels"
"military_army_percussion_cap"	"pueblo"
"military_army_percussion_cap"	"punjab"
"military_army_percussion_cap"	"quebec"
"military_army_percussion_cap"	"russia"
"military_army_percussion_cap"	"safavids"
"military_army_percussion_cap"	"saxony"
"military_army_percussion_cap"	"scandinavian_rebels"
"military_army_percussion_cap"	"scotland"
"military_army_percussion_cap"	"sikh_rebels"
"military_army_percussion_cap"	"slavic_rebels"
"military_army_percussion_cap"	"spain"
"military_army_percussion_cap"	"spanish_rebels"
"military_army_percussion_cap"	"spanish_settler_rebels"
"military_army_percussion_cap"	"sweden"
"military_army_percussion_cap"	"swiss_confederation"
"military_army_percussion_cap"	"thirteen_colonies"
"military_army_percussion_cap"	"tuscany"
"military_army_percussion_cap"	"united_states"
"military_army_percussion_cap"	"venice"
"military_army_percussion_cap"	"virginia"
"military_army_percussion_cap"	"virginia_colonists"
"military_army_percussion_cap"	"westphalia"
"military_army_percussion_cap"	"wurttemberg"
"military_army_platoon_firing"	"afghanistan"
"military_army_platoon_firing"	"american_rebels"
"military_army_platoon_firing"	"amerind_rebels"
"military_army_platoon_firing"	"austria"
"military_army_platoon_firing"	"austrian_rebels"
"military_army_platoon_firing"	"barbary_rebels"
"military_army_platoon_firing"	"barbary_states"
"military_army_platoon_firing"	"bavaria"
"military_army_platoon_firing"	"britain"
"military_army_platoon_firing"	"british_rebels"
"military_army_platoon_firing"	"british_settler_rebels"
"military_army_platoon_firing"	"chechenya_dagestan"
"military_army_platoon_firing"	"cherokee"
"military_army_platoon_firing"	"colombia"
"military_army_platoon_firing"	"cossack_rebels"
"military_army_platoon_firing"	"courland"
"military_army_platoon_firing"	"crimean_khanate"
"military_army_platoon_firing"	"denmark"
"military_army_platoon_firing"	"dutch_rebels"
"military_army_platoon_firing"	"european_settler_rebels"
"military_army_platoon_firing"	"france"
"military_army_platoon_firing"	"french_rebels"
"military_army_platoon_firing"	"french_settler_rebels"
"military_army_platoon_firing"	"genoa"
"military_army_platoon_firing"	"georgia"
"military_army_platoon_firing"	"greece"
"military_army_platoon_firing"	"greek_rebels"
"military_army_platoon_firing"	"hannover"
"military_army_platoon_firing"	"hessen"
"military_army_platoon_firing"	"holstein_gottorp"
"military_army_platoon_firing"	"hungary"
"military_army_platoon_firing"	"huron"
"military_army_platoon_firing"	"india_settler_rebels"
"military_army_platoon_firing"	"inuit"
"military_army_platoon_firing"	"ireland"
"military_army_platoon_firing"	"iroquoi"
"military_army_platoon_firing"	"italian_rebels"
"military_army_platoon_firing"	"khanate_khiva"
"military_army_platoon_firing"	"knights_stjohn"
"military_army_platoon_firing"	"louisiana"
"military_army_platoon_firing"	"mamelukes"
"military_army_platoon_firing"	"maratha"
"military_army_platoon_firing"	"maratha_rebels"
"military_army_platoon_firing"	"mecklenburg"
"military_army_platoon_firing"	"mexico"
"military_army_platoon_firing"	"middle_east_settler_rebels"
"military_army_platoon_firing"	"morocco"
"military_army_platoon_firing"	"mughal"
"military_army_platoon_firing"	"mughal_rebels"
"military_army_platoon_firing"	"mysore"
"military_army_platoon_firing"	"naples_sicily"
"military_army_platoon_firing"	"netherlands"
"military_army_platoon_firing"	"new_spain"
"military_army_platoon_firing"	"norway"
"military_army_platoon_firing"	"ottoman_rebels"
"military_army_platoon_firing"	"ottomans"
"military_army_platoon_firing"	"papal_states"
"military_army_platoon_firing"	"persian_rebels"
"military_army_platoon_firing"	"piedmont_savoy"
"military_army_platoon_firing"	"pirates"
"military_army_platoon_firing"	"plains"
"military_army_platoon_firing"	"poland_lithuania"
"military_army_platoon_firing"	"portugal"
"military_army_platoon_firing"	"portugese_rebels"
"military_army_platoon_firing"	"powhatan"
"military_army_platoon_firing"	"prussia"
"military_army_platoon_firing"	"prussian_rebels"
"military_army_platoon_firing"	"pueblo"
"military_army_platoon_firing"	"punjab"
"military_army_platoon_firing"	"quebec"
"military_army_platoon_firing"	"russia"
"military_army_platoon_firing"	"safavids"
"military_army_platoon_firing"	"saxony"
"military_army_platoon_firing"	"scandinavian_rebels"
"military_army_platoon_firing"	"scotland"
"military_army_platoon_firing"	"sikh_rebels"
"military_army_platoon_firing"	"slavic_rebels"
"military_army_platoon_firing"	"spain"
"military_army_platoon_firing"	"spanish_rebels"
"military_army_platoon_firing"	"spanish_settler_rebels"
"military_army_platoon_firing"	"sweden"
"military_army_platoon_firing"	"swiss_confederation"
