version 2, schema unit_stats_naval_tables
Unit_IDRef(string)	Morale(int)	Hull_Strength(int)	Crew_Size(int)	Admiral_Variant(optstring)	Cannon_Type_1(optstring)	Cannon_Type_2(optstring)	Cannon_Type_3(optstring)	Cannon_Type_4(optstring)	Cannon_Type_5(optstring)	Cannon_Type_6(optstring)	Cannon_Type_7(optstring)	Ship(string)	Admiral(string)	Cpt(optstring)	Lt(optstring)	Bosun(optstring)	Marines(int)	Seamen(int)	Gun_Crewmen(int)	Accuracy(int)	Reloading_Skill(int)	Technology(string)	unknown4(float)	unknown5(float)	unknown6(float)	unknown7(int)	unknown8(float)	unknown9(int)	unknown10(int)	unknown11(int)	General_Speed(int)	Turning_x0020_Speed_x003F_(float)	unknown13(float)	unknown14(float)	unknown15(int)	unknown16(int)	unknown17(int)	_x0023_0_x0020_degree_x0020_speed_coefficient(float)	_x0023_10-15_x0020_degree_x0020_speed_coefficient(float)	_x0023_25-30_x0020_degree_x0020_speed_coefficient(float)	_x0023_40-45_x0020_degree_x0020_speed_coefficient(float)	_x0023_50-55_x0020_degree_x0020_speed_coefficient(float)	_x0023_70-75_x0020_degree_x0020_speed_coefficient(float)	_x0023_90-95_x0020_degree_x0020_speed_coefficient(float)	_x0023_100-105_x0020_degree_x0020_speed_coefficient(float)	_x0023_120-125_x0020_degree_x0020_speed_coefficient(float)	_x0023_130-135_x0020_degree_x0020_speed_coefficient(float)	_x0023_140-145_x0020_degree_x0020_speed_coefficient(float)	_x0023_165-180_x0020_degree_x0020_speed_coefficient(float)	bound_x0020_by_waves(float)	pitch_x0020_by_waves(float)	Turn_rate_x0020_max_speed(float)	Turn_rate_x0020_2-3_speed(float)	Turn_rate_x0020_1-3_speed(float)	Turn_rate_x0020_4-15_speed(float)	Turn_rate_x0020_1-5_speed(float)	Turn_rate_x0020_2-15_speed(float)	Turn_rate_x0020_1-15_speed(float)	Turn_rate_x0020_0_speed(float)	unknown40(boolean)	unknown41(int)	unknown42(int)	unknown43(float)	unknown44(int)	unknown45(int)	unknown46(float)	unknown47(int)	unknown48(int)	unknown49(float)	unknown50(int)	unknown51(int)	unknown52(float)	unknown53(int)	unknown54(int)	unknown55(float)	unknown56(int)	unknown57(int)	unknown58(float)	unknown59(int)	unknown60(int)	unknown61(float)	unknown62(int)	unknown63(int)	unknown64(float)	unknown65(int)	unknown66(int)	unknown67(float)	unknown68(int)	unknown69(int)	unknown70(float)	unknown71(int)	unknown72(int)	unknown73(float)	unknown74(int)	unknown75(int)	unknown76(float)	unknown77(int)	unknown78(int)	unknown79(float)	unknown80(int)	unknown81(int)	unknown82(float)	unknown83(int)	unknown84(int)	unknown85(float)	unknown86(int)	unknown87(int)	unknown88(float)	unknown89(int)	unknown90(int)	unknown91(float)	unknown92(int)	unknown93(int)	unknown94(float)	unknown95(boolean)	unknown96(boolean)	Can_Trade(boolean)	Manoeuverability(string)	Hull_Strength_Shown(int)
"6th_rate_russian"	8	8	90	"5th_rate_admiral_russian"	nil	nil	nil	"naval_12_pounder_lr"	nil	nil	"naval_6_pounder_lr"	"1deck32_ru"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	64	60	40	"matchlock"	2.5	0.1	1.1	1185	1.3	80	65	10	18	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	2	75	0.7	2	105	0.7	2	142	0.95	2	105	0.7	2	142	0.95	0	10	0.1	2	142	0.95	2	130	0.8	2	130	0.8	2	130	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	130	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2118
"6th_rate_spanish"	8	8	90	"5th_rate_admiral_spanish"	nil	nil	nil	"naval_12_pounder_lr"	nil	nil	"naval_6_pounder_lr"	"1deck32_sp"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	64	60	40	"matchlock"	2.5	0.1	1.1	1185	1.3	80	65	10	18	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	2	75	0.7	2	105	0.7	2	142	0.95	2	105	0.7	2	142	0.95	0	10	0.1	2	142	0.95	2	130	0.8	2	130	0.8	2	130	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	130	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2118
"american_heavy_frigate"	9	9	100	"3rd_rate_admiral_american"	nil	"naval_12_pounder"	nil	"naval_12_pounder"	nil	"naval_24_pounder"	nil	"razee44"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	94	60	40	"matchlock"	2.5	0.1	1	1650	1.2	85	70	9	17	1.5	18	1	142	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.75	true	3	130	0.7	3	200	0.7	3	286	0.95	3	200	0.7	3	286	0.95	1	18	0.1	3	286	0.95	2	160	0.8	2	160	0.8	2	160	0.8	1	170	0	1	212	0	1	265	0	1	144	0	2	160	0.8	1	144	0	1	144	0	1	70	0.95	false	false	false	"Medium"	4654
"barbary_xebec"	8	5	60	"5th_rate_admiral"	"naval_6_pounder_lr"	"naval_6_pounder_lr"	nil	"naval_9_pounder_lr"	"naval_12_pounder_lr"	nil	nil	"barbary_xebec"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	20	20	48	60	40	"matchlock"	2.5	0.1	1.4	825	1.3	90	70	2	17	1.9	15	1.1	150	35	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.75	false	2	30	0.7	2	60	0.7	2	90	0.95	2	60	0.7	2	90	0.95	0	6	0.1	2	90	0.95	2	130	0.8	2	130	0.8	2	130	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	130	0.8	1	102	0	1	102	0	1	13	0.95	false	false	false	"High"	1246
"bomb_ketch"	6	4	65	"5th_rate_admiral"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	15	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.2025	5.5125	6.0375	6.5625	6.0375	5.5125	4.3575	1.785	false	1	35	0.7	1	55	0.7	1	79	0.95	1	55	0.7	1	79	0.95	0	5	0.1	1	79	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	1124
"bomb_ketch_american"	7	4	65	"5th_rate_admiral_american"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	30	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	15	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	false	1	36	0.7	1	57	0.7	1	82	0.95	1	57	0.7	1	82	0.95	0	5	0.1	1	82	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	1176
"bomb_ketch_british"	7	4	65	"5th_rate_admiral_british"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	35	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	11	15	1.7	12	1.3	132	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	false	1	36	0.7	1	57	0.7	1	82	0.95	1	57	0.7	1	82	0.95	0	5	0.1	1	82	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	1176
"bomb_ketch_french"	6	4	65	"5th_rate_admiral_french"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	70	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	16	1.9	12	1.3	128	29	130	0.735	0.84	0.945	0.9975	0.9975	0.945	0.8925	0.84	0.7875	0.6195	0.4935	0.399	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	false	1	35	0.7	1	55	0.7	1	79	0.95	1	55	0.7	1	79	0.95	0	5	0.1	1	79	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	1140
"bomb_ketch_spanish"	6	4	65	"5th_rate_admiral_spanish"	nil	nil	nil	"naval_6_pounder"	"naval_mortar"	nil	nil	"bomb_ketch"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	12	30	60	20	"matchlock"	1.5	0.1	1.2	375	1.6	70	65	9	15	1.7	12	1.3	130	29	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.75	0.59	0.47	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	false	1	35	0.7	1	55	0.7	1	79	0.95	1	55	0.7	1	79	0.95	0	5	0.1	1	79	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	80	0	1	120	0.8	1	80	0	1	80	0	1	1	0.95	false	false	false	"Low"	1124
"brig"	8	7	70	"5th_rate_admiral"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	60	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	11	22	1.9	12	1.2	148	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.67	0.59	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	1	60	0.7	1	75	0.7	1	100	0.95	1	75	0.7	1	100	0.95	0	7	0.1	1	100	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1194
"brig_american"	9	7	70	"5th_rate_admiral_american"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	70	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	11	22	1.9	12	1.2	148	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.67	0.59	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	1	63	0.7	1	78	0.7	1	105	0.95	1	78	0.7	1	105	0.95	0	7	0.1	1	105	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1258
"brig_british"	9	7	70	"5th_rate_admiral_british"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	75	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	13	22	1.9	12	1.2	150	30	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.67	0.59	0.59	0.48	0.38	0.17	0.12	3.465	5.775	6.3	6.825	6.3	5.775	4.62	1.8375	true	1	63	0.7	1	78	0.7	1	105	0.95	1	78	0.7	1	105	0.95	0	7	0.1	1	105	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1258
"brig_french"	8	7	70	"5th_rate_admiral_french"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	80	60	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	11	23	2.1	12	1.2	146	29	130	0.8925	0.945	0.9975	0.945	0.8925	0.84	0.7875	0.7035	0.6195	0.6195	0.504	0.399	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	1	60	0.7	1	75	0.7	1	100	0.95	1	75	0.7	1	100	0.95	0	7	0.1	1	100	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1220
"brig_spanish"	8	7	70	"5th_rate_admiral_spanish"	nil	"naval_6_pounder_lr"	nil	"naval_6_pounder_lr"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	60	"matchlock"	1.5	0.1	1.2	450	1.4	65	50	11	22	1.9	12	1.2	148	29	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.67	0.59	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	1	60	0.7	1	75	0.7	1	100	0.95	1	75	0.7	1	100	0.95	0	7	0.1	1	100	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	false	"High"	1194
"carronade_frigate"	8	8	90	"5th_rate_admiral"	nil	nil	nil	nil	"naval_carronade_32_pounder"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	48	60	40	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	10	18	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.7	true	2	90	0.7	2	125	0.7	2	160	0.95	2	125	0.7	2	160	0.95	0	14	0.1	2	160	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	150	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2716
"carronade_frigate_american"	9	8	90	"5th_rate_admiral_american"	nil	nil	nil	nil	"naval_carronade_32_pounder"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	48	60	50	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	10	18	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.8	6	6.5	7	6.5	6	4.9	1.9	true	2	94	0.7	2	131	0.7	2	168	0.95	2	131	0.7	2	168	0.95	0	14	0.1	2	168	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	150	0.8	1	102	0	1	102	0	1	42	0.95	false	false	false	"Medium"	2856
"carronade_frigate_british"	9	8	90	"5th_rate_admiral_british"	nil	nil	nil	nil	"naval_carronade_32_pounder"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	48	60	55	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	12	18	1.7	15	1.1	146	28	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	2	94	0.7	2	131	0.7	2	168	0.95	2	131	0.7	2	168	0.95	0	14	0.1	2	168	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	150	0.8	1	102	0	1	102	0	1	42	0.95	false	false	false	"Medium"	2856
"carronade_frigate_french"	8	8	90	"5th_rate_admiral_french"	nil	nil	nil	nil	"naval_carronade_32_pounder"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	48	70	40	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	10	19	1.9	15	1.1	142	27	130	0.8925	0.945	0.9975	0.945	0.8925	0.84	0.7875	0.735	0.6825	0.6195	0.504	0.399	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	2	90	0.7	2	125	0.7	2	160	0.95	2	125	0.7	2	160	0.95	0	14	0.1	2	160	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	150	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2790
"carronade_frigate_spanish"	8	8	90	"5th_rate_admiral_spanish"	nil	nil	nil	nil	"naval_carronade_32_pounder"	nil	nil	"1deck24"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	48	60	40	"matchlock"	2.5	0.1	1.1	765	1.3	80	65	10	18	1.7	15	1.1	144	27	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	2	90	0.7	2	125	0.7	2	160	0.95	2	125	0.7	2	160	0.95	0	14	0.1	2	160	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	150	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2716
"dhow"	6	3	20	nil	"naval_6_pounder"	"naval_6_pounder"	nil	nil	nil	nil	nil	"dhow"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	8	3	40	30	"matchlock"	1.5	0.1	1.1	600	1.4	110	80	1	16	1	14	2.5	150	30	130	0.75	0.85	0.95	1	1	0.95	0.9	0.85	0.77	0.64	0.53	0.43	0.17	0.12	3.465	5.775	6.3	6.825	6.3	5.775	4.62	1.8375	false	0	30	0.7	0	35	0.7	0	42	0.95	0	35	0.7	0	42	0.95	0	3	0.1	0	42	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	0	0	1	0	0	1	145	0	1	0	0	1	120	0.8	1	80	0	1	80	0	1	13	0.95	false	false	true	"Low"	904
"episodic_2_5th_rate"	8	9	100	"5th_rate_admiral"	"naval_6_pounder"	nil	nil	"naval_9_pounder_lr"	"naval_18_pounder_lr"	nil	nil	"2deck44"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	18	18	94	60	40	"matchlock"	2.5	0.1	1	1191	1.2	85	70	9	18	1.5	18	1	142	26	130	0.9	0.95	1	0.97	0.95	0.9	0.85	0.77	0.69	0.61	0.46	0.34	0.17	0.12	4.7905	7.4035	8	8	7.6648	6.7067	5.7486	1.742	true	2	98	0.6	2	136	0.7	2	185	0.95	2	136	0.7	2	185	0.95	2	54	0.15	2	185	0.95	2	150	0.8	2	150	0.8	2	150	0.8	1	144	0.1	1	168	0.1	1	216	0.1	1	120	0.1	2	150	0.8	1	144	0.1	1	144	0.1	1	40	0.95	false	false	false	"Medium"	2716
"episodic_2_brig"	7	7	70	"5th_rate_admiral"	nil	"naval_6_pounder"	nil	"naval_12_pounder"	nil	nil	nil	"brig"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	14	14	50	70	60	"matchlock"	1.5	0.1	0.8	814	1.4	65	50	11	21	1.9	12	1.2	148	29	130	0.9	0.95	1	0.97	0.95	0.9	0.85	0.77	0.69	0.61	0.46	0.34	0.17	0.12	5.434	8.5956	9	9	8.6944	7.6076	6.5208	1.794	true	1	54	0.6	1	74	0.7	1	100	0.95	1	74	0.7	1	100	0.95	1	32	0.15	1	100	0.95	1	120	0.8	1	120	0.8	0	120	0.8	1	120	0.1	1	144	0.1	1	168	0.1	1	96	0.1	1	110	0.8	1	96	0.1	1	96	0.1	2	20	0.95	false	false	false	"High"	1180
"episodic_2_sloop"	7	3	50	"5th_rate_admiral"	nil	nil	"naval_9_pounder"	"naval_9_pounder"	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	14	36	70	60	"matchlock"	1	0.1	0.8	508	1.8	50	40	13	22	2.1	10	2	155	30	130	0.75	0.85	0.95	1	1	0.97	0.92	0.85	0.77	0.69	0.52	0.4	0.17	0.12	5.9345	9	9	9.5	9	8.3083	7.1214	2.158	false	1	47	0.6	1	66	0.7	1	90	0.95	1	66	0.7	1	90	0.95	1	27	0.15	0	90	0.95	1	120	0.8	1	120	0.8	0	120	0.8	1	96	0.1	1	120	0.1	1	144	0.1	1	72	0.1	1	90	0.8	1	96	0.1	1	96	0.1	2	20	0.95	false	false	false	"High"	1318
"galleon"	8	20	190	"5th_rate_admiral_spanish"	"naval_6_pounder"	"naval_6_pounder"	nil	"naval_6_pounder"	"naval_9_pounder"	"naval_18_pounder"	nil	"galleon"	"test_admiral"	"episodic_john_smith"	"test_naval_lieutenant"	"test_naval_bosun"	30	30	116	40	40	"matchlock"	3.5	0.1	0.8	1950	1.1	100	80	7	14	0.7	22	1.2	126	25	130	0.8	0.87	0.95	0.9	0.85	0.79	0.73	0.67	0.61	0.54	0.42	0.31	0.17	0.12	2.05	4.25	4.75	5.25	4.75	4.25	3.15	1.3	false	2	105	0.7	2	135	0.7	2	307	0.95	2	135	0.7	2	307	0.95	0	18	0.1	2	307	0.95	3	130	0.8	2	130	0.8	2	130	0.8	1	165	0	1	206	0	1	257	0	1	0	0	2	130	0.8	1	140	0	1	140	0	1	70	0.95	false	false	true	"Low"	4683
"galleon_fluyt"	8	16	160	"5th_rate_admiral"	nil	"naval_6_pounder"	nil	nil	nil	"naval_9_pounder"	"naval_12_pounder"	"ancient_galleon_big"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	30	30	82	40	15	"matchlock"	3	0.1	0.9	1350	1.2	100	80	7	15	1.1	20	1.2	126	25	130	0.8	0.87	0.95	0.9	0.85	0.79	0.73	0.67	0.61	0.54	0.42	0.31	0.17	0.12	2.8	5	5.5	6	5.5	5	3.9	1.4	false	2	85	0.7	2	115	0.7	2	175	0.95	2	115	0.7	2	175	0.95	0	14	0.1	2	175	0.95	2	130	0.8	2	130	0.8	2	130	0.8	1	140	0	1	175	0	1	218	0	1	0	0	2	130	0.8	1	119	0	1	119	0	1	40	0.95	false	false	true	"Low"	4454
"galleon_race_built"	7	20	190	"5th_rate_admiral"	nil	"naval_6_pounder_lr"	nil	"naval_9_pounder_lr"	"naval_12_pounder_lr"	nil	nil	"ancient_galleon_small"	"episodic_john_smith"	"episodic_john_smith"	"test_naval_lieutenant"	"test_naval_bosun"	1	1	54	60	40	"matchlock"	2	0.1	1	900	1.3	100	80	7	17	1.3	16	1.2	126	25	130	0.8	0.87	0.95	0.9	0.85	0.79	0.73	0.67	0.61	0.54	0.42	0.31	0.17	0.12	3.05	5.25	5.75	6.25	5.75	5.25	4.15	1.6	false	2	70	0.7	2	100	0.7	2	137	0.95	2	100	0.7	2	137	0.95	0	10	0.1	2	137	0.95	2	125	0.8	2	125	0.8	2	125	0.8	1	115	0	1	143	0	1	178	0	1	0	0	2	125	0.8	1	97	0	1	97	0	1	40	0.95	false	false	false	"Medium"	1830
"hms_shannon"	8	8	90	"5th_rate_admiral_british"	nil	nil	nil	"naval_18_pounder_lr"	nil	nil	"naval_6_pounder_lr"	"1deck32"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	12	16	64	60	40	"flintlock"	2.5	0.1	1.1	1185	1.3	80	65	12	18	1.7	15	1.1	146	28	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	3.3	5.5	6	6.5	6	5.5	4.4	1.75	true	2	75	0.7	2	105	0.7	2	142	0.95	2	105	0.7	2	142	0.95	0	10	0.1	2	142	0.95	2	130	0.8	2	130	0.8	2	130	0.8	1	120	0	1	150	0	1	187	0	1	102	0	2	130	0.8	1	102	0	1	102	0	1	40	0.95	false	false	false	"Medium"	2716
"indiaman"	6	10	120	nil	nil	nil	nil	nil	"naval_9_pounder"	nil	nil	"merchant_64"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	30	24	40	30	"matchlock"	2.5	0.1	0.9	1950	11	95	75	6	14	0.9	22	1.3	138	25	130	0.85	0.9	0.95	0.9	0.85	0.8	0.75	0.7	0.65	0.59	0.48	0.38	0.17	0.12	2.3	4.5	5	5.5	5	4.5	3.4	1.3	true	1	110	0.7	1	135	0.7	1	175	0.95	1	135	0.7	1	175	0.95	0	12	0.1	1	175	0.95	2	155	0.8	2	155	0.8	2	155	0.8	1	145	0	1	181	0	1	226	0	1	123	0	2	155	0.8	1	123	0	1	123	0	1	40	0.95	false	false	true	"Low"	1938
"light_galley/galliot/fusta"	7	4	20	nil	"naval_42_pounder"	nil	nil	nil	nil	nil	nil	"galley_lanteen"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	6	6	4	50	30	"matchlock"	1.5	0.1	1.2	450	1.3	80	55	4	12	1.7	8	0.5	180	25	130	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.94	0.92	0.9	0.82	0.73	0.17	0.12	5	8.5	8.25	7.75	7	5.75	5.5	8.75	false	0	20	0.7	0	30	0.7	0	36	0.95	0	30	0.7	0	36	0.95	0	3	0.1	0	36	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	95	0	1	118	0	1	147	0	1	0	0	1	120	0.8	1	80	0	1	80	0	1	13	0.95	false	false	false	"High"	578
"lugger"	6	3	25	nil	nil	nil	nil	nil	nil	nil	nil	"sloop"	"test_admiral"	"test_naval_captain"	"test_naval_lieutenant"	"test_naval_bosun"	0	8	0	70	60	"matchlock"	1	0.1	1.2	375	1.4	100	50	7	23	2.1	12	2.5	150	30	130	0.7	0.8	0.9	0.95	0.95	0.9	0.85	0.8	0.72	0.59	0.48	0.38	0.17	0.12	6	8	9	9.5	9	8.5	7.25	1.9	false	1	50	0.7	1	70	0.7	1	90	0.95	1	70	0.7	1	90	0.95	0	7	0.1	1	90	0.95	1	120	0.8	1	120	0.8	1	120	0.8	1	120	0	1	150	0	1	187	0	1	102	0	1	120	0.8	1	102	0	1	102	0	2	13	0.95	false	false	true	"High"	692
