version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"military1_improved_coppering"	"italy"
"military1_improved_coppering"	"italy_kingdom"
"military1_improved_coppering"	"mecklenburg"
"military1_improved_coppering"	"naples"
"military1_improved_coppering"	"netherlands"
"military1_improved_coppering"	"norway"
"military1_improved_coppering"	"oldenburg"
"military1_improved_coppering"	"ottoman_rebels"
"military1_improved_coppering"	"ottomans"
"military1_improved_coppering"	"piedmont_savoy"
"military1_improved_coppering"	"poland_lithuania"
"military1_improved_coppering"	"portugal"
"military1_improved_coppering"	"portugese_rebels"
"military1_improved_coppering"	"prussia"
"military1_improved_coppering"	"prussian_rebels"
"military1_improved_coppering"	"romania"
"military1_improved_coppering"	"russia"
"military1_improved_coppering"	"sardinia"
"military1_improved_coppering"	"saxony"
"military1_improved_coppering"	"scandinavian_rebels"
"military1_improved_coppering"	"scotland"
"military1_improved_coppering"	"sicily"
"military1_improved_coppering"	"slavic_rebels"
"military1_improved_coppering"	"spain"
"military1_improved_coppering"	"spanish_rebels"
"military1_improved_coppering"	"sweden"
"military1_improved_coppering"	"swiss_confederation"
"military1_improved_coppering"	"tut_britain"
"military1_improved_coppering"	"tut_france"
"military1_improved_coppering"	"tut_sardinia"
"military1_improved_coppering"	"tut_swiss_confederation"
"military1_improved_coppering"	"united_netherlands"
"military1_improved_coppering"	"westphalia"
"military1_improved_coppering"	"wurttemberg"
"military2_army_corps_organisation"	"austria"
"military2_army_corps_organisation"	"austrian_rebels"
"military2_army_corps_organisation"	"bavaria"
"military2_army_corps_organisation"	"belgium"
"military2_army_corps_organisation"	"britain"
"military2_army_corps_organisation"	"british_rebels"
"military2_army_corps_organisation"	"brittany"
"military2_army_corps_organisation"	"catalonia"
"military2_army_corps_organisation"	"cossack_rebels"
"military2_army_corps_organisation"	"courland"
"military2_army_corps_organisation"	"crimean_khanate"
"military2_army_corps_organisation"	"denmark"
"military2_army_corps_organisation"	"dutch_rebels"
"military2_army_corps_organisation"	"france"
"military2_army_corps_organisation"	"french_rebels"
"military2_army_corps_organisation"	"greece"
"military2_army_corps_organisation"	"greek_rebels"
"military2_army_corps_organisation"	"hannover"
"military2_army_corps_organisation"	"hessen"
"military2_army_corps_organisation"	"hungary"
"military2_army_corps_organisation"	"ireland"
"military2_army_corps_organisation"	"ita_austrian_alliance"
"military2_army_corps_organisation"	"ita_french_republic"
"military2_army_corps_organisation"	"ita_genoa"
"military2_army_corps_organisation"	"ita_lucca"
"military2_army_corps_organisation"	"ita_milan"
"military2_army_corps_organisation"	"ita_modena"
"military2_army_corps_organisation"	"ita_papal_states"
"military2_army_corps_organisation"	"ita_parma"
"military2_army_corps_organisation"	"ita_piedmont"
"military2_army_corps_organisation"	"ita_trent"
"military2_army_corps_organisation"	"ita_tuscany"
"military2_army_corps_organisation"	"ita_venice"
"military2_army_corps_organisation"	"italian_rebels"
"military2_army_corps_organisation"	"italy"
"military2_army_corps_organisation"	"italy_kingdom"
"military2_army_corps_organisation"	"mecklenburg"
"military2_army_corps_organisation"	"naples"
"military2_army_corps_organisation"	"netherlands"
"military2_army_corps_organisation"	"norway"
"military2_army_corps_organisation"	"oldenburg"
"military2_army_corps_organisation"	"ottoman_rebels"
"military2_army_corps_organisation"	"ottomans"
"military2_army_corps_organisation"	"piedmont_savoy"
"military2_army_corps_organisation"	"poland_lithuania"
"military2_army_corps_organisation"	"portugal"
"military2_army_corps_organisation"	"portugese_rebels"
"military2_army_corps_organisation"	"prussia"
"military2_army_corps_organisation"	"prussian_rebels"
"military2_army_corps_organisation"	"romania"
"military2_army_corps_organisation"	"russia"
"military2_army_corps_organisation"	"sardinia"
"military2_army_corps_organisation"	"saxony"
"military2_army_corps_organisation"	"scandinavian_rebels"
"military2_army_corps_organisation"	"scotland"
"military2_army_corps_organisation"	"sicily"
"military2_army_corps_organisation"	"slavic_rebels"
"military2_army_corps_organisation"	"spain"
"military2_army_corps_organisation"	"spanish_rebels"
"military2_army_corps_organisation"	"sweden"
"military2_army_corps_organisation"	"swiss_confederation"
"military2_army_corps_organisation"	"tut_britain"
"military2_army_corps_organisation"	"tut_france"
"military2_army_corps_organisation"	"tut_sardinia"
"military2_army_corps_organisation"	"tut_swiss_confederation"
"military2_army_corps_organisation"	"united_netherlands"
"military2_army_corps_organisation"	"westphalia"
"military2_army_corps_organisation"	"wurttemberg"
"military2_grand_battery"	"austria"
"military2_grand_battery"	"austrian_rebels"
"military2_grand_battery"	"bavaria"
"military2_grand_battery"	"belgium"
"military2_grand_battery"	"britain"
"military2_grand_battery"	"british_rebels"
"military2_grand_battery"	"brittany"
"military2_grand_battery"	"catalonia"
"military2_grand_battery"	"cossack_rebels"
"military2_grand_battery"	"courland"
"military2_grand_battery"	"crimean_khanate"
"military2_grand_battery"	"denmark"
"military2_grand_battery"	"dutch_rebels"
"military2_grand_battery"	"france"
"military2_grand_battery"	"french_rebels"
"military2_grand_battery"	"greece"
"military2_grand_battery"	"greek_rebels"
"military2_grand_battery"	"hannover"
"military2_grand_battery"	"hessen"
"military2_grand_battery"	"hungary"
"military2_grand_battery"	"ireland"
"military2_grand_battery"	"ita_austrian_alliance"
"military2_grand_battery"	"ita_french_republic"
"military2_grand_battery"	"ita_genoa"
"military2_grand_battery"	"ita_lucca"
"military2_grand_battery"	"ita_milan"
"military2_grand_battery"	"ita_modena"
"military2_grand_battery"	"ita_papal_states"
"military2_grand_battery"	"ita_parma"
"military2_grand_battery"	"ita_piedmont"
"military2_grand_battery"	"ita_trent"
"military2_grand_battery"	"ita_tuscany"
"military2_grand_battery"	"ita_venice"
"military2_grand_battery"	"italian_rebels"
"military2_grand_battery"	"italy"
"military2_grand_battery"	"italy_kingdom"
"military2_grand_battery"	"mecklenburg"
"military2_grand_battery"	"naples"
"military2_grand_battery"	"netherlands"
"military2_grand_battery"	"norway"
"military2_grand_battery"	"oldenburg"
"military2_grand_battery"	"ottoman_rebels"
"military2_grand_battery"	"ottomans"
"military2_grand_battery"	"piedmont_savoy"
"military2_grand_battery"	"poland_lithuania"
"military2_grand_battery"	"portugal"
"military2_grand_battery"	"portugese_rebels"
"military2_grand_battery"	"prussia"
"military2_grand_battery"	"prussian_rebels"
"military2_grand_battery"	"romania"
"military2_grand_battery"	"russia"
"military2_grand_battery"	"sardinia"
"military2_grand_battery"	"saxony"
"military2_grand_battery"	"scandinavian_rebels"
"military2_grand_battery"	"scotland"
"military2_grand_battery"	"sicily"
"military2_grand_battery"	"slavic_rebels"
"military2_grand_battery"	"spain"
"military2_grand_battery"	"spanish_rebels"
"military2_grand_battery"	"sweden"
"military2_grand_battery"	"swiss_confederation"
"military2_grand_battery"	"tut_britain"
"military2_grand_battery"	"tut_france"
"military2_grand_battery"	"tut_sardinia"
"military2_grand_battery"	"tut_swiss_confederation"
"military2_grand_battery"	"united_netherlands"
"military2_grand_battery"	"westphalia"
"military2_grand_battery"	"wurttemberg"
"military2_top_gallants"	"austria"
"military2_top_gallants"	"austrian_rebels"
"military2_top_gallants"	"bavaria"
"military2_top_gallants"	"belgium"
"military2_top_gallants"	"britain"
"military2_top_gallants"	"british_rebels"
"military2_top_gallants"	"brittany"
"military2_top_gallants"	"catalonia"
"military2_top_gallants"	"cossack_rebels"
"military2_top_gallants"	"courland"
"military2_top_gallants"	"crimean_khanate"
"military2_top_gallants"	"denmark"
"military2_top_gallants"	"dutch_rebels"
"military2_top_gallants"	"france"
"military2_top_gallants"	"french_rebels"
"military2_top_gallants"	"greece"
"military2_top_gallants"	"greek_rebels"
"military2_top_gallants"	"hannover"
"military2_top_gallants"	"hessen"
"military2_top_gallants"	"hungary"
"military2_top_gallants"	"ireland"
"military2_top_gallants"	"ita_austrian_alliance"
"military2_top_gallants"	"ita_french_republic"
"military2_top_gallants"	"ita_genoa"
"military2_top_gallants"	"ita_lucca"
"military2_top_gallants"	"ita_milan"
"military2_top_gallants"	"ita_modena"
"military2_top_gallants"	"ita_papal_states"
"military2_top_gallants"	"ita_parma"
"military2_top_gallants"	"ita_piedmont"
"military2_top_gallants"	"ita_trent"
"military2_top_gallants"	"ita_tuscany"
"military2_top_gallants"	"ita_venice"
"military2_top_gallants"	"italian_rebels"
"military2_top_gallants"	"italy"
"military2_top_gallants"	"italy_kingdom"
"military2_top_gallants"	"mecklenburg"
"military2_top_gallants"	"naples"
"military2_top_gallants"	"netherlands"
"military2_top_gallants"	"norway"
"military2_top_gallants"	"oldenburg"
"military2_top_gallants"	"ottoman_rebels"
"military2_top_gallants"	"ottomans"
"military2_top_gallants"	"piedmont_savoy"
"military2_top_gallants"	"poland_lithuania"
"military2_top_gallants"	"portugal"
"military2_top_gallants"	"portugese_rebels"
"military2_top_gallants"	"prussia"
"military2_top_gallants"	"prussian_rebels"
"military2_top_gallants"	"romania"
"military2_top_gallants"	"russia"
"military2_top_gallants"	"sardinia"
"military2_top_gallants"	"saxony"
"military2_top_gallants"	"scandinavian_rebels"
"military2_top_gallants"	"scotland"
"military2_top_gallants"	"sicily"
"military2_top_gallants"	"slavic_rebels"
"military2_top_gallants"	"spain"
"military2_top_gallants"	"spanish_rebels"
"military2_top_gallants"	"sweden"
"military2_auxiliary_replenishment"	"spa_britain"
"military2_top_gallants"	"swiss_confederation"
"military2_top_gallants"	"tut_britain"
"military2_top_gallants"	"tut_france"
"military2_top_gallants"	"tut_sardinia"
"military2_top_gallants"	"tut_swiss_confederation"
"military2_top_gallants"	"united_netherlands"
"military2_top_gallants"	"westphalia"
"military2_top_gallants"	"wurttemberg"
"military3_carcass_shot"	"austria"
"military3_carcass_shot"	"austrian_rebels"
"military3_carcass_shot"	"bavaria"
"military3_carcass_shot"	"belgium"
"military3_carcass_shot"	"britain"
"military3_carcass_shot"	"british_rebels"
"military3_carcass_shot"	"brittany"
"military3_carcass_shot"	"catalonia"
"military3_carcass_shot"	"cossack_rebels"
"military3_carcass_shot"	"courland"
"military3_carcass_shot"	"crimean_khanate"
"military3_carcass_shot"	"denmark"
"military3_carcass_shot"	"dutch_rebels"
"military3_carcass_shot"	"france"
"military3_carcass_shot"	"french_rebels"
"military3_carcass_shot"	"greece"
"military3_carcass_shot"	"greek_rebels"
"military3_carcass_shot"	"hannover"
"military3_carcass_shot"	"hessen"
"military3_carcass_shot"	"hungary"
"military3_carcass_shot"	"ireland"
"military3_carcass_shot"	"ita_austrian_alliance"
"military3_carcass_shot"	"ita_french_republic"
"military3_carcass_shot"	"ita_genoa"
"military3_carcass_shot"	"ita_lucca"
"military3_carcass_shot"	"ita_milan"
"military3_carcass_shot"	"ita_modena"
"military3_carcass_shot"	"ita_papal_states"
"military3_carcass_shot"	"ita_parma"
"military3_carcass_shot"	"ita_piedmont"
"military3_carcass_shot"	"ita_trent"
"military3_carcass_shot"	"ita_tuscany"
"military3_carcass_shot"	"ita_venice"
"military3_carcass_shot"	"italian_rebels"
"military3_carcass_shot"	"italy"
"military3_carcass_shot"	"italy_kingdom"
"military3_carcass_shot"	"mecklenburg"
"military3_carcass_shot"	"naples"
"military3_carcass_shot"	"netherlands"
"military3_carcass_shot"	"norway"
"military3_carcass_shot"	"oldenburg"
"military3_carcass_shot"	"ottoman_rebels"
"military3_carcass_shot"	"ottomans"
"military3_carcass_shot"	"piedmont_savoy"
"military3_carcass_shot"	"poland_lithuania"
"military3_carcass_shot"	"portugal"
"military3_carcass_shot"	"portugese_rebels"
"military3_carcass_shot"	"prussia"
"military3_carcass_shot"	"prussian_rebels"
"military3_carcass_shot"	"romania"
"military3_carcass_shot"	"russia"
"military3_carcass_shot"	"sardinia"
"military3_carcass_shot"	"saxony"
"military3_carcass_shot"	"scandinavian_rebels"
"military3_carcass_shot"	"scotland"
"military3_carcass_shot"	"sicily"
"military3_carcass_shot"	"slavic_rebels"
"military3_carcass_shot"	"spain"
"military3_carcass_shot"	"spanish_rebels"
"military3_carcass_shot"	"sweden"
"military3_carcass_shot"	"swiss_confederation"
"military3_carcass_shot"	"tut_britain"
"military3_carcass_shot"	"tut_france"
"military3_carcass_shot"	"tut_sardinia"
"military3_carcass_shot"	"tut_swiss_confederation"
"military3_carcass_shot"	"united_netherlands"
"military3_carcass_shot"	"westphalia"
"military3_carcass_shot"	"wurttemberg"
"military3_conscript_infantry_tactics"	"austria"
"military3_conscript_infantry_tactics"	"austrian_rebels"
"military3_conscript_infantry_tactics"	"bavaria"
"military3_conscript_infantry_tactics"	"belgium"
"military3_conscript_infantry_tactics"	"britain"
"military3_conscript_infantry_tactics"	"british_rebels"
"military3_conscript_infantry_tactics"	"brittany"
"military3_conscript_infantry_tactics"	"catalonia"
"military3_conscript_infantry_tactics"	"cossack_rebels"
"military2_guerrilla_training_network"	"spa_britain"
"military3_conscript_infantry_tactics"	"courland"
"military3_conscript_infantry_tactics"	"crimean_khanate"
"military3_conscript_infantry_tactics"	"denmark"
"military3_conscript_infantry_tactics"	"dutch_rebels"
"military3_conscript_infantry_tactics"	"france"
"military3_conscript_infantry_tactics"	"french_rebels"
"military3_conscript_infantry_tactics"	"greece"
"military3_conscript_infantry_tactics"	"greek_rebels"
"military3_conscript_infantry_tactics"	"hannover"
"military3_conscript_infantry_tactics"	"hessen"
"military3_conscript_infantry_tactics"	"hungary"
"military3_conscript_infantry_tactics"	"ireland"
"military3_conscript_infantry_tactics"	"ita_austrian_alliance"
"military3_conscript_infantry_tactics"	"ita_french_republic"
"military3_conscript_infantry_tactics"	"ita_genoa"
"military3_conscript_infantry_tactics"	"ita_lucca"
"military3_conscript_infantry_tactics"	"ita_milan"
"military3_conscript_infantry_tactics"	"ita_modena"
"military3_conscript_infantry_tactics"	"ita_papal_states"
"military3_conscript_infantry_tactics"	"ita_parma"
"military3_conscript_infantry_tactics"	"ita_piedmont"
"military3_conscript_infantry_tactics"	"ita_trent"
"military3_conscript_infantry_tactics"	"ita_tuscany"
"military3_conscript_infantry_tactics"	"ita_venice"
"military3_conscript_infantry_tactics"	"italian_rebels"
"military3_conscript_infantry_tactics"	"italy"
"military3_conscript_infantry_tactics"	"italy_kingdom"
"military3_conscript_infantry_tactics"	"mecklenburg"
"military3_conscript_infantry_tactics"	"naples"
"military3_conscript_infantry_tactics"	"netherlands"
"military3_conscript_infantry_tactics"	"norway"
"military3_conscript_infantry_tactics"	"oldenburg"
"military3_conscript_infantry_tactics"	"ottoman_rebels"
"military3_conscript_infantry_tactics"	"ottomans"
"military3_conscript_infantry_tactics"	"piedmont_savoy"
"military3_conscript_infantry_tactics"	"poland_lithuania"
"military3_conscript_infantry_tactics"	"portugal"
"military3_conscript_infantry_tactics"	"portugese_rebels"
"military3_conscript_infantry_tactics"	"prussia"
"military3_conscript_infantry_tactics"	"prussian_rebels"
"military3_conscript_infantry_tactics"	"romania"
"military3_conscript_infantry_tactics"	"russia"
"military3_conscript_infantry_tactics"	"sardinia"
"military3_conscript_infantry_tactics"	"saxony"
"military3_conscript_infantry_tactics"	"scandinavian_rebels"
"military3_conscript_infantry_tactics"	"scotland"
"military3_conscript_infantry_tactics"	"sicily"
"military3_conscript_infantry_tactics"	"slavic_rebels"
"military3_conscript_infantry_tactics"	"spain"
"military3_conscript_infantry_tactics"	"spanish_rebels"
"military3_conscript_infantry_tactics"	"sweden"
"military3_conscript_infantry_tactics"	"swiss_confederation"
"military3_conscript_infantry_tactics"	"tut_britain"
"military3_conscript_infantry_tactics"	"tut_france"
"military3_conscript_infantry_tactics"	"tut_sardinia"
"military3_conscript_infantry_tactics"	"tut_swiss_confederation"
"military3_conscript_infantry_tactics"	"united_netherlands"
"military3_conscript_infantry_tactics"	"westphalia"
"military3_conscript_infantry_tactics"	"wurttemberg"
"military3_field_ambulances"	"austria"
"military3_field_ambulances"	"austrian_rebels"
"military3_field_ambulances"	"bavaria"
"military3_field_ambulances"	"belgium"
"military3_field_ambulances"	"britain"
"military3_field_ambulances"	"british_rebels"
"military3_field_ambulances"	"brittany"
"military3_field_ambulances"	"catalonia"
"military3_field_ambulances"	"cossack_rebels"
"military3_field_ambulances"	"courland"
"military3_field_ambulances"	"crimean_khanate"
"military3_field_ambulances"	"denmark"
"military3_field_ambulances"	"dutch_rebels"
"military3_field_ambulances"	"france"
"military3_field_ambulances"	"french_rebels"
"military3_field_ambulances"	"greece"
"military3_field_ambulances"	"greek_rebels"
"military3_field_ambulances"	"hannover"
"military3_field_ambulances"	"hessen"
"military3_field_ambulances"	"hungary"
"military3_field_ambulances"	"ireland"
"military3_field_ambulances"	"ita_austrian_alliance"
"military3_field_ambulances"	"ita_french_republic"
"military3_field_ambulances"	"ita_genoa"
"military3_field_ambulances"	"ita_lucca"
"military3_field_ambulances"	"ita_milan"
"military3_field_ambulances"	"ita_modena"
"military3_field_ambulances"	"ita_papal_states"
"military3_field_ambulances"	"ita_parma"
"military3_field_ambulances"	"ita_piedmont"
"military3_field_ambulances"	"ita_trent"
"military3_field_ambulances"	"ita_tuscany"
"military3_field_ambulances"	"ita_venice"
"military3_field_ambulances"	"italian_rebels"
"military3_field_ambulances"	"italy"
"military3_field_ambulances"	"italy_kingdom"
"military3_field_ambulances"	"mecklenburg"
"military3_field_ambulances"	"naples"
"military3_field_ambulances"	"netherlands"
"military3_field_ambulances"	"norway"
"military3_field_ambulances"	"oldenburg"
"military3_field_ambulances"	"ottoman_rebels"
"military3_field_ambulances"	"ottomans"
"military3_field_ambulances"	"piedmont_savoy"
"military3_field_ambulances"	"poland_lithuania"
"military3_field_ambulances"	"portugal"
"military3_field_ambulances"	"portugese_rebels"
"military3_field_ambulances"	"prussia"
"military3_field_ambulances"	"prussian_rebels"
"military3_field_ambulances"	"romania"
"military3_field_ambulances"	"russia"
"military3_field_ambulances"	"sardinia"
"military3_field_ambulances"	"saxony"
"military3_field_ambulances"	"scandinavian_rebels"
"military3_field_ambulances"	"scotland"
"military3_field_ambulances"	"sicily"
"military3_field_ambulances"	"slavic_rebels"
"military3_field_ambulances"	"spain"
"military3_field_ambulances"	"spanish_rebels"
"military3_field_ambulances"	"sweden"
"military3_field_ambulances"	"swiss_confederation"
"military3_field_ambulances"	"tut_britain"
"military3_field_ambulances"	"tut_france"
"military3_field_ambulances"	"tut_sardinia"
"military3_field_ambulances"	"tut_swiss_confederation"
"military3_field_ambulances"	"united_netherlands"
"military3_field_ambulances"	"westphalia"
"military3_field_ambulances"	"wurttemberg"
"military4_general_staff"	"austria"
"military4_general_staff"	"austrian_rebels"
"military4_general_staff"	"bavaria"
"military4_general_staff"	"belgium"
"military4_general_staff"	"britain"
"military4_general_staff"	"british_rebels"
"military4_general_staff"	"brittany"
"military4_general_staff"	"catalonia"
"military4_general_staff"	"cossack_rebels"
"military4_general_staff"	"courland"
"military4_general_staff"	"crimean_khanate"
"military4_general_staff"	"denmark"
"military4_general_staff"	"dutch_rebels"
"military4_general_staff"	"france"
"military4_general_staff"	"french_rebels"
"military4_general_staff"	"greece"
"military4_general_staff"	"greek_rebels"
"military4_general_staff"	"hannover"
"military4_general_staff"	"hessen"
"military4_general_staff"	"hungary"
"military4_general_staff"	"ireland"
"military4_general_staff"	"ita_austrian_alliance"
"military4_general_staff"	"ita_french_republic"
"military4_general_staff"	"ita_genoa"
"military4_general_staff"	"ita_lucca"
"military4_general_staff"	"ita_milan"
"military4_general_staff"	"ita_modena"
"military4_general_staff"	"ita_papal_states"
"military4_general_staff"	"ita_parma"
"military4_general_staff"	"ita_piedmont"
"military4_general_staff"	"ita_trent"
"military4_general_staff"	"ita_tuscany"
"military4_general_staff"	"ita_venice"
"military4_general_staff"	"italian_rebels"
"military4_general_staff"	"italy"
"military4_general_staff"	"italy_kingdom"
"military4_general_staff"	"mecklenburg"
"military4_general_staff"	"naples"
"military4_general_staff"	"netherlands"
"military4_general_staff"	"norway"
"military4_general_staff"	"oldenburg"
"military4_general_staff"	"ottoman_rebels"
"military4_general_staff"	"ottomans"
"military4_general_staff"	"piedmont_savoy"
"military4_general_staff"	"poland_lithuania"
"military4_general_staff"	"portugal"
"military4_general_staff"	"portugese_rebels"
"military4_general_staff"	"prussia"
"military4_general_staff"	"prussian_rebels"
"military4_general_staff"	"romania"
"military4_general_staff"	"russia"
"military4_general_staff"	"sardinia"
"military4_general_staff"	"saxony"
"military4_general_staff"	"scandinavian_rebels"
"military4_general_staff"	"scotland"
"military4_general_staff"	"sicily"
"military4_general_staff"	"slavic_rebels"
"military4_general_staff"	"spain"
"military4_general_staff"	"spanish_rebels"
"military4_general_staff"	"sweden"
"military4_general_staff"	"swiss_confederation"
"military4_general_staff"	"tut_britain"
"military4_general_staff"	"tut_france"
"military4_general_staff"	"tut_sardinia"
"military4_general_staff"	"tut_swiss_confederation"
"military4_general_staff"	"united_netherlands"
"military4_general_staff"	"westphalia"
"military4_general_staff"	"wurttemberg"
"military4_modern_rifles"	"austria"
"military4_modern_rifles"	"austrian_rebels"
"military4_modern_rifles"	"bavaria"
"military4_modern_rifles"	"belgium"
"military4_modern_rifles"	"britain"
"military4_modern_rifles"	"british_rebels"
"military4_modern_rifles"	"brittany"
"military4_modern_rifles"	"catalonia"
"military4_modern_rifles"	"cossack_rebels"
"military4_modern_rifles"	"courland"
"military4_modern_rifles"	"crimean_khanate"
"military4_modern_rifles"	"denmark"
"military4_modern_rifles"	"dutch_rebels"
"military4_modern_rifles"	"france"
"military4_modern_rifles"	"french_rebels"
"military4_modern_rifles"	"greece"
"military4_modern_rifles"	"greek_rebels"
"military4_modern_rifles"	"hannover"
"military4_modern_rifles"	"hessen"
"military4_modern_rifles"	"hungary"
"military4_modern_rifles"	"ireland"
"military4_modern_rifles"	"ita_austrian_alliance"
"military4_modern_rifles"	"ita_french_republic"
"military4_modern_rifles"	"ita_genoa"
"military4_modern_rifles"	"ita_lucca"
"military4_modern_rifles"	"ita_milan"
"military4_modern_rifles"	"ita_modena"
"military4_modern_rifles"	"ita_papal_states"
"military4_modern_rifles"	"ita_parma"
"military4_modern_rifles"	"ita_piedmont"
"military4_modern_rifles"	"ita_trent"
"military4_modern_rifles"	"ita_tuscany"
"military4_modern_rifles"	"ita_venice"
"military4_modern_rifles"	"italian_rebels"
"military4_modern_rifles"	"italy"
"military4_modern_rifles"	"italy_kingdom"
"military4_modern_rifles"	"mecklenburg"
"military4_modern_rifles"	"naples"
"military4_modern_rifles"	"netherlands"
"military4_modern_rifles"	"norway"
"military4_modern_rifles"	"oldenburg"
"military4_modern_rifles"	"ottoman_rebels"
"military4_modern_rifles"	"ottomans"
"military4_modern_rifles"	"piedmont_savoy"
"military4_modern_rifles"	"poland_lithuania"
"military4_modern_rifles"	"portugal"
"military4_modern_rifles"	"portugese_rebels"
"military4_modern_rifles"	"prussia"
"military4_modern_rifles"	"prussian_rebels"
"military4_modern_rifles"	"romania"
"military4_modern_rifles"	"russia"
"military4_modern_rifles"	"sardinia"
"military4_modern_rifles"	"saxony"
"military4_modern_rifles"	"scandinavian_rebels"
"military4_modern_rifles"	"scotland"
"military4_modern_rifles"	"sicily"
"military4_modern_rifles"	"slavic_rebels"
"military4_modern_rifles"	"spain"
"military4_modern_rifles"	"spanish_rebels"
"military4_modern_rifles"	"sweden"
"military4_modern_rifles"	"swiss_confederation"
"military4_modern_rifles"	"tut_britain"
"military4_modern_rifles"	"tut_france"
"military4_modern_rifles"	"tut_sardinia"
"military4_modern_rifles"	"tut_swiss_confederation"
"military4_modern_rifles"	"united_netherlands"
"military4_modern_rifles"	"westphalia"
"military4_modern_rifles"	"wurttemberg"
"military4_quicklime"	"austria"
"military4_quicklime"	"austrian_rebels"
"military4_quicklime"	"bavaria"
"military4_quicklime"	"belgium"
"military4_quicklime"	"britain"
"military4_quicklime"	"british_rebels"
"military4_quicklime"	"brittany"
"military4_quicklime"	"catalonia"
"military4_quicklime"	"cossack_rebels"
"military4_quicklime"	"courland"
"military4_quicklime"	"crimean_khanate"
"military4_quicklime"	"denmark"
"military4_quicklime"	"dutch_rebels"
"military4_quicklime"	"france"
"military4_quicklime"	"french_rebels"
"military4_quicklime"	"greece"
"military4_quicklime"	"greek_rebels"
"military4_quicklime"	"hannover"
"military4_quicklime"	"hessen"
"military4_quicklime"	"hungary"
"military4_quicklime"	"ireland"
"military4_quicklime"	"ita_austrian_alliance"
"military4_quicklime"	"ita_french_republic"
"military4_quicklime"	"ita_genoa"
"military4_quicklime"	"ita_lucca"
"military4_quicklime"	"ita_milan"
"military4_quicklime"	"ita_modena"
"military4_quicklime"	"ita_papal_states"
"military4_quicklime"	"ita_parma"
"military4_quicklime"	"ita_piedmont"
"military4_quicklime"	"ita_trent"
"military4_quicklime"	"ita_tuscany"
"military4_quicklime"	"ita_venice"
"military4_quicklime"	"italian_rebels"
"military4_quicklime"	"italy"
"military4_quicklime"	"italy_kingdom"
"military4_quicklime"	"mecklenburg"
"military4_quicklime"	"naples"
"military4_quicklime"	"netherlands"
"military4_quicklime"	"norway"
"military4_quicklime"	"oldenburg"
"military4_quicklime"	"ottoman_rebels"
"military4_quicklime"	"ottomans"
"military4_quicklime"	"piedmont_savoy"
"military4_quicklime"	"poland_lithuania"
"military4_quicklime"	"portugal"
"military4_quicklime"	"portugese_rebels"
"military4_quicklime"	"prussia"
"military4_quicklime"	"prussian_rebels"
"military4_quicklime"	"romania"
"military4_quicklime"	"russia"
"military4_quicklime"	"sardinia"
"military4_quicklime"	"saxony"
"military4_quicklime"	"scandinavian_rebels"
"military4_quicklime"	"scotland"
"military4_quicklime"	"sicily"
"military4_quicklime"	"slavic_rebels"
"military4_quicklime"	"spain"
"military4_quicklime"	"spanish_rebels"
"military4_quicklime"	"sweden"
"military4_quicklime"	"swiss_confederation"
"military4_quicklime"	"tut_britain"
"military4_quicklime"	"tut_france"
"military4_quicklime"	"tut_sardinia"
"military4_quicklime"	"tut_swiss_confederation"
"military4_quicklime"	"united_netherlands"
"military4_quicklime"	"westphalia"
"military4_quicklime"	"wurttemberg"
"military4_uniform_armament"	"austria"
"military4_uniform_armament"	"austrian_rebels"
"military4_uniform_armament"	"bavaria"
"military4_uniform_armament"	"belgium"
"military4_uniform_armament"	"britain"
"military4_uniform_armament"	"british_rebels"
"military4_uniform_armament"	"brittany"
"military4_uniform_armament"	"catalonia"
"military4_uniform_armament"	"cossack_rebels"
"military4_uniform_armament"	"courland"
"military4_uniform_armament"	"crimean_khanate"
"military4_uniform_armament"	"denmark"
"military4_uniform_armament"	"dutch_rebels"
"military4_uniform_armament"	"france"
"military4_uniform_armament"	"french_rebels"
"military4_uniform_armament"	"greece"
"military4_uniform_armament"	"greek_rebels"
"military4_uniform_armament"	"hannover"
"military4_uniform_armament"	"hessen"
"military4_uniform_armament"	"hungary"
"military4_uniform_armament"	"ireland"
"military4_uniform_armament"	"ita_austrian_alliance"
"military4_uniform_armament"	"ita_french_republic"
"military4_uniform_armament"	"ita_genoa"
"military4_uniform_armament"	"ita_lucca"
"military4_uniform_armament"	"ita_milan"
"military4_uniform_armament"	"ita_modena"
"military4_uniform_armament"	"ita_papal_states"
"military4_uniform_armament"	"ita_parma"
"military4_uniform_armament"	"ita_piedmont"
"military4_uniform_armament"	"ita_trent"
"military4_uniform_armament"	"ita_tuscany"
"military4_uniform_armament"	"ita_venice"
"military4_uniform_armament"	"italian_rebels"
"military4_uniform_armament"	"italy"
"military4_uniform_armament"	"italy_kingdom"
"military4_uniform_armament"	"mecklenburg"
"military4_uniform_armament"	"naples"
"military4_uniform_armament"	"netherlands"
"military4_uniform_armament"	"norway"
"military4_uniform_armament"	"oldenburg"
"military4_uniform_armament"	"ottoman_rebels"
"military4_uniform_armament"	"ottomans"
"military4_uniform_armament"	"piedmont_savoy"
"military4_uniform_armament"	"poland_lithuania"
"military4_uniform_armament"	"portugal"
"military4_uniform_armament"	"portugese_rebels"
"military4_uniform_armament"	"prussia"
"military4_uniform_armament"	"prussian_rebels"
"military4_uniform_armament"	"romania"
