version 1, schema diplomacy_negotiation_strings_tables
diplomacy_action(string)	culture(string)	Government_system(string)	diplomacy_strings(string)
"generic_reject_angry_1"	"european"	"gov_republic"	"european_republic_generic_reject_angry_1"
"generic_reject_angry_1"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"indian"	"gov_republic"	"indian_republic_generic_reject_angry_1"
"generic_reject_angry_1"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_angry_1"
"generic_reject_angry_1"	"middle_east"	"gov_republic"	"middle_east_republic_generic_reject_angry_1"
"generic_reject_angry_1"	"tribal"	"gov_absolute_monarchy"	"tribal_both_generic_reject_angry_1"
"generic_reject_angry_1"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_generic_reject_angry_1"
"generic_reject_angry_1"	"tribal"	"gov_republic"	"tribal_both_generic_reject_angry_1"
"generic_reject_angry_2"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"egy_european"	"gov_republic"	"european_republic_generic_reject_angry_2"
"generic_reject_angry_2"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"egy_middle_east"	"gov_republic"	"middle_east_republic_generic_reject_angry_2"
"generic_reject_angry_2"	"european"	"gov_absolute_monarchy"	"european_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"european"	"gov_constitutional_monarchy"	"european_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"european"	"gov_republic"	"european_republic_generic_reject_angry_2"
"generic_reject_angry_2"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"indian"	"gov_republic"	"indian_republic_generic_reject_angry_2"
"generic_reject_angry_2"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_generic_reject_angry_2"
"generic_reject_angry_2"	"middle_east"	"gov_republic"	"middle_east_republic_generic_reject_angry_2"
"generic_reject_angry_2"	"tribal"	"gov_absolute_monarchy"	"tribal_both_generic_reject_angry_2"
"generic_reject_angry_2"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_generic_reject_angry_2"
"generic_reject_angry_2"	"tribal"	"gov_republic"	"tribal_both_generic_reject_angry_2"
"offer_demand_alliance"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"egy_european"	"gov_republic"	"european_republic_offer_demand_alliance"
"offer_demand_alliance"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_demand_alliance"
"offer_demand_alliance"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"european"	"gov_republic"	"european_republic_offer_demand_alliance"
"offer_demand_alliance"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"indian"	"gov_republic"	"indian_republic_offer_demand_alliance"
"offer_demand_alliance"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_alliance"
"offer_demand_alliance"	"middle_east"	"gov_republic"	"middle_east_republic_offer_demand_alliance"
"offer_demand_alliance"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_demand_alliance"
"offer_demand_alliance"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_demand_alliance"
"offer_demand_alliance"	"tribal"	"gov_republic"	"tribal_both_offer_demand_alliance"
"offer_demand_peace"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_peace"
"offer_demand_peace"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_peace"
"offer_demand_peace"	"egy_european"	"gov_republic"	"european_republic_offer_demand_peace"
"offer_demand_peace"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_peace"
"offer_demand_peace"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_peace"
"offer_demand_peace"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_demand_peace"
"offer_demand_peace"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_peace"
"offer_demand_peace"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_peace"
"offer_demand_peace"	"european"	"gov_republic"	"european_republic_offer_demand_peace"
"offer_demand_peace"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_demand_peace"
"offer_demand_peace"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_demand_peace"
"offer_demand_peace"	"indian"	"gov_republic"	"indian_republic_offer_demand_peace"
"offer_demand_peace"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_peace"
"offer_demand_peace"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_peace"
"offer_demand_peace"	"middle_east"	"gov_republic"	"middle_east_republic_offer_demand_peace"
"offer_demand_peace"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_demand_peace"
"offer_demand_peace"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_demand_peace"
"offer_demand_peace"	"tribal"	"gov_republic"	"tribal_both_offer_demand_peace"
"offer_demand_trade"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_trade"
"offer_demand_trade"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_trade"
"offer_demand_trade"	"egy_european"	"gov_republic"	"european_republic_offer_demand_trade"
"offer_demand_trade"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_trade"
"offer_demand_trade"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_trade"
"offer_demand_trade"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_demand_trade"
"offer_demand_trade"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_demand_trade"
"offer_demand_trade"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_demand_trade"
"offer_demand_trade"	"european"	"gov_republic"	"european_republic_offer_demand_trade"
"offer_demand_trade"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_demand_trade"
"offer_demand_trade"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_demand_trade"
"offer_demand_trade"	"indian"	"gov_republic"	"indian_republic_offer_demand_trade"
"offer_demand_trade"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_demand_trade"
"offer_demand_trade"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_demand_trade"
"offer_demand_trade"	"middle_east"	"gov_republic"	"middle_east_republic_offer_demand_trade"
"offer_demand_trade"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_demand_trade"
"offer_demand_trade"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_demand_trade"
"offer_demand_trade"	"tribal"	"gov_republic"	"tribal_both_offer_demand_trade"
"offer_regions"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_regions"
"offer_regions"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_regions"
"offer_regions"	"egy_european"	"gov_republic"	"european_republic_offer_regions"
"offer_regions"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_regions"
"offer_regions"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_regions"
"offer_regions"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_regions"
"offer_regions"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_regions"
"offer_regions"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_regions"
"offer_regions"	"european"	"gov_republic"	"european_republic_offer_regions"
"offer_regions"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_regions"
"offer_regions"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_regions"
"offer_regions"	"indian"	"gov_republic"	"indian_republic_offer_regions"
"offer_regions"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_regions"
"offer_regions"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_regions"
"offer_regions"	"middle_east"	"gov_republic"	"middle_east_republic_offer_regions"
"offer_regions"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_regions"
"offer_regions"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_regions"
"offer_regions"	"tribal"	"gov_republic"	"tribal_both_offer_regions"
"offer_regular_payment"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_regular_payment"
"offer_regular_payment"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_regular_payment"
"offer_regular_payment"	"egy_european"	"gov_republic"	"european_republic_offer_regular_payment"
"offer_regular_payment"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_regular_payment"
"offer_regular_payment"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_regular_payment"
"offer_regular_payment"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_regular_payment"
"offer_regular_payment"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_regular_payment"
"offer_regular_payment"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_regular_payment"
"offer_regular_payment"	"european"	"gov_republic"	"european_republic_offer_regular_payment"
"offer_regular_payment"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_regular_payment"
"offer_regular_payment"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_regular_payment"
"offer_regular_payment"	"indian"	"gov_republic"	"indian_republic_offer_regular_payment"
"offer_regular_payment"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_regular_payment"
"offer_regular_payment"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_regular_payment"
"offer_regular_payment"	"middle_east"	"gov_republic"	"middle_east_republic_offer_regular_payment"
"offer_regular_payment"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_regular_payment"
"offer_regular_payment"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_regular_payment"
"offer_regular_payment"	"tribal"	"gov_republic"	"tribal_both_offer_regular_payment"
"offer_single_payment"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_single_payment"
"offer_single_payment"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_single_payment"
"offer_single_payment"	"egy_european"	"gov_republic"	"european_republic_offer_single_payment"
"offer_single_payment"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_single_payment"
"offer_single_payment"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_single_payment"
"offer_single_payment"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_single_payment"
"offer_single_payment"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_single_payment"
"offer_single_payment"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_single_payment"
"offer_single_payment"	"european"	"gov_republic"	"european_republic_offer_single_payment"
"offer_single_payment"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_single_payment"
"offer_single_payment"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_single_payment"
"offer_single_payment"	"indian"	"gov_republic"	"indian_republic_offer_single_payment"
"offer_single_payment"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_single_payment"
"offer_single_payment"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_single_payment"
"offer_single_payment"	"middle_east"	"gov_republic"	"middle_east_republic_offer_single_payment"
"offer_single_payment"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_single_payment"
"offer_single_payment"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_single_payment"
"offer_single_payment"	"tribal"	"gov_republic"	"tribal_both_offer_single_payment"
"offer_technology"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_offer_technology"
"offer_technology"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_offer_technology"
"offer_technology"	"egy_european"	"gov_republic"	"european_republic_offer_technology"
"offer_technology"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_technology"
"offer_technology"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_technology"
"offer_technology"	"egy_middle_east"	"gov_republic"	"middle_east_republic_offer_technology"
"offer_technology"	"european"	"gov_absolute_monarchy"	"european_monarchy_offer_technology"
"offer_technology"	"european"	"gov_constitutional_monarchy"	"european_monarchy_offer_technology"
"offer_technology"	"european"	"gov_republic"	"european_republic_offer_technology"
"offer_technology"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_offer_technology"
"offer_technology"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_offer_technology"
"offer_technology"	"indian"	"gov_republic"	"indian_republic_offer_technology"
"offer_technology"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_offer_technology"
"offer_technology"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_offer_technology"
"offer_technology"	"middle_east"	"gov_republic"	"middle_east_republic_offer_technology"
"offer_technology"	"tribal"	"gov_absolute_monarchy"	"tribal_both_offer_technology"
"offer_technology"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_offer_technology"
"offer_technology"	"tribal"	"gov_republic"	"tribal_both_offer_technology"
"receive_friendly"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_receive_friendly"
"receive_friendly"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_receive_friendly"
"receive_friendly"	"egy_european"	"gov_republic"	"european_republic_receive_friendly"
"receive_friendly"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_friendly"
"receive_friendly"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_friendly"
"receive_friendly"	"egy_middle_east"	"gov_republic"	"middle_east_republic_receive_friendly"
"receive_friendly"	"european"	"gov_absolute_monarchy"	"european_monarchy_receive_friendly"
"receive_friendly"	"european"	"gov_constitutional_monarchy"	"european_monarchy_receive_friendly"
"receive_friendly"	"european"	"gov_republic"	"european_republic_receive_friendly"
"receive_friendly"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_receive_friendly"
"receive_friendly"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_receive_friendly"
"receive_friendly"	"indian"	"gov_republic"	"indian_republic_receive_friendly"
"receive_friendly"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_friendly"
"receive_friendly"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_friendly"
"receive_friendly"	"middle_east"	"gov_republic"	"middle_east_republic_receive_friendly"
"receive_friendly"	"tribal"	"gov_absolute_monarchy"	"tribal_both_receive_friendly"
"receive_friendly"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_receive_friendly"
"receive_friendly"	"tribal"	"gov_republic"	"tribal_both_receive_friendly"
"receive_hostile"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_receive_hostile"
"receive_hostile"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_receive_hostile"
"receive_hostile"	"egy_european"	"gov_republic"	"european_republic_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_hostile"
"receive_hostile"	"egy_middle_east"	"gov_republic"	"middle_east_republic_receive_hostile"
"receive_hostile"	"european"	"gov_absolute_monarchy"	"european_monarchy_receive_hostile"
"receive_hostile"	"european"	"gov_constitutional_monarchy"	"european_monarchy_receive_hostile"
"receive_hostile"	"european"	"gov_republic"	"european_republic_receive_hostile"
"receive_hostile"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_receive_hostile"
"receive_hostile"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_receive_hostile"
"receive_hostile"	"indian"	"gov_republic"	"indian_republic_receive_hostile"
"receive_hostile"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_hostile"
"receive_hostile"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_hostile"
"receive_hostile"	"middle_east"	"gov_republic"	"middle_east_republic_receive_hostile"
"receive_hostile"	"tribal"	"gov_absolute_monarchy"	"tribal_both_receive_hostile"
"receive_hostile"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_receive_hostile"
"receive_hostile"	"tribal"	"gov_republic"	"tribal_both_receive_hostile"
"receive_neutral"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_receive_neutral"
"receive_neutral"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_receive_neutral"
"receive_neutral"	"egy_european"	"gov_republic"	"european_republic_receive_neutral"
"receive_neutral"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_neutral"
"receive_neutral"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_neutral"
"receive_neutral"	"egy_middle_east"	"gov_republic"	"middle_east_republic_receive_neutral"
"receive_neutral"	"european"	"gov_absolute_monarchy"	"european_monarchy_receive_neutral"
"receive_neutral"	"european"	"gov_constitutional_monarchy"	"european_monarchy_receive_neutral"
"receive_neutral"	"european"	"gov_republic"	"european_republic_receive_neutral"
"receive_neutral"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_receive_neutral"
"receive_neutral"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_receive_neutral"
"receive_neutral"	"indian"	"gov_republic"	"indian_republic_receive_neutral"
"receive_neutral"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_neutral"
"receive_neutral"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_neutral"
"receive_neutral"	"middle_east"	"gov_republic"	"middle_east_republic_receive_neutral"
"receive_neutral"	"tribal"	"gov_absolute_monarchy"	"tribal_both_receive_neutral"
"receive_neutral"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_receive_neutral"
"receive_neutral"	"tribal"	"gov_republic"	"tribal_both_receive_neutral"
"receive_unfriendly"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_european"	"gov_republic"	"european_republic_receive_unfriendly"
"receive_unfriendly"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_unfriendly"
"receive_unfriendly"	"egy_middle_east"	"gov_republic"	"middle_east_republic_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_absolute_monarchy"	"european_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_constitutional_monarchy"	"european_monarchy_receive_unfriendly"
"receive_unfriendly"	"european"	"gov_republic"	"european_republic_receive_unfriendly"
"receive_unfriendly"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_receive_unfriendly"
"receive_unfriendly"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_receive_unfriendly"
"receive_unfriendly"	"indian"	"gov_republic"	"indian_republic_receive_unfriendly"
"receive_unfriendly"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_unfriendly"
"receive_unfriendly"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_unfriendly"
"receive_unfriendly"	"middle_east"	"gov_republic"	"middle_east_republic_receive_unfriendly"
"receive_unfriendly"	"tribal"	"gov_absolute_monarchy"	"tribal_both_receive_unfriendly"
"receive_unfriendly"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_receive_unfriendly"
"receive_unfriendly"	"tribal"	"gov_republic"	"tribal_both_receive_unfriendly"
"receive_very_friendly"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_european"	"gov_republic"	"european_republic_receive_very_friendly"
"receive_very_friendly"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_very_friendly"
"receive_very_friendly"	"egy_middle_east"	"gov_republic"	"middle_east_republic_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_absolute_monarchy"	"european_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_constitutional_monarchy"	"european_monarchy_receive_very_friendly"
"receive_very_friendly"	"european"	"gov_republic"	"european_republic_receive_very_friendly"
"receive_very_friendly"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_receive_very_friendly"
"receive_very_friendly"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_receive_very_friendly"
"receive_very_friendly"	"indian"	"gov_republic"	"indian_republic_receive_very_friendly"
"receive_very_friendly"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_receive_very_friendly"
"receive_very_friendly"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_receive_very_friendly"
"receive_very_friendly"	"middle_east"	"gov_republic"	"middle_east_republic_receive_very_friendly"
"receive_very_friendly"	"tribal"	"gov_absolute_monarchy"	"tribal_both_receive_very_friendly"
"receive_very_friendly"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_receive_very_friendly"
"receive_very_friendly"	"tribal"	"gov_republic"	"tribal_both_receive_very_friendly"
"reject_angry_demand_military_access"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"egy_european"	"gov_republic"	"european_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"egy_middle_east"	"gov_republic"	"middle_east_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"european"	"gov_constitutional_monarchy"	"european_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"european"	"gov_republic"	"european_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"indian"	"gov_republic"	"indian_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"middle_east"	"gov_republic"	"middle_east_republic_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"tribal"	"gov_absolute_monarchy"	"tribal_both_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_reject_angry_demand_military_access"
"reject_angry_demand_military_access"	"tribal"	"gov_republic"	"tribal_both_reject_angry_demand_military_access"
"reject_angry_demand_protectorate"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"egy_european"	"gov_republic"	"european_republic_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"egy_middle_east"	"gov_republic"	"middle_east_republic_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"european"	"gov_constitutional_monarchy"	"european_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"european"	"gov_republic"	"european_republic_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"indian"	"gov_absolute_monarchy"	"indian_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"indian"	"gov_constitutional_monarchy"	"indian_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"indian"	"gov_republic"	"indian_republic_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"middle_east"	"gov_republic"	"middle_east_republic_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"tribal"	"gov_absolute_monarchy"	"tribal_both_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"tribal"	"gov_constitutional_monarchy"	"tribal_both_reject_angry_demand_protectorate"
"reject_angry_demand_protectorate"	"tribal"	"gov_republic"	"tribal_both_reject_angry_demand_protectorate"
"reject_angry_demand_regions"	"egy_european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_constitutional_monarchy"	"european_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_european"	"gov_republic"	"european_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_middle_east"	"gov_absolute_monarchy"	"middle_east_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_middle_east"	"gov_constitutional_monarchy"	"middle_east_monarchy_reject_angry_demand_regions"
"reject_angry_demand_regions"	"egy_middle_east"	"gov_republic"	"middle_east_republic_reject_angry_demand_regions"
"reject_angry_demand_regions"	"european"	"gov_absolute_monarchy"	"european_monarchy_reject_angry_demand_regions"
