version 1, schema building_effects_junction_tables, guid f65a0a55-fa7a-4052-a17d-97c166e84b96
Building_IDRef(string)	Effect_IDRef(string)	Magnitude(float)
"bos_propaganda_1_constabulary"	"bos_agent_availability_quality_shinsengumi"	1
"bos_propaganda_1_constabulary"	"bos_repression_building_local"	1
"bos_propaganda_1_constabulary"	"bos_tech_conversion_state_religion"	1
"bos_propaganda_2_police_office"	"bos_agent_availability_quality_ishinshishi"	1
"bos_propaganda_2_police_office"	"bos_agent_availability_quality_shinsengumi"	1
"bos_propaganda_2_police_office"	"bos_happy_culture_local"	1
"bos_propaganda_2_police_office"	"bos_repression_building_local"	1
"bos_propaganda_2_police_office"	"bos_tech_conversion_state_religion"	2
"bos_propaganda_3_secret_society"	"bos_conversion_independent"	3
"bos_propaganda_3_secret_society"	"bos_conversion_independent_osmosis"	1
"bos_propaganda_3_secret_society"	"bos_happy_culture_local"	2
"bos_propaganda_3_secret_society"	"bos_repression_building_local"	2
"bos_propaganda_3_shikoyoku_office"	"bos_agent_availability_quality_ishinshishi"	1
"bos_propaganda_3_shikoyoku_office"	"bos_conversion_imperial"	3
"bos_propaganda_3_shikoyoku_office"	"bos_conversion_imperial_osmosis"	1
"bos_propaganda_3_shikoyoku_office"	"bos_happy_culture_local"	2
"bos_propaganda_3_shikoyoku_office"	"bos_repression_building_local"	1
"bos_propaganda_3_special_police"	"bos_agent_availability_quality_shinsengumi"	1
"bos_propaganda_3_special_police"	"bos_conversion_shogunate"	3
"bos_propaganda_3_special_police"	"bos_conversion_shogunate_osmosis"	1
"bos_propaganda_3_special_police"	"bos_happy_culture_local"	1
"bos_propaganda_3_special_police"	"bos_repression_building_local"	2
"bos_propaganda_4_mainichi_shimbun"	"bos_agent_availability_quality_ishinshishi"	1
"bos_propaganda_4_mainichi_shimbun"	"bos_conversion_imperial"	5
"bos_propaganda_4_mainichi_shimbun"	"bos_conversion_imperial_osmosis"	2
"bos_propaganda_4_mainichi_shimbun"	"bos_happy_culture_local"	4
"bos_propaganda_4_mainichi_shimbun"	"bos_repression_building_local"	1
"bos_propaganda_4_military_society"	"bos_conversion_independent"	5
"bos_propaganda_4_military_society"	"bos_conversion_independent_osmosis"	2
"bos_propaganda_4_military_society"	"bos_happy_culture_local"	3
"bos_propaganda_4_military_society"	"bos_repression_building_local"	3
"bos_propaganda_4_shinsengumi_headquarters"	"bos_agent_availability_quality_shinsengumi"	1
"bos_propaganda_4_shinsengumi_headquarters"	"bos_conversion_shogunate"	5
"bos_propaganda_4_shinsengumi_headquarters"	"bos_conversion_shogunate_osmosis"	2
"bos_propaganda_4_shinsengumi_headquarters"	"bos_happy_culture_local"	1
"bos_propaganda_4_shinsengumi_headquarters"	"bos_repression_building_local"	4
"bos_region_spec_clay_1_claypits"	"bos_building_cost_mod_local"	-5
"bos_region_spec_clay_1_claypits"	"bos_gdp_commerce"	100
"bos_region_spec_clay_1_claypits"	"bos_tw_growth_commerce"	1
"bos_region_spec_clay_2_clay_kiln"	"bos_building_cost_mod_local"	-10
"bos_region_spec_clay_2_clay_kiln"	"bos_gdp_commerce"	200
"bos_region_spec_clay_2_clay_kiln"	"bos_tw_growth_commerce"	2
"bos_region_spec_clay_3_brickworks"	"bos_building_cost_mod_local"	-15
"bos_region_spec_clay_3_brickworks"	"bos_gdp_commerce"	400
"bos_region_spec_clay_3_brickworks"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_clay_3_brickworks"	"bos_tw_growth_commerce"	5
"bos_region_spec_clay_3_pottery_kiln"	"bos_building_cost_mod_local"	-15
"bos_region_spec_clay_3_pottery_kiln"	"bos_gdp_commerce"	600
"bos_region_spec_clay_3_pottery_kiln"	"bos_tw_growth_commerce"	3
"bos_region_spec_coal_mining_1_open-pit_coal_face"	"bos_gdp_mine"	200
"bos_region_spec_coal_mining_1_open-pit_coal_face"	"bos_tw_growth_commerce"	1
"bos_region_spec_coal_mining_1_open-pit_coal_face"	"bos_unit_ship_cost_mod_local"	-5
"bos_region_spec_coal_mining_1_open-pit_coal_face"	"commodity_prod_bos_coal"	20
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"bos_gdp_mine"	400
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"bos_modernisation_happiness_mod"	-1
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"bos_tw_growth_commerce"	2
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"bos_unit_ship_cost_mod_local"	-10
"bos_region_spec_coal_mining_2_coal_preparation_pla"	"commodity_prod_bos_coal"	40
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"bos_gdp_mine"	600
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"bos_tw_growth_commerce"	5
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"bos_unit_ship_cost_mod_local"	-15
"bos_region_spec_coal_mining_3_deep-seam_coal_mine"	"commodity_prod_bos_coal"	60
"bos_region_spec_copper_mining_1_open-pit_copper_mi"	"bos_gdp_mine"	100
"bos_region_spec_copper_mining_1_open-pit_copper_mi"	"bos_tw_growth_commerce"	1
"bos_region_spec_copper_mining_1_open-pit_copper_mi"	"bos_unit_modern_cost_mod_local"	-5
"bos_region_spec_copper_mining_1_open-pit_copper_mi"	"commodity_prod_bos_copper"	10
"bos_region_spec_copper_mining_2_smelting_mill"	"bos_gdp_mine"	200
"bos_region_spec_copper_mining_2_smelting_mill"	"bos_tw_growth_commerce"	2
"bos_region_spec_copper_mining_2_smelting_mill"	"bos_unit_modern_cost_mod_local"	-10
"bos_region_spec_copper_mining_2_smelting_mill"	"commodity_prod_bos_copper"	20
"bos_region_spec_copper_mining_3_anode_furnace"	"bos_gdp_mine"	400
"bos_region_spec_copper_mining_3_anode_furnace"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_copper_mining_3_anode_furnace"	"bos_tw_growth_commerce"	5
"bos_region_spec_copper_mining_3_anode_furnace"	"bos_unit_modern_cost_mod_local"	-15
"bos_region_spec_copper_mining_3_anode_furnace"	"commodity_prod_bos_copper"	30
"bos_region_spec_copper_mining_3_copper_refinery"	"bos_gdp_mine"	600
"bos_region_spec_copper_mining_3_copper_refinery"	"bos_tw_growth_commerce"	3
"bos_region_spec_copper_mining_3_copper_refinery"	"bos_unit_modern_cost_mod_local"	-15
"bos_region_spec_copper_mining_3_copper_refinery"	"commodity_prod_bos_copper"	30
"bos_region_spec_gold_mining_1_placer_deposits"	"bos_gdp_mine"	800
"bos_region_spec_gold_mining_2_goldfields"	"bos_gdp_mine"	1400
"bos_region_spec_gold_mining_3_coin_mint"	"bos_gdp_mine"	1700
"bos_region_spec_gold_mining_3_ore_processing_plant"	"bos_gdp_mine"	2000
"bos_region_spec_gold_mining_3_ore_processing_plant"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_holy_site_1_buddhist_shrine"	"bos_mod_charge_all_local"	5
"bos_region_spec_holy_site_1_buddhist_shrine"	"bos_unit_traditional_cost_mod_local"	-5
"bos_region_spec_holy_site_2_buddhist_temple"	"bos_mod_charge_all_local"	10
"bos_region_spec_holy_site_2_buddhist_temple"	"bos_unit_traditional_cost_mod_local"	-10
"bos_region_spec_holy_site_3_buddhist_temple_comple"	"bos_mod_charge_all_local"	15
"bos_region_spec_holy_site_3_buddhist_temple_comple"	"bos_unit_traditional_cost_mod_local"	-15
"bos_region_spec_iron_mining_1_iron_mine"	"bos_gdp_mine"	90
"bos_region_spec_iron_mining_1_iron_mine"	"bos_recruitment_cost_mod_category_artillery_local"	-5
"bos_region_spec_iron_mining_1_iron_mine"	"bos_tw_growth_commerce"	1
"bos_region_spec_iron_mining_1_iron_mine"	"commodity_prod_bos_iron"	10
"bos_region_spec_iron_mining_2_deep_iron_mine"	"bos_gdp_mine"	180
"bos_region_spec_iron_mining_2_deep_iron_mine"	"bos_recruitment_cost_mod_category_artillery_local"	-10
"bos_region_spec_iron_mining_2_deep_iron_mine"	"bos_tw_growth_commerce"	2
"bos_region_spec_iron_mining_2_deep_iron_mine"	"commodity_prod_bos_iron"	20
"bos_region_spec_iron_mining_3_iron_smelter"	"bos_gdp_mine"	540
"bos_region_spec_iron_mining_3_iron_smelter"	"bos_recruitment_cost_mod_category_artillery_local"	-15
"bos_region_spec_iron_mining_3_iron_smelter"	"bos_tw_growth_commerce"	3
"bos_region_spec_iron_mining_3_iron_smelter"	"commodity_prod_bos_iron"	30
"bos_region_spec_iron_mining_3_steel_mill"	"bos_gdp_mine"	360
"bos_region_spec_iron_mining_3_steel_mill"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_iron_mining_3_steel_mill"	"bos_recruitment_cost_mod_category_artillery_local"	-15
"bos_region_spec_iron_mining_3_steel_mill"	"bos_tw_growth_commerce"	5
"bos_region_spec_iron_mining_3_steel_mill"	"commodity_prod_bos_iron"	30
"bos_region_spec_railroad_1_telegraph_office"	"bos_gdp_commerce"	200
"bos_region_spec_railroad_1_telegraph_office"	"bos_tw_growth_commerce"	2
"bos_region_spec_railroad_2_train_station"	"bos_gdp_commerce"	460
"bos_region_spec_railroad_2_train_station"	"bos_modernisation_happiness_mod"	-1
"bos_region_spec_railroad_2_train_station"	"bos_railways"	1
"bos_region_spec_railroad_2_train_station"	"bos_tw_growth_commerce"	8
"bos_region_spec_railroad_3_nippon_railway_company"	"bos_gdp_commerce"	900
"bos_region_spec_railroad_3_nippon_railway_company"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_railroad_3_nippon_railway_company"	"bos_railways"	1
"bos_region_spec_railroad_3_nippon_railway_company"	"bos_tw_growth_commerce"	12
"bos_region_spec_silk_1_silk_farm"	"bos_gdp_commerce"	350
"bos_region_spec_silk_1_silk_farm"	"commodity_prod_bos_silk"	20
"bos_region_spec_silk_2_raw_silk_threadmaker"	"bos_gdp_commerce"	700
"bos_region_spec_silk_2_raw_silk_threadmaker"	"bos_tw_growth_commerce"	1
"bos_region_spec_silk_2_raw_silk_threadmaker"	"commodity_prod_bos_silk"	40
"bos_region_spec_silk_3_sericultist"	"bos_gdp_commerce"	1000
"bos_region_spec_silk_3_sericultist"	"bos_tw_growth_commerce"	2
"bos_region_spec_silk_3_sericultist"	"commodity_prod_bos_silk"	60
"bos_region_spec_silver_mining_1_lead_ore_mine"	"bos_gdp_mine"	700
"bos_region_spec_silver_mining_2_silver_smelters"	"bos_gdp_mine"	1100
"bos_region_spec_silver_mining_3_silver_smelting_pl"	"bos_gdp_mine"	1800
"bos_region_spec_silver_mining_3_silver_smelting_pl"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_silver_mining_3_silver_vault"	"bos_gdp_mine"	1500
"bos_region_spec_smithing_1_blacksmith"	"bos_mod_unit_accuracy_all_local"	5
"bos_region_spec_smithing_1_blacksmith"	"bos_mod_unit_armour_all_local"	1
"bos_region_spec_smithing_2_ironsmith"	"bos_mod_unit_accuracy_all_local"	10
"bos_region_spec_smithing_2_ironsmith"	"bos_mod_unit_armour_all_local"	2
"bos_region_spec_smithing_3_armour_makers"	"bos_mod_unit_accuracy_all_local"	10
"bos_region_spec_smithing_3_armour_makers"	"bos_mod_unit_armour_all_local"	4
"bos_region_spec_smithing_3_riflemakers"	"bos_mod_unit_accuracy_all_local"	20
"bos_region_spec_smithing_3_riflemakers"	"bos_mod_unit_armour_all_local"	2
"bos_region_spec_smithing_3_riflemakers"	"bos_modernisation_happiness_mod"	-2
"bos_region_spec_smugglers_1_smugglers_cove"	"bos_agent_XP_mod_geisha"	1
"bos_region_spec_smugglers_1_smugglers_cove"	"bos_gdp_commerce"	300
"bos_region_spec_smugglers_1_smugglers_cove"	"bos_tw_growth_commerce"	4
"bos_region_spec_smugglers_2_criminal_den"	"bos_agent_XP_mod_geisha"	1
"bos_region_spec_smugglers_2_criminal_den"	"bos_gdp_commerce"	500
"bos_region_spec_smugglers_2_criminal_den"	"bos_tw_growth_commerce"	8
"bos_region_spec_smugglers_3_yakuza_headquarters"	"bos_agent_XP_mod_geisha"	1
"bos_region_spec_smugglers_3_yakuza_headquarters"	"bos_gdp_commerce"	900
"bos_region_spec_smugglers_3_yakuza_headquarters"	"bos_tw_growth_commerce"	12
"bos_region_specialtea_1_tea_plantation"	"bos_gdp_commerce"	400
"bos_region_specialtea_1_tea_plantation"	"commodity_prod_bos_tea"	20
"bos_region_specialtea_2_tea_baler_facility"	"bos_gdp_commerce"	700
"bos_region_specialtea_2_tea_baler_facility"	"bos_tw_growth_commerce"	1
"bos_region_specialtea_2_tea_baler_facility"	"commodity_prod_bos_tea"	40
"bos_region_specialtea_3_sayama_corporation_depot"	"bos_gdp_commerce"	1000
"bos_region_specialtea_3_sayama_corporation_depot"	"bos_modernisation_happiness_mod"	-2
"bos_region_specialtea_3_sayama_corporation_depot"	"bos_tw_growth_commerce"	2
"bos_region_specialtea_3_sayama_corporation_depot"	"commodity_prod_bos_tea"	60
"bos_traditional_1_traditional_dojo"	"bos_agent_availability_quality_shinobi"	1
"bos_traditional_1_traditional_dojo"	"bos_land_recruitment_points"	1
"bos_traditional_2_samurai_dojo"	"bos_agent_availability_quality_shinobi"	1
"bos_traditional_2_samurai_dojo"	"bos_land_recruitment_points"	1
"bos_traditional_3_samurai_master_dojo"	"bos_agent_availability_quality_shinobi"	1
"bos_traditional_3_samurai_master_dojo"	"bos_land_recruitment_points"	1
"bos_traditional_4_legendary_samurai_master_dojo"	"bos_agent_availability_quality_shinobi"	1
"bos_traditional_4_legendary_samurai_master_dojo"	"bos_land_recruitment_points"	1
